Seed 1656949570
ARCH 2|F_ID 0|LIMIT 4
before: 
3(369)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  31,  7,  9,  137, 1, 3, 492452, 14505.53, 0, 0.00, 1: 73; 2: 26; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 360,  5, 12,  181, 1, 6, 473921, 14505.53, 1, 64.16, 1: 55; 2: 29; 3: 12; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 805,  7,  8,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 57; 2: 27; 3: 10; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 396,  5, 12,  181, 1, 6, 473457, 14505.53, 1, 64.16, 1: 57; 2: 28; 3: 9; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 376,  8,  7,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 53; 2: 33; 3: 9; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  40,  4, 14,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 53; 2: 32; 3: 12; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 284,  4, 14,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 60; 2: 23; 3: 10; 4: 6; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 187,  4, 14,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 55; 2: 31; 3: 8; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 554,  5, 12,  181, 1, 6, 473602, 14505.53, 1, 64.16, 1: 54; 2: 33; 3: 8; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  56,  4, 14,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 61; 2: 19; 3: 14; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 808,  6, 10,  181, 1, 6, 473625, 14505.53, 1, 64.16, 1: 60; 2: 26; 3: 7; 4: 5; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 614,  7,  8,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 56; 2: 27; 3: 14; 4: 2; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 989,  6, 10,  181, 1, 6, 473463, 14505.53, 1, 64.16, 1: 58; 2: 25; 3: 12; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 406,  5, 12,  181, 1, 6, 473549, 14505.53, 1, 64.16, 1: 54; 2: 29; 3: 13; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 696,  4, 14,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 56; 2: 27; 3: 13; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 660,  4, 14,  181, 1, 6, 443520, 14505.53, 1, 64.16, 1: 56; 2: 27; 3: 13; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 997,  7,  9,  182, 1, 6, 493125, 14505.53, 1, 64.16, 1: 53; 2: 30; 3: 13; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  66,  5, 13,  182, 1, 6, 504501, 14505.53, 1, 64.16, 1: 54; 2: 30; 3: 11; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 139,  7,  8,  182, 1, 6, 443520, 14505.53, 1, 64.16, 1: 58; 2: 26; 3: 11; 4: 3; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 568,  5, 13,  182, 1, 6, 504848, 14505.53, 1, 64.16, 1: 51; 2: 35; 3: 10; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 898,  7,  9,  182, 1, 6, 493168, 14505.53, 1, 64.16, 1: 54; 2: 33; 3: 8; 4: 3; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 143,  6, 10,  182, 1, 6, 473414, 14505.53, 1, 64.16, 1: 56; 2: 27; 3: 13; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 385,  6, 10,  182, 1, 6, 473506, 14505.53, 1, 64.16, 1: 56; 2: 29; 3: 8; 4: 8; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 177,  7,  8,  182, 1, 6, 443520, 14505.53, 1, 64.16, 1: 53; 2: 33; 3: 9; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 956,  4, 14,  182, 1, 6, 443520, 14505.53, 1, 64.16, 1: 54; 2: 31; 3: 11; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 386,  5, 12,  182, 1, 6, 473843, 14505.53, 1, 64.16, 1: 52; 2: 35; 3: 8; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 447,  6, 10,  182, 1, 6, 473229, 14505.53, 1, 64.16, 1: 54; 2: 30; 3: 11; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 106,  5, 12,  182, 1, 6, 473682, 14505.53, 1, 64.16, 1: 57; 2: 27; 3: 10; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 363,  7,  9,  182, 1, 6, 491803, 14505.53, 1, 64.16, 1: 51; 2: 36; 3: 9; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 672,  7,  9,  182, 1, 6, 491995, 14505.53, 1, 64.16, 1: 55; 2: 31; 3: 8; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 343,  4, 14,  182, 1, 6, 443520, 14505.53, 1, 64.16, 1: 57; 2: 27; 3: 11; 4: 4; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 550, 10,  6,  182, 1, 6, 473574, 14505.53, 1, 64.16, 1: 60; 2: 24; 3: 10; 4: 4; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 227,  4, 14,  182, 1, 6, 443520, 14505.53, 1, 64.16, 1: 55; 2: 29; 3: 11; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 588,  5, 12,  182, 1, 6, 473372, 14505.53, 1, 64.16, 1: 54; 2: 31; 3: 12; 4: 2; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 847, 10,  6,  183, 1, 6, 473376, 14505.53, 1, 64.16, 1: 51; 2: 36; 3: 9; 4: 4; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  80,  5, 13,  183, 1, 6, 504544, 14505.53, 1, 64.16, 1: 54; 2: 29; 3: 12; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 290,  4, 14,  183, 1, 6, 443520, 14505.53, 1, 64.16, 1: 56; 2: 23; 3: 19; 4: 2; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 694,  7,  8,  183, 1, 6, 443520, 14505.53, 1, 64.16, 1: 52; 2: 34; 3: 11; 4: 2; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 773,  4, 14,  183, 1, 6, 443520, 14505.53, 1, 64.16, 1: 53; 2: 32; 3: 10; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 902,  4, 14,  183, 1, 6, 443520, 14505.53, 1, 64.16, 1: 52; 2: 34; 3: 12; 4: 1; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 827, 10,  6,  183, 1, 6, 473431, 14505.53, 1, 64.16, 1: 55; 2: 30; 3: 11; 4: 2; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  46,  7,  9,  183, 1, 6, 492963, 14505.53, 1, 64.16, 1: 51; 2: 33; 3: 13; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 859,  8,  7,  183, 1, 6, 443520, 14505.53, 1, 64.16, 1: 50; 2: 37; 3: 9; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 207,  5, 12,  183, 1, 6, 473589, 14505.53, 1, 64.16, 1: 58; 2: 24; 3: 10; 4: 9; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 869,  5, 13,  183, 1, 6, 504497, 14505.53, 1, 64.16, 1: 51; 2: 36; 3: 8; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 409, 10,  6,  184, 1, 6, 473213, 14505.53, 1, 64.16, 1: 56; 2: 27; 3: 13; 4: 3; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 271,  7,  8,  184, 1, 6, 443520, 14505.53, 1, 64.16, 1: 54; 2: 31; 3: 9; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 876,  7,  8,  184, 1, 6, 443520, 14505.53, 1, 64.16, 1: 55; 2: 26; 3: 15; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 214,  7,  8,  184, 1, 6, 443520, 14505.53, 1, 64.16, 1: 55; 2: 28; 3: 10; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 927,  5, 11,  184, 1, 6, 435105, 14505.53, 1, 64.16, 1: 47; 2: 40; 3: 11; 4: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 523,  6, 10,  184, 1, 6, 473463, 14505.53, 1, 64.16, 1: 55; 2: 30; 3: 9; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 602,  4, 14,  184, 1, 6, 443520, 14505.53, 1, 64.16, 1: 54; 2: 30; 3: 10; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 848,  4, 14,  184, 1, 6, 443520, 14505.53, 1, 64.16, 1: 52; 2: 35; 3: 7; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 706, 10,  6,  184, 1, 6, 473191, 14505.53, 1, 64.16, 1: 54; 2: 30; 3: 11; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  51,  5, 11,  184, 1, 6, 435105, 14505.53, 1, 64.16, 1: 51; 2: 34; 3: 9; 4: 8; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 472,  5, 13,  184, 1, 6, 504846, 14505.53, 1, 64.16, 1: 56; 2: 26; 3: 11; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 352,  7,  8,  185, 1, 6, 443520, 14505.53, 1, 64.16, 1: 57; 2: 26; 3: 10; 4: 6; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 834,  7,  8,  185, 1, 6, 443520, 14505.53, 1, 64.16, 1: 53; 2: 29; 3: 14; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 728,  7,  9,  185, 1, 6, 492830, 14505.53, 1, 64.16, 1: 51; 2: 34; 3: 12; 4: 1; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 528,  5, 11,  185, 1, 6, 435105, 14505.53, 1, 64.16, 1: 51; 2: 33; 3: 12; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 158,  5, 11,  185, 1, 6, 435105, 14505.53, 1, 64.16, 1: 53; 2: 29; 3: 13; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 589,  7,  8,  185, 1, 6, 443520, 14505.53, 1, 64.16, 1: 56; 2: 27; 3: 10; 4: 7; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 411,  7,  9,  185, 1, 6, 492167, 14505.53, 1, 64.16, 1: 50; 2: 35; 3: 11; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 930, 10,  6,  185, 1, 6, 473465, 14505.53, 1, 64.16, 1: 57; 2: 29; 3: 7; 4: 3; 5: 5; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 932, 10,  6,  185, 1, 6, 473276, 14505.53, 1, 64.16, 1: 56; 2: 26; 3: 12; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 449,  7,  9,  185, 1, 6, 492666, 14505.53, 1, 64.16, 1: 51; 2: 35; 3: 8; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 194,  5, 12,  185, 1, 6, 473279, 14505.53, 1, 64.16, 1: 56; 2: 26; 3: 12; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 465,  4, 14,  185, 1, 6, 443520, 14505.53, 1, 64.16, 1: 54; 2: 29; 3: 11; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 908,  4, 14,  185, 1, 6, 443520, 14505.53, 1, 64.16, 1: 51; 2: 29; 3: 18; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 140,  8,  7,  185, 1, 6, 443520, 14505.53, 1, 64.16, 1: 48; 2: 37; 3: 12; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 867,  4, 14,  185, 1, 6, 443520, 14505.53, 1, 64.16, 1: 55; 2: 27; 3: 13; 4: 5; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 120, 10,  6,  185, 1, 6, 473119, 14505.53, 1, 64.16, 1: 57; 2: 25; 3: 10; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 303,  5, 11,  185, 1, 6, 435105, 14505.53, 1, 64.16, 1: 54; 2: 32; 3: 7; 4: 5; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 381,  5, 11,  186, 1, 6, 435105, 14505.53, 1, 64.16, 1: 54; 2: 31; 3: 8; 4: 6; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 398,  7,  9,  186, 1, 6, 492645, 14505.53, 1, 64.16, 1: 49; 2: 35; 3: 12; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 640,  5, 11,  186, 1, 6, 435105, 14505.53, 1, 64.16, 1: 53; 2: 29; 3: 14; 4: 4; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 288,  5, 12,  186, 1, 6, 473396, 14505.53, 1, 64.16, 1: 56; 2: 27; 3: 9; 4: 7; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 651,  7,  9,  186, 1, 6, 492110, 14505.53, 1, 64.16, 1: 51; 2: 32; 3: 13; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 159, 10,  6,  186, 1, 6, 473693, 14505.53, 1, 64.16, 1: 55; 2: 26; 3: 13; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 133,  7,  9,  186, 1, 6, 492859, 14505.53, 1, 64.16, 1: 50; 2: 36; 3: 9; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 474,  5, 13,  186, 1, 6, 504458, 14505.53, 1, 64.16, 1: 49; 2: 37; 3: 10; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 129, 10,  6,  186, 1, 6, 473140, 14505.53, 1, 64.16, 1: 58; 2: 25; 3: 8; 4: 8; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 840, 10,  6,  186, 1, 6, 473433, 14505.53, 1, 64.16, 1: 52; 2: 34; 3: 8; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  76,  7,  8,  186, 1, 6, 443520, 14505.53, 1, 64.16, 1: 53; 2: 30; 3: 12; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 786,  4, 14,  187, 1, 6, 443520, 14505.53, 1, 64.16, 1: 55; 2: 29; 3: 9; 4: 5; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 897,  6, 10,  187, 1, 6, 473546, 14505.53, 1, 64.16, 1: 52; 2: 31; 3: 11; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 500,  8,  7,  187, 1, 6, 443520, 14505.53, 1, 64.16, 1: 49; 2: 36; 3: 9; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 970,  5, 12,  187, 1, 6, 473446, 14505.53, 1, 64.16, 1: 56; 2: 26; 3: 10; 4: 7; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 701, 10,  6,  187, 1, 6, 473640, 14505.53, 1, 64.16, 1: 59; 2: 26; 3: 6; 4: 5; 5: 4; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 307,  5, 11,  187, 1, 6, 435105, 14505.53, 1, 64.16, 1: 47; 2: 36; 3: 14; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 344,  5, 11,  187, 1, 6, 435105, 14505.53, 1, 64.16, 1: 47; 2: 39; 3: 10; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 621,  7,  8,  187, 1, 6, 443520, 14505.53, 1, 64.16, 1: 54; 2: 30; 3: 8; 4: 7; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 392,  7,  8,  187, 1, 6, 443520, 14505.53, 1, 64.16, 1: 55; 2: 29; 3: 8; 4: 7; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 712,  5, 12,  187, 1, 6, 473677, 14505.53, 1, 64.16, 1: 55; 2: 27; 3: 12; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  96,  5, 12,  187, 1, 6, 473086, 14505.53, 1, 64.16, 1: 57; 2: 25; 3: 9; 4: 9; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,   1,  5, 11,  187, 1, 6, 435105, 14505.53, 1, 64.16, 1: 51; 2: 32; 3: 11; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  60,  7,  9,  188, 1, 6, 492399, 14505.53, 1, 64.16, 1: 51; 2: 32; 3: 10; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 294,  5, 11,  188, 1, 6, 435105, 14505.53, 1, 64.16, 1: 51; 2: 33; 3: 10; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 889,  4, 14,  188, 1, 6, 443520, 14505.53, 1, 64.16, 1: 53; 2: 30; 3: 9; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 563,  7,  8,  188, 1, 6, 443520, 14505.53, 1, 64.16, 1: 54; 2: 29; 3: 12; 4: 3; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 261,  5, 13,  188, 1, 6, 504482, 14505.53, 1, 64.16, 1: 48; 2: 40; 3: 7; 4: 3; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 232,  8,  7,  188, 1, 6, 443520, 14505.53, 1, 64.16, 1: 45; 2: 38; 3: 15; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 231,  8,  7,  188, 1, 6, 443520, 14505.53, 1, 64.16, 1: 50; 2: 33; 3: 11; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 354,  5, 13,  188, 1, 6, 505269, 14505.53, 1, 64.16, 1: 52; 2: 32; 3: 8; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 769,  5, 12,  188, 1, 6, 473455, 14505.53, 1, 64.16, 1: 55; 2: 27; 3: 11; 4: 5; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 685,  5, 12,  188, 1, 6, 473404, 14505.53, 1, 64.16, 1: 49; 2: 35; 3: 10; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 600,  7,  9,  188, 1, 6, 493088, 14505.53, 1, 64.16, 1: 49; 2: 37; 3: 7; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 184,  7,  9,  188, 1, 6, 492498, 14505.53, 1, 64.16, 1: 54; 2: 30; 3: 8; 4: 7; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 599,  4, 14,  188, 1, 6, 443520, 14505.53, 1, 64.16, 1: 57; 2: 24; 3: 10; 4: 8; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 100,  5, 11,  188, 1, 6, 435105, 14505.53, 1, 64.16, 1: 53; 2: 31; 3: 10; 4: 4; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 495,  5, 12,  188, 1, 6, 473720, 14505.53, 1, 64.16, 1: 54; 2: 28; 3: 10; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 726,  6, 10,  188, 1, 6, 473549, 14505.53, 1, 64.16, 1: 58; 2: 23; 3: 10; 4: 7; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 547,  7,  9,  189, 1, 6, 492769, 14505.53, 1, 64.16, 1: 43; 2: 44; 3: 9; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 215,  4, 14,  189, 1, 6, 443520, 14505.53, 1, 64.16, 1: 52; 2: 34; 3: 7; 4: 4; 5: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 923,  5, 13,  189, 1, 6, 505231, 14505.53, 1, 64.16, 1: 50; 2: 33; 3: 11; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 849,  7,  9,  189, 1, 6, 492195, 14505.53, 1, 64.16, 1: 49; 2: 36; 3: 8; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 657,  5, 11,  189, 1, 6, 435105, 14505.53, 1, 64.16, 1: 50; 2: 32; 3: 11; 4: 9; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 569,  7,  8,  190, 1, 6, 443520, 14505.53, 1, 64.16, 1: 49; 2: 34; 3: 10; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 825,  7,  8,  190, 1, 6, 443520, 14505.53, 1, 64.16, 1: 56; 2: 25; 3: 11; 4: 6; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 630,  5, 11,  190, 1, 6, 435105, 14505.53, 1, 64.16, 1: 54; 2: 29; 3: 8; 4: 7; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 639, 10,  6,  190, 1, 6, 473591, 14505.53, 1, 64.16, 1: 60; 2: 19; 3: 13; 4: 5; 5: 3; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 753,  8,  7,  190, 1, 6, 443520, 14505.53, 1, 64.16, 1: 49; 2: 35; 3: 10; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 279,  7,  9,  190, 1, 6, 493220, 14505.53, 1, 64.16, 1: 48; 2: 33; 3: 16; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,   4,  5, 11,  190, 1, 6, 435105, 14505.53, 1, 64.16, 1: 50; 2: 33; 3: 9; 4: 9; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  53,  8,  7,  190, 1, 6, 443520, 14505.53, 1, 64.16, 1: 51; 2: 33; 3: 9; 4: 6; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 186,  7,  8,  190, 1, 6, 443520, 14505.53, 1, 64.16, 1: 58; 2: 23; 3: 8; 4: 9; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 733,  5, 13,  190, 1, 6, 504094, 14505.53, 1, 64.16, 1: 52; 2: 31; 3: 10; 4: 5; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 317,  6, 10,  191, 1, 6, 473674, 14505.53, 1, 64.16, 1: 57; 2: 25; 3: 7; 4: 10; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 704, 10,  6,  191, 1, 6, 473208, 14505.53, 1, 64.16, 1: 55; 2: 28; 3: 7; 4: 8; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 842,  7,  8,  191, 1, 6, 443520, 14505.53, 1, 64.16, 1: 57; 2: 26; 3: 6; 4: 8; 5: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 302,  7,  9,  192, 1, 6, 492831, 14505.53, 1, 64.16, 1: 46; 2: 36; 3: 14; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 926,  7,  9,  192, 1, 6, 492968, 14505.53, 1, 64.16, 1: 44; 2: 41; 3: 11; 4: 4; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 362,  5, 13,  192, 1, 6, 504663, 14505.53, 1, 64.16, 1: 48; 2: 36; 3: 10; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 521,  8,  7,  192, 1, 6, 443520, 14505.53, 1, 64.16, 1: 51; 2: 30; 3: 11; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 740,  7,  9,  193, 1, 6, 493361, 14505.53, 1, 64.16, 1: 46; 2: 36; 3: 11; 4: 9; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 963,  5, 13,  193, 1, 6, 503999, 14505.53, 1, 64.16, 1: 46; 2: 37; 3: 11; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 203,  8,  7,  193, 1, 6, 443520, 14505.53, 1, 64.16, 1: 48; 2: 31; 3: 16; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 209,  7,  9,  193, 1, 6, 493027, 14505.53, 1, 64.16, 1: 46; 2: 36; 3: 11; 4: 9; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 242,  5, 11,  193, 1, 6, 435105, 14505.53, 1, 64.16, 1: 49; 2: 32; 3: 12; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 334,  7,  8,  193, 1, 6, 443520, 14505.53, 1, 64.16, 1: 55; 2: 26; 3: 9; 4: 8; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 280,  5, 13,  193, 1, 6, 505048, 14505.53, 1, 64.16, 1: 48; 2: 33; 3: 13; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 666,  5, 13,  193, 1, 6, 505615, 14505.53, 1, 64.16, 1: 48; 2: 35; 3: 9; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 774,  8,  7,  193, 1, 6, 443520, 14505.53, 1, 64.16, 1: 51; 2: 33; 3: 6; 4: 8; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 656,  4, 14,  193, 1, 6, 443520, 14505.53, 1, 64.16, 1: 57; 2: 21; 3: 13; 4: 7; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 705,  8,  7,  193, 1, 6, 443520, 14505.53, 1, 64.16, 1: 48; 2: 33; 3: 12; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 482,  7,  9,  194, 1, 6, 492354, 14505.53, 1, 64.16, 1: 42; 2: 43; 3: 9; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 241,  7,  9,  194, 1, 6, 492509, 14505.53, 1, 64.16, 1: 52; 2: 31; 3: 8; 4: 7; 5: 2; 6: 3; 
