Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(801)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 336,  7,  7,  125, 1, 3, 383569, 12185.27, 176, 0.00, 1: 43; 2: 23; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 790,  6,  8,  166, 1, 7, 377002, 12185.27, 1, 48.56, 1: 29; 2: 20; 3: 25; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 256,  4, 12,  167, 1, 7, 376977, 12185.27, 1, 48.56, 1: 27; 2: 24; 3: 21; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 642,  4, 11,  167, 1, 7, 347182, 12185.27, 1, 48.56, 1: 27; 2: 25; 3: 19; 4: 4; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 955,  9,  5,  167, 1, 7, 355410, 12185.27, 1, 48.56, 1: 33; 2: 21; 3: 14; 4: 2; 5: 7; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 676,  5, 10,  167, 1, 7, 390839, 12185.27, 1, 48.56, 1: 28; 2: 25; 3: 18; 4: 2; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 324,  7,  7,  167, 1, 7, 383608, 12185.27, 1, 48.56, 1: 27; 2: 27; 3: 16; 4: 4; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 741,  4, 11,  168, 1, 7, 347182, 12185.27, 1, 48.56, 1: 25; 2: 22; 3: 29; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 532,  9,  5,  168, 1, 7, 355410, 12185.27, 0, 48.56, 1: 30; 2: 20; 3: 20; 4: 4; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 512,  9,  5,  168, 1, 7, 355410, 12185.27, 0, 48.56, 1: 27; 2: 23; 3: 21; 4: 5; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 302,  5, 10,  169, 1, 7, 390981, 12185.27, 1, 48.56, 1: 27; 2: 26; 3: 18; 4: 1; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 886,  7,  7,  169, 1, 7, 383738, 12185.27, 1, 48.56, 1: 31; 2: 21; 3: 17; 4: 2; 5: 6; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  94,  5,  9,  169, 1, 7, 355410, 12185.27, 1, 48.56, 1: 30; 2: 18; 3: 22; 4: 5; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 680,  5, 10,  170, 1, 7, 390845, 12185.27, 1, 48.56, 1: 24; 2: 26; 3: 23; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 610,  4, 12,  170, 1, 7, 376990, 12185.27, 1, 48.56, 1: 24; 2: 28; 3: 20; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 987,  8,  6,  171, 1, 7, 376985, 12185.27, 1, 48.56, 1: 31; 2: 15; 3: 26; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 222,  5, 10,  171, 1, 7, 390750, 12185.27, 0, 48.56, 1: 25; 2: 24; 3: 24; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 864,  4, 11,  171, 1, 7, 347182, 12185.27, 1, 48.56, 1: 26; 2: 21; 3: 26; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 441,  5, 10,  171, 1, 7, 390802, 12185.27, 1, 48.56, 1: 30; 2: 17; 3: 24; 4: 3; 5: 2; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 653,  4, 11,  171, 1, 7, 347182, 12185.27, 1, 48.56, 1: 22; 2: 29; 3: 22; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 354,  4, 11,  172, 1, 7, 347182, 12185.27, 1, 48.56, 1: 26; 2: 21; 3: 26; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 234,  4, 11,  172, 1, 7, 347182, 12185.27, 1, 48.56, 1: 27; 2: 23; 3: 21; 4: 1; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 760,  8,  6,  173, 1, 7, 376984, 12185.27, 1, 48.56, 1: 26; 2: 28; 3: 15; 4: 3; 5: 4; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 694,  4, 12,  173, 1, 7, 377033, 12185.27, 1, 48.56, 1: 24; 2: 23; 3: 26; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 631,  4, 12,  173, 1, 7, 376954, 12185.27, 1, 48.56, 1: 22; 2: 28; 3: 23; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 156,  4, 12,  174, 1, 7, 377216, 12185.27, 1, 48.56, 1: 28; 2: 19; 3: 24; 4: 1; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 363,  5, 10,  174, 1, 7, 390901, 12185.27, 0, 48.56, 1: 23; 2: 23; 3: 28; 4: 1; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 728,  7,  7,  174, 1, 7, 383607, 12185.27, 0, 48.56, 1: 25; 2: 27; 3: 17; 4: 3; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 730,  4, 11,  174, 1, 7, 347182, 12185.27, 0, 48.56, 1: 20; 2: 27; 3: 28; 4: 1; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 643,  9,  5,  175, 1, 7, 355410, 12185.27, 1, 48.56, 1: 26; 2: 27; 3: 15; 4: 4; 5: 4; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 520,  5,  9,  175, 1, 7, 355410, 12185.27, 1, 48.56, 1: 21; 2: 27; 3: 25; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 755,  4, 11,  175, 1, 7, 347182, 12185.27, 1, 48.56, 1: 25; 2: 24; 3: 21; 4: 3; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 479,  4, 11,  175, 1, 7, 347182, 12185.27, 1, 48.56, 1: 25; 2: 22; 3: 25; 4: 1; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 180,  4, 12,  176, 1, 7, 377031, 12185.27, 1, 48.56, 1: 22; 2: 25; 3: 26; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 506,  4, 12,  176, 1, 7, 376978, 12185.27, 1, 48.56, 1: 27; 2: 18; 3: 27; 4: 1; 5: 3; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 133,  9,  5,  176, 1, 7, 355410, 12185.27, 1, 48.56, 1: 25; 2: 23; 3: 24; 4: 1; 5: 3; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 673,  4, 12,  177, 1, 7, 376974, 12185.27, 1, 48.56, 1: 18; 2: 28; 3: 29; 4: 1; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 244,  8,  6,  177, 1, 7, 377021, 12185.27, 1, 48.56, 1: 26; 2: 25; 3: 16; 4: 4; 5: 6; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 174,  9,  5,  178, 1, 7, 355410, 12185.27, 1, 48.56, 1: 30; 2: 21; 3: 17; 4: 1; 5: 6; 7: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 111,  5,  9,  178, 1, 7, 355410, 12185.27, 1, 48.56, 1: 24; 2: 18; 3: 31; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 767,  4, 12,  178, 1, 7, 376956, 12185.27, 1, 48.56, 1: 26; 2: 21; 3: 24; 4: 1; 5: 4; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  84,  9,  5,  178, 1, 7, 355410, 12185.27, 1, 48.56, 1: 29; 2: 17; 3: 23; 4: 2; 5: 5; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 764,  4, 11,  178, 1, 7, 347182, 12185.27, 1, 48.56, 1: 22; 2: 23; 3: 29; 5: 2; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 223,  4, 11,  179, 1, 7, 347182, 12185.27, 1, 48.56, 1: 19; 2: 26; 3: 29; 4: 1; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 379,  5,  9,  179, 1, 7, 355410, 12185.27, 1, 48.56, 1: 28; 2: 18; 3: 24; 4: 1; 5: 5; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 762,  7,  7,  180, 1, 7, 383625, 12185.27, 1, 48.56, 1: 20; 2: 24; 3: 29; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 522,  4, 12,  180, 1, 7, 376995, 12185.27, 1, 48.56, 1: 16; 2: 33; 3: 24; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 595,  4, 12,  180, 1, 7, 377045, 12185.27, 1, 48.56, 1: 23; 2: 21; 3: 27; 4: 3; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 925,  9,  5,  181, 1, 7, 355410, 12185.27, 0, 48.56, 1: 24; 2: 23; 3: 24; 4: 2; 5: 2; 7: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 464,  4, 11,  182, 1, 7, 347182, 12185.27, 1, 48.56, 1: 22; 2: 19; 3: 31; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 231,  5, 10,  182, 1, 7, 390820, 12185.27, 1, 48.56, 1: 21; 2: 25; 3: 25; 4: 1; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 443,  4, 12,  182, 1, 7, 377026, 12185.27, 0, 48.56, 1: 22; 2: 24; 3: 25; 4: 1; 5: 4; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  68,  5, 10,  183, 1, 7, 390839, 12185.27, 1, 48.56, 1: 20; 2: 23; 3: 29; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 802,  4, 12,  183, 1, 7, 376987, 12185.27, 1, 48.56, 1: 21; 2: 25; 3: 24; 4: 3; 5: 3; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 474,  4, 11,  184, 1, 7, 347182, 12185.27, 1, 48.56, 1: 17; 2: 27; 3: 29; 4: 2; 5: 1; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 321,  4, 12,  184, 1, 7, 377000, 12185.27, 0, 48.56, 1: 16; 2: 30; 3: 25; 4: 4; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 985,  4, 12,  184, 1, 7, 377005, 12185.27, 1, 48.56, 1: 16; 2: 28; 3: 29; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 493,  4, 12,  185, 1, 7, 376957, 12185.27, 1, 48.56, 1: 18; 2: 25; 3: 29; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 172,  5,  9,  185, 1, 7, 355410, 12185.27, 1, 48.56, 1: 20; 2: 24; 3: 28; 4: 1; 5: 3; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 823,  4, 12,  186, 1, 7, 377039, 12185.27, 1, 48.56, 1: 18; 2: 28; 3: 23; 4: 4; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 917,  4, 11,  186, 1, 7, 347182, 12185.27, 0, 48.56, 1: 18; 2: 23; 3: 31; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 904,  4, 12,  186, 1, 7, 376982, 12185.27, 1, 48.56, 1: 22; 2: 22; 3: 27; 4: 1; 5: 2; 6: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 624,  9,  5,  186, 1, 7, 355410, 12185.27, 1, 48.56, 1: 23; 2: 26; 3: 16; 4: 4; 5: 8; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 919,  4, 11,  186, 1, 7, 347182, 12185.27, 1, 48.56, 1: 27; 2: 15; 3: 25; 4: 5; 5: 4; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 312,  4, 12,  188, 1, 7, 376987, 12185.27, 1, 48.56, 1: 19; 2: 27; 3: 22; 4: 3; 5: 6; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 135,  4, 11,  188, 1, 7, 347182, 12185.27, 1, 48.56, 1: 20; 2: 24; 3: 25; 4: 3; 5: 4; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 205,  4, 12,  188, 1, 7, 377009, 12185.27, 1, 48.56, 1: 17; 2: 24; 3: 31; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 319,  5,  9,  190, 1, 7, 355410, 12185.27, 1, 48.56, 1: 22; 2: 22; 3: 22; 4: 4; 5: 7; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 686,  4, 11,  190, 1, 7, 347182, 12185.27, 0, 48.56, 1: 21; 2: 25; 3: 22; 4: 1; 5: 7; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 928,  4, 12,  194, 1, 7, 377023, 12185.27, 1, 48.56, 1: 12; 2: 27; 3: 33; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  36,  9,  5,  195, 1, 7, 355410, 12185.27, 1, 48.56, 1: 17; 2: 23; 3: 30; 5: 7; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 675,  4, 12,  196, 1, 7, 376999, 12185.27, 1, 48.56, 1: 19; 2: 20; 3: 30; 4: 2; 5: 5; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 495,  9,  5,  197, 1, 7, 355410, 12185.27, 1, 48.56, 1: 18; 2: 25; 3: 25; 4: 1; 5: 6; 6: 1; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  54,  4, 12,  197, 1, 7, 377029, 12185.27, 1, 48.56, 1: 15; 2: 23; 3: 33; 4: 1; 5: 4; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 482,  4, 12,  198, 1, 7, 376990, 12185.27, 1, 48.56, 1: 13; 2: 29; 3: 28; 5: 6; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 683,  4, 11,  200, 1, 7, 347182, 12185.27, 1, 48.56, 1: 14; 2: 28; 3: 26; 4: 2; 5: 6; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 351,  4, 11,  201, 1, 7, 347182, 12185.27, 1, 48.56, 1: 12; 2: 28; 3: 29; 4: 2; 5: 5; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 275,  4, 11,  204, 1, 7, 347182, 12185.27, 1, 48.56, 1: 14; 2: 21; 3: 34; 4: 1; 5: 7; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 154,  4, 11,  206, 1, 7, 347182, 12185.27, 1, 48.56, 1: 13; 2: 23; 3: 33; 4: 2; 5: 4; 6: 1; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 549,  4, 11,  208, 1, 7, 347182, 12185.27, 1, 48.56, 1: 12; 2: 22; 3: 35; 4: 2; 5: 4; 6: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 636,  4, 12,  210, 1, 7, 376970, 12185.27, 0, 48.56, 1: 12; 2: 21; 3: 35; 4: 3; 5: 5; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 453,  6,  8,  136, 1, 8, 377003, 12185.27, 1, 48.56, 1: 41; 2: 22; 3: 13; 4: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 104,  7,  7,  136, 1, 8, 383542, 12185.27, 0, 48.56, 1: 39; 2: 26; 3: 11; 4: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 242,  8,  6,  143, 1, 8, 376938, 12185.27, 1, 48.56, 1: 42; 2: 17; 3: 15; 4: 1; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 400,  9,  5,  143, 1, 8, 355410, 12185.27, 1, 48.56, 1: 40; 2: 21; 3: 13; 4: 1; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 862,  6,  8,  144, 1, 8, 376993, 12185.27, 1, 48.56, 1: 36; 2: 25; 3: 14; 4: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 842,  9,  5,  144, 1, 8, 355410, 12185.27, 1, 48.56, 1: 38; 2: 21; 3: 17; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  15,  9,  5,  145, 1, 8, 355410, 12185.27, 1, 48.56, 1: 38; 2: 20; 3: 17; 4: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 367,  6,  8,  145, 1, 8, 376987, 12185.27, 0, 48.56, 1: 31; 2: 32; 3: 14; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 880,  8,  6,  147, 1, 8, 376951, 12185.27, 1, 48.56, 1: 34; 2: 28; 3: 13; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 183,  8,  6,  148, 1, 8, 376981, 12185.27, 1, 48.56, 1: 37; 2: 25; 3: 11; 5: 4; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 188,  7,  7,  149, 1, 8, 383582, 12185.27, 1, 48.56, 1: 35; 2: 25; 3: 14; 4: 1; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 665,  8,  6,  149, 1, 8, 377001, 12185.27, 1, 48.56, 1: 40; 2: 19; 3: 12; 4: 3; 5: 3; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 568,  6,  8,  149, 1, 8, 376980, 12185.27, 1, 48.56, 1: 33; 2: 28; 3: 13; 4: 2; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 477,  6,  8,  149, 1, 8, 376974, 12185.27, 1, 48.56, 1: 41; 2: 17; 3: 14; 4: 1; 5: 4; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  83,  9,  5,  151, 1, 8, 355410, 12185.27, 1, 48.56, 1: 35; 2: 21; 3: 19; 4: 1; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,  152, 1, 8, 383617, 12185.27, 1, 48.56, 1: 32; 2: 31; 3: 10; 5: 4; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 162,  6,  8,  152, 1, 8, 376993, 12185.27, 1, 48.56, 1: 33; 2: 25; 3: 16; 4: 2; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 359,  7,  7,  153, 1, 8, 383613, 12185.27, 1, 48.56, 1: 34; 2: 24; 3: 15; 4: 2; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 535,  7,  7,  153, 1, 8, 383640, 12185.27, 1, 48.56, 1: 33; 2: 26; 3: 15; 5: 3; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 975,  9,  5,  154, 1, 8, 355410, 12185.27, 1, 48.56, 1: 32; 2: 26; 3: 16; 4: 1; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  57,  5, 10,  155, 1, 8, 390865, 12185.27, 1, 48.56, 1: 29; 2: 28; 3: 19; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  87,  7,  7,  156, 1, 8, 383586, 12185.27, 1, 48.56, 1: 34; 2: 20; 3: 20; 4: 1; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 731,  5,  9,  156, 1, 8, 355410, 12185.27, 1, 48.56, 1: 31; 2: 26; 3: 17; 4: 1; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 584,  8,  6,  156, 1, 8, 377136, 12185.27, 1, 48.56, 1: 37; 2: 20; 3: 13; 4: 3; 5: 4; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 723,  9,  5,  157, 1, 8, 355410, 12185.27, 1, 48.56, 1: 36; 2: 22; 3: 15; 4: 1; 5: 1; 7: 1; 8: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 848,  8,  6,  158, 1, 8, 376992, 12185.27, 0, 48.56, 1: 29; 2: 25; 3: 21; 4: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 654,  4, 11,  158, 1, 8, 347182, 12185.27, 1, 48.56, 1: 30; 2: 24; 3: 21; 4: 1; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 982,  7,  7,  159, 1, 8, 383641, 12185.27, 1, 48.56, 1: 38; 2: 11; 3: 24; 4: 1; 5: 3; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 655,  9,  5,  160, 1, 8, 355410, 12185.27, 1, 48.56, 1: 32; 2: 22; 3: 19; 4: 1; 5: 3; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 487,  9,  5,  160, 1, 8, 355410, 12185.27, 1, 48.56, 1: 29; 2: 24; 3: 22; 4: 1; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 388,  6,  8,  161, 1, 8, 376992, 12185.27, 1, 48.56, 1: 32; 2: 19; 3: 22; 4: 3; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 979,  5,  9,  162, 1, 8, 355410, 12185.27, 1, 48.56, 1: 32; 2: 22; 3: 19; 4: 1; 5: 2; 7: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 264,  8,  6,  163, 1, 8, 377009, 12185.27, 1, 48.56, 1: 31; 2: 23; 3: 19; 4: 1; 5: 2; 7: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 328,  9,  5,  164, 1, 8, 355410, 12185.27, 1, 48.56, 1: 28; 2: 28; 3: 16; 4: 1; 5: 4; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   2,  8,  6,  164, 1, 8, 377000, 12185.27, 1, 48.56, 1: 32; 2: 24; 3: 13; 4: 3; 5: 5; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 647,  9,  5,  165, 1, 8, 355410, 12185.27, 1, 48.56, 1: 26; 2: 26; 3: 23; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 622,  8,  6,  168, 1, 8, 377048, 12185.27, 0, 48.56, 1: 30; 2: 21; 3: 19; 4: 4; 5: 3; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 430,  4, 11,  169, 1, 8, 347182, 12185.27, 1, 48.56, 1: 23; 2: 26; 3: 26; 4: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 865,  5,  9,  170, 1, 8, 355410, 12185.27, 1, 48.56, 1: 30; 2: 15; 3: 29; 5: 3; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 486,  4, 12,  171, 1, 8, 377033, 12185.27, 1, 48.56, 1: 27; 2: 18; 3: 30; 5: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 165,  9,  5,  171, 1, 8, 355410, 12185.27, 1, 48.56, 1: 28; 2: 23; 3: 20; 4: 1; 5: 5; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 338,  4, 12,  173, 1, 8, 377025, 12185.27, 1, 48.56, 1: 21; 2: 26; 3: 28; 4: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 386,  9,  5,  173, 1, 8, 355410, 12185.27, 1, 48.56, 1: 27; 2: 27; 3: 15; 4: 1; 5: 7; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 202,  4, 12,  175, 1, 8, 376994, 12185.27, 1, 48.56, 1: 20; 2: 28; 3: 26; 4: 2; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 930,  9,  5,  178, 1, 8, 355410, 12185.27, 1, 48.56, 1: 26; 2: 24; 3: 18; 4: 3; 5: 6; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 300,  9,  5,  179, 1, 8, 355410, 12185.27, 1, 48.56, 1: 22; 2: 29; 3: 21; 4: 1; 5: 2; 7: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 648,  9,  5,  183, 1, 8, 355410, 12185.27, 0, 48.56, 1: 14; 2: 28; 3: 35; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 968,  4, 11,  183, 1, 8, 347182, 12185.27, 1, 48.56, 1: 17; 2: 27; 3: 29; 4: 3; 5: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  55,  4, 11,  184, 1, 8, 347182, 12185.27, 1, 48.56, 1: 22; 2: 20; 3: 30; 4: 1; 5: 4; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 142,  4, 12,  184, 1, 8, 376982, 12185.27, 1, 48.56, 1: 19; 2: 26; 3: 27; 4: 1; 5: 4; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   4,  4, 12,  185, 1, 8, 377027, 12185.27, 1, 48.56, 1: 20; 2: 25; 3: 26; 4: 2; 5: 3; 6: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 419,  9,  5,  185, 1, 8, 355410, 12185.27, 1, 48.56, 1: 22; 2: 23; 3: 24; 4: 3; 5: 5; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 387,  4, 11,  189, 1, 8, 347182, 12185.27, 1, 48.56, 1: 21; 2: 20; 3: 31; 4: 1; 5: 3; 8: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 827,  4, 12,  193, 1, 8, 376958, 12185.27, 1, 48.56, 1: 22; 2: 16; 3: 32; 5: 7; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   1,  4, 12,  201, 1, 8, 376999, 12185.27, 0, 48.56, 1: 14; 2: 23; 3: 35; 4: 1; 5: 2; 7: 2; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 546,  4, 12,  212, 1, 8, 376980, 12185.27, 1, 48.56, 1: 14; 2: 17; 3: 37; 4: 3; 5: 4; 6: 1; 7: 1; 8: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 729,  8,  6,  136, 1, 9, 376982, 12185.27, 1, 48.56, 1: 43; 2: 20; 3: 13; 5: 1; 9: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 718,  8,  6,  139, 1, 9, 377024, 12185.27, 1, 48.56, 1: 43; 2: 21; 3: 9; 4: 2; 5: 2; 9: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 397,  5, 10,  142, 1, 9, 391050, 12185.27, 1, 48.56, 1: 39; 2: 23; 3: 13; 4: 1; 5: 1; 9: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 287,  9,  5,  143, 1, 9, 355410, 12185.27, 1, 48.56, 1: 37; 2: 27; 3: 11; 5: 2; 9: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 239,  8,  6,  144, 1, 9, 376995, 12185.27, 1, 48.56, 1: 37; 2: 30; 3: 5; 4: 2; 5: 3; 9: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 938,  7,  7,  144, 1, 9, 383608, 12185.27, 1, 48.56, 1: 37; 2: 26; 3: 12; 5: 2; 9: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 201,  8,  6,  144, 1, 9, 376990, 12185.27, 1, 48.56, 1: 39; 2: 24; 3: 9; 4: 4; 5: 1; 9: 1; 
