Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
03(276)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  102, 1, 3, 382042, 9216.06, 0, 0.00, 1: 35; 2: 23; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 830,  9,  5,  119, 1, 5, 355067, 9216.06, 1, 31.57, 1: 28; 2: 24; 3: 10; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 774,  4, 12,  119, 1, 5, 375659, 9216.06, 1, 31.57, 1: 27; 2: 27; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 999,  4, 12,  119, 1, 5, 375666, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  37,  6,  8,  119, 1, 5, 375646, 9216.06, 1, 31.57, 1: 31; 2: 21; 3: 7; 4: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  68,  5, 10,  119, 1, 5, 388898, 9216.06, 1, 31.57, 1: 28; 2: 25; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 267,  8,  6,  119, 1, 5, 375528, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 5; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  38,  5, 10,  119, 1, 5, 388968, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 235,  4, 12,  119, 1, 5, 375643, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 294,  4, 12,  119, 1, 5, 375748, 9216.06, 1, 31.57, 1: 29; 2: 22; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  77,  7,  7,  119, 1, 5, 382063, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 5; 4: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 593,  5, 10,  119, 1, 5, 388782, 9216.06, 1, 31.57, 1: 25; 2: 29; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 643,  9,  5,  119, 1, 5, 355025, 9216.06, 1, 31.57, 1: 26; 2: 29; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 218,  9,  5,  119, 1, 5, 355021, 9216.06, 1, 31.57, 1: 29; 2: 24; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 442,  4, 12,  119, 1, 5, 375621, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 492,  7,  7,  119, 1, 5, 382007, 9216.06, 1, 31.57, 1: 29; 2: 24; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  81,  4, 11,  119, 1, 5, 347182, 9216.06, 1, 31.57, 1: 26; 2: 29; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   5,  7,  7,  119, 1, 5, 381947, 9216.06, 1, 31.57, 1: 26; 2: 29; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 446,  5, 10,  119, 1, 5, 388845, 9216.06, 1, 31.57, 1: 25; 2: 31; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 709,  4, 11,  119, 1, 5, 347182, 9216.06, 1, 31.57, 1: 25; 2: 29; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 486,  4, 12,  119, 1, 5, 375685, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 605,  4, 11,  119, 1, 5, 347182, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 11; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 299,  8,  6,  120, 1, 5, 375561, 9216.06, 1, 31.57, 1: 28; 2: 25; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 538,  8,  6,  120, 1, 5, 375652, 9216.06, 1, 31.57, 1: 28; 2: 25; 3: 7; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  95,  5,  9,  120, 1, 5, 355061, 9216.06, 1, 31.57, 1: 23; 2: 31; 3: 10; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 895,  4, 11,  120, 1, 5, 347182, 9216.06, 1, 31.57, 1: 26; 2: 27; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 264,  8,  6,  120, 1, 5, 375620, 9216.06, 1, 31.57, 1: 30; 2: 21; 3: 9; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 256,  4, 12,  120, 1, 5, 375694, 9216.06, 1, 31.57, 1: 28; 2: 26; 3: 6; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 779,  4, 12,  120, 1, 5, 375683, 9216.06, 1, 31.57, 1: 28; 2: 24; 3: 9; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 225,  4, 11,  120, 1, 5, 347182, 9216.06, 1, 31.57, 1: 24; 2: 30; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 625,  5, 10,  120, 1, 5, 388804, 9216.06, 1, 31.57, 1: 26; 2: 29; 3: 6; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 183,  8,  6,  120, 1, 5, 375603, 9216.06, 1, 31.57, 1: 29; 2: 23; 3: 9; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 599,  9,  5,  120, 1, 5, 355047, 9216.06, 1, 31.57, 1: 25; 2: 29; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 704,  4, 12,  120, 1, 5, 375630, 9216.06, 1, 31.57, 1: 24; 2: 31; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 490,  7,  7,  120, 1, 5, 382137, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 5; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 419,  9,  5,  120, 1, 5, 355057, 9216.06, 1, 31.57, 1: 25; 2: 30; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 412,  9,  5,  120, 1, 5, 355047, 9216.06, 1, 31.57, 1: 32; 2: 19; 3: 7; 4: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 977,  4, 12,  120, 1, 5, 375706, 9216.06, 1, 31.57, 1: 29; 2: 20; 3: 14; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 502,  5, 10,  120, 1, 5, 388804, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 500,  4, 11,  120, 1, 5, 347182, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 673,  4, 12,  120, 1, 5, 375781, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 735,  9,  5,  120, 1, 5, 355060, 9216.06, 1, 31.57, 1: 26; 2: 30; 3: 5; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 464,  4, 11,  121, 1, 5, 347182, 9216.06, 1, 31.57, 1: 26; 2: 27; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 303,  5, 10,  121, 1, 5, 388907, 9216.06, 1, 31.57, 1: 22; 2: 35; 3: 5; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 775,  9,  5,  121, 1, 5, 355030, 9216.06, 1, 31.57, 1: 27; 2: 24; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 588,  4, 12,  121, 1, 5, 375544, 9216.06, 1, 31.57, 1: 27; 2: 25; 3: 9; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 370,  4, 11,  121, 1, 5, 347182, 9216.06, 1, 31.57, 1: 26; 2: 26; 3: 10; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 861,  4, 12,  121, 1, 5, 375747, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 877,  4, 12,  121, 1, 5, 375704, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   4,  4, 12,  121, 1, 5, 375657, 9216.06, 1, 31.57, 1: 24; 2: 30; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 881,  4, 11,  121, 1, 5, 347182, 9216.06, 1, 31.57, 1: 25; 2: 29; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 101,  4, 11,  121, 1, 5, 347182, 9216.06, 1, 31.57, 1: 31; 2: 19; 3: 10; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  66,  4, 11,  121, 1, 5, 347182, 9216.06, 1, 31.57, 1: 24; 2: 28; 3: 12; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  88,  4, 12,  121, 1, 5, 375753, 9216.06, 1, 31.57, 1: 27; 2: 25; 3: 9; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 962,  4, 12,  121, 1, 5, 375600, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 639,  4, 11,  121, 1, 5, 347182, 9216.06, 1, 31.57, 1: 27; 2: 24; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 633,  8,  6,  121, 1, 5, 375727, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 133,  9,  5,  121, 1, 5, 355044, 9216.06, 1, 31.57, 1: 30; 2: 22; 3: 7; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 714,  4, 12,  121, 1, 5, 375649, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 140,  4, 11,  121, 1, 5, 347182, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 7; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 138,  5,  9,  121, 1, 5, 355093, 9216.06, 1, 31.57, 1: 24; 2: 29; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 279,  4, 12,  122, 1, 5, 375655, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 657,  4, 11,  122, 1, 5, 347182, 9216.06, 1, 31.57, 1: 25; 2: 26; 3: 12; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 850,  4, 12,  122, 1, 5, 375695, 9216.06, 1, 31.57, 1: 29; 2: 23; 3: 7; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 663,  9,  5,  122, 1, 5, 355031, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 323,  9,  5,  122, 1, 5, 355068, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 4; 4: 3; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 972,  4, 12,  122, 1, 5, 375597, 9216.06, 1, 31.57, 1: 27; 2: 27; 3: 5; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 981,  4, 12,  122, 1, 5, 375641, 9216.06, 1, 31.57, 1: 26; 2: 27; 3: 7; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  71,  9,  5,  122, 1, 5, 355036, 9216.06, 1, 31.57, 1: 27; 2: 27; 3: 6; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 675,  4, 12,  122, 1, 5, 375729, 9216.06, 1, 31.57, 1: 25; 2: 27; 3: 10; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 882,  4, 11,  122, 1, 5, 347182, 9216.06, 1, 31.57, 1: 26; 2: 26; 3: 9; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 184,  5,  9,  122, 1, 5, 355059, 9216.06, 1, 31.57, 1: 26; 2: 25; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 205,  4, 12,  122, 1, 5, 375676, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  12,  8,  6,  122, 1, 5, 375607, 9216.06, 1, 31.57, 1: 28; 2: 24; 3: 8; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 701,  4, 12,  122, 1, 5, 375552, 9216.06, 1, 31.57, 1: 27; 2: 25; 3: 8; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 785,  4, 12,  122, 1, 5, 375673, 9216.06, 1, 31.57, 1: 23; 2: 29; 3: 12; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 118,  5,  9,  122, 1, 5, 355059, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 7; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 252,  9,  5,  122, 1, 5, 355036, 9216.06, 1, 31.57, 1: 27; 2: 27; 3: 5; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 583,  9,  5,  122, 1, 5, 355048, 9216.06, 1, 31.57, 1: 27; 2: 24; 3: 11; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 120,  9,  5,  122, 1, 5, 355043, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 6; 4: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 223,  4, 11,  122, 1, 5, 347182, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  14,  4, 11,  123, 1, 5, 347182, 9216.06, 1, 31.57, 1: 22; 2: 31; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 474,  4, 11,  123, 1, 5, 347182, 9216.06, 1, 31.57, 1: 23; 2: 31; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 698,  4, 11,  123, 1, 5, 347182, 9216.06, 1, 31.57, 1: 26; 2: 24; 3: 12; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  10,  9,  5,  123, 1, 5, 355038, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 6; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 515,  4, 12,  123, 1, 5, 375672, 9216.06, 1, 31.57, 1: 24; 2: 29; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 870,  4, 11,  123, 1, 5, 347182, 9216.06, 1, 31.57, 1: 21; 2: 34; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 971,  7,  7,  123, 1, 5, 381792, 9216.06, 1, 31.57, 1: 28; 2: 22; 3: 10; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 541,  4, 12,  123, 1, 5, 375674, 9216.06, 1, 31.57, 1: 26; 2: 24; 3: 12; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 119,  4, 12,  123, 1, 5, 375561, 9216.06, 1, 31.57, 1: 24; 2: 30; 3: 6; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 142,  4, 12,  123, 1, 5, 375711, 9216.06, 1, 31.57, 1: 23; 2: 29; 3: 11; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 923,  4, 12,  123, 1, 5, 375615, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 6; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 338,  4, 12,  124, 1, 5, 375685, 9216.06, 1, 31.57, 1: 22; 2: 33; 3: 6; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 395,  4, 12,  124, 1, 5, 375653, 9216.06, 1, 31.57, 1: 25; 2: 24; 3: 14; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 327,  4, 12,  124, 1, 5, 375698, 9216.06, 1, 31.57, 1: 25; 2: 27; 3: 8; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  94,  5,  9,  124, 1, 5, 355068, 9216.06, 1, 31.57, 1: 28; 2: 24; 3: 6; 4: 5; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 276,  4, 12,  124, 1, 5, 375724, 9216.06, 1, 31.57, 1: 24; 2: 30; 3: 6; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 151,  9,  5,  124, 1, 5, 355049, 9216.06, 1, 31.57, 1: 25; 2: 26; 3: 10; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 716,  4, 11,  124, 1, 5, 347182, 9216.06, 1, 31.57, 1: 23; 2: 28; 3: 12; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 202,  4, 12,  124, 1, 5, 375688, 9216.06, 1, 31.57, 1: 25; 2: 29; 3: 5; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 506,  4, 12,  124, 1, 5, 375648, 9216.06, 1, 31.57, 1: 24; 2: 28; 3: 9; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 518,  4, 12,  124, 1, 5, 375761, 9216.06, 1, 31.57, 1: 25; 2: 27; 3: 9; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 542,  4, 11,  124, 1, 5, 347182, 9216.06, 1, 31.57, 1: 22; 2: 31; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 547,  4, 12,  124, 1, 5, 375593, 9216.06, 1, 31.57, 1: 28; 2: 24; 3: 5; 4: 7; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 561,  9,  5,  124, 1, 5, 355075, 9216.06, 1, 31.57, 1: 24; 2: 29; 3: 7; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 170,  4, 12,  125, 1, 5, 375643, 9216.06, 1, 31.57, 1: 25; 2: 26; 3: 9; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 507,  4, 12,  125, 1, 5, 375603, 9216.06, 1, 31.57, 1: 23; 2: 28; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 846,  4, 11,  125, 1, 5, 347182, 9216.06, 1, 31.57, 1: 25; 2: 25; 3: 11; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 493,  4, 12,  125, 1, 5, 375672, 9216.06, 1, 31.57, 1: 24; 2: 29; 3: 6; 4: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 221,  8,  6,  125, 1, 5, 375539, 9216.06, 1, 31.57, 1: 31; 2: 18; 3: 9; 4: 4; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 611,  4, 12,  125, 1, 5, 375673, 9216.06, 1, 31.57, 1: 24; 2: 28; 3: 9; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 638,  9,  5,  125, 1, 5, 355059, 9216.06, 1, 31.57, 1: 26; 2: 25; 3: 9; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 823,  4, 12,  125, 1, 5, 375561, 9216.06, 1, 31.57, 1: 26; 2: 24; 3: 10; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   3,  9,  5,  125, 1, 5, 355034, 9216.06, 1, 31.57, 1: 25; 2: 30; 3: 4; 4: 2; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 729,  8,  6,  125, 1, 5, 375470, 9216.06, 1, 31.57, 1: 26; 2: 26; 3: 6; 4: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 821,  4, 12,  125, 1, 5, 375628, 9216.06, 1, 31.57, 1: 25; 2: 26; 3: 9; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 660,  4, 12,  125, 1, 5, 375497, 9216.06, 1, 31.57, 1: 25; 2: 29; 3: 4; 4: 5; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 752,  9,  5,  125, 1, 5, 355060, 9216.06, 1, 31.57, 1: 26; 2: 27; 3: 7; 4: 1; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 450,  4, 12,  126, 1, 5, 375676, 9216.06, 1, 31.57, 1: 25; 2: 25; 3: 10; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 641,  4, 12,  126, 1, 5, 375522, 9216.06, 1, 31.57, 1: 25; 2: 22; 3: 16; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 955,  9,  5,  126, 1, 5, 355087, 9216.06, 1, 31.57, 1: 25; 2: 28; 3: 5; 4: 5; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 526,  4, 11,  126, 1, 5, 347182, 9216.06, 1, 31.57, 1: 19; 2: 34; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 802,  4, 12,  126, 1, 5, 375577, 9216.06, 1, 31.57, 1: 26; 2: 24; 3: 9; 4: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 165,  9,  5,  126, 1, 5, 355038, 9216.06, 1, 31.57, 1: 26; 2: 25; 3: 7; 4: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  90,  4, 12,  127, 1, 5, 375668, 9216.06, 1, 31.57, 1: 23; 2: 27; 3: 11; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 841,  4, 12,  127, 1, 5, 375659, 9216.06, 1, 31.57, 1: 27; 2: 23; 3: 8; 4: 5; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 683,  4, 11,  127, 1, 5, 347182, 9216.06, 1, 31.57, 1: 22; 2: 29; 3: 10; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 640,  4, 11,  127, 1, 5, 347182, 9216.06, 1, 31.57, 1: 24; 2: 25; 3: 12; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 311,  4, 11,  128, 1, 5, 347182, 9216.06, 1, 31.57, 1: 22; 2: 29; 3: 9; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 351,  4, 11,  128, 1, 5, 347182, 9216.06, 1, 31.57, 1: 23; 2: 24; 3: 16; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 482,  4, 12,  128, 1, 5, 375466, 9216.06, 1, 31.57, 1: 25; 2: 24; 3: 11; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 743,  8,  6,  129, 1, 5, 375699, 9216.06, 1, 31.57, 1: 23; 2: 27; 3: 10; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 249,  4, 12,  129, 1, 5, 375640, 9216.06, 1, 31.57, 1: 26; 2: 22; 3: 11; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 447,  4, 12,  129, 1, 5, 375786, 9216.06, 1, 31.57, 1: 23; 2: 26; 3: 12; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 122,  4, 12,  130, 1, 5, 375708, 9216.06, 1, 31.57, 1: 23; 2: 30; 3: 4; 4: 5; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 207,  7,  7,  109, 1, 6, 382015, 9216.06, 1, 31.57, 1: 37; 2: 17; 3: 8; 4: 2; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 161,  6,  8,  111, 1, 6, 375749, 9216.06, 1, 31.57, 1: 28; 2: 31; 3: 5; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 744,  6,  8,  111, 1, 6, 375621, 9216.06, 1, 31.57, 1: 32; 2: 24; 3: 7; 4: 1; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 629,  8,  6,  111, 1, 6, 375539, 9216.06, 1, 31.57, 1: 34; 2: 23; 3: 4; 4: 2; 5: 1; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 567,  7,  7,  112, 1, 6, 382021, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 8; 4: 1; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  92,  5, 10,  113, 1, 6, 388750, 9216.06, 1, 31.57, 1: 32; 2: 24; 3: 5; 4: 3; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 146,  8,  6,  113, 1, 6, 375701, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 8; 5: 1; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 201,  8,  6,  113, 1, 6, 375737, 9216.06, 1, 31.57, 1: 33; 2: 21; 3: 8; 4: 2; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 958,  7,  7,  114, 1, 6, 381938, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 5; 4: 2; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 965,  5,  9,  115, 1, 6, 355052, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 7; 4: 2; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 359,  7,  7,  115, 1, 6, 381903, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 4; 4: 2; 5: 1; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 400,  9,  5,  115, 1, 6, 355041, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 5; 4: 3; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 760,  8,  6,  116, 1, 6, 375627, 9216.06, 1, 31.57, 1: 34; 2: 20; 3: 6; 4: 2; 5: 2; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 300,  9,  5,  116, 1, 6, 355068, 9216.06, 1, 31.57, 1: 32; 2: 20; 3: 10; 4: 2; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 883,  6,  8,  117, 1, 6, 375607, 9216.06, 1, 31.57, 1: 27; 2: 27; 3: 10; 6: 1; 
