Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
62(348)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 710,  7,  7,  100, 1, 2, 383575, 11290.84, 0, 0.00, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 262,  5,  9,  142, 1, 5, 355410, 11290.84, 1, 43.38, 1: 35; 2: 28; 3: 11; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 219,  4, 11,  142, 1, 5, 347182, 11290.84, 1, 43.38, 1: 39; 2: 24; 3: 8; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 643,  9,  5,  142, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 28; 3: 8; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 261,  9,  5,  142, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 22; 3: 11; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 451,  9,  5,  142, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 6; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 688,  9,  5,  142, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 23; 3: 8; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 843,  9,  5,  143, 1, 5, 355410, 11290.84, 1, 43.38, 1: 34; 2: 31; 3: 7; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 220,  5,  9,  143, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 27; 3: 8; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 195,  4, 11,  143, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 22; 3: 13; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 554,  4, 11,  143, 1, 5, 347182, 11290.84, 1, 43.38, 1: 34; 2: 28; 3: 12; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 288,  5,  9,  143, 1, 5, 355410, 11290.84, 1, 43.38, 1: 34; 2: 30; 3: 9; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  34,  4, 11,  143, 1, 5, 347182, 11290.84, 1, 43.38, 1: 34; 2: 28; 3: 12; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 152,  7,  7,  143, 1, 5, 383590, 11290.84, 1, 43.38, 1: 35; 2: 28; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 580,  9,  5,  143, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 24; 3: 7; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 789,  5,  9,  143, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 24; 3: 11; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 982,  7,  7,  143, 1, 5, 383938, 11290.84, 1, 43.38, 1: 37; 2: 26; 3: 7; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 407,  5,  9,  143, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 23; 3: 10; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 479,  4, 11,  144, 1, 5, 347182, 11290.84, 1, 43.38, 1: 35; 2: 27; 3: 11; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 752,  9,  5,  144, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 27; 3: 8; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 597,  5,  9,  144, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 25; 3: 6; 4: 7; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 709,  4, 11,  144, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 23; 3: 10; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 333,  4, 11,  144, 1, 5, 347182, 11290.84, 1, 43.38, 1: 39; 2: 23; 3: 9; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 600,  4, 11,  145, 1, 5, 347182, 11290.84, 1, 43.38, 1: 35; 2: 26; 3: 11; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 655,  9,  5,  145, 1, 5, 355410, 11290.84, 1, 43.38, 1: 35; 2: 26; 3: 11; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 376,  5,  9,  145, 1, 5, 355410, 11290.84, 1, 43.38, 1: 32; 2: 30; 3: 12; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 266,  5,  9,  145, 1, 5, 355410, 11290.84, 1, 43.38, 1: 34; 2: 32; 3: 4; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 856,  9,  5,  145, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 27; 3: 7; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 747,  7,  7,  145, 1, 5, 383526, 11290.84, 1, 43.38, 1: 32; 2: 32; 3: 9; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 754,  5,  9,  145, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 23; 3: 11; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 970,  4, 11,  146, 1, 5, 347182, 11290.84, 1, 43.38, 1: 34; 2: 27; 3: 12; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 265,  7,  7,  146, 1, 5, 383542, 11290.84, 1, 43.38, 1: 35; 2: 28; 3: 8; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 135,  4, 11,  146, 1, 5, 347182, 11290.84, 1, 43.38, 1: 34; 2: 27; 3: 12; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,   6,  5,  9,  146, 1, 5, 355410, 11290.84, 1, 43.38, 1: 35; 2: 26; 3: 10; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 343,  7,  7,  146, 1, 5, 383648, 11290.84, 1, 43.38, 1: 34; 2: 29; 3: 8; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 947,  5,  9,  147, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 23; 3: 13; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 677,  9,  5,  147, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 25; 3: 9; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 735,  9,  5,  147, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 23; 3: 8; 4: 2; 5: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 102,  7,  7,  147, 1, 5, 383574, 11290.84, 1, 43.38, 1: 39; 2: 20; 3: 9; 4: 9; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 456,  9,  5,  148, 1, 5, 355410, 11290.84, 1, 43.38, 1: 35; 2: 26; 3: 9; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 478,  5,  9,  148, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 24; 3: 10; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 476,  4, 11,  148, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 24; 3: 6; 4: 6; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 405,  9,  5,  148, 1, 5, 355410, 11290.84, 1, 43.38, 1: 35; 2: 28; 3: 5; 4: 8; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 169,  5,  9,  148, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 24; 3: 6; 4: 6; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  30,  5,  9,  148, 1, 5, 355410, 11290.84, 1, 43.38, 1: 31; 2: 30; 3: 13; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 133,  9,  5,  149, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 25; 3: 8; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 957,  7,  7,  150, 1, 5, 383515, 11290.84, 1, 43.38, 1: 35; 2: 29; 3: 3; 4: 7; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 739,  5,  9,  150, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 26; 3: 5; 4: 8; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 648,  9,  5,  151, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 23; 3: 8; 4: 10; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 273,  6,  8,  115, 1, 6, 376765, 11290.84, 1, 43.38, 1: 50; 2: 23; 3: 3; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 890,  8,  6,  118, 1, 6, 377090, 11290.84, 1, 43.38, 1: 49; 2: 23; 3: 3; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 889,  8,  6,  118, 1, 6, 376883, 11290.84, 1, 43.38, 1: 48; 2: 25; 3: 2; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 661,  6,  8,  121, 1, 6, 376925, 11290.84, 1, 43.38, 1: 49; 2: 21; 3: 5; 4: 1; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 304,  8,  6,  122, 1, 6, 376641, 11290.84, 1, 43.38, 1: 48; 2: 23; 3: 4; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 620,  5, 10,  122, 1, 6, 391078, 11290.84, 1, 43.38, 1: 48; 2: 22; 3: 5; 4: 1; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 795,  6,  8,  122, 1, 6, 377010, 11290.84, 1, 43.38, 1: 46; 2: 26; 3: 2; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  48,  8,  6,  122, 1, 6, 376847, 11290.84, 1, 43.38, 1: 47; 2: 25; 3: 2; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 992,  5, 10,  122, 1, 6, 390686, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 6; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 675,  4, 12,  123, 1, 6, 377007, 11290.84, 1, 43.38, 1: 46; 2: 23; 3: 7; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 920,  4, 12,  123, 1, 6, 376998, 11290.84, 1, 43.38, 1: 47; 2: 22; 3: 6; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 708,  6,  8,  123, 1, 6, 376969, 11290.84, 1, 43.38, 1: 50; 2: 18; 3: 5; 4: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 357,  8,  6,  123, 1, 6, 377144, 11290.84, 1, 43.38, 1: 44; 2: 28; 3: 3; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 945,  8,  6,  123, 1, 6, 376801, 11290.84, 1, 43.38, 1: 45; 2: 26; 3: 4; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 399,  8,  6,  123, 1, 6, 377037, 11290.84, 1, 43.38, 1: 49; 2: 20; 3: 5; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 189,  4, 12,  124, 1, 6, 377077, 11290.84, 1, 43.38, 1: 46; 2: 22; 3: 8; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 329,  4, 12,  124, 1, 6, 377059, 11290.84, 1, 43.38, 1: 47; 2: 22; 3: 5; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  43,  5, 10,  124, 1, 6, 391153, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 4; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 832,  8,  6,  125, 1, 6, 376999, 11290.84, 1, 43.38, 1: 48; 2: 20; 3: 6; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 976,  5, 10,  126, 1, 6, 390597, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 3; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 378,  6,  8,  126, 1, 6, 376995, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 3; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 694,  4, 12,  126, 1, 6, 377001, 11290.84, 1, 43.38, 1: 45; 2: 23; 3: 7; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 952,  4, 12,  126, 1, 6, 376895, 11290.84, 1, 43.38, 1: 43; 2: 27; 3: 5; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 246,  4, 12,  126, 1, 6, 376728, 11290.84, 1, 43.38, 1: 45; 2: 21; 3: 11; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 571,  6,  8,  126, 1, 6, 376995, 11290.84, 1, 43.38, 1: 47; 2: 22; 3: 4; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 131,  5, 10,  126, 1, 6, 391154, 11290.84, 1, 43.38, 1: 46; 2: 23; 3: 5; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 611,  4, 12,  126, 1, 6, 377077, 11290.84, 1, 43.38, 1: 48; 2: 19; 3: 7; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 180,  4, 12,  126, 1, 6, 377029, 11290.84, 1, 43.38, 1: 41; 2: 30; 3: 5; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 613,  6,  8,  127, 1, 6, 376998, 11290.84, 1, 43.38, 1: 46; 2: 21; 3: 7; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 834,  8,  6,  127, 1, 6, 376800, 11290.84, 1, 43.38, 1: 47; 2: 20; 3: 6; 4: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 175,  8,  6,  127, 1, 6, 377053, 11290.84, 1, 43.38, 1: 44; 2: 24; 3: 8; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 939,  5, 10,  127, 1, 6, 390822, 11290.84, 1, 43.38, 1: 44; 2: 27; 3: 2; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 669,  5, 10,  127, 1, 6, 391434, 11290.84, 1, 43.38, 1: 47; 2: 19; 3: 8; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 381,  8,  6,  127, 1, 6, 376876, 11290.84, 1, 43.38, 1: 46; 2: 24; 3: 3; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 736,  8,  6,  128, 1, 6, 376810, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 7; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 513,  5, 10,  128, 1, 6, 390869, 11290.84, 1, 43.38, 1: 43; 2: 26; 3: 5; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 327,  4, 12,  128, 1, 6, 377285, 11290.84, 1, 43.38, 1: 45; 2: 23; 3: 6; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 767,  4, 12,  128, 1, 6, 377079, 11290.84, 1, 43.38, 1: 44; 2: 25; 3: 5; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 779,  4, 12,  128, 1, 6, 377087, 11290.84, 1, 43.38, 1: 45; 2: 23; 3: 6; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 103,  4, 12,  128, 1, 6, 376980, 11290.84, 1, 43.38, 1: 44; 2: 24; 3: 6; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 296,  5, 10,  128, 1, 6, 390981, 11290.84, 1, 43.38, 1: 44; 2: 26; 3: 3; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 866,  8,  6,  129, 1, 6, 377014, 11290.84, 1, 43.38, 1: 42; 2: 27; 3: 5; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  13,  8,  6,  129, 1, 6, 377031, 11290.84, 1, 43.38, 1: 45; 2: 24; 3: 3; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 983,  8,  6,  129, 1, 6, 377006, 11290.84, 1, 43.38, 1: 47; 2: 19; 3: 7; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 529,  8,  6,  129, 1, 6, 377144, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 7; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 290,  4, 12,  129, 1, 6, 377269, 11290.84, 1, 43.38, 1: 47; 2: 20; 3: 5; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 806,  4, 12,  129, 1, 6, 377094, 11290.84, 1, 43.38, 1: 44; 2: 24; 3: 7; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 590,  8,  6,  129, 1, 6, 376942, 11290.84, 1, 43.38, 1: 49; 2: 16; 3: 8; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 156,  4, 12,  129, 1, 6, 376278, 11290.84, 1, 43.38, 1: 44; 2: 22; 3: 9; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 581,  4, 12,  129, 1, 6, 376519, 11290.84, 1, 43.38, 1: 43; 2: 24; 3: 8; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  54,  4, 12,  130, 1, 6, 377097, 11290.84, 1, 43.38, 1: 41; 2: 27; 3: 7; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 415,  5, 10,  130, 1, 6, 390905, 11290.84, 1, 43.38, 1: 45; 2: 23; 3: 5; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  51,  5, 10,  130, 1, 6, 391073, 11290.84, 1, 43.38, 1: 44; 2: 25; 3: 3; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 396,  5, 10,  130, 1, 6, 390844, 11290.84, 1, 43.38, 1: 45; 2: 25; 3: 3; 4: 1; 5: 2; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 845,  6,  8,  130, 1, 6, 376941, 11290.84, 0, 43.38, 1: 45; 2: 20; 3: 9; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 579,  6,  8,  130, 1, 6, 377079, 11290.84, 1, 43.38, 1: 42; 2: 25; 3: 9; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 577,  8,  6,  130, 1, 6, 376970, 11290.84, 1, 43.38, 1: 46; 2: 22; 3: 6; 4: 1; 6: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 759,  4, 11,  131, 1, 6, 347182, 11290.84, 1, 43.38, 1: 42; 2: 26; 3: 5; 4: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 128,  4, 12,  131, 1, 6, 376977, 11290.84, 1, 43.38, 1: 46; 2: 19; 3: 9; 4: 1; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 593,  5, 10,  131, 1, 6, 390776, 11290.84, 1, 43.38, 1: 46; 2: 20; 3: 6; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 164,  6,  8,  131, 1, 6, 377053, 11290.84, 1, 43.38, 1: 45; 2: 21; 3: 8; 4: 1; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 615,  6,  8,  131, 1, 6, 377007, 11290.84, 1, 43.38, 1: 44; 2: 26; 3: 4; 5: 1; 6: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 553,  8,  6,  131, 1, 6, 377172, 11290.84, 1, 43.38, 1: 45; 2: 23; 3: 3; 4: 5; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 518,  4, 12,  131, 1, 6, 377023, 11290.84, 1, 43.38, 1: 46; 2: 20; 3: 7; 4: 3; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 682,  6,  8,  131, 1, 6, 376862, 11290.84, 1, 43.38, 1: 45; 2: 21; 3: 7; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 411,  4, 12,  131, 1, 6, 377000, 11290.84, 1, 43.38, 1: 40; 2: 28; 3: 7; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 662,  6,  8,  131, 1, 6, 377048, 11290.84, 1, 43.38, 1: 41; 2: 29; 3: 3; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 990,  5, 10,  131, 1, 6, 390967, 11290.84, 1, 43.38, 1: 40; 2: 28; 3: 7; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 825,  5, 10,  132, 1, 6, 391029, 11290.84, 1, 43.38, 1: 43; 2: 26; 3: 3; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 855,  4, 12,  132, 1, 6, 376982, 11290.84, 1, 43.38, 1: 45; 2: 21; 3: 6; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   2,  8,  6,  132, 1, 6, 376894, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 4; 4: 5; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 239,  8,  6,  132, 1, 6, 377069, 11290.84, 1, 43.38, 1: 46; 2: 20; 3: 7; 4: 1; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 821,  4, 12,  132, 1, 6, 376869, 11290.84, 1, 43.38, 1: 44; 2: 21; 3: 9; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  60,  8,  6,  132, 1, 6, 377108, 11290.84, 1, 43.38, 1: 44; 2: 24; 3: 4; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  32,  6,  8,  132, 1, 6, 376982, 11290.84, 1, 43.38, 1: 44; 2: 23; 3: 5; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  24,  9,  5,  132, 1, 6, 355410, 11290.84, 1, 43.38, 1: 38; 2: 31; 3: 6; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 953,  5, 10,  132, 1, 6, 390820, 11290.84, 1, 43.38, 1: 45; 2: 21; 3: 6; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 267,  8,  6,  133, 1, 6, 377140, 11290.84, 1, 43.38, 1: 47; 2: 18; 3: 7; 4: 3; 5: 1; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 123,  5, 10,  133, 1, 6, 390809, 11290.84, 1, 43.38, 1: 42; 2: 26; 3: 4; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 350,  5, 10,  133, 1, 6, 390913, 11290.84, 1, 43.38, 1: 43; 2: 23; 3: 6; 4: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 455,  5, 10,  133, 1, 6, 390516, 11290.84, 1, 43.38, 1: 43; 2: 22; 3: 9; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 629,  8,  6,  133, 1, 6, 376977, 11290.84, 1, 43.38, 1: 39; 2: 28; 3: 8; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 221,  8,  6,  133, 1, 6, 376889, 11290.84, 1, 43.38, 1: 43; 2: 24; 3: 5; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 668,  5, 10,  133, 1, 6, 390573, 11290.84, 1, 43.38, 1: 44; 2: 24; 3: 4; 4: 2; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 988,  8,  6,  133, 1, 6, 376545, 11290.84, 1, 43.38, 1: 46; 2: 20; 3: 5; 4: 4; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   0,  6,  8,  133, 1, 6, 377042, 11290.84, 1, 43.38, 1: 45; 2: 22; 3: 5; 4: 2; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 501,  4, 12,  133, 1, 6, 377069, 11290.84, 1, 43.38, 1: 44; 2: 23; 3: 5; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 628,  8,  6,  134, 1, 6, 376993, 11290.84, 1, 43.38, 1: 44; 2: 22; 3: 6; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 718,  8,  6,  134, 1, 6, 376990, 11290.84, 1, 43.38, 1: 44; 2: 21; 3: 7; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 323,  9,  5,  134, 1, 6, 355410, 11290.84, 1, 43.38, 1: 35; 2: 35; 3: 5; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 446,  5, 10,  134, 1, 6, 390843, 11290.84, 1, 43.38, 1: 41; 2: 26; 3: 6; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 250,  6,  8,  134, 1, 6, 377065, 11290.84, 1, 43.38, 1: 45; 2: 19; 3: 7; 4: 6; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 228,  4, 12,  134, 1, 6, 376994, 11290.84, 1, 43.38, 1: 42; 2: 22; 3: 11; 4: 1; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 925,  9,  5,  135, 1, 6, 355410, 11290.84, 1, 43.38, 1: 40; 2: 29; 3: 3; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 691,  4, 12,  135, 1, 6, 376795, 11290.84, 1, 43.38, 1: 46; 2: 19; 3: 5; 4: 5; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 278,  5,  9,  135, 1, 6, 355410, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 9; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 874,  9,  5,  135, 1, 6, 355410, 11290.84, 1, 43.38, 1: 42; 2: 23; 3: 7; 4: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  12,  8,  6,  135, 1, 6, 376961, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 9; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 409,  4, 12,  135, 1, 6, 376823, 11290.84, 1, 43.38, 1: 43; 2: 21; 3: 10; 4: 2; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling,   9,  9,  5,  135, 1, 6, 355410, 11290.84, 1, 43.38, 1: 39; 2: 28; 3: 7; 4: 2; 5: 1; 6: 1; 
