Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(182)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network, 871,  7,  9,  137, 1, 2, 492709, 44429.70, 0, 0.00, 1: 69; 2: 34; 
MAPK_Cancer_Cell_Fate_Network, 976,  6, 10,  186, 1, 6, 473390, 44429.70, 1, 65.73, 1: 48; 2: 37; 3: 10; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 450,  7,  8,  186, 1, 6, 443520, 44429.70, 1, 65.73, 1: 54; 2: 27; 3: 13; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 358,  6, 10,  186, 1, 6, 473430, 44429.70, 1, 65.73, 1: 49; 2: 35; 3: 12; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 531,  5, 12,  187, 1, 6, 473682, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 9; 4: 6; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 520,  4, 14,  187, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 34; 3: 16; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 435,  7,  8,  187, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 37; 3: 9; 4: 8; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 918,  7,  9,  187, 1, 6, 493007, 44429.70, 1, 65.73, 1: 49; 2: 36; 3: 9; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 584, 10,  6,  187, 1, 6, 473247, 44429.70, 1, 65.73, 1: 49; 2: 34; 3: 13; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  98,  4, 14,  187, 1, 6, 443520, 44429.70, 1, 65.73, 1: 49; 2: 36; 3: 11; 4: 4; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 612,  4, 14,  187, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 32; 3: 14; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 402,  7,  8,  187, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 9; 4: 5; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 842,  7,  8,  187, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 39; 3: 7; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 992,  5, 12,  187, 1, 6, 473650, 44429.70, 1, 65.73, 1: 51; 2: 31; 3: 13; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 220,  4, 14,  188, 1, 6, 443520, 44429.70, 1, 65.73, 1: 46; 2: 40; 3: 10; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 254,  7,  8,  188, 1, 6, 443520, 44429.70, 1, 65.73, 1: 56; 2: 25; 3: 11; 4: 7; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 286,  7,  9,  188, 1, 6, 492890, 44429.70, 1, 65.73, 1: 49; 2: 33; 3: 13; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 881,  5, 13,  188, 1, 6, 505039, 44429.70, 1, 65.73, 1: 47; 2: 38; 3: 11; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 446,  5, 12,  188, 1, 6, 473459, 44429.70, 1, 65.73, 1: 44; 2: 42; 3: 13; 4: 1; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 847, 10,  6,  188, 1, 6, 473239, 44429.70, 1, 65.73, 1: 54; 2: 29; 3: 10; 4: 6; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 547,  7,  9,  188, 1, 6, 492810, 44429.70, 1, 65.73, 1: 48; 2: 35; 3: 13; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  48,  4, 14,  188, 1, 6, 443520, 44429.70, 1, 65.73, 1: 42; 2: 44; 3: 13; 4: 2; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 611,  7,  8,  188, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 9; 4: 7; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  94,  8,  7,  188, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 33; 3: 16; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 641,  5, 13,  188, 1, 6, 504758, 44429.70, 1, 65.73, 1: 48; 2: 34; 3: 14; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 572,  4, 14,  188, 1, 6, 443520, 44429.70, 1, 65.73, 1: 46; 2: 37; 3: 15; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 556,  7,  8,  188, 1, 6, 443520, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 10; 4: 4; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 986, 10,  6,  188, 1, 6, 473451, 44429.70, 1, 65.73, 1: 54; 2: 29; 3: 9; 4: 8; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 795, 10,  6,  188, 1, 6, 473263, 44429.70, 1, 65.73, 1: 47; 2: 37; 3: 12; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 460,  8,  7,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 49; 2: 35; 3: 8; 4: 10; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 878,  4, 14,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 47; 2: 36; 3: 13; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 524,  7,  8,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 51; 2: 31; 3: 12; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 462, 10,  6,  189, 1, 6, 473306, 44429.70, 1, 65.73, 1: 51; 2: 31; 3: 13; 4: 5; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 187,  4, 14,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 46; 2: 37; 3: 14; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 648,  7,  8,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 30; 3: 11; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 118,  7,  8,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 27; 3: 17; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 120, 10,  6,  189, 1, 6, 473325, 44429.70, 1, 65.73, 1: 57; 2: 23; 3: 12; 4: 6; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 364,  4, 14,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 44; 2: 40; 3: 14; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 862,  8,  7,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 38; 3: 7; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 146,  8,  7,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 49; 2: 34; 3: 11; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 900,  7,  8,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 54; 2: 28; 3: 11; 4: 6; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 169,  7,  8,  189, 1, 6, 443520, 44429.70, 1, 65.73, 1: 51; 2: 29; 3: 15; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 330,  5, 12,  190, 1, 6, 473050, 44429.70, 1, 65.73, 1: 55; 2: 26; 3: 10; 4: 8; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 760,  7,  8,  190, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 31; 3: 14; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 748,  4, 14,  190, 1, 6, 443520, 44429.70, 1, 65.73, 1: 47; 2: 35; 3: 15; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  28,  4, 14,  190, 1, 6, 443520, 44429.70, 0, 65.73, 1: 44; 2: 39; 3: 15; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 599,  4, 14,  190, 1, 6, 443520, 44429.70, 0, 65.73, 1: 51; 2: 27; 3: 19; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 108, 10,  6,  190, 1, 6, 473451, 44429.70, 1, 65.73, 1: 51; 2: 29; 3: 15; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 781,  4, 14,  190, 1, 6, 443520, 44429.70, 1, 65.73, 1: 44; 2: 42; 3: 11; 4: 3; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 122,  5, 12,  190, 1, 6, 473491, 44429.70, 1, 65.73, 1: 49; 2: 34; 3: 11; 4: 7; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 226,  5, 12,  190, 1, 6, 473196, 44429.70, 1, 65.73, 1: 49; 2: 32; 3: 14; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  74,  5, 12,  191, 1, 6, 473323, 44429.70, 1, 65.73, 1: 47; 2: 38; 3: 10; 4: 3; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 777,  7,  8,  191, 1, 6, 443520, 44429.70, 1, 65.73, 1: 47; 2: 40; 3: 5; 4: 8; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 393,  5, 13,  191, 1, 6, 504667, 44429.70, 1, 65.73, 1: 43; 2: 42; 3: 11; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 983,  4, 14,  191, 1, 6, 443520, 44429.70, 1, 65.73, 1: 47; 2: 34; 3: 14; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 282,  4, 14,  192, 1, 6, 443520, 44429.70, 1, 65.73, 1: 46; 2: 36; 3: 14; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 252,  4, 14,  192, 1, 6, 443520, 44429.70, 1, 65.73, 1: 46; 2: 36; 3: 13; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 179,  8,  7,  192, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 32; 3: 10; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  19,  5, 12,  192, 1, 6, 473321, 44429.70, 1, 65.73, 1: 46; 2: 38; 3: 11; 4: 5; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 194,  5, 12,  192, 1, 6, 473353, 44429.70, 1, 65.73, 1: 50; 2: 32; 3: 12; 4: 5; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,   1,  5, 11,  192, 1, 6, 435105, 44429.70, 1, 65.73, 1: 43; 2: 43; 3: 8; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 731,  5, 12,  192, 1, 6, 473406, 44429.70, 1, 65.73, 1: 51; 2: 33; 3: 8; 4: 5; 5: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 809,  5, 11,  192, 1, 6, 435105, 44429.70, 1, 65.73, 1: 48; 2: 35; 3: 10; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 477,  7,  8,  192, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 32; 3: 10; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,   5,  7,  9,  193, 1, 6, 493056, 44429.70, 1, 65.73, 1: 44; 2: 38; 3: 14; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 209,  7,  9,  193, 1, 6, 492951, 44429.70, 1, 65.73, 1: 45; 2: 40; 3: 8; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 792,  7,  8,  193, 1, 6, 443520, 44429.70, 1, 65.73, 1: 51; 2: 31; 3: 10; 4: 7; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 250,  5, 12,  193, 1, 6, 473635, 44429.70, 1, 65.73, 1: 47; 2: 39; 3: 7; 4: 5; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 892,  4, 14,  193, 1, 6, 443520, 44429.70, 1, 65.73, 1: 42; 2: 42; 3: 13; 4: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 627,  4, 14,  193, 1, 6, 443520, 44429.70, 1, 65.73, 1: 45; 2: 35; 3: 16; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 212,  5, 11,  194, 1, 6, 435105, 44429.70, 1, 65.73, 1: 46; 2: 38; 3: 9; 4: 6; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 911,  5, 13,  194, 1, 6, 504582, 44429.70, 1, 65.73, 1: 44; 2: 36; 3: 17; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 303,  5, 11,  194, 1, 6, 435105, 44429.70, 1, 65.73, 1: 39; 2: 46; 3: 11; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 372,  8,  7,  194, 1, 6, 443520, 44429.70, 1, 65.73, 1: 49; 2: 33; 3: 9; 4: 9; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 373,  4, 14,  194, 1, 6, 443520, 44429.70, 1, 65.73, 1: 41; 2: 41; 3: 16; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 662,  7,  8,  194, 1, 6, 443520, 44429.70, 0, 65.73, 1: 48; 2: 32; 3: 13; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 403,  8,  7,  194, 1, 6, 443520, 44429.70, 1, 65.73, 1: 46; 2: 37; 3: 10; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 383,  5, 11,  195, 1, 6, 435105, 44429.70, 1, 65.73, 1: 46; 2: 36; 3: 9; 4: 11; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 975,  8,  7,  195, 1, 6, 443520, 44429.70, 1, 65.73, 1: 46; 2: 36; 3: 12; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 188,  5, 13,  195, 1, 6, 505131, 44429.70, 1, 65.73, 1: 47; 2: 34; 3: 12; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 124,  7,  9,  195, 1, 6, 492672, 44429.70, 1, 65.73, 1: 43; 2: 39; 3: 13; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 135,  7,  9,  195, 1, 6, 492792, 44429.70, 1, 65.73, 1: 46; 2: 37; 3: 8; 4: 10; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 481, 10,  6,  195, 1, 6, 473513, 44429.70, 1, 65.73, 1: 47; 2: 35; 3: 10; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 982,  6, 10,  195, 1, 6, 473484, 44429.70, 1, 65.73, 1: 47; 2: 36; 3: 9; 4: 7; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 980,  5, 12,  195, 1, 6, 473354, 44429.70, 1, 65.73, 1: 49; 2: 31; 3: 14; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 555,  7,  9,  195, 1, 6, 493003, 44429.70, 1, 65.73, 1: 49; 2: 33; 3: 10; 4: 6; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 355,  8,  7,  196, 1, 6, 443520, 44429.70, 1, 65.73, 1: 40; 2: 42; 3: 15; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 722,  6, 10,  196, 1, 6, 473252, 44429.70, 1, 65.73, 1: 51; 2: 26; 3: 17; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  14,  5, 11,  196, 1, 6, 435105, 44429.70, 1, 65.73, 1: 47; 2: 35; 3: 10; 4: 7; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 316,  5, 11,  196, 1, 6, 435105, 44429.70, 1, 65.73, 1: 46; 2: 34; 3: 13; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 969,  7,  8,  196, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 32; 3: 14; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 956,  4, 14,  196, 1, 6, 443520, 44429.70, 1, 65.73, 1: 44; 2: 38; 3: 11; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 495,  5, 12,  196, 1, 6, 473789, 44429.70, 1, 65.73, 1: 44; 2: 40; 3: 9; 4: 7; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 617,  8,  7,  196, 1, 6, 443520, 44429.70, 1, 65.73, 1: 47; 2: 34; 3: 12; 4: 6; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 895,  5, 11,  197, 1, 6, 435105, 44429.70, 1, 65.73, 1: 45; 2: 33; 3: 17; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 257,  5, 13,  197, 1, 6, 504416, 44429.70, 1, 65.73, 1: 44; 2: 35; 3: 16; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 177,  7,  8,  197, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 35; 3: 7; 4: 9; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 713,  5, 13,  197, 1, 6, 504839, 44429.70, 1, 65.73, 1: 45; 2: 36; 3: 11; 4: 9; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 771,  7,  9,  197, 1, 6, 492675, 44429.70, 1, 65.73, 1: 39; 2: 43; 3: 16; 4: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 139,  7,  8,  197, 1, 6, 443520, 44429.70, 1, 65.73, 1: 51; 2: 31; 3: 8; 4: 8; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 164,  7,  9,  197, 1, 6, 492808, 44429.70, 1, 65.73, 1: 41; 2: 43; 3: 8; 4: 10; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 318,  5, 11,  198, 1, 6, 435105, 44429.70, 1, 65.73, 1: 41; 2: 41; 3: 13; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 357,  5, 11,  198, 1, 6, 435105, 44429.70, 1, 65.73, 1: 45; 2: 35; 3: 13; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 211,  6, 10,  199, 1, 6, 473518, 44429.70, 1, 65.73, 1: 51; 2: 29; 3: 10; 4: 7; 5: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 491,  4, 14,  199, 1, 6, 443520, 44429.70, 1, 65.73, 1: 45; 2: 37; 3: 11; 4: 5; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 310,  5, 12,  199, 1, 6, 473401, 44429.70, 1, 65.73, 1: 45; 2: 34; 3: 15; 4: 6; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 505,  5, 11,  199, 1, 6, 435105, 44429.70, 1, 65.73, 1: 40; 2: 42; 3: 12; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 480,  5, 11,  200, 1, 6, 435105, 44429.70, 1, 65.73, 1: 40; 2: 42; 3: 11; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 874,  5, 11,  200, 1, 6, 435105, 44429.70, 1, 65.73, 1: 51; 2: 31; 3: 7; 4: 6; 5: 6; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 341,  4, 14,  200, 1, 6, 443520, 44429.70, 1, 65.73, 1: 45; 2: 34; 3: 14; 4: 6; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 602,  4, 14,  200, 1, 6, 443520, 44429.70, 1, 65.73, 1: 46; 2: 32; 3: 16; 4: 5; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 455,  5, 11,  200, 1, 6, 435105, 44429.70, 1, 65.73, 1: 41; 2: 36; 3: 20; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 278,  5, 12,  200, 1, 6, 473689, 44429.70, 1, 65.73, 1: 43; 2: 38; 3: 12; 4: 6; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 411,  7,  9,  201, 1, 6, 492898, 44429.70, 1, 65.73, 1: 44; 2: 38; 3: 8; 4: 9; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 262, 10,  6,  201, 1, 6, 473199, 44429.70, 1, 65.73, 1: 49; 2: 33; 3: 7; 4: 6; 5: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 825,  7,  8,  201, 1, 6, 443520, 44429.70, 1, 65.73, 1: 47; 2: 33; 3: 10; 4: 8; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 851,  4, 14,  202, 1, 6, 443520, 44429.70, 1, 65.73, 1: 44; 2: 34; 3: 16; 4: 5; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 606,  8,  7,  202, 1, 6, 443520, 44429.70, 1, 65.73, 1: 44; 2: 35; 3: 14; 4: 6; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 620,  8,  7,  202, 1, 6, 443520, 44429.70, 1, 65.73, 1: 43; 2: 35; 3: 15; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 237,  5, 11,  202, 1, 6, 435105, 44429.70, 1, 65.73, 1: 43; 2: 34; 3: 16; 4: 8; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 280,  5, 13,  203, 1, 6, 504794, 44429.70, 1, 65.73, 1: 44; 2: 36; 3: 10; 4: 9; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 132,  5, 11,  203, 1, 6, 435105, 44429.70, 1, 65.73, 1: 41; 2: 39; 3: 12; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 272,  8,  7,  205, 1, 6, 443520, 44429.70, 1, 65.73, 1: 43; 2: 32; 3: 18; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 534,  7,  9,  205, 1, 6, 492893, 44429.70, 1, 65.73, 1: 44; 2: 33; 3: 14; 4: 8; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 776,  7,  9,  205, 1, 6, 492456, 44429.70, 1, 65.73, 1: 39; 2: 42; 3: 11; 4: 7; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 412,  5, 11,  206, 1, 6, 435105, 44429.70, 1, 65.73, 1: 45; 2: 30; 3: 16; 4: 8; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 497,  5, 13,  207, 1, 6, 504829, 44429.70, 1, 65.73, 1: 43; 2: 34; 3: 14; 4: 7; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 379,  5, 13,  208, 1, 6, 504579, 44429.70, 1, 65.73, 1: 41; 2: 36; 3: 12; 4: 12; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 269,  4, 14,  210, 1, 6, 443520, 44429.70, 1, 65.73, 1: 44; 2: 33; 3: 14; 4: 5; 5: 4; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 609,  7,  9,  210, 1, 6, 493033, 44429.70, 1, 65.73, 1: 43; 2: 36; 3: 8; 4: 10; 5: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 349,  5, 13,  210, 1, 6, 504442, 44429.70, 1, 65.73, 1: 37; 2: 41; 3: 14; 4: 7; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 582,  5, 13,  213, 1, 6, 504485, 44429.70, 1, 65.73, 1: 33; 2: 44; 3: 16; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 811, 10,  6,  172, 1, 7, 473542, 44429.70, 1, 65.73, 1: 58; 2: 30; 3: 11; 4: 1; 5: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 932, 10,  6,  172, 1, 7, 473221, 44429.70, 1, 65.73, 1: 59; 2: 30; 3: 6; 4: 7; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 504,  7,  8,  175, 1, 7, 443520, 44429.70, 1, 65.73, 1: 55; 2: 34; 3: 8; 4: 4; 5: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 746, 10,  6,  176, 1, 7, 473357, 44429.70, 1, 65.73, 1: 54; 2: 34; 3: 9; 4: 5; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 787,  7,  8,  178, 1, 7, 443520, 44429.70, 1, 65.73, 1: 55; 2: 33; 3: 8; 4: 5; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 221,  6, 10,  178, 1, 7, 473458, 44429.70, 1, 65.73, 1: 55; 2: 32; 3: 9; 4: 5; 5: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 514,  7,  8,  179, 1, 7, 443520, 44429.70, 1, 65.73, 1: 54; 2: 35; 3: 5; 4: 7; 5: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 931,  7,  8,  179, 1, 7, 443520, 44429.70, 1, 65.73, 1: 56; 2: 33; 3: 6; 4: 4; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 815, 10,  6,  179, 1, 7, 473198, 44429.70, 1, 65.73, 1: 53; 2: 34; 3: 10; 4: 4; 5: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 549,  7,  8,  180, 1, 7, 443520, 44429.70, 1, 65.73, 1: 58; 2: 25; 3: 11; 4: 8; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 727, 10,  6,  180, 1, 7, 473442, 44429.70, 1, 65.73, 1: 52; 2: 38; 3: 6; 4: 4; 5: 1; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 392,  7,  8,  182, 1, 7, 443520, 44429.70, 1, 65.73, 1: 58; 2: 29; 3: 4; 4: 8; 5: 3; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 650,  4, 14,  184, 1, 7, 443520, 44429.70, 1, 65.73, 1: 47; 2: 39; 3: 12; 4: 4; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 166, 10,  6,  184, 1, 7, 473343, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 10; 4: 3; 5: 1; 7: 2; 
MAPK_Cancer_Cell_Fate_Network, 671,  7,  9,  185, 1, 7, 492913, 44429.70, 1, 65.73, 1: 50; 2: 36; 3: 8; 4: 8; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 835,  4, 14,  185, 1, 7, 443520, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 7; 4: 7; 5: 2; 7: 1; 
