Seed 1656949570
ARCH 2|F_ID 0|LIMIT 4
before: 
3(242)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 208,  9,  8,  174, 1, 3, 570556, 13022.43, 13, 0.00, 1: 95; 2: 26; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 265,  8,  9,  239, 0, 6, 570248, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 43; 3: 16; 4: 2; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 520,  6, 13,  239, 0, 6, 610839, 13022.43, 1, 84.11, 0: 1; 1: 56; 2: 50; 3: 13; 4: 7; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 283,  6, 13,  239, 0, 6, 609905, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 43; 3: 12; 4: 7; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  47,  7, 11,  239, 0, 6, 604913, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 38; 3: 20; 4: 5; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 236,  5, 15,  239, 0, 6, 590653, 13022.43, 1, 84.11, 0: 1; 1: 57; 2: 48; 3: 15; 4: 6; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 842, 10,  7,  239, 0, 6, 557236, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 33; 3: 19; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 710,  5, 15,  239, 0, 6, 590372, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 29; 3: 19; 4: 10; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 858,  7, 11,  239, 0, 6, 605477, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 48; 3: 11; 4: 9; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 594,  9,  8,  239, 0, 6, 570605, 13022.43, 1, 84.11, 0: 1; 1: 71; 2: 31; 3: 10; 4: 11; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 173,  5, 15,  240, 0, 6, 590839, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 44; 3: 9; 4: 10; 5: 1; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 978,  8,  9,  240, 0, 6, 570327, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 40; 3: 14; 4: 10; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 721, 10,  7,  240, 0, 6, 557286, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 33; 3: 20; 4: 8; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 996,  5, 16,  240, 0, 6, 622064, 13022.43, 1, 84.11, 0: 1; 1: 71; 2: 27; 3: 18; 4: 7; 5: 3; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 745,  7, 11,  240, 0, 6, 605148, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 39; 3: 18; 4: 9; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 107,  6, 13,  240, 0, 6, 610541, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 34; 3: 15; 4: 7; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 722,  7, 11,  240, 0, 6, 605255, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 37; 3: 19; 4: 6; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 929,  8,  9,  240, 0, 6, 570301, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 41; 3: 9; 4: 6; 5: 6; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 229,  6, 13,  240, 0, 6, 610223, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 33; 3: 13; 4: 9; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 374,  7, 11,  240, 0, 6, 605336, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 46; 3: 13; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 777,  7, 10,  240, 0, 6, 557251, 13022.43, 1, 84.11, 0: 1; 1: 69; 2: 33; 3: 11; 4: 10; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 752, 10,  7,  241, 0, 6, 557277, 13022.43, 0, 84.11, 0: 1; 1: 65; 2: 34; 3: 17; 4: 9; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 577,  5, 16,  241, 0, 6, 622240, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 41; 3: 10; 4: 7; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 581,  5, 14,  241, 0, 6, 557225, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 33; 3: 18; 4: 10; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 761,  6, 13,  241, 0, 6, 610112, 13022.43, 0, 84.11, 0: 1; 1: 55; 2: 49; 3: 14; 4: 10; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  16, 10,  7,  241, 0, 6, 557423, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 38; 3: 12; 4: 7; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 518,  7, 10,  241, 0, 6, 557191, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 35; 3: 15; 4: 7; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 474,  7, 11,  241, 0, 6, 603878, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 35; 3: 14; 4: 9; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 271,  5, 15,  241, 0, 6, 590322, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 35; 3: 21; 4: 4; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 370, 10,  7,  241, 0, 6, 556861, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 35; 3: 13; 4: 10; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  69,  5, 14,  241, 0, 6, 557174, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 38; 3: 16; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 955,  6, 13,  242, 0, 6, 609649, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 37; 3: 17; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 315,  8,  9,  242, 0, 6, 569911, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 40; 3: 14; 4: 8; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 454,  6, 13,  242, 0, 6, 610431, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 42; 3: 17; 4: 4; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 218, 10,  7,  242, 0, 6, 556847, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 34; 3: 10; 4: 14; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 893,  8,  9,  242, 0, 6, 570185, 13022.43, 1, 84.11, 0: 1; 1: 56; 2: 50; 3: 12; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 596,  7, 10,  242, 0, 6, 557291, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 46; 3: 14; 4: 7; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  23,  8,  9,  242, 0, 6, 570536, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 43; 3: 7; 4: 9; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 554,  8,  9,  242, 0, 6, 570619, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 41; 3: 11; 4: 11; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 512,  5, 15,  243, 0, 6, 590606, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 34; 3: 12; 4: 9; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 958,  5, 15,  243, 0, 6, 590966, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 41; 3: 14; 4: 8; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 609,  5, 15,  243, 0, 6, 590035, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 44; 3: 15; 4: 5; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 401,  7, 11,  243, 0, 6, 604793, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 44; 3: 11; 4: 10; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 551,  8,  9,  243, 0, 6, 570275, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 39; 3: 17; 4: 6; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 428,  5, 15,  243, 0, 6, 590484, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 41; 3: 13; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 379,  7, 11,  244, 0, 6, 604904, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 37; 3: 13; 4: 9; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 376, 10,  7,  244, 0, 6, 556937, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 31; 3: 14; 4: 10; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 844,  6, 13,  244, 0, 6, 609716, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 35; 3: 18; 4: 9; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 965,  7, 11,  244, 0, 6, 605127, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 34; 3: 15; 4: 10; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 991,  7, 11,  244, 0, 6, 605287, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 36; 3: 18; 4: 10; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 300,  5, 15,  244, 0, 6, 590941, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 38; 3: 14; 4: 8; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 484,  7, 10,  244, 0, 6, 557182, 13022.43, 1, 84.11, 0: 1; 1: 70; 2: 29; 3: 14; 4: 9; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 330,  5, 15,  244, 0, 6, 590313, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 42; 3: 14; 4: 8; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 864, 10,  7,  244, 0, 6, 557110, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 40; 3: 10; 4: 3; 5: 9; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 675,  6, 12,  244, 0, 6, 570621, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 40; 3: 11; 4: 8; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 323,  6, 13,  244, 0, 6, 610608, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 42; 3: 17; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  95,  5, 15,  245, 0, 6, 590759, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 43; 3: 13; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 550,  6, 13,  245, 0, 6, 610144, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 43; 3: 13; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 827,  5, 14,  245, 0, 6, 557277, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 38; 3: 13; 4: 9; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 145,  6, 13,  245, 0, 6, 610166, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 37; 3: 15; 4: 12; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 882,  7, 11,  245, 0, 6, 605083, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 34; 3: 15; 4: 9; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 460, 10,  7,  245, 0, 6, 557269, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 36; 3: 14; 4: 9; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 835,  5, 15,  246, 0, 6, 590597, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 46; 3: 8; 4: 6; 5: 8; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 171,  7, 11,  246, 0, 6, 604939, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 37; 3: 14; 4: 13; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 291,  6, 13,  246, 0, 6, 610428, 13022.43, 1, 84.11, 0: 1; 1: 56; 2: 48; 3: 12; 4: 9; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  246, 0, 6, 610306, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 41; 3: 20; 4: 6; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 240,  5, 16,  246, 0, 6, 622059, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 41; 3: 10; 4: 10; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 392,  8,  9,  246, 0, 6, 570334, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 38; 3: 13; 4: 12; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 333,  5, 15,  246, 0, 6, 590807, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 41; 3: 15; 4: 7; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 202,  5, 16,  246, 0, 6, 622214, 13022.43, 1, 84.11, 0: 1; 1: 66; 2: 32; 3: 16; 4: 8; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 557, 10,  7,  246, 0, 6, 557346, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 37; 3: 14; 4: 10; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 674, 10,  7,  246, 0, 6, 557140, 13022.43, 1, 84.11, 0: 1; 1: 65; 2: 32; 3: 19; 4: 6; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 671,  5, 15,  247, 0, 6, 590632, 13022.43, 1, 84.11, 0: 1; 1: 57; 2: 43; 3: 16; 4: 10; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 258,  5, 16,  247, 0, 6, 622105, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 29; 3: 17; 4: 7; 5: 6; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  36,  5, 15,  247, 0, 6, 590601, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 41; 3: 20; 4: 4; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 664,  6, 13,  247, 0, 6, 609984, 13022.43, 1, 84.11, 0: 1; 1: 53; 2: 48; 3: 19; 4: 5; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 843,  5, 15,  247, 0, 6, 590860, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 36; 3: 13; 4: 11; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 771,  5, 15,  247, 0, 6, 590704, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 36; 3: 20; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 925,  6, 13,  248, 0, 6, 610303, 13022.43, 1, 84.11, 0: 1; 1: 57; 2: 47; 3: 12; 4: 7; 5: 3; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 414,  7, 11,  248, 0, 6, 605381, 13022.43, 1, 84.11, 0: 1; 1: 67; 2: 32; 3: 11; 4: 12; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 525,  5, 15,  248, 0, 6, 590969, 13022.43, 1, 84.11, 0: 1; 1: 61; 2: 39; 3: 16; 4: 6; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 528,  5, 15,  248, 0, 6, 590598, 13022.43, 1, 84.11, 0: 1; 1: 62; 2: 35; 3: 19; 4: 7; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 585,  5, 15,  248, 0, 6, 590831, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 43; 3: 9; 4: 11; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 927,  8,  9,  248, 0, 6, 570313, 13022.43, 1, 84.11, 0: 1; 1: 57; 2: 45; 3: 13; 4: 9; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 624,  5, 15,  248, 0, 6, 590876, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 41; 3: 16; 4: 9; 5: 1; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 138,  5, 15,  249, 0, 6, 590503, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 36; 3: 15; 4: 8; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 134,  7, 11,  249, 0, 6, 605316, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 39; 3: 14; 4: 12; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 278,  6, 13,  250, 0, 6, 610460, 13022.43, 1, 84.11, 0: 1; 1: 58; 2: 43; 3: 13; 4: 9; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 438,  5, 15,  250, 0, 6, 591031, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 36; 3: 12; 4: 13; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 100,  7, 11,  250, 0, 6, 605336, 13022.43, 1, 84.11, 0: 1; 1: 51; 2: 52; 3: 14; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  87,  7, 11,  250, 0, 6, 605127, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 32; 3: 19; 4: 11; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 921,  5, 15,  250, 0, 6, 590030, 13022.43, 1, 84.11, 0: 1; 1: 56; 2: 43; 3: 17; 4: 9; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 813,  7, 11,  250, 0, 6, 604300, 13022.43, 1, 84.11, 0: 1; 1: 63; 2: 36; 3: 12; 4: 12; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 917, 10,  7,  251, 0, 6, 557261, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 37; 3: 19; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 619,  6, 13,  253, 0, 6, 609252, 13022.43, 1, 84.11, 0: 1; 1: 64; 2: 36; 3: 14; 4: 4; 5: 7; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 125,  5, 15,  253, 0, 6, 590031, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 37; 3: 16; 4: 10; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 233,  6, 13,  254, 0, 6, 610515, 13022.43, 1, 84.11, 0: 1; 1: 60; 2: 39; 3: 14; 4: 8; 5: 6; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 964,  5, 15,  254, 0, 6, 590873, 13022.43, 1, 84.11, 0: 1; 1: 55; 2: 40; 3: 22; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 865,  5, 15,  256, 0, 6, 590549, 13022.43, 1, 84.11, 0: 1; 1: 50; 2: 48; 3: 18; 4: 10; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 292,  8,  9,  256, 0, 6, 570493, 13022.43, 1, 84.11, 0: 1; 1: 57; 2: 41; 3: 14; 4: 12; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  84,  5, 15,  257, 0, 6, 590769, 13022.43, 1, 84.11, 0: 1; 1: 54; 2: 43; 3: 17; 4: 10; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 963,  5, 15,  257, 0, 6, 590572, 13022.43, 1, 84.11, 0: 1; 1: 59; 2: 36; 3: 18; 4: 9; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 894,  9,  8,  209, 0, 7, 570261, 13022.43, 1, 84.11, 0: 1; 1: 79; 2: 33; 3: 11; 4: 2; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 702,  9,  8,  211, 0, 7, 570348, 13022.43, 1, 84.11, 0: 1; 1: 78; 2: 33; 3: 10; 4: 5; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 839,  5, 16,  215, 0, 7, 623002, 13022.43, 1, 84.11, 0: 1; 1: 72; 2: 37; 3: 15; 4: 3; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 180,  6, 12,  216, 0, 7, 570451, 13022.43, 1, 84.11, 0: 1; 1: 71; 2: 42; 3: 8; 4: 6; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   0,  5, 14,  216, 0, 7, 557308, 13022.43, 1, 84.11, 0: 1; 1: 74; 2: 37; 3: 10; 4: 4; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 822,  5, 14,  216, 0, 7, 557213, 13022.43, 1, 84.11, 0: 1; 1: 80; 2: 28; 3: 10; 4: 8; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 515,  7, 10,  216, 0, 7, 557085, 13022.43, 1, 84.11, 0: 1; 1: 75; 2: 34; 3: 11; 4: 7; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 245,  6, 12,  217, 0, 7, 570568, 13022.43, 1, 84.11, 0: 1; 1: 77; 2: 30; 3: 13; 4: 6; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 837,  6, 12,  217, 0, 7, 570068, 13022.43, 1, 84.11, 0: 1; 1: 76; 2: 33; 3: 12; 4: 3; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 855,  6, 12,  218, 0, 7, 569804, 13022.43, 1, 84.11, 0: 1; 1: 75; 2: 32; 3: 14; 4: 5; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  62,  7, 10,  218, 0, 7, 557199, 13022.43, 1, 84.11, 0: 1; 1: 72; 2: 40; 3: 10; 4: 3; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 114,  5, 16,  218, 0, 7, 622519, 13022.43, 1, 84.11, 0: 1; 1: 72; 2: 37; 3: 12; 4: 6; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 808,  6, 12,  218, 0, 7, 570476, 13022.43, 1, 84.11, 0: 1; 1: 71; 2: 39; 3: 12; 4: 4; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 918,  6, 12,  218, 0, 7, 570548, 13022.43, 1, 84.11, 0: 1; 1: 79; 2: 27; 3: 15; 4: 3; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 568,  6, 12,  218, 0, 7, 570471, 13022.43, 1, 84.11, 0: 1; 1: 68; 2: 44; 3: 9; 4: 7; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 529,  9,  8,  219, 0, 7, 570110, 13022.43, 1, 84.11, 0: 1; 1: 77; 2: 31; 3: 9; 4: 9; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 329,  5, 14,  219, 0, 7, 557209, 13022.43, 1, 84.11, 0: 1; 1: 73; 2: 36; 3: 12; 4: 5; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 606,  6, 12,  220, 0, 7, 570157, 13022.43, 1, 84.11, 0: 1; 1: 76; 2: 29; 3: 16; 4: 4; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 449,  7, 10,  220, 0, 7, 557253, 13022.43, 1, 84.11, 0: 1; 1: 73; 2: 35; 3: 11; 4: 8; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  38,  7, 10,  220, 0, 7, 557054, 13022.43, 1, 84.11, 0: 1; 1: 76; 2: 31; 3: 12; 4: 6; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 553,  6, 12,  220, 0, 7, 570308, 13022.43, 1, 84.11, 0: 1; 1: 74; 2: 34; 3: 12; 4: 5; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 437,  7, 10,  221, 0, 7, 557135, 13022.43, 1, 84.11, 0: 1; 1: 75; 2: 32; 3: 14; 4: 4; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  33,  7, 10,  221, 0, 7, 557254, 13022.43, 1, 84.11, 0: 1; 1: 77; 2: 30; 3: 11; 4: 7; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 179,  6, 12,  221, 0, 7, 570206, 13022.43, 1, 84.11, 0: 1; 1: 75; 2: 30; 3: 14; 4: 8; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  96,  6, 12,  222, 0, 7, 570176, 13022.43, 1, 84.11, 0: 1; 1: 74; 2: 39; 3: 5; 4: 5; 5: 3; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 795,  9,  8,  222, 0, 7, 570513, 13022.43, 1, 84.11, 0: 1; 1: 73; 2: 38; 3: 8; 4: 5; 5: 2; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 532, 10,  7,  222, 0, 7, 557245, 13022.43, 1, 84.11, 0: 1; 1: 70; 2: 38; 3: 14; 4: 3; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  222, 0, 7, 557075, 13022.43, 1, 84.11, 0: 1; 1: 76; 2: 29; 3: 12; 4: 10; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 238,  9,  8,  222, 0, 7, 570234, 13022.43, 1, 84.11, 0: 1; 1: 69; 2: 40; 3: 11; 4: 7; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 945,  7, 10,  223, 0, 7, 557201, 13022.43, 1, 84.11, 0: 1; 1: 72; 2: 37; 3: 12; 4: 3; 5: 3; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 576,  6, 12,  224, 0, 7, 570090, 13022.43, 1, 84.11, 0: 1; 1: 76; 2: 29; 3: 12; 4: 8; 5: 3; 7: 1; 
