Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
3(417)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  165, 1, 3, 557233, 11999.60, 0, 0.00, 1: 98; 2: 29; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 773,  5, 14,  182, 0, 4, 557041, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 497,  5, 16,  182, 0, 4, 622868, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 496,  7, 10,  182, 0, 4, 557165, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 32; 3: 3; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  70,  5, 16,  182, 0, 4, 623494, 11999.60, 1, 67.46, 0: 1; 1: 83; 2: 40; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 488,  5, 14,  182, 0, 4, 557147, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 35; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  97,  5, 14,  182, 0, 4, 557090, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 551,  8,  9,  183, 0, 4, 570417, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 33; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 764,  5, 15,  183, 0, 4, 590664, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 226,  5, 15,  183, 0, 4, 589418, 11999.60, 1, 67.46, 0: 1; 1: 82; 2: 41; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 299,  5, 16,  183, 0, 4, 622414, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 31; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  98,  5, 16,  183, 0, 4, 622802, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 35; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 769,  5, 15,  183, 0, 4, 590433, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 30; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 685,  6, 12,  183, 0, 4, 570046, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 30; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 323,  6, 13,  183, 0, 4, 610847, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 34; 3: 4; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 774,  5, 14,  183, 0, 4, 557160, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 5; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 287,  6, 13,  183, 0, 4, 610123, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 961,  6, 13,  183, 0, 4, 609353, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 960,  6, 12,  183, 0, 4, 570405, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 33; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 732,  5, 16,  183, 0, 4, 622826, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 34; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 469,  5, 15,  183, 0, 4, 590894, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 32; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  183, 0, 4, 610401, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 34; 3: 4; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  52,  7, 11,  183, 0, 4, 604641, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  29,  5, 16,  183, 0, 4, 622814, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 25; 3: 13; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 544,  7, 11,  183, 0, 4, 605537, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 35; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 632,  5, 15,  183, 0, 4, 590885, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 32; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 181,  9,  8,  183, 0, 4, 570399, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 400,  6, 13,  183, 0, 4, 610711, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 27; 3: 9; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 624,  5, 15,  183, 0, 4, 590529, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 34; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 198,  5, 15,  183, 0, 4, 590175, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 5; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 123,  7, 10,  183, 0, 4, 557092, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 29; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 598,  6, 12,  183, 0, 4, 570089, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 27; 3: 6; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  43,  6, 12,  183, 0, 4, 570181, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 112,  5, 14,  183, 0, 4, 557185, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 37; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 794,  5, 14,  183, 0, 4, 557085, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 33; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 546,  5, 14,  183, 0, 4, 557240, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 35; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  61,  6, 12,  183, 0, 4, 570580, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 33; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 487, 10,  7,  183, 0, 4, 557243, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 33; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 871,  6, 13,  183, 0, 4, 610261, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 3; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 501,  5, 14,  184, 0, 4, 557306, 11999.60, 1, 67.46, 0: 1; 1: 83; 2: 39; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 611,  5, 16,  184, 0, 4, 622554, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 24; 3: 8; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 907,  5, 16,  184, 0, 4, 621603, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 29; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 872,  5, 16,  184, 0, 4, 623110, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 25; 3: 9; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 909,  5, 16,  184, 0, 4, 622537, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 5; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 102, 10,  7,  184, 0, 4, 556911, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 27; 3: 8; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 152,  6, 13,  184, 0, 4, 610209, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 26; 3: 7; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 782,  5, 14,  184, 0, 4, 557178, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 37; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 669,  5, 14,  184, 0, 4, 557143, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 29; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  17,  8,  9,  184, 0, 4, 570460, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 6; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 146,  6, 12,  184, 0, 4, 570357, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 36; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 754,  5, 15,  184, 0, 4, 590574, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 26; 3: 7; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 350,  7, 10,  184, 0, 4, 557150, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 31; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 211,  5, 15,  184, 0, 4, 590779, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 28; 3: 9; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 934,  5, 14,  184, 0, 4, 557238, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 29; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 846,  5, 15,  184, 0, 4, 590376, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 35; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 269,  6, 12,  184, 0, 4, 570284, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 29; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 757,  5, 16,  184, 0, 4, 622637, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 31; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 236,  5, 15,  184, 0, 4, 590201, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 34; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 186, 10,  7,  184, 0, 4, 557188, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 29; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 539,  5, 15,  184, 0, 4, 590813, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 26; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 865,  5, 15,  185, 0, 4, 590427, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 30; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 594,  9,  8,  185, 0, 4, 570520, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 35; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 493,  9,  8,  185, 0, 4, 570335, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 2; 4: 8; 
Bortezomib_Responses_in_U266_Human_Myelo, 758,  5, 15,  185, 0, 4, 590983, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 31; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 992,  5, 14,  185, 0, 4, 557263, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 37; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 563,  7, 11,  185, 0, 4, 605099, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 25; 3: 5; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 366,  7, 11,  185, 0, 4, 605432, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 1; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 383,  5, 14,  185, 0, 4, 557348, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 36; 3: 4; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 411,  5, 14,  185, 0, 4, 556623, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 30; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 341,  5, 15,  185, 0, 4, 590759, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 25; 3: 11; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 693,  5, 15,  185, 0, 4, 590086, 11999.60, 1, 67.46, 0: 1; 1: 83; 2: 38; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 480, 10,  7,  185, 0, 4, 557097, 11999.60, 1, 67.46, 0: 1; 1: 83; 2: 38; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 963,  5, 15,  185, 0, 4, 590340, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 31; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 356,  9,  8,  185, 0, 4, 570490, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 31; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 665,  5, 14,  185, 0, 4, 557056, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 34; 3: 5; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 358,  5, 15,  185, 0, 4, 590112, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 33; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 202,  5, 16,  185, 0, 4, 621516, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 5; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 614,  6, 13,  185, 0, 4, 609741, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 28; 3: 8; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 613,  5, 14,  185, 0, 4, 557257, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 38; 3: 3; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 306,  5, 15,  185, 0, 4, 590245, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 33; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 834,  5, 14,  186, 0, 4, 557300, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 22; 3: 10; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  25,  5, 16,  186, 0, 4, 623017, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 33; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 581,  5, 14,  186, 0, 4, 557036, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 27; 3: 9; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 327,  5, 16,  186, 0, 4, 621937, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 24; 3: 12; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 430,  5, 15,  186, 0, 4, 590110, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 31; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 332,  5, 16,  186, 0, 4, 622501, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 28; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 973,  5, 15,  186, 0, 4, 590967, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 30; 3: 6; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 810,  5, 14,  187, 0, 4, 556908, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 35; 3: 4; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 835,  5, 15,  187, 0, 4, 590856, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 30; 3: 8; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 404,  5, 15,  187, 0, 4, 590617, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 37; 3: 3; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 634,  5, 15,  187, 0, 4, 590581, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 29; 3: 7; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 121,  5, 15,  187, 0, 4, 590866, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 22; 3: 9; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  67,  5, 16,  187, 0, 4, 623137, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 30; 3: 8; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 443,  5, 14,  187, 0, 4, 557197, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 27; 3: 8; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 711,  5, 14,  187, 0, 4, 557233, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 34; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 148,  5, 15,  188, 0, 4, 590311, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 26; 3: 9; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 177,  5, 14,  188, 0, 4, 557217, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 29; 3: 9; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 163,  5, 16,  188, 0, 4, 622938, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 36; 3: 4; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 250,  5, 16,  188, 0, 4, 622356, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 30; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 246,  5, 16,  189, 0, 4, 622765, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 31; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  40,  5, 14,  189, 0, 4, 557328, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 30; 3: 9; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 150,  6, 12,  190, 0, 4, 570374, 11999.60, 1, 67.46, 0: 1; 1: 83; 2: 34; 3: 9; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 176,  5, 14,  190, 0, 4, 557215, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 26; 3: 10; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 144,  5, 14,  190, 0, 4, 557255, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 32; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 187,  5, 14,  190, 0, 4, 557286, 11999.60, 1, 67.46, 0: 1; 1: 84; 2: 32; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 791,  5, 14,  191, 0, 4, 557300, 11999.60, 1, 67.46, 0: 1; 1: 82; 2: 36; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 268,  5, 14,  192, 0, 4, 557165, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 26; 3: 8; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  76,  5, 16,  194, 0, 4, 622799, 11999.60, 1, 67.46, 0: 1; 1: 82; 2: 34; 3: 8; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 135, 10,  7,  171, 0, 5, 557293, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 28; 3: 2; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 657,  8,  9,  171, 0, 5, 570446, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 30; 3: 4; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 686,  8,  9,  172, 0, 5, 569099, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 30; 3: 3; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 855,  6, 12,  172, 0, 5, 569992, 11999.60, 1, 67.46, 0: 1; 1: 97; 2: 25; 3: 4; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 498,  7, 10,  172, 0, 5, 557287, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 33; 3: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 312,  9,  8,  173, 0, 5, 570107, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 30; 3: 2; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 606,  6, 12,  173, 0, 5, 570163, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 201,  9,  8,  173, 0, 5, 569177, 11999.60, 1, 67.46, 0: 1; 1: 97; 2: 24; 3: 5; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 336,  7, 11,  174, 0, 5, 605245, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 643, 10,  7,  174, 0, 5, 557079, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 6; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 538,  9,  8,  174, 0, 5, 570317, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 162,  7, 10,  174, 0, 5, 557301, 11999.60, 1, 67.46, 0: 1; 1: 97; 2: 22; 3: 8; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 950,  7, 11,  174, 0, 5, 605297, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 6; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 375,  8,  9,  174, 0, 5, 570425, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 737,  9,  8,  174, 0, 5, 570456, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 32; 3: 3; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 584,  7, 10,  175, 0, 5, 557201, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 24; 3: 6; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 789,  8,  9,  175, 0, 5, 570270, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 3; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 334,  6, 13,  175, 0, 5, 610390, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 28; 3: 4; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 218, 10,  7,  175, 0, 5, 557202, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 799,  6, 12,  175, 0, 5, 570539, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 24; 3: 6; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 392,  8,  9,  175, 0, 5, 570150, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 3; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 160,  6, 12,  175, 0, 5, 570297, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 969, 10,  7,  175, 0, 5, 556937, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 28; 3: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 896,  9,  8,  175, 0, 5, 569439, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 4; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 984,  8,  9,  175, 0, 5, 570488, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 29; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  37,  7, 10,  175, 0, 5, 557178, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 27; 3: 6; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 463, 10,  7,  175, 0, 5, 557180, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 31; 3: 4; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 495,  6, 13,  175, 0, 5, 610405, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 36; 3: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 257,  6, 12,  175, 0, 5, 570048, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 5; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 585,  5, 15,  176, 0, 5, 590175, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 6; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  42,  6, 12,  176, 0, 5, 570008, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 23; 3: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 466, 10,  7,  176, 0, 5, 557266, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 30; 3: 2; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 687,  6, 12,  176, 0, 5, 570509, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 33; 3: 2; 4: 2; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 294,  5, 16,  176, 0, 5, 622561, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 32; 3: 4; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 499, 10,  7,  176, 0, 5, 557191, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 34; 3: 3; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 431,  7, 11,  176, 0, 5, 605230, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 26; 3: 4; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 683,  6, 13,  176, 0, 5, 610030, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 24; 3: 5; 4: 3; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 679,  5, 14,  176, 0, 5, 557330, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 113,  7, 10,  176, 0, 5, 556928, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  21,  9,  8,  176, 0, 5, 570057, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 30; 3: 5; 4: 1; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 273,  6, 12,  177, 0, 5, 570577, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 30; 3: 7; 5: 1; 
