Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(324)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  175, 1, 3, 605299, 16942.19, 41, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  35, 10,  7,  239, 0, 6, 557187, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 41; 3: 9; 4: 11; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  70,  5, 16,  239, 0, 6, 622362, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 35; 3: 17; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  24,  8,  9,  239, 0, 6, 570375, 16942.19, 1, 85.52, 0: 1; 1: 56; 2: 49; 3: 16; 4: 4; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 822,  5, 14,  239, 0, 6, 557229, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 15; 4: 5; 5: 3; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 437,  7, 10,  239, 0, 6, 557167, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 31; 3: 12; 4: 8; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 159, 10,  7,  239, 0, 6, 557152, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 32; 3: 13; 4: 10; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 448,  5, 15,  239, 0, 6, 590859, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 37; 3: 13; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 815, 10,  7,  239, 0, 6, 557181, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 41; 3: 10; 4: 9; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 913,  6, 13,  240, 0, 6, 610132, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 36; 3: 16; 4: 6; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 563,  7, 11,  240, 0, 6, 605030, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 37; 3: 19; 4: 9; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 149,  5, 15,  240, 0, 6, 590442, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 36; 3: 20; 4: 6; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 152,  6, 13,  240, 0, 6, 610182, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 38; 3: 15; 4: 6; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 812,  6, 12,  240, 0, 6, 570343, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 28; 3: 15; 4: 12; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 670,  5, 16,  240, 0, 6, 622497, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 31; 3: 14; 4: 10; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 165,  5, 15,  240, 0, 6, 590575, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 40; 3: 16; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  14,  7, 11,  240, 0, 6, 605048, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 13; 4: 7; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  88,  5, 16,  240, 0, 6, 622039, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 30; 3: 15; 4: 6; 5: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 118, 10,  7,  241, 0, 6, 557171, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 35; 3: 14; 4: 9; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 583,  6, 13,  241, 0, 6, 610411, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 40; 3: 17; 4: 7; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 447,  7, 10,  241, 0, 6, 557262, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 33; 3: 12; 4: 10; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 542, 10,  7,  241, 0, 6, 557173, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 34; 3: 16; 4: 8; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 888,  6, 13,  241, 0, 6, 610324, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 35; 3: 16; 4: 9; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 716, 10,  7,  241, 0, 6, 557167, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 40; 3: 18; 4: 5; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   3,  6, 13,  241, 0, 6, 610408, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 39; 3: 10; 4: 9; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 949,  6, 13,  242, 0, 6, 610321, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 41; 3: 17; 4: 7; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 938, 10,  7,  242, 0, 6, 557062, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 38; 3: 8; 4: 11; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 422, 10,  7,  242, 0, 6, 557166, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 39; 3: 18; 4: 8; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 731,  6, 13,  242, 0, 6, 610291, 16942.19, 1, 85.52, 0: 1; 1: 55; 2: 49; 3: 16; 4: 5; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 368,  8,  9,  243, 0, 6, 570409, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 40; 3: 16; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 111,  6, 13,  243, 0, 6, 610014, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 43; 3: 18; 4: 6; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 317,  5, 15,  243, 0, 6, 590564, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 35; 3: 14; 4: 10; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 416,  5, 14,  243, 0, 6, 557196, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 34; 3: 11; 4: 9; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 435,  5, 15,  243, 0, 6, 590549, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 34; 3: 13; 4: 12; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 433,  5, 16,  243, 0, 6, 622318, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 37; 3: 13; 4: 10; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 401,  7, 11,  243, 0, 6, 605214, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 42; 3: 10; 4: 10; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  32,  5, 16,  243, 0, 6, 622879, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 33; 3: 14; 4: 10; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 227, 10,  7,  243, 0, 6, 557208, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 28; 3: 13; 4: 9; 5: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 338,  5, 14,  244, 0, 6, 557114, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 34; 3: 17; 4: 7; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 438,  5, 15,  244, 0, 6, 590707, 16942.19, 1, 85.52, 0: 1; 1: 56; 2: 47; 3: 16; 4: 6; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 911, 10,  7,  244, 0, 6, 557232, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 38; 3: 16; 4: 8; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 996,  5, 16,  244, 0, 6, 622644, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 41; 3: 14; 4: 11; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 174,  8,  9,  244, 0, 6, 570189, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 39; 3: 11; 4: 11; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 800,  8,  9,  244, 0, 6, 570209, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 43; 3: 12; 4: 11; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 360,  6, 13,  244, 0, 6, 609915, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 39; 3: 8; 4: 10; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 195,  8,  9,  244, 0, 6, 570262, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 46; 3: 11; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 726,  5, 16,  245, 0, 6, 622461, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 11; 4: 8; 5: 3; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  50,  5, 15,  245, 0, 6, 590416, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 35; 3: 17; 4: 7; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 769,  5, 15,  245, 0, 6, 590661, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 46; 3: 11; 4: 9; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 752, 10,  7,  245, 0, 6, 557134, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 40; 3: 13; 4: 11; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 236,  5, 15,  245, 0, 6, 590753, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 40; 3: 19; 4: 8; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 186, 10,  7,  245, 0, 6, 557178, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 39; 3: 14; 4: 9; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 619,  6, 13,  245, 0, 6, 610298, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 40; 3: 13; 4: 7; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   9,  7, 11,  246, 0, 6, 604750, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 40; 3: 10; 4: 13; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 459,  8,  9,  246, 0, 6, 570247, 16942.19, 1, 85.52, 0: 1; 1: 55; 2: 48; 3: 14; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 707,  5, 15,  246, 0, 6, 590614, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 39; 3: 14; 4: 11; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 647,  5, 15,  246, 0, 6, 590600, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 39; 3: 14; 4: 8; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 139,  5, 14,  246, 0, 6, 557184, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 38; 3: 12; 4: 8; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 635,  9,  8,  246, 0, 6, 570268, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 12; 4: 6; 5: 3; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 723,  6, 13,  246, 0, 6, 610218, 16942.19, 1, 85.52, 0: 1; 1: 54; 2: 45; 3: 22; 4: 5; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  36,  5, 15,  246, 0, 6, 590631, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 40; 3: 19; 4: 10; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 889,  7, 10,  247, 0, 6, 557106, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 29; 3: 16; 4: 9; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 428,  5, 15,  247, 0, 6, 590273, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 32; 3: 15; 4: 7; 5: 5; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 875,  5, 14,  247, 0, 6, 557157, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 40; 3: 16; 4: 8; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 366,  7, 11,  247, 0, 6, 605149, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 40; 3: 17; 4: 3; 5: 5; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 539,  5, 15,  247, 0, 6, 590819, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 39; 3: 15; 4: 8; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 828,  5, 15,  247, 0, 6, 590702, 16942.19, 1, 85.52, 0: 1; 1: 52; 2: 51; 3: 14; 4: 10; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  30,  7, 11,  248, 0, 6, 605075, 16942.19, 1, 85.52, 0: 1; 1: 56; 2: 45; 3: 15; 4: 9; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 311,  8,  9,  248, 0, 6, 570378, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 43; 3: 15; 4: 7; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 570,  8,  9,  248, 0, 6, 570302, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 42; 3: 15; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 381,  9,  8,  248, 0, 6, 570304, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 28; 3: 14; 4: 6; 5: 5; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 671,  5, 15,  248, 0, 6, 590558, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 39; 3: 14; 4: 13; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 709,  6, 13,  249, 0, 6, 609975, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 39; 3: 12; 4: 12; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 669,  5, 14,  249, 0, 6, 557196, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 31; 3: 13; 4: 8; 5: 6; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 243,  5, 15,  249, 0, 6, 590569, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 39; 3: 13; 4: 8; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 955,  6, 13,  249, 0, 6, 610408, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 37; 3: 14; 4: 10; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 298,  6, 13,  250, 0, 6, 610098, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 40; 3: 16; 4: 8; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 124,  5, 16,  250, 0, 6, 622546, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 41; 3: 15; 4: 12; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 963,  5, 15,  250, 0, 6, 590401, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 38; 3: 18; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 964,  5, 15,  250, 0, 6, 590589, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 43; 3: 12; 4: 11; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 252,  5, 15,  250, 0, 6, 590605, 16942.19, 1, 85.52, 0: 1; 1: 57; 2: 44; 3: 12; 4: 12; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 771,  5, 15,  251, 0, 6, 590543, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 35; 3: 13; 4: 10; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 585,  5, 15,  251, 0, 6, 590704, 16942.19, 1, 85.52, 0: 1; 1: 58; 2: 40; 3: 16; 4: 11; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 572,  5, 14,  251, 0, 6, 557164, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 39; 3: 11; 4: 8; 5: 3; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 418, 10,  7,  252, 0, 6, 557124, 16942.19, 1, 85.52, 0: 1; 1: 56; 2: 46; 3: 10; 4: 12; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 147,  8,  9,  252, 0, 6, 570535, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 40; 3: 7; 4: 16; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 520,  6, 13,  252, 0, 6, 610318, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 38; 3: 15; 4: 7; 5: 6; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 973,  5, 15,  254, 0, 6, 590751, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 30; 3: 12; 4: 14; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 872,  5, 16,  254, 0, 6, 622593, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 29; 3: 18; 4: 8; 5: 4; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 634,  5, 15,  255, 0, 6, 590490, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 37; 3: 10; 4: 12; 5: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 414,  7, 11,  255, 0, 6, 605081, 16942.19, 1, 85.52, 0: 1; 1: 55; 2: 47; 3: 13; 4: 5; 5: 7; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 358,  5, 15,  255, 0, 6, 590756, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 38; 3: 12; 4: 13; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 860,  6, 13,  256, 0, 6, 610449, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 38; 3: 16; 4: 9; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 280,  5, 15,  259, 0, 6, 590370, 16942.19, 1, 85.52, 0: 1; 1: 54; 2: 45; 3: 12; 4: 12; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 283,  6, 13,  259, 0, 6, 610351, 16942.19, 1, 85.52, 0: 1; 1: 56; 2: 40; 3: 16; 4: 11; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 528,  5, 15,  259, 0, 6, 590789, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 31; 3: 18; 4: 11; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 334,  6, 13,  260, 0, 6, 610226, 16942.19, 1, 85.52, 0: 1; 1: 51; 2: 48; 3: 15; 4: 8; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 213,  5, 15,  260, 0, 6, 590838, 16942.19, 1, 85.52, 0: 1; 1: 54; 2: 47; 3: 11; 4: 10; 5: 3; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 750,  5, 15,  260, 0, 6, 590536, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 36; 3: 16; 4: 11; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 108,  5, 15,  263, 0, 6, 590864, 16942.19, 1, 85.52, 0: 1; 1: 55; 2: 39; 3: 18; 4: 11; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 446,  9,  8,  208, 0, 7, 570338, 16942.19, 1, 85.52, 0: 1; 1: 80; 2: 30; 3: 13; 4: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 199,  6, 12,  215, 0, 7, 570064, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 30; 3: 16; 4: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 397,  6, 12,  215, 0, 7, 570094, 16942.19, 1, 85.52, 0: 1; 1: 79; 2: 26; 3: 17; 4: 4; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 203,  6, 12,  215, 0, 7, 570236, 16942.19, 1, 85.52, 0: 1; 1: 80; 2: 28; 3: 12; 4: 4; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 727,  6, 12,  217, 0, 7, 570177, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 39; 3: 13; 4: 3; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 601,  5, 14,  217, 0, 7, 557227, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 45; 3: 14; 4: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 825,  6, 12,  218, 0, 7, 570384, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 33; 3: 15; 4: 4; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 620,  6, 12,  219, 0, 7, 570285, 16942.19, 1, 85.52, 0: 1; 1: 80; 2: 26; 3: 12; 4: 7; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 328, 10,  7,  219, 0, 7, 557145, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 34; 3: 12; 4: 6; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 344,  9,  8,  221, 0, 7, 570521, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 37; 3: 10; 4: 5; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 214,  8,  9,  222, 0, 7, 570328, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 36; 3: 15; 4: 4; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 480, 10,  7,  222, 0, 7, 557083, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 35; 3: 16; 4: 4; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 268,  5, 14,  222, 0, 7, 557139, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 32; 3: 17; 4: 4; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 425,  9,  8,  222, 0, 7, 570275, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 29; 3: 18; 4: 6; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 239,  9,  8,  222, 0, 7, 570253, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 32; 3: 11; 4: 7; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 944,  9,  8,  223, 0, 7, 570223, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 33; 3: 11; 4: 6; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 848,  5, 14,  224, 0, 7, 557212, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 33; 3: 14; 4: 4; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  23,  8,  9,  225, 0, 7, 570294, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 38; 3: 13; 4: 6; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 705,  9,  8,  225, 0, 7, 570338, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 32; 3: 8; 4: 10; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 183,  7, 10,  225, 0, 7, 557199, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 30; 3: 17; 4: 6; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 364,  5, 14,  225, 0, 7, 557142, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 29; 3: 14; 4: 7; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 578,  9,  8,  226, 0, 7, 570226, 16942.19, 1, 85.52, 0: 1; 1: 79; 2: 28; 3: 7; 4: 8; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 363,  6, 12,  226, 0, 7, 570233, 16942.19, 1, 85.52, 0: 1; 1: 78; 2: 26; 3: 14; 4: 6; 5: 2; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 799,  6, 12,  226, 0, 7, 570327, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 32; 3: 14; 4: 9; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 377, 10,  7,  226, 0, 7, 557201, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 45; 3: 15; 4: 4; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 452,  5, 14,  227, 0, 7, 557190, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 36; 3: 17; 4: 6; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 209,  7, 11,  227, 0, 7, 605016, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 43; 3: 7; 4: 6; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 119,  7, 10,  228, 0, 7, 557170, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 35; 3: 14; 4: 6; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 182, 10,  7,  229, 0, 7, 557182, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 38; 3: 17; 4: 6; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 411,  5, 14,  229, 0, 7, 557235, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 36; 3: 8; 4: 7; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 391,  7, 10,  229, 0, 7, 557195, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 35; 3: 13; 4: 8; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 262,  7, 11,  229, 0, 7, 604954, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 43; 3: 14; 4: 5; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 501,  5, 14,  229, 0, 7, 557220, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 40; 3: 17; 4: 1; 5: 3; 6: 1; 7: 1; 
