Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
103(216)
Melhor resultado nxn: CD4_T_cell_signaling, 432, 14, 14,  500, 1, 3, 1583856, 33154.60, 29, 0.00, 1: 210; 2: 118; 3: 18; 
CD4_T_cell_signaling, 854,  9, 22,  549, 0, 5, 1595516, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 116; 3: 21; 4: 15; 5: 1; 
CD4_T_cell_signaling,  46,  9, 21,  549, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 108; 3: 23; 4: 15; 5: 2; 
CD4_T_cell_signaling, 415, 15, 13,  549, 0, 5, 1568175, 33154.60, 1, 227.44, 0: 4; 1: 184; 2: 121; 3: 27; 4: 8; 5: 2; 
CD4_T_cell_signaling, 738,  9, 21,  549, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 116; 3: 28; 4: 9; 5: 2; 
CD4_T_cell_signaling, 958, 13, 15,  550, 0, 5, 1568183, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 119; 3: 27; 4: 9; 5: 2; 
CD4_T_cell_signaling, 659,  8, 24,  550, 0, 5, 1539555, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 115; 3: 29; 4: 9; 5: 2; 
CD4_T_cell_signaling, 834, 14, 14,  550, 0, 5, 1583956, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 107; 3: 29; 4: 9; 5: 4; 
CD4_T_cell_signaling, 318, 12, 17,  550, 0, 5, 1626378, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 113; 3: 25; 4: 11; 5: 3; 
CD4_T_cell_signaling, 438, 10, 20,  550, 0, 5, 1606618, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 116; 3: 29; 4: 6; 5: 4; 
CD4_T_cell_signaling, 786,  8, 26,  550, 0, 5, 1664477, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 117; 3: 21; 4: 11; 5: 4; 
CD4_T_cell_signaling, 939,  8, 26,  550, 0, 5, 1664028, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 118; 3: 23; 4: 8; 5: 5; 
CD4_T_cell_signaling,  99, 12, 16,  550, 0, 5, 1539742, 33154.60, 1, 227.44, 0: 4; 1: 184; 2: 125; 3: 18; 4: 13; 5: 2; 
CD4_T_cell_signaling, 836, 14, 14,  550, 0, 5, 1583794, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 113; 3: 28; 4: 9; 5: 3; 
CD4_T_cell_signaling,  52, 12, 16,  550, 0, 5, 1539762, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 101; 3: 36; 4: 9; 5: 2; 
CD4_T_cell_signaling,  53, 12, 16,  550, 0, 5, 1539766, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 117; 3: 25; 4: 11; 5: 2; 
CD4_T_cell_signaling, 719, 16, 12,  550, 0, 5, 1539730, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 104; 3: 25; 4: 14; 5: 3; 
CD4_T_cell_signaling, 561, 16, 12,  550, 0, 5, 1539727, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 115; 3: 25; 4: 9; 5: 4; 
CD4_T_cell_signaling,  91,  9, 22,  550, 0, 5, 1595612, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 114; 3: 27; 4: 12; 5: 1; 
CD4_T_cell_signaling, 917,  9, 22,  551, 0, 5, 1595495, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 115; 3: 27; 4: 8; 5: 4; 
CD4_T_cell_signaling, 345, 12, 16,  551, 0, 5, 1539653, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 118; 3: 26; 4: 9; 5: 3; 
CD4_T_cell_signaling, 617,  9, 22,  551, 0, 5, 1595674, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 120; 3: 25; 4: 9; 5: 3; 
CD4_T_cell_signaling, 707, 13, 15,  551, 0, 5, 1568068, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 113; 3: 25; 4: 10; 5: 4; 
CD4_T_cell_signaling, 827,  8, 24,  551, 0, 5, 1539730, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 106; 3: 31; 4: 11; 5: 2; 
CD4_T_cell_signaling, 882, 12, 16,  551, 0, 5, 1539777, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 114; 3: 20; 4: 13; 5: 4; 
CD4_T_cell_signaling, 765, 10, 19,  551, 0, 5, 1526088, 33154.60, 1, 227.44, 0: 4; 1: 184; 2: 124; 3: 19; 4: 13; 5: 2; 
CD4_T_cell_signaling,   9, 12, 16,  551, 0, 5, 1539684, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 111; 3: 30; 4: 10; 5: 2; 
CD4_T_cell_signaling, 371, 14, 14,  551, 0, 5, 1583798, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 105; 3: 34; 4: 8; 5: 3; 
CD4_T_cell_signaling, 251,  8, 25,  552, 0, 5, 1606607, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 118; 3: 23; 4: 14; 5: 1; 
CD4_T_cell_signaling, 490, 14, 14,  552, 0, 5, 1583643, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 112; 3: 27; 4: 12; 5: 2; 
CD4_T_cell_signaling, 832, 14, 14,  552, 0, 5, 1583792, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 119; 3: 30; 4: 9; 5: 1; 
CD4_T_cell_signaling, 375, 10, 19,  552, 0, 5, 1526017, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 116; 3: 27; 4: 8; 5: 4; 
CD4_T_cell_signaling, 383, 14, 14,  552, 0, 5, 1583690, 33154.60, 1, 227.44, 0: 4; 1: 184; 2: 122; 3: 23; 4: 10; 5: 3; 
CD4_T_cell_signaling, 740,  8, 24,  552, 0, 5, 1539758, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 125; 3: 20; 4: 11; 5: 3; 
CD4_T_cell_signaling, 166,  8, 24,  553, 0, 5, 1539641, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 113; 3: 31; 4: 8; 5: 3; 
CD4_T_cell_signaling, 777, 10, 20,  553, 0, 5, 1606267, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 111; 3: 28; 4: 8; 5: 5; 
CD4_T_cell_signaling, 183, 13, 15,  553, 0, 5, 1568273, 33154.60, 1, 227.44, 0: 4; 1: 177; 2: 128; 3: 29; 4: 7; 5: 1; 
CD4_T_cell_signaling, 260,  8, 25,  553, 0, 5, 1606562, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 116; 3: 31; 4: 7; 5: 3; 
CD4_T_cell_signaling, 186, 12, 17,  553, 0, 5, 1626535, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 118; 3: 23; 4: 13; 5: 2; 
CD4_T_cell_signaling,  13, 14, 14,  553, 0, 5, 1583714, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 114; 3: 26; 4: 11; 5: 3; 
CD4_T_cell_signaling,  96, 16, 12,  553, 0, 5, 1539722, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 106; 3: 31; 4: 9; 5: 4; 
CD4_T_cell_signaling,  69, 10, 19,  553, 0, 5, 1526096, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 113; 3: 33; 4: 8; 5: 2; 
CD4_T_cell_signaling, 105, 11, 18,  553, 0, 5, 1595516, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 111; 3: 22; 4: 12; 5: 5; 
CD4_T_cell_signaling, 195, 14, 14,  553, 0, 5, 1583816, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 123; 3: 21; 4: 14; 5: 1; 
CD4_T_cell_signaling, 932, 11, 18,  554, 0, 5, 1595464, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 122; 3: 22; 4: 14; 5: 1; 
CD4_T_cell_signaling, 445,  8, 24,  554, 0, 5, 1539794, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 110; 3: 31; 4: 12; 5: 1; 
CD4_T_cell_signaling, 249,  9, 21,  554, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 177; 2: 129; 3: 27; 4: 7; 5: 2; 
CD4_T_cell_signaling, 178, 16, 12,  554, 0, 5, 1539741, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 110; 3: 27; 4: 12; 5: 3; 
CD4_T_cell_signaling, 768,  8, 25,  554, 0, 5, 1606530, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 107; 3: 30; 4: 11; 5: 3; 
CD4_T_cell_signaling, 949, 15, 13,  554, 0, 5, 1568301, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 117; 3: 26; 4: 13; 5: 1; 
CD4_T_cell_signaling, 437, 10, 20,  554, 0, 5, 1606364, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 120; 3: 27; 4: 10; 5: 2; 
CD4_T_cell_signaling, 430, 13, 15,  554, 0, 5, 1568200, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 118; 3: 22; 4: 14; 5: 2; 
CD4_T_cell_signaling, 273,  9, 22,  555, 0, 5, 1595303, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 121; 3: 25; 4: 10; 5: 3; 
CD4_T_cell_signaling, 367, 15, 13,  555, 0, 5, 1568215, 33154.60, 1, 227.44, 0: 4; 1: 184; 2: 118; 3: 28; 4: 9; 5: 3; 
CD4_T_cell_signaling, 840, 11, 18,  555, 0, 5, 1595393, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 112; 3: 30; 4: 7; 5: 5; 
CD4_T_cell_signaling, 185, 10, 20,  555, 0, 5, 1606649, 33154.60, 1, 227.44, 0: 4; 1: 184; 2: 119; 3: 26; 4: 10; 5: 3; 
CD4_T_cell_signaling, 310, 11, 18,  555, 0, 5, 1595467, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 115; 3: 26; 4: 14; 5: 1; 
CD4_T_cell_signaling, 842, 12, 17,  555, 0, 5, 1626368, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 109; 3: 31; 4: 10; 5: 3; 
CD4_T_cell_signaling, 705, 15, 13,  555, 0, 5, 1567991, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 115; 3: 26; 4: 14; 5: 1; 
CD4_T_cell_signaling, 815, 16, 12,  555, 0, 5, 1539655, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 119; 3: 24; 4: 10; 5: 4; 
CD4_T_cell_signaling, 672, 13, 15,  555, 0, 5, 1568186, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 110; 3: 29; 4: 11; 5: 3; 
CD4_T_cell_signaling, 152, 15, 13,  556, 0, 5, 1568116, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 121; 3: 32; 4: 7; 5: 2; 
CD4_T_cell_signaling, 676, 16, 12,  556, 0, 5, 1539680, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 121; 3: 24; 4: 11; 5: 3; 
CD4_T_cell_signaling, 798,  8, 26,  556, 0, 5, 1664324, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 115; 3: 25; 4: 11; 5: 4; 
CD4_T_cell_signaling, 898, 13, 15,  556, 0, 5, 1568219, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 109; 3: 29; 4: 13; 5: 2; 
CD4_T_cell_signaling, 912, 12, 16,  557, 0, 5, 1539664, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 114; 3: 36; 4: 7; 5: 2; 
CD4_T_cell_signaling, 983, 10, 20,  557, 0, 5, 1606612, 33154.60, 1, 227.44, 0: 4; 1: 173; 2: 132; 3: 29; 4: 7; 5: 1; 
CD4_T_cell_signaling, 511, 14, 14,  557, 0, 5, 1583847, 33154.60, 1, 227.44, 0: 4; 1: 181; 2: 116; 3: 38; 4: 5; 5: 2; 
CD4_T_cell_signaling, 775, 16, 12,  557, 0, 5, 1539781, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 123; 3: 28; 4: 8; 5: 3; 
CD4_T_cell_signaling, 496, 13, 15,  557, 0, 5, 1568253, 33154.60, 1, 227.44, 0: 4; 1: 179; 2: 128; 3: 21; 4: 11; 5: 3; 
CD4_T_cell_signaling, 483, 14, 14,  557, 0, 5, 1583783, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 113; 3: 25; 4: 8; 5: 7; 
CD4_T_cell_signaling, 141, 11, 18,  557, 0, 5, 1595518, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 112; 3: 26; 4: 13; 5: 3; 
CD4_T_cell_signaling, 545,  8, 24,  557, 0, 5, 1539630, 33154.60, 1, 227.44, 0: 4; 1: 182; 2: 123; 3: 23; 4: 10; 5: 4; 
CD4_T_cell_signaling, 220, 10, 20,  557, 0, 5, 1606347, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 109; 3: 27; 4: 16; 5: 1; 
CD4_T_cell_signaling, 803, 16, 12,  558, 0, 5, 1539761, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 120; 3: 24; 4: 12; 5: 3; 
CD4_T_cell_signaling, 532, 12, 17,  558, 0, 5, 1626121, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 115; 3: 26; 4: 11; 5: 4; 
CD4_T_cell_signaling,   6,  8, 24,  558, 0, 5, 1539710, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 118; 3: 28; 4: 10; 5: 3; 
CD4_T_cell_signaling, 602,  8, 26,  559, 0, 5, 1664522, 33154.60, 1, 227.44, 0: 4; 1: 176; 2: 130; 3: 23; 4: 11; 5: 2; 
CD4_T_cell_signaling,  41,  9, 22,  559, 0, 5, 1595639, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 109; 3: 32; 4: 12; 5: 2; 
CD4_T_cell_signaling, 927, 14, 14,  559, 0, 5, 1583803, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 122; 3: 22; 4: 9; 5: 6; 
CD4_T_cell_signaling, 422, 16, 12,  559, 0, 5, 1539666, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 121; 3: 28; 4: 12; 5: 1; 
CD4_T_cell_signaling, 653, 14, 14,  560, 0, 5, 1583927, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 108; 3: 28; 4: 10; 5: 6; 
CD4_T_cell_signaling, 873, 15, 13,  560, 0, 5, 1568219, 33154.60, 1, 227.44, 0: 4; 1: 177; 2: 128; 3: 24; 4: 10; 5: 3; 
CD4_T_cell_signaling, 675, 16, 12,  560, 0, 5, 1539702, 33154.60, 1, 227.44, 0: 4; 1: 178; 2: 128; 3: 22; 4: 10; 5: 4; 
CD4_T_cell_signaling, 683, 15, 13,  560, 0, 5, 1568016, 33154.60, 1, 227.44, 0: 4; 1: 178; 2: 129; 3: 22; 4: 7; 5: 6; 
CD4_T_cell_signaling, 168, 12, 16,  560, 0, 5, 1539751, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 125; 3: 24; 4: 7; 5: 6; 
CD4_T_cell_signaling, 205, 15, 13,  561, 0, 5, 1568281, 33154.60, 1, 227.44, 0: 4; 1: 181; 2: 121; 3: 27; 4: 8; 5: 5; 
CD4_T_cell_signaling, 971, 15, 13,  561, 0, 5, 1568271, 33154.60, 1, 227.44, 0: 4; 1: 176; 2: 123; 3: 35; 4: 6; 5: 2; 
CD4_T_cell_signaling, 671, 13, 15,  561, 0, 5, 1568276, 33154.60, 1, 227.44, 0: 4; 1: 182; 2: 114; 3: 34; 4: 11; 5: 1; 
CD4_T_cell_signaling, 263, 13, 15,  561, 0, 5, 1568121, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 115; 3: 31; 4: 10; 5: 3; 
CD4_T_cell_signaling, 536, 15, 13,  562, 0, 5, 1568178, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 111; 3: 27; 4: 13; 5: 4; 
CD4_T_cell_signaling, 845, 16, 12,  563, 0, 5, 1539711, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 109; 3: 30; 4: 12; 5: 4; 
CD4_T_cell_signaling, 258, 12, 16,  564, 0, 5, 1539716, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 116; 3: 25; 4: 16; 5: 2; 
CD4_T_cell_signaling, 724,  9, 22,  564, 0, 5, 1595583, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 111; 3: 34; 4: 13; 5: 1; 
CD4_T_cell_signaling, 201, 15, 13,  565, 0, 5, 1568260, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 119; 3: 29; 4: 10; 5: 4; 
CD4_T_cell_signaling, 628,  8, 25,  565, 0, 5, 1606578, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 116; 3: 34; 4: 9; 5: 3; 
CD4_T_cell_signaling,  64, 15, 13,  565, 0, 5, 1568163, 33154.60, 1, 227.44, 0: 4; 1: 179; 2: 117; 3: 34; 4: 10; 5: 2; 
CD4_T_cell_signaling,  75,  8, 26,  565, 0, 5, 1664231, 33154.60, 1, 227.44, 0: 4; 1: 173; 2: 128; 3: 29; 4: 11; 5: 1; 
CD4_T_cell_signaling, 551, 14, 14,  565, 0, 5, 1583828, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 115; 3: 28; 4: 12; 5: 4; 
CD4_T_cell_signaling, 697, 10, 19,  566, 0, 5, 1526106, 33154.60, 1, 227.44, 0: 4; 1: 177; 2: 118; 3: 37; 4: 8; 5: 2; 
CD4_T_cell_signaling, 923, 15, 13,  566, 0, 5, 1568192, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 108; 3: 22; 4: 16; 5: 6; 
CD4_T_cell_signaling, 133, 16, 12,  566, 0, 5, 1539725, 33154.60, 1, 227.44, 0: 4; 1: 177; 2: 125; 3: 25; 4: 11; 5: 4; 
CD4_T_cell_signaling, 942, 15, 13,  566, 0, 5, 1568136, 33154.60, 1, 227.44, 0: 4; 1: 175; 2: 125; 3: 30; 4: 9; 5: 3; 
CD4_T_cell_signaling, 597, 15, 13,  566, 0, 5, 1568240, 33154.60, 1, 227.44, 0: 4; 1: 177; 2: 123; 3: 27; 4: 13; 5: 2; 
CD4_T_cell_signaling, 975, 15, 13,  566, 0, 5, 1568304, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 121; 3: 22; 4: 17; 5: 2; 
CD4_T_cell_signaling, 960, 16, 12,  567, 0, 5, 1539719, 33154.60, 1, 227.44, 0: 4; 1: 182; 2: 117; 3: 25; 4: 14; 5: 4; 
CD4_T_cell_signaling, 159, 16, 12,  567, 0, 5, 1539780, 33154.60, 1, 227.44, 0: 4; 1: 177; 2: 123; 3: 27; 4: 12; 5: 3; 
CD4_T_cell_signaling, 669,  8, 24,  568, 0, 5, 1539761, 33154.60, 1, 227.44, 0: 4; 1: 175; 2: 126; 3: 26; 4: 12; 5: 3; 
CD4_T_cell_signaling, 135, 16, 12,  568, 0, 5, 1539702, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 110; 3: 29; 4: 14; 5: 4; 
CD4_T_cell_signaling, 314, 16, 12,  568, 0, 5, 1539745, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 105; 3: 34; 4: 11; 5: 5; 
CD4_T_cell_signaling, 636, 14, 14,  569, 0, 5, 1583792, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 115; 3: 20; 4: 16; 5: 6; 
CD4_T_cell_signaling, 554,  8, 24,  569, 0, 5, 1539705, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 118; 3: 28; 4: 11; 5: 5; 
CD4_T_cell_signaling, 453, 11, 18,  570, 0, 5, 1595547, 33154.60, 1, 227.44, 0: 4; 1: 174; 2: 124; 3: 30; 4: 12; 5: 2; 
CD4_T_cell_signaling, 150, 16, 12,  570, 0, 5, 1539668, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 115; 3: 31; 4: 13; 5: 3; 
CD4_T_cell_signaling,  26, 10, 19,  570, 0, 5, 1526016, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 109; 3: 27; 4: 15; 5: 5; 
CD4_T_cell_signaling, 852,  9, 21,  571, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 184; 2: 116; 3: 18; 4: 19; 5: 5; 
CD4_T_cell_signaling, 823, 14, 14,  571, 0, 5, 1583901, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 110; 3: 33; 4: 11; 5: 5; 
CD4_T_cell_signaling, 794, 10, 19,  571, 0, 5, 1526093, 33154.60, 1, 227.44, 0: 4; 1: 172; 2: 125; 3: 33; 4: 10; 5: 2; 
CD4_T_cell_signaling, 748, 14, 14,  573, 0, 5, 1583731, 33154.60, 1, 227.44, 0: 4; 1: 172; 2: 129; 3: 24; 4: 14; 5: 3; 
CD4_T_cell_signaling, 839, 12, 16,  574, 0, 5, 1539779, 33154.60, 1, 227.44, 0: 4; 1: 169; 2: 132; 3: 25; 4: 14; 5: 2; 
CD4_T_cell_signaling, 315, 14, 14,  575, 0, 5, 1583719, 33154.60, 1, 227.44, 0: 4; 1: 174; 2: 122; 3: 32; 4: 9; 5: 5; 
CD4_T_cell_signaling, 848, 14, 14,  575, 0, 5, 1583803, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 119; 3: 20; 4: 18; 5: 5; 
CD4_T_cell_signaling, 916, 10, 19,  577, 0, 5, 1526062, 33154.60, 1, 227.44, 0: 4; 1: 181; 2: 110; 3: 32; 4: 15; 5: 4; 
CD4_T_cell_signaling, 998, 16, 12,  577, 0, 5, 1539753, 33154.60, 1, 227.44, 0: 4; 1: 176; 2: 124; 3: 23; 4: 11; 5: 8; 
CD4_T_cell_signaling,  40, 14, 14,  580, 0, 5, 1583847, 33154.60, 1, 227.44, 0: 4; 1: 177; 2: 113; 3: 35; 4: 13; 5: 4; 
CD4_T_cell_signaling, 571,  8, 26,  586, 0, 5, 1664614, 33154.60, 1, 227.44, 0: 4; 1: 168; 2: 120; 3: 43; 4: 6; 5: 5; 
CD4_T_cell_signaling,  12, 14, 14,  597, 0, 5, 1583727, 33154.60, 1, 227.44, 0: 4; 1: 167; 2: 125; 3: 29; 4: 12; 5: 9; 
CD4_T_cell_signaling, 644,  8, 24,  514, 0, 6, 1539744, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 113; 3: 19; 4: 4; 5: 1; 6: 1; 
CD4_T_cell_signaling, 298, 11, 18,  521, 0, 6, 1595599, 33154.60, 1, 227.44, 0: 4; 1: 207; 2: 105; 3: 18; 4: 11; 6: 1; 
CD4_T_cell_signaling, 770, 12, 17,  521, 0, 6, 1626090, 33154.60, 1, 227.44, 0: 4; 1: 209; 2: 101; 3: 23; 4: 5; 5: 3; 6: 1; 
CD4_T_cell_signaling, 355, 10, 19,  522, 0, 6, 1526102, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 112; 3: 24; 4: 5; 6: 1; 
CD4_T_cell_signaling, 497, 12, 16,  524, 0, 6, 1539746, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 108; 3: 19; 4: 9; 5: 1; 6: 1; 
CD4_T_cell_signaling, 450,  8, 26,  524, 0, 6, 1664280, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 112; 3: 19; 4: 9; 6: 1; 
CD4_T_cell_signaling, 245, 12, 17,  526, 0, 6, 1626301, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 113; 3: 20; 4: 6; 5: 2; 6: 1; 
CD4_T_cell_signaling, 418, 12, 17,  528, 0, 6, 1626141, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 112; 3: 20; 4: 4; 5: 3; 6: 2; 
CD4_T_cell_signaling, 681, 14, 14,  528, 0, 6, 1583913, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 101; 3: 25; 4: 6; 5: 3; 6: 1; 
CD4_T_cell_signaling, 520,  9, 23,  529, 0, 6, 1649418, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 103; 3: 18; 4: 13; 5: 1; 6: 1; 
CD4_T_cell_signaling, 944, 11, 18,  531, 0, 6, 1595467, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 114; 3: 21; 4: 8; 5: 1; 6: 1; 
CD4_T_cell_signaling, 543,  9, 23,  531, 0, 6, 1649730, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 108; 3: 23; 4: 10; 6: 1; 
CD4_T_cell_signaling, 212, 14, 14,  532, 0, 6, 1583843, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 112; 3: 21; 4: 9; 5: 1; 6: 1; 
CD4_T_cell_signaling, 796, 15, 13,  532, 0, 6, 1568309, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 111; 3: 23; 4: 8; 5: 1; 6: 1; 
CD4_T_cell_signaling, 851, 10, 20,  532, 0, 6, 1606438, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 110; 3: 16; 4: 10; 5: 2; 6: 2; 
CD4_T_cell_signaling, 108, 13, 15,  533, 0, 6, 1568133, 33154.60, 1, 227.44, 0: 4; 1: 206; 2: 99; 3: 23; 4: 11; 5: 2; 6: 1; 
CD4_T_cell_signaling, 813,  8, 26,  533, 0, 6, 1664358, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 106; 3: 25; 4: 6; 5: 3; 6: 1; 
CD4_T_cell_signaling, 219,  9, 23,  533, 0, 6, 1649839, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 111; 3: 18; 4: 9; 5: 3; 6: 1; 
CD4_T_cell_signaling, 749,  8, 25,  534, 0, 6, 1606505, 33154.60, 1, 227.44, 0: 4; 1: 205; 2: 96; 3: 30; 4: 9; 5: 1; 6: 1; 
CD4_T_cell_signaling, 721, 12, 17,  535, 0, 6, 1625892, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 102; 3: 24; 4: 10; 5: 2; 6: 1; 
CD4_T_cell_signaling, 233, 15, 13,  535, 0, 6, 1568221, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 113; 3: 30; 4: 5; 6: 1; 
CD4_T_cell_signaling, 605,  9, 21,  535, 0, 6, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 113; 3: 19; 4: 11; 5: 1; 6: 1; 
CD4_T_cell_signaling, 241,  8, 24,  536, 0, 6, 1539672, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 111; 3: 19; 4: 8; 5: 4; 6: 1; 
CD4_T_cell_signaling, 283, 11, 18,  536, 0, 6, 1595459, 33154.60, 1, 227.44, 0: 4; 1: 202; 2: 102; 3: 25; 4: 11; 5: 1; 6: 1; 
CD4_T_cell_signaling, 857,  9, 22,  536, 0, 6, 1595593, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 109; 3: 25; 4: 10; 6: 1; 
CD4_T_cell_signaling, 849, 16, 12,  537, 0, 6, 1539770, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 106; 3: 28; 4: 8; 5: 1; 6: 1; 
CD4_T_cell_signaling, 931,  9, 23,  537, 0, 6, 1649780, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 121; 3: 14; 4: 11; 5: 2; 6: 1; 
CD4_T_cell_signaling, 124,  9, 21,  537, 0, 6, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 110; 3: 23; 4: 10; 5: 1; 6: 1; 
CD4_T_cell_signaling,  10, 14, 14,  538, 0, 6, 1583853, 33154.60, 1, 227.44, 0: 4; 1: 204; 2: 98; 3: 27; 4: 9; 5: 3; 6: 1; 
CD4_T_cell_signaling, 999,  9, 22,  538, 0, 6, 1595575, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 112; 3: 23; 4: 7; 5: 3; 6: 1; 
