Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(499)
Melhor resultado nxn: HGF_Signaling_in_Keratinocytes, 745,  7, 11,  127, 1, 2, 607250, 42480.03, 67, 0.00, 1: 79; 2: 24; 
HGF_Signaling_in_Keratinocytes, 375,  8,  9,  180, 1, 5, 571234, 42480.03, 1, 58.80, 1: 45; 2: 44; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 509,  6, 13,  180, 1, 5, 612324, 42480.03, 1, 58.80, 1: 55; 2: 30; 3: 8; 4: 9; 5: 1; 
HGF_Signaling_in_Keratinocytes, 535,  5, 15,  180, 1, 5, 592122, 42480.03, 1, 58.80, 1: 51; 2: 35; 3: 11; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 370, 10,  7,  180, 1, 5, 557688, 42480.03, 1, 58.80, 1: 50; 2: 36; 3: 11; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 415,  9,  8,  180, 1, 5, 571198, 42480.03, 1, 58.80, 1: 56; 2: 28; 3: 12; 4: 3; 5: 4; 
HGF_Signaling_in_Keratinocytes, 637,  6, 13,  180, 1, 5, 612359, 42480.03, 1, 58.80, 1: 54; 2: 31; 3: 9; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 842, 10,  7,  180, 1, 5, 557633, 42480.03, 1, 58.80, 1: 50; 2: 38; 3: 7; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 148,  5, 15,  180, 1, 5, 592201, 42480.03, 1, 58.80, 1: 54; 2: 30; 3: 11; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 963,  5, 15,  181, 1, 5, 592049, 42480.03, 1, 58.80, 1: 52; 2: 32; 3: 12; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 758,  5, 15,  181, 1, 5, 592145, 42480.03, 1, 58.80, 1: 56; 2: 26; 3: 13; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 490,  8,  9,  181, 1, 5, 571159, 42480.03, 1, 58.80, 1: 48; 2: 39; 3: 10; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 252,  5, 15,  181, 1, 5, 591697, 42480.03, 1, 58.80, 1: 48; 2: 40; 3: 8; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 755, 10,  7,  181, 1, 5, 557677, 42480.03, 1, 58.80, 1: 47; 2: 42; 3: 7; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 147,  8,  9,  181, 1, 5, 571157, 42480.03, 1, 58.80, 1: 53; 2: 32; 3: 10; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 647,  5, 15,  181, 1, 5, 592179, 42480.03, 1, 58.80, 1: 52; 2: 32; 3: 12; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 645, 10,  7,  181, 1, 5, 557636, 42480.03, 1, 58.80, 1: 51; 2: 34; 3: 11; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 316, 10,  7,  181, 1, 5, 557648, 42480.03, 1, 58.80, 1: 53; 2: 30; 3: 13; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 609,  5, 15,  181, 1, 5, 592116, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 14; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 977,  5, 16,  181, 1, 5, 625284, 42480.03, 1, 58.80, 1: 52; 2: 32; 3: 13; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 818, 10,  7,  181, 1, 5, 557617, 42480.03, 1, 58.80, 1: 52; 2: 33; 3: 11; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 693,  5, 15,  181, 1, 5, 592218, 42480.03, 1, 58.80, 1: 51; 2: 34; 3: 11; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 545,  8,  9,  181, 1, 5, 571104, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 8; 4: 6; 5: 3; 
HGF_Signaling_in_Keratinocytes, 333,  5, 15,  181, 1, 5, 592153, 42480.03, 1, 58.80, 1: 46; 2: 44; 3: 7; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 227, 10,  7,  181, 1, 5, 557678, 42480.03, 1, 58.80, 1: 51; 2: 36; 3: 8; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 562,  8,  9,  181, 1, 5, 571238, 42480.03, 1, 58.80, 1: 52; 2: 34; 3: 8; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 386,  7, 11,  181, 1, 5, 607019, 42480.03, 1, 58.80, 1: 52; 2: 33; 3: 11; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 994,  7, 10,  181, 1, 5, 557636, 42480.03, 1, 58.80, 1: 54; 2: 29; 3: 13; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 125,  5, 15,  181, 1, 5, 592043, 42480.03, 1, 58.80, 1: 44; 2: 45; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 126,  7, 11,  182, 1, 5, 606891, 42480.03, 1, 58.80, 1: 45; 2: 44; 3: 8; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 298,  6, 13,  182, 1, 5, 612479, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 7; 4: 7; 5: 3; 
HGF_Signaling_in_Keratinocytes, 474,  7, 11,  182, 1, 5, 606961, 42480.03, 1, 58.80, 1: 49; 2: 36; 3: 12; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes,  14,  7, 11,  182, 1, 5, 606077, 42480.03, 1, 58.80, 1: 53; 2: 30; 3: 13; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 567,  7, 11,  182, 1, 5, 606682, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 12; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 747,  5, 15,  182, 1, 5, 592114, 42480.03, 1, 58.80, 1: 49; 2: 36; 3: 14; 4: 1; 5: 3; 
HGF_Signaling_in_Keratinocytes, 495,  6, 13,  182, 1, 5, 612501, 42480.03, 1, 58.80, 1: 47; 2: 39; 3: 13; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 724, 10,  7,  182, 1, 5, 557581, 42480.03, 1, 58.80, 1: 53; 2: 31; 3: 10; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 503,  7, 11,  182, 1, 5, 606665, 42480.03, 1, 58.80, 1: 42; 2: 48; 3: 9; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 721, 10,  7,  182, 1, 5, 557630, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 12; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 407, 10,  7,  182, 1, 5, 557617, 42480.03, 1, 58.80, 1: 48; 2: 40; 3: 8; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 406, 10,  7,  182, 1, 5, 557670, 42480.03, 1, 58.80, 1: 53; 2: 33; 3: 7; 4: 8; 5: 2; 
HGF_Signaling_in_Keratinocytes, 973,  5, 15,  183, 1, 5, 592386, 42480.03, 1, 58.80, 1: 45; 2: 41; 3: 13; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 186, 10,  7,  183, 1, 5, 557661, 42480.03, 1, 58.80, 1: 54; 2: 28; 3: 13; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 430,  5, 15,  183, 1, 5, 591988, 42480.03, 1, 58.80, 1: 47; 2: 40; 3: 10; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 335,  6, 13,  183, 1, 5, 612172, 42480.03, 1, 58.80, 1: 48; 2: 36; 3: 14; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 435,  5, 15,  183, 1, 5, 592051, 42480.03, 1, 58.80, 1: 46; 2: 42; 3: 9; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 870,  6, 13,  183, 1, 5, 612384, 42480.03, 1, 58.80, 1: 47; 2: 41; 3: 9; 4: 3; 5: 3; 
HGF_Signaling_in_Keratinocytes,  83,  8,  9,  183, 1, 5, 571261, 42480.03, 1, 58.80, 1: 47; 2: 41; 3: 8; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 169, 10,  7,  183, 1, 5, 557608, 42480.03, 1, 58.80, 1: 52; 2: 34; 3: 8; 4: 6; 5: 3; 
HGF_Signaling_in_Keratinocytes, 101,  5, 15,  183, 1, 5, 592308, 42480.03, 1, 58.80, 1: 47; 2: 37; 3: 15; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 448,  5, 15,  183, 1, 5, 592370, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 12; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 673,  7, 10,  183, 1, 5, 557655, 42480.03, 1, 58.80, 1: 57; 2: 27; 3: 6; 4: 11; 5: 2; 
HGF_Signaling_in_Keratinocytes, 551,  8,  9,  183, 1, 5, 571222, 42480.03, 1, 58.80, 1: 46; 2: 39; 3: 15; 4: 1; 5: 2; 
HGF_Signaling_in_Keratinocytes, 965,  7, 11,  183, 1, 5, 606970, 42480.03, 1, 58.80, 1: 50; 2: 35; 3: 10; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes,  20,  6, 13,  183, 1, 5, 612354, 42480.03, 1, 58.80, 1: 48; 2: 39; 3: 8; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 138,  5, 15,  184, 1, 5, 591962, 42480.03, 1, 58.80, 1: 46; 2: 36; 3: 19; 4: 1; 5: 1; 
HGF_Signaling_in_Keratinocytes, 225,  5, 15,  184, 1, 5, 592097, 42480.03, 1, 58.80, 1: 51; 2: 35; 3: 8; 4: 6; 5: 3; 
HGF_Signaling_in_Keratinocytes, 849, 10,  7,  184, 1, 5, 557628, 42480.03, 1, 58.80, 1: 47; 2: 39; 3: 12; 4: 2; 5: 3; 
HGF_Signaling_in_Keratinocytes, 280,  5, 15,  184, 1, 5, 591558, 42480.03, 1, 58.80, 1: 51; 2: 31; 3: 14; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 881,  5, 15,  184, 1, 5, 592011, 42480.03, 1, 58.80, 1: 47; 2: 38; 3: 12; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 550,  6, 13,  184, 1, 5, 612273, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 10; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 975,  6, 13,  184, 1, 5, 612346, 42480.03, 1, 58.80, 1: 52; 2: 34; 3: 7; 4: 7; 5: 3; 
HGF_Signaling_in_Keratinocytes, 336,  7, 11,  184, 1, 5, 606736, 42480.03, 1, 58.80, 1: 53; 2: 32; 3: 9; 4: 5; 5: 4; 
HGF_Signaling_in_Keratinocytes, 891,  7, 11,  184, 1, 5, 606782, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 11; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 360,  6, 13,  184, 1, 5, 612222, 42480.03, 1, 58.80, 1: 48; 2: 36; 3: 13; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 749,  5, 15,  184, 1, 5, 591759, 42480.03, 1, 58.80, 1: 46; 2: 41; 3: 10; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 741,  8,  9,  185, 1, 5, 571225, 42480.03, 1, 58.80, 1: 47; 2: 38; 3: 11; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 964,  5, 15,  185, 1, 5, 592229, 42480.03, 1, 58.80, 1: 49; 2: 34; 3: 14; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 769,  5, 15,  185, 1, 5, 592194, 42480.03, 1, 58.80, 1: 48; 2: 37; 3: 10; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 684,  6, 13,  185, 1, 5, 612268, 42480.03, 1, 58.80, 1: 52; 2: 32; 3: 11; 4: 4; 5: 4; 
HGF_Signaling_in_Keratinocytes, 542, 10,  7,  185, 1, 5, 557643, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 9; 4: 9; 5: 1; 
HGF_Signaling_in_Keratinocytes, 127,  7, 11,  185, 1, 5, 606872, 42480.03, 1, 58.80, 1: 52; 2: 31; 3: 10; 4: 9; 5: 1; 
HGF_Signaling_in_Keratinocytes, 659,  8,  9,  185, 1, 5, 571196, 42480.03, 1, 58.80, 1: 49; 2: 35; 3: 12; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 173,  5, 15,  185, 1, 5, 592114, 42480.03, 1, 58.80, 1: 46; 2: 39; 3: 13; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 688,  5, 15,  185, 1, 5, 592132, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 10; 4: 7; 5: 2; 
HGF_Signaling_in_Keratinocytes, 971,  6, 13,  186, 1, 5, 612387, 42480.03, 1, 58.80, 1: 49; 2: 35; 3: 10; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 214,  8,  9,  186, 1, 5, 571075, 42480.03, 1, 58.80, 1: 48; 2: 37; 3: 10; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 330,  5, 15,  187, 1, 5, 592005, 42480.03, 1, 58.80, 1: 49; 2: 34; 3: 12; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 570,  8,  9,  187, 1, 5, 571106, 42480.03, 1, 58.80, 1: 52; 2: 32; 3: 8; 4: 8; 5: 3; 
HGF_Signaling_in_Keratinocytes, 422, 10,  7,  187, 1, 5, 557662, 42480.03, 1, 58.80, 1: 47; 2: 38; 3: 11; 4: 4; 5: 3; 
HGF_Signaling_in_Keratinocytes, 843,  5, 15,  188, 1, 5, 592197, 42480.03, 1, 58.80, 1: 51; 2: 30; 3: 13; 4: 7; 5: 2; 
HGF_Signaling_in_Keratinocytes, 974,  5, 15,  188, 1, 5, 592320, 42480.03, 1, 58.80, 1: 46; 2: 40; 3: 9; 4: 5; 5: 3; 
HGF_Signaling_in_Keratinocytes, 209,  7, 11,  188, 1, 5, 606921, 42480.03, 1, 58.80, 1: 46; 2: 38; 3: 12; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 955,  6, 13,  188, 1, 5, 612104, 42480.03, 1, 58.80, 1: 47; 2: 37; 3: 11; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 561, 10,  7,  189, 1, 5, 557646, 42480.03, 1, 58.80, 1: 46; 2: 40; 3: 10; 4: 2; 5: 5; 
HGF_Signaling_in_Keratinocytes, 104,  6, 13,  189, 1, 5, 612384, 42480.03, 1, 58.80, 1: 51; 2: 33; 3: 7; 4: 9; 5: 3; 
HGF_Signaling_in_Keratinocytes, 451,  7, 11,  190, 1, 5, 607221, 42480.03, 1, 58.80, 1: 47; 2: 37; 3: 9; 4: 8; 5: 2; 
HGF_Signaling_in_Keratinocytes, 207,  5, 15,  191, 1, 5, 592427, 42480.03, 1, 58.80, 1: 47; 2: 36; 3: 10; 4: 8; 5: 2; 
HGF_Signaling_in_Keratinocytes,  85,  5, 15,  192, 1, 5, 591713, 42480.03, 1, 58.80, 1: 46; 2: 38; 3: 7; 4: 11; 5: 1; 
HGF_Signaling_in_Keratinocytes, 408,  5, 15,  192, 1, 5, 592093, 42480.03, 1, 58.80, 1: 46; 2: 34; 3: 16; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 337,  7, 11,  194, 1, 5, 606783, 42480.03, 1, 58.80, 1: 46; 2: 37; 3: 10; 4: 6; 5: 4; 
HGF_Signaling_in_Keratinocytes, 354,  7, 11,  194, 1, 5, 607199, 42480.03, 1, 58.80, 1: 47; 2: 34; 3: 11; 4: 9; 5: 2; 
HGF_Signaling_in_Keratinocytes, 271,  5, 15,  194, 1, 5, 592188, 42480.03, 1, 58.80, 1: 48; 2: 31; 3: 13; 4: 10; 5: 1; 
HGF_Signaling_in_Keratinocytes, 313,  8,  9,  194, 1, 5, 571043, 42480.03, 1, 58.80, 1: 41; 2: 43; 3: 12; 4: 4; 5: 3; 
HGF_Signaling_in_Keratinocytes, 841,  5, 16,  148, 1, 6, 624915, 42480.03, 1, 58.80, 1: 67; 2: 30; 3: 5; 6: 1; 
HGF_Signaling_in_Keratinocytes, 676,  6, 12,  154, 1, 6, 571229, 42480.03, 1, 58.80, 1: 63; 2: 33; 3: 5; 4: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 866,  6, 12,  154, 1, 6, 571282, 42480.03, 1, 58.80, 1: 63; 2: 32; 3: 7; 6: 1; 
HGF_Signaling_in_Keratinocytes, 790,  9,  8,  156, 1, 6, 571170, 42480.03, 1, 58.80, 1: 64; 2: 30; 3: 6; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 568,  6, 12,  157, 1, 6, 571349, 42480.03, 1, 58.80, 1: 61; 2: 34; 3: 6; 4: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 666,  6, 12,  157, 1, 6, 570997, 42480.03, 1, 58.80, 1: 64; 2: 28; 3: 9; 4: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 837,  6, 12,  158, 1, 6, 571098, 42480.03, 1, 58.80, 1: 66; 2: 26; 3: 7; 4: 2; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 110,  7, 10,  158, 1, 6, 557668, 42480.03, 1, 58.80, 1: 63; 2: 31; 3: 5; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 904,  6, 12,  158, 1, 6, 571387, 42480.03, 0, 58.80, 1: 65; 2: 27; 3: 7; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 498,  7, 10,  158, 1, 6, 557674, 42480.03, 1, 58.80, 1: 63; 2: 31; 3: 6; 4: 1; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 361,  5, 14,  159, 1, 6, 557598, 42480.03, 1, 58.80, 1: 63; 2: 31; 3: 4; 4: 4; 6: 1; 
HGF_Signaling_in_Keratinocytes, 987,  9,  8,  159, 1, 6, 571253, 42480.03, 1, 58.80, 1: 65; 2: 26; 3: 8; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 631,  6, 12,  159, 1, 6, 571206, 42480.03, 1, 58.80, 1: 63; 2: 30; 3: 6; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 920,  6, 12,  159, 1, 6, 571292, 42480.03, 1, 58.80, 1: 60; 2: 35; 3: 5; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 641,  7, 10,  159, 1, 6, 557685, 42480.03, 1, 58.80, 1: 65; 2: 26; 3: 8; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 378,  6, 12,  159, 1, 6, 571320, 42480.03, 1, 58.80, 1: 63; 2: 29; 3: 8; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 918,  6, 12,  160, 1, 6, 571347, 42480.03, 1, 58.80, 1: 66; 2: 25; 3: 7; 4: 3; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 717,  6, 12,  160, 1, 6, 571088, 42480.03, 1, 58.80, 1: 62; 2: 33; 3: 2; 4: 5; 6: 1; 
HGF_Signaling_in_Keratinocytes, 103,  9,  8,  160, 1, 6, 571140, 42480.03, 1, 58.80, 1: 63; 2: 28; 3: 9; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 273,  6, 12,  160, 1, 6, 571203, 42480.03, 1, 58.80, 1: 62; 2: 31; 3: 6; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 269,  6, 12,  160, 1, 6, 571251, 42480.03, 1, 58.80, 1: 63; 2: 29; 3: 7; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 113,  7, 10,  161, 1, 6, 557686, 42480.03, 1, 58.80, 1: 61; 2: 32; 3: 6; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 855,  6, 12,  161, 1, 6, 571275, 42480.03, 0, 58.80, 1: 60; 2: 33; 3: 7; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 176,  5, 14,  161, 1, 6, 557647, 42480.03, 1, 58.80, 1: 62; 2: 30; 3: 7; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 524,  9,  8,  162, 1, 6, 571267, 42480.03, 1, 58.80, 1: 61; 2: 32; 3: 6; 4: 2; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 241,  5, 14,  162, 1, 6, 557603, 42480.03, 1, 58.80, 1: 65; 2: 26; 3: 7; 4: 3; 6: 2; 
HGF_Signaling_in_Keratinocytes, 903,  6, 12,  162, 1, 6, 571208, 42480.03, 1, 58.80, 1: 59; 2: 35; 3: 5; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 397,  6, 12,  162, 1, 6, 571286, 42480.03, 1, 58.80, 1: 62; 2: 31; 3: 6; 4: 1; 5: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 258,  5, 16,  162, 1, 6, 625122, 42480.03, 1, 58.80, 1: 64; 2: 25; 3: 11; 4: 1; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 635,  9,  8,  162, 1, 6, 571066, 42480.03, 1, 58.80, 1: 61; 2: 34; 3: 2; 4: 4; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes,  61,  6, 12,  162, 1, 6, 571171, 42480.03, 1, 58.80, 1: 62; 2: 30; 3: 6; 4: 4; 6: 1; 
HGF_Signaling_in_Keratinocytes, 703,  7, 10,  162, 1, 6, 557636, 42480.03, 1, 58.80, 1: 59; 2: 35; 3: 5; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 967,  6, 12,  163, 1, 6, 571161, 42480.03, 1, 58.80, 1: 57; 2: 36; 3: 8; 4: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 696,  6, 12,  163, 1, 6, 571025, 42480.03, 1, 58.80, 1: 63; 2: 26; 3: 10; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes,  68,  5, 14,  164, 1, 6, 557678, 42480.03, 1, 58.80, 1: 57; 2: 36; 3: 7; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 238,  9,  8,  164, 1, 6, 571228, 42480.03, 1, 58.80, 1: 62; 2: 28; 3: 9; 4: 2; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 932,  9,  8,  164, 1, 6, 571321, 42480.03, 1, 58.80, 1: 60; 2: 32; 3: 6; 4: 4; 6: 1; 
HGF_Signaling_in_Keratinocytes, 494,  5, 16,  164, 1, 6, 625043, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 8; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 713,  7, 10,  164, 1, 6, 557661, 42480.03, 1, 58.80, 1: 62; 2: 28; 3: 9; 4: 2; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 782,  5, 14,  164, 1, 6, 557632, 42480.03, 1, 58.80, 1: 58; 2: 34; 3: 8; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 514,  9,  8,  164, 1, 6, 570958, 42480.03, 1, 58.80, 1: 61; 2: 30; 3: 7; 4: 4; 6: 1; 
HGF_Signaling_in_Keratinocytes,  57,  5, 16,  164, 1, 6, 624720, 42480.03, 1, 58.80, 1: 62; 2: 27; 3: 11; 4: 1; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 792,  9,  8,  164, 1, 6, 570937, 42480.03, 1, 58.80, 1: 63; 2: 25; 3: 11; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 810,  5, 14,  164, 1, 6, 557618, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 8; 4: 3; 6: 1; 
HGF_Signaling_in_Keratinocytes, 497,  5, 16,  164, 1, 6, 624995, 42480.03, 1, 58.80, 1: 57; 2: 38; 3: 4; 4: 2; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 812,  6, 12,  165, 1, 6, 571092, 42480.03, 1, 58.80, 1: 58; 2: 33; 3: 10; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 436,  6, 12,  165, 1, 6, 571281, 42480.03, 1, 58.80, 1: 64; 2: 25; 3: 9; 4: 3; 6: 2; 
HGF_Signaling_in_Keratinocytes, 350,  7, 10,  165, 1, 6, 557624, 42480.03, 1, 58.80, 1: 63; 2: 26; 3: 9; 4: 3; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 538,  9,  8,  165, 1, 6, 571242, 42480.03, 1, 58.80, 1: 60; 2: 32; 3: 5; 4: 5; 6: 1; 
HGF_Signaling_in_Keratinocytes, 187,  5, 14,  165, 1, 6, 557626, 42480.03, 1, 58.80, 1: 59; 2: 33; 3: 7; 4: 2; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 658,  5, 16,  165, 1, 6, 624812, 42480.03, 1, 58.80, 1: 57; 2: 36; 3: 7; 4: 1; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 868,  7, 10,  165, 1, 6, 557684, 42480.03, 1, 58.80, 1: 63; 2: 28; 3: 7; 4: 2; 5: 1; 6: 2; 
HGF_Signaling_in_Keratinocytes, 627,  7, 10,  165, 1, 6, 557482, 42480.03, 1, 58.80, 1: 63; 2: 26; 3: 9; 4: 3; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 784,  7, 10,  165, 1, 6, 557608, 42480.03, 1, 58.80, 1: 57; 2: 35; 3: 8; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 310,  9,  8,  165, 1, 6, 571298, 42480.03, 1, 58.80, 1: 61; 2: 29; 3: 8; 4: 4; 6: 1; 
HGF_Signaling_in_Keratinocytes, 636,  5, 14,  166, 1, 6, 557634, 42480.03, 1, 58.80, 1: 61; 2: 29; 3: 8; 4: 3; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes,  98,  5, 16,  166, 1, 6, 624976, 42480.03, 1, 58.80, 1: 57; 2: 35; 3: 9; 6: 2; 
HGF_Signaling_in_Keratinocytes, 244,  6, 12,  166, 1, 6, 571236, 42480.03, 1, 58.80, 1: 58; 2: 32; 3: 10; 4: 2; 6: 1; 
HGF_Signaling_in_Keratinocytes, 986,  5, 16,  166, 1, 6, 624906, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 7; 4: 3; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 297,  7, 10,  166, 1, 6, 557649, 42480.03, 1, 58.80, 1: 60; 2: 32; 3: 4; 4: 6; 6: 1; 
HGF_Signaling_in_Keratinocytes, 389,  6, 12,  166, 1, 6, 571043, 42480.03, 1, 58.80, 1: 63; 2: 28; 3: 5; 4: 5; 6: 2; 
HGF_Signaling_in_Keratinocytes, 109,  7, 10,  166, 1, 6, 557650, 42480.03, 1, 58.80, 1: 60; 2: 30; 3: 8; 4: 4; 6: 1; 
HGF_Signaling_in_Keratinocytes, 203,  6, 12,  166, 1, 6, 571160, 42480.03, 1, 58.80, 1: 60; 2: 31; 3: 7; 4: 3; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes, 825,  6, 12,  166, 1, 6, 571284, 42480.03, 1, 58.80, 1: 63; 2: 26; 3: 8; 4: 4; 5: 1; 6: 1; 
HGF_Signaling_in_Keratinocytes,  74,  7, 10,  167, 1, 6, 557603, 42480.03, 1, 58.80, 1: 59; 2: 30; 3: 10; 4: 3; 6: 1; 
