Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
04(519)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 974, 10, 10,  236, 0, 4, 795976, 55407.78, 0, 0.00, 0: 25; 1: 48; 2: 48; 3: 24; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 116, 12,  8,  273, 0, 8, 764327, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 49; 3: 21; 4: 5; 5: 6; 6: 1; 7: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 374,  7, 13,  274, 0, 8, 728910, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 41; 3: 35; 4: 8; 8: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 300, 10, 10,  274, 0, 8, 796057, 55407.78, 0, 87.21, 0: 25; 1: 42; 2: 41; 3: 27; 4: 9; 5: 5; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 760,  8, 12,  275, 0, 8, 764307, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 50; 3: 24; 4: 9; 5: 2; 6: 2; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 474,  8, 12,  276, 0, 8, 764384, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 42; 3: 26; 4: 8; 5: 4; 6: 2; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 912,  8, 12,  278, 0, 8, 764548, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 48; 3: 30; 4: 7; 5: 3; 6: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 481,  7, 13,  278, 0, 8, 728910, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 42; 3: 29; 4: 12; 5: 1; 7: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 109,  7, 15,  279, 0, 8, 826875, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 43; 3: 28; 4: 13; 5: 1; 6: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 744, 11,  9,  280, 0, 8, 786209, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 36; 3: 28; 4: 8; 5: 4; 6: 2; 7: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 605, 11,  9,  280, 0, 8, 786190, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 48; 3: 19; 4: 9; 5: 6; 6: 1; 7: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 258,  6, 18,  281, 0, 8, 846516, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 36; 3: 31; 4: 11; 5: 2; 6: 2; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 100,  7, 15,  282, 0, 8, 826688, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 43; 3: 22; 4: 11; 5: 6; 7: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 428,  8, 12,  282, 0, 8, 764350, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 43; 3: 25; 4: 9; 5: 5; 6: 2; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 467,  7, 15,  283, 0, 8, 826784, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 48; 3: 26; 4: 8; 5: 4; 6: 1; 7: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 447,  6, 18,  286, 0, 8, 846439, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 36; 3: 33; 4: 13; 5: 2; 6: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 923, 12,  8,  287, 0, 8, 764497, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 48; 3: 22; 4: 11; 5: 5; 6: 2; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 642,  7, 14,  287, 0, 8, 780720, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 43; 3: 32; 4: 8; 5: 6; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  98,  6, 18,  288, 0, 8, 846301, 55407.78, 1, 87.21, 0: 25; 1: 31; 2: 45; 3: 36; 4: 10; 5: 1; 6: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 536,  8, 12,  291, 0, 8, 764417, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 43; 3: 25; 4: 12; 5: 5; 6: 2; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 221,  6, 16,  291, 0, 8, 764340, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 39; 3: 28; 4: 11; 5: 4; 6: 3; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 195,  6, 16,  292, 0, 8, 764399, 55407.78, 1, 87.21, 0: 25; 1: 34; 2: 42; 3: 31; 4: 12; 5: 5; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 728,  8, 12,  294, 0, 8, 764352, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 43; 3: 29; 4: 7; 5: 5; 6: 4; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 558,  6, 16,  299, 0, 8, 764359, 55407.78, 1, 87.21, 0: 25; 1: 34; 2: 40; 3: 32; 4: 12; 5: 4; 6: 1; 7: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 532, 12,  8,  299, 0, 8, 764427, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 43; 3: 24; 4: 10; 5: 6; 6: 2; 7: 2; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 239,  6, 17,  304, 0, 8, 805118, 55407.78, 1, 87.21, 0: 25; 1: 30; 2: 49; 3: 25; 4: 12; 5: 4; 6: 3; 7: 1; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 944,  6, 18,  310, 0, 8, 846185, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 39; 3: 27; 4: 12; 5: 8; 6: 1; 7: 2; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 774,  6, 18,  318, 0, 8, 846282, 55407.78, 1, 87.21, 0: 25; 1: 34; 2: 40; 3: 29; 4: 7; 5: 7; 6: 3; 7: 4; 8: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 151, 12,  8,  268, 0, 9, 764369, 55407.78, 0, 87.21, 0: 25; 1: 37; 2: 55; 3: 19; 4: 10; 5: 3; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 282, 11,  9,  270, 0, 9, 786114, 55407.78, 0, 87.21, 0: 25; 1: 39; 2: 49; 3: 25; 4: 6; 5: 5; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  24, 11,  9,  271, 0, 9, 785974, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 43; 3: 23; 4: 5; 5: 6; 6: 2; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 724, 10, 10,  272, 0, 9, 795890, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 48; 3: 26; 4: 7; 5: 2; 6: 2; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 512,  8, 12,  273, 0, 9, 764242, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 48; 3: 23; 4: 9; 5: 3; 8: 1; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 495, 12,  8,  274, 0, 9, 764351, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 48; 3: 20; 4: 9; 5: 4; 6: 2; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 483,  7, 13,  288, 0, 9, 728910, 55407.78, 1, 87.21, 0: 25; 1: 31; 2: 48; 3: 32; 4: 9; 5: 4; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 797,  6, 16,  297, 0, 9, 764266, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 38; 3: 32; 4: 10; 5: 4; 6: 2; 7: 1; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  61,  6, 16,  302, 0, 9, 764332, 55407.78, 1, 87.21, 0: 25; 1: 33; 2: 40; 3: 28; 4: 19; 5: 4; 9: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 463,  9, 11,  254, 0, 10, 786153, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 46; 3: 26; 4: 6; 5: 1; 10: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 630, 12,  8,  270, 0, 10, 764366, 55407.78, 0, 87.21, 0: 25; 1: 45; 2: 40; 3: 23; 4: 14; 5: 2; 10: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 984, 10, 10,  271, 0, 10, 796101, 55407.78, 0, 87.21, 0: 25; 1: 36; 2: 52; 3: 26; 4: 7; 5: 3; 10: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 452,  9, 11,  272, 0, 10, 786181, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 51; 3: 24; 4: 7; 5: 2; 6: 2; 10: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 635, 12,  8,  273, 0, 10, 764374, 55407.78, 1, 87.21, 0: 25; 1: 43; 2: 43; 3: 24; 4: 9; 5: 4; 6: 1; 10: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 827,  7, 13,  275, 0, 10, 728910, 55407.78, 0, 87.21, 0: 25; 1: 35; 2: 48; 3: 31; 4: 9; 5: 1; 10: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 799, 10, 10,  275, 0, 10, 796100, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 47; 3: 21; 4: 7; 5: 4; 6: 3; 10: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 269,  7, 13,  279, 0, 10, 728910, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 49; 3: 26; 4: 7; 5: 3; 6: 1; 7: 1; 10: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  29, 10, 10,  266, 0, 11, 795966, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 43; 3: 24; 4: 8; 5: 4; 11: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 317,  7, 15,  277, 0, 11, 826719, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 48; 3: 27; 4: 8; 5: 4; 11: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 703, 12,  8,  279, 0, 11, 764399, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 43; 3: 27; 4: 6; 5: 6; 6: 1; 11: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 907,  7, 13,  281, 0, 11, 728910, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 37; 3: 29; 4: 7; 5: 5; 6: 2; 11: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 244, 11,  9,  284, 0, 11, 786077, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 48; 3: 25; 4: 8; 5: 4; 6: 1; 7: 1; 11: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  67, 12,  8,  284, 0, 11, 764428, 55407.78, 0, 87.21, 0: 25; 1: 37; 2: 47; 3: 26; 4: 10; 5: 3; 9: 1; 11: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 131, 12,  8,  294, 0, 11, 764396, 55407.78, 0, 87.21, 0: 25; 1: 39; 2: 41; 3: 27; 4: 8; 5: 7; 7: 2; 11: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 159,  6, 16,  297, 0, 11, 764362, 55407.78, 1, 87.21, 0: 25; 1: 34; 2: 46; 3: 26; 4: 12; 5: 3; 6: 2; 7: 1; 11: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  11,  8, 12,  270, 0, 12, 764418, 55407.78, 0, 87.21, 0: 25; 1: 39; 2: 46; 3: 29; 4: 10; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  17,  8, 12,  271, 0, 12, 764398, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 50; 3: 27; 4: 5; 5: 4; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 111, 10, 10,  280, 0, 12, 796088, 55407.78, 0, 87.21, 0: 25; 1: 43; 2: 43; 3: 19; 4: 13; 5: 6; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 589, 11,  9,  283, 0, 12, 786191, 55407.78, 0, 87.21, 0: 25; 1: 37; 2: 45; 3: 28; 4: 10; 5: 4; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 833,  8, 12,  283, 0, 12, 764447, 55407.78, 0, 87.21, 0: 25; 1: 31; 2: 55; 3: 22; 4: 16; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  51, 11,  9,  286, 0, 12, 786036, 55407.78, 1, 87.21, 0: 25; 1: 32; 2: 54; 3: 25; 4: 8; 5: 4; 7: 1; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  97,  8, 12,  288, 0, 12, 764271, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 48; 3: 24; 4: 10; 5: 4; 6: 2; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 770,  7, 13,  289, 0, 12, 728910, 55407.78, 0, 87.21, 0: 25; 1: 34; 2: 43; 3: 36; 4: 6; 5: 5; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 369,  7, 13,  299, 0, 12, 728910, 55407.78, 1, 87.21, 0: 25; 1: 31; 2: 47; 3: 32; 4: 8; 5: 4; 7: 2; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  71,  8, 12,  302, 0, 12, 764361, 55407.78, 1, 87.21, 0: 25; 1: 33; 2: 45; 3: 31; 4: 6; 5: 6; 6: 1; 7: 2; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 308,  7, 13,  310, 0, 12, 728910, 55407.78, 1, 87.21, 0: 25; 1: 28; 2: 46; 3: 36; 4: 6; 5: 4; 6: 2; 7: 2; 12: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 133, 11,  9,  267, 0, 13, 785881, 55407.78, 0, 87.21, 0: 25; 1: 45; 2: 41; 3: 29; 4: 5; 5: 4; 13: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 149, 10, 10,  268, 0, 13, 795874, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 53; 3: 21; 4: 8; 5: 3; 13: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 279,  7, 15,  280, 0, 13, 826892, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 38; 3: 28; 4: 9; 5: 3; 6: 2; 13: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 522,  7, 14,  281, 0, 13, 780820, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 46; 3: 25; 4: 9; 5: 4; 6: 1; 13: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 851,  6, 18,  285, 0, 13, 846406, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 42; 3: 29; 4: 9; 5: 4; 6: 1; 13: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 977,  6, 16,  302, 0, 13, 764415, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 36; 3: 36; 4: 11; 5: 4; 9: 1; 13: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 203, 10, 10,  272, 0, 14, 796093, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 42; 3: 23; 4: 10; 5: 4; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 356, 11,  9,  275, 0, 14, 786015, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 48; 3: 25; 4: 8; 5: 1; 6: 1; 7: 1; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 454, 11,  9,  275, 0, 14, 786063, 55407.78, 0, 87.21, 0: 25; 1: 47; 2: 38; 3: 22; 4: 13; 5: 4; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  276, 0, 14, 796092, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 44; 3: 29; 4: 8; 5: 3; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 666, 12,  8,  277, 0, 14, 764305, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 45; 3: 20; 4: 9; 5: 4; 6: 1; 7: 1; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 547, 11,  9,  277, 0, 14, 786116, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 48; 3: 27; 4: 5; 5: 3; 6: 2; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 626,  7, 14,  282, 0, 14, 780789, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 51; 3: 27; 4: 6; 5: 4; 6: 1; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 909, 11,  9,  284, 0, 14, 786069, 55407.78, 1, 87.21, 0: 25; 1: 36; 2: 50; 3: 24; 4: 10; 5: 2; 6: 2; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 411,  7, 14,  285, 0, 14, 780791, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 42; 3: 31; 4: 9; 5: 4; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 964, 12,  8,  285, 0, 14, 764406, 55407.78, 0, 87.21, 0: 25; 1: 35; 2: 50; 3: 24; 4: 11; 5: 4; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 816,  9, 11,  286, 0, 14, 786111, 55407.78, 1, 87.21, 0: 25; 1: 33; 2: 50; 3: 29; 4: 8; 5: 4; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 751, 12,  8,  287, 0, 14, 764390, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 46; 3: 21; 4: 10; 5: 5; 6: 1; 7: 1; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 256, 10, 10,  287, 0, 14, 796065, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 43; 3: 30; 4: 10; 5: 4; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   4,  6, 16,  292, 0, 14, 764418, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 42; 3: 27; 4: 12; 5: 3; 6: 2; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 141,  7, 14,  294, 0, 14, 780828, 55407.78, 0, 87.21, 0: 25; 1: 36; 2: 40; 3: 31; 4: 14; 5: 3; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 750,  7, 15,  300, 0, 14, 826790, 55407.78, 1, 87.21, 0: 25; 1: 34; 2: 43; 3: 29; 4: 12; 5: 5; 6: 1; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 585,  6, 17,  301, 0, 14, 805078, 55407.78, 1, 87.21, 0: 25; 1: 31; 2: 45; 3: 32; 4: 12; 5: 2; 6: 2; 14: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  49,  8, 12,  270, 0, 15, 764446, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 45; 3: 24; 4: 8; 5: 1; 6: 2; 15: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 651, 10, 10,  287, 0, 15, 796009, 55407.78, 1, 87.21, 0: 25; 1: 41; 2: 42; 3: 23; 4: 13; 5: 4; 6: 1; 15: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 959, 12,  8,  288, 0, 15, 764423, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 41; 3: 30; 4: 7; 5: 4; 6: 1; 7: 1; 15: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 780,  7, 13,  294, 0, 15, 728910, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 41; 3: 31; 4: 10; 5: 3; 6: 2; 15: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 806, 10, 10,  266, 0, 16, 796061, 55407.78, 1, 87.21, 0: 25; 1: 52; 2: 39; 3: 18; 4: 11; 5: 2; 6: 2; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 803,  9, 11,  272, 0, 16, 786089, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 46; 3: 21; 4: 8; 5: 5; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 708,  9, 11,  273, 0, 16, 786259, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 46; 3: 25; 4: 8; 5: 2; 6: 1; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   8, 12,  8,  279, 0, 16, 764327, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 47; 3: 30; 4: 8; 5: 2; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 535,  9, 11,  279, 0, 16, 786017, 55407.78, 0, 87.21, 0: 25; 1: 35; 2: 48; 3: 32; 4: 9; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 847, 10, 10,  282, 0, 16, 796165, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 49; 3: 29; 4: 3; 5: 4; 6: 2; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 692, 11,  9,  283, 0, 16, 786120, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 45; 3: 24; 4: 10; 5: 5; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 906, 10, 10,  285, 0, 16, 796004, 55407.78, 0, 87.21, 0: 25; 1: 41; 2: 43; 3: 28; 4: 10; 5: 1; 13: 1; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 314, 12,  8,  286, 0, 16, 764394, 55407.78, 1, 87.21, 0: 25; 1: 39; 2: 49; 3: 24; 4: 6; 5: 2; 6: 2; 7: 1; 8: 1; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 146,  9, 11,  287, 0, 16, 786109, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 51; 3: 24; 4: 10; 5: 2; 6: 2; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 157,  7, 13,  288, 0, 16, 728910, 55407.78, 0, 87.21, 0: 25; 1: 41; 2: 38; 3: 29; 4: 12; 5: 4; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 898, 11,  9,  288, 0, 16, 786037, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 41; 3: 22; 4: 9; 5: 4; 6: 4; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 123, 10, 10,  289, 0, 16, 795959, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 47; 3: 27; 4: 7; 5: 3; 6: 3; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 264,  8, 12,  289, 0, 16, 764367, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 44; 3: 35; 4: 6; 5: 3; 6: 1; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  45, 12,  8,  296, 0, 16, 764353, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 48; 3: 23; 4: 12; 5: 4; 6: 2; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 600,  7, 14,  298, 0, 16, 780756, 55407.78, 1, 87.21, 0: 25; 1: 31; 2: 49; 3: 28; 4: 13; 5: 1; 6: 2; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 857,  6, 18,  301, 0, 16, 846461, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 37; 3: 34; 4: 12; 5: 2; 6: 1; 8: 1; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 120,  6, 16,  304, 0, 16, 764444, 55407.78, 1, 87.21, 0: 25; 1: 35; 2: 40; 3: 29; 4: 15; 5: 4; 6: 1; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 431, 12,  8,  315, 0, 16, 764372, 55407.78, 1, 87.21, 0: 25; 1: 33; 2: 46; 3: 29; 4: 9; 5: 4; 7: 1; 9: 1; 15: 1; 16: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 623, 11,  9,  278, 0, 17, 786090, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 44; 3: 23; 4: 6; 5: 6; 6: 1; 17: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  43, 11,  9,  282, 0, 17, 786147, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 45; 3: 21; 4: 11; 5: 4; 6: 1; 17: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 835,  9, 11,  283, 0, 17, 786093, 55407.78, 1, 87.21, 0: 25; 1: 37; 2: 48; 3: 27; 4: 9; 5: 2; 6: 1; 17: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  54,  6, 17,  296, 0, 17, 805129, 55407.78, 1, 87.21, 0: 25; 1: 33; 2: 49; 3: 28; 4: 9; 5: 3; 6: 1; 7: 1; 17: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  50,  6, 18,  299, 0, 17, 846340, 55407.78, 1, 87.21, 0: 25; 1: 32; 2: 47; 3: 27; 4: 15; 5: 3; 17: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 388,  6, 16,  299, 0, 17, 764381, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 40; 3: 26; 4: 10; 5: 5; 6: 2; 7: 1; 17: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 257, 12,  8,  273, 0, 18, 764384, 55407.78, 0, 87.21, 0: 25; 1: 42; 2: 43; 3: 31; 4: 6; 5: 2; 18: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 778, 12,  8,  276, 0, 18, 764370, 55407.78, 1, 87.21, 0: 25; 1: 45; 2: 42; 3: 24; 4: 9; 5: 3; 6: 1; 18: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 104, 12,  8,  278, 0, 18, 764406, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 51; 3: 25; 4: 6; 5: 3; 6: 1; 18: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 712,  9, 11,  278, 0, 18, 786119, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 47; 3: 22; 4: 9; 5: 3; 7: 1; 18: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 487,  8, 12,  279, 0, 18, 764402, 55407.78, 1, 87.21, 0: 25; 1: 38; 2: 48; 3: 31; 4: 3; 5: 2; 6: 2; 18: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 426,  7, 13,  282, 0, 18, 728910, 55407.78, 1, 87.21, 0: 25; 1: 44; 2: 41; 3: 25; 4: 8; 5: 5; 6: 1; 18: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 550,  8, 12,  282, 0, 18, 764444, 55407.78, 1, 87.21, 0: 25; 1: 42; 2: 42; 3: 28; 4: 8; 5: 2; 6: 2; 18: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 900, 12,  8,  289, 0, 18, 764365, 55407.78, 1, 87.21, 0: 25; 1: 40; 2: 49; 3: 19; 4: 9; 5: 4; 6: 1; 7: 2; 18: 1; 
