Seed 1656949570
ARCH 2|F_ID 2|LIMIT 3
before: 
3(1000)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  188, 1, 3, 470520, 16882.14, 0, 0.00, 1: 86; 2: 45; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 727,  9,  6,  244, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 32; 3: 18; 4: 14; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 747,  6,  9,  244, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 37; 3: 17; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 816,  6, 10,  244, 0, 6, 470466, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 37; 3: 14; 4: 9; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 646,  4, 14,  244, 0, 6, 442664, 16882.14, 0, 85.65, 0: 6; 1: 59; 2: 40; 3: 19; 4: 8; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 995,  5, 12,  244, 0, 6, 470503, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 35; 3: 13; 4: 7; 5: 7; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 970,  5, 12,  244, 0, 6, 470683, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 40; 3: 13; 4: 8; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 759,  5, 13,  244, 0, 6, 499405, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 35; 3: 16; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 743,  9,  6,  244, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 38; 3: 13; 4: 11; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 576,  8,  7,  244, 0, 6, 442679, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 36; 3: 14; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 234,  7,  8,  245, 0, 6, 442845, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 37; 3: 12; 4: 10; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 957,  6, 10,  245, 0, 6, 470333, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 45; 3: 14; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  82,  5, 11,  245, 0, 6, 434780, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 47; 3: 13; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  92,  9,  6,  245, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 44; 3: 12; 4: 5; 5: 7; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 560,  6,  9,  245, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 42; 3: 14; 4: 8; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 340,  7,  8,  245, 0, 6, 442683, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 33; 3: 18; 4: 7; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 477,  7,  8,  245, 0, 6, 442661, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 8; 4: 12; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 823,  7,  8,  245, 0, 6, 442667, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 36; 3: 16; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  17,  9,  6,  246, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 41; 3: 14; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 667,  9,  6,  246, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 37; 3: 9; 4: 12; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 425,  5, 12,  246, 0, 6, 470587, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 37; 3: 16; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 374,  5, 13,  246, 0, 6, 499316, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 40; 3: 17; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 774,  8,  7,  246, 0, 6, 442652, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 47; 3: 12; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  68,  5, 12,  247, 0, 6, 470620, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 36; 3: 18; 4: 9; 5: 1; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  11,  5, 12,  247, 0, 6, 470507, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 44; 3: 12; 4: 12; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 748,  4, 14,  247, 0, 6, 442665, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 37; 3: 17; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 775,  9,  6,  247, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 44; 3: 15; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   0,  6, 10,  247, 0, 6, 470694, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 41; 3: 15; 4: 6; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 515,  6,  9,  247, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 45; 3: 17; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 384,  5, 11,  247, 0, 6, 434794, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 41; 3: 17; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 694,  7,  8,  248, 0, 6, 442644, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 40; 3: 14; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 830,  5, 13,  248, 0, 6, 499382, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 45; 3: 17; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 260,  5, 13,  248, 0, 6, 499390, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 43; 3: 17; 4: 11; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  60,  6,  9,  248, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 34; 3: 17; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 594,  9,  6,  248, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 29; 3: 14; 4: 11; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 431,  5, 12,  248, 0, 6, 470425, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 34; 3: 16; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 864,  4, 14,  248, 0, 6, 442676, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 36; 3: 11; 4: 10; 5: 4; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  94,  8,  7,  248, 0, 6, 442657, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 46; 3: 13; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 377,  9,  6,  248, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 36; 3: 16; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 145,  5, 12,  248, 0, 6, 470511, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 45; 3: 11; 4: 13; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 270,  7,  8,  248, 0, 6, 442648, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 35; 3: 17; 4: 11; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 478,  4, 14,  249, 0, 6, 442599, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 39; 3: 22; 4: 5; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 644,  9,  6,  249, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 33; 3: 19; 4: 8; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 330,  5, 12,  249, 0, 6, 470481, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 37; 3: 15; 4: 10; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 327,  5, 11,  249, 0, 6, 434778, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 34; 3: 18; 4: 11; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  96,  5, 12,  249, 0, 6, 470574, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 46; 3: 14; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 524,  7,  8,  249, 0, 6, 442657, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 39; 3: 15; 4: 7; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 243,  7,  8,  249, 0, 6, 442658, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 42; 3: 11; 4: 10; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 933,  5, 12,  249, 0, 6, 470653, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 38; 3: 19; 4: 7; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 368,  5, 12,  249, 0, 6, 470499, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 37; 3: 15; 4: 9; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 381,  5, 11,  249, 0, 6, 434834, 16882.14, 0, 85.65, 0: 6; 1: 56; 2: 43; 3: 18; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 164,  6,  9,  249, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 50; 3: 13; 4: 10; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 974,  9,  6,  249, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 36; 3: 20; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 740,  6,  9,  249, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 46; 3: 12; 4: 11; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 991,  9,  6,  249, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 37; 3: 12; 4: 12; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 249,  5, 12,  249, 0, 6, 470492, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 41; 3: 14; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 767,  5, 11,  250, 0, 6, 434809, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 44; 3: 15; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 778,  6,  9,  250, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 38; 3: 17; 4: 9; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 570,  5, 12,  250, 0, 6, 470483, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 35; 3: 16; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 509,  4, 14,  250, 0, 6, 442675, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 40; 3: 16; 4: 9; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 582,  5, 13,  250, 0, 6, 499360, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 47; 3: 14; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 797,  5, 13,  250, 0, 6, 499524, 16882.14, 1, 85.65, 0: 6; 1: 51; 2: 53; 3: 11; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 729,  5, 12,  250, 0, 6, 470483, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 46; 3: 15; 4: 9; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 237,  5, 11,  250, 0, 6, 434793, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 45; 3: 13; 4: 9; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 495,  5, 12,  250, 0, 6, 470518, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 43; 3: 14; 4: 8; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  50,  8,  7,  250, 0, 6, 442621, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 44; 3: 17; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  19,  5, 12,  250, 0, 6, 470421, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 49; 3: 11; 4: 12; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 963,  5, 13,  250, 0, 6, 499531, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 46; 3: 12; 4: 8; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 975,  8,  7,  250, 0, 6, 442621, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 41; 3: 18; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 426,  6,  9,  250, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 46; 3: 12; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 424,  5, 11,  250, 0, 6, 434823, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 41; 3: 15; 4: 8; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 399,  6,  9,  250, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 45; 3: 16; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 557,  5, 11,  251, 0, 6, 434776, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 43; 3: 13; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 111,  5, 11,  251, 0, 6, 434775, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 42; 3: 13; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 661,  8,  7,  251, 0, 6, 442727, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 48; 3: 9; 4: 10; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 483,  5, 11,  251, 0, 6, 434807, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 38; 3: 18; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 153,  8,  7,  251, 0, 6, 442704, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 41; 3: 14; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  61,  5, 13,  251, 0, 6, 499507, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 42; 3: 15; 4: 11; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 992,  5, 12,  251, 0, 6, 470513, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 33; 3: 22; 4: 8; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 310,  5, 12,  252, 0, 6, 470461, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 38; 3: 14; 4: 7; 5: 4; 6: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 635,  5, 13,  252, 0, 6, 499567, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 47; 3: 15; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 528,  5, 11,  252, 0, 6, 434804, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 39; 3: 19; 4: 8; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 765,  5, 13,  252, 0, 6, 499615, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 44; 3: 14; 4: 6; 5: 7; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 717,  5, 11,  252, 0, 6, 434786, 16882.14, 0, 85.65, 0: 6; 1: 49; 2: 51; 3: 18; 4: 9; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 304,  8,  7,  252, 0, 6, 442662, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 47; 3: 11; 4: 12; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 798,  5, 11,  252, 0, 6, 434840, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 39; 3: 17; 4: 7; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 855,  5, 11,  252, 0, 6, 434790, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 41; 3: 16; 4: 12; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 622,  8,  7,  252, 0, 6, 442670, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 41; 3: 8; 4: 15; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 336,  5, 11,  252, 0, 6, 434815, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 45; 3: 13; 4: 9; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 796,  5, 13,  253, 0, 6, 499362, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 45; 3: 15; 4: 12; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 442,  8,  7,  253, 0, 6, 442617, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 39; 3: 14; 4: 16; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 955,  8,  7,  253, 0, 6, 442676, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 46; 3: 8; 4: 15; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 246,  8,  7,  253, 0, 6, 442663, 16882.14, 1, 85.65, 0: 6; 1: 52; 2: 50; 3: 12; 4: 11; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 565,  5, 11,  254, 0, 6, 434825, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 45; 3: 12; 4: 13; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 347,  8,  7,  254, 0, 6, 442642, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 35; 3: 16; 4: 12; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 289,  5, 13,  254, 0, 6, 499565, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 44; 3: 18; 4: 9; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 158,  5, 11,  254, 0, 6, 434765, 16882.14, 1, 85.65, 0: 6; 1: 52; 2: 48; 3: 15; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 322,  5, 13,  254, 0, 6, 499401, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 48; 3: 11; 4: 10; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 162,  5, 13,  255, 0, 6, 499281, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 42; 3: 16; 4: 14; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 103,  5, 13,  255, 0, 6, 499496, 16882.14, 1, 85.65, 0: 6; 1: 51; 2: 48; 3: 16; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 555,  6,  9,  255, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 35; 3: 19; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 761,  6,  9,  255, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 47; 3: 8; 4: 11; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 505,  5, 11,  255, 0, 6, 434802, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 40; 3: 14; 4: 15; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 245,  5, 11,  255, 0, 6, 434798, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 47; 3: 14; 4: 7; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 281,  6,  9,  256, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 46; 3: 10; 4: 13; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 189,  5, 11,  256, 0, 6, 434835, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 38; 3: 15; 4: 14; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 597,  8,  7,  256, 0, 6, 442664, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 40; 3: 14; 4: 14; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 342,  9,  6,  256, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 34; 3: 17; 4: 8; 5: 5; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 335,  5, 13,  256, 0, 6, 499430, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 43; 3: 14; 4: 13; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 935,  4, 14,  256, 0, 6, 442664, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 43; 3: 18; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   2,  5, 13,  256, 0, 6, 499597, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 45; 3: 13; 4: 13; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 100,  5, 11,  256, 0, 6, 434811, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 41; 3: 17; 4: 13; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 337,  9,  6,  256, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 41; 3: 10; 4: 9; 5: 6; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 801,  4, 14,  257, 0, 6, 442628, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 45; 3: 15; 4: 10; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 307,  5, 11,  257, 0, 6, 434856, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 44; 3: 11; 4: 12; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 854,  8,  7,  257, 0, 6, 442657, 16882.14, 1, 85.65, 0: 6; 1: 53; 2: 45; 3: 16; 4: 11; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 510,  5, 11,  257, 0, 6, 434812, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 39; 3: 14; 4: 12; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 205,  8,  7,  257, 0, 6, 442640, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 41; 3: 14; 4: 14; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 231,  8,  7,  257, 0, 6, 442615, 16882.14, 1, 85.65, 0: 6; 1: 52; 2: 49; 3: 14; 4: 8; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 567,  5, 11,  257, 0, 6, 434858, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 38; 3: 18; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  12,  5, 11,  258, 0, 6, 434799, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 41; 3: 14; 4: 10; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 574,  7,  8,  258, 0, 6, 442588, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 40; 3: 16; 4: 12; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 702,  5, 11,  258, 0, 6, 434839, 16882.14, 1, 85.65, 0: 6; 1: 55; 2: 45; 3: 10; 4: 13; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 346,  7,  8,  258, 0, 6, 442657, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 37; 3: 15; 4: 11; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 641,  5, 13,  259, 0, 6, 499554, 16882.14, 1, 85.65, 0: 6; 1: 52; 2: 47; 3: 15; 4: 9; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 973,  7,  8,  259, 0, 6, 442646, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 37; 3: 17; 4: 11; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 927,  5, 11,  260, 0, 6, 434861, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 34; 3: 17; 4: 14; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  93,  8,  7,  260, 0, 6, 442638, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 40; 3: 14; 4: 14; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 766,  6,  9,  260, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 35; 3: 19; 4: 12; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 188,  5, 13,  261, 0, 6, 499291, 16882.14, 1, 85.65, 0: 6; 1: 56; 2: 40; 3: 16; 4: 10; 5: 5; 6: 2; 
