Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
3(148)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 775, 12,  9,  336, 1, 3, 865794, 26664.03, 0, 0.00, 1: 133; 2: 79; 3: 15; 
EGFR_&_ErbB_Signaling, 150,  9, 12,  394, 1, 6, 865626, 26664.03, 1, 159.63, 1: 131; 2: 58; 3: 18; 4: 9; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 242,  8, 14,  394, 1, 6, 890993, 26664.03, 1, 159.63, 1: 125; 2: 64; 3: 20; 4: 11; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling,  86,  9, 12,  394, 1, 6, 865809, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 17; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 363,  6, 18,  394, 1, 6, 865859, 26664.03, 1, 159.63, 1: 131; 2: 55; 3: 20; 4: 14; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 677,  7, 17,  394, 1, 6, 940785, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 19; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 135,  7, 15,  394, 1, 6, 840840, 26664.03, 1, 159.63, 1: 124; 2: 68; 3: 14; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 469,  6, 19,  394, 1, 6, 908384, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 14; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 322,  6, 19,  395, 1, 6, 908474, 26664.03, 1, 159.63, 1: 130; 2: 58; 3: 18; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 364,  8, 14,  395, 1, 6, 891059, 26664.03, 1, 159.63, 1: 130; 2: 56; 3: 19; 4: 15; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 378,  9, 12,  395, 1, 6, 865797, 26664.03, 1, 159.63, 1: 128; 2: 65; 3: 10; 4: 15; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 811,  9, 12,  395, 1, 6, 865814, 26664.03, 1, 159.63, 1: 125; 2: 61; 3: 23; 4: 13; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 409,  9, 12,  395, 1, 6, 865809, 26664.03, 1, 159.63, 1: 128; 2: 60; 3: 19; 4: 12; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 806,  9, 12,  395, 1, 6, 865717, 26664.03, 1, 159.63, 1: 124; 2: 68; 3: 14; 4: 14; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 797,  7, 16,  395, 1, 6, 891010, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 17; 4: 12; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 642,  6, 19,  395, 1, 6, 908271, 26664.03, 1, 159.63, 1: 130; 2: 56; 3: 22; 4: 9; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 972,  7, 16,  395, 1, 6, 891219, 26664.03, 1, 159.63, 1: 129; 2: 59; 3: 18; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 186, 10, 11,  395, 1, 6, 878953, 26664.03, 1, 159.63, 1: 124; 2: 64; 3: 20; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling,  35,  6, 19,  395, 1, 6, 908356, 26664.03, 1, 159.63, 1: 131; 2: 56; 3: 20; 4: 10; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 597,  8, 13,  395, 1, 6, 830180, 26664.03, 1, 159.63, 1: 128; 2: 60; 3: 17; 4: 15; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 515,  9, 12,  395, 1, 6, 865844, 26664.03, 1, 159.63, 1: 132; 2: 55; 3: 18; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling,  95,  8, 13,  395, 1, 6, 830180, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 16; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 619, 12,  9,  395, 1, 6, 865772, 26664.03, 1, 159.63, 1: 130; 2: 58; 3: 17; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 129,  6, 18,  396, 1, 6, 865771, 26664.03, 1, 159.63, 1: 117; 2: 74; 3: 20; 4: 10; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 746,  6, 18,  396, 1, 6, 865935, 26664.03, 1, 159.63, 1: 124; 2: 64; 3: 19; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 269,  8, 14,  396, 1, 6, 890917, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 16; 4: 10; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 270, 10, 11,  396, 1, 6, 879237, 26664.03, 1, 159.63, 1: 125; 2: 62; 3: 21; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 698,  6, 19,  396, 1, 6, 908249, 26664.03, 1, 159.63, 1: 126; 2: 59; 3: 24; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 926,  6, 18,  396, 1, 6, 865851, 26664.03, 1, 159.63, 1: 120; 2: 77; 3: 11; 4: 9; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 489,  8, 14,  396, 1, 6, 891107, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 16; 4: 11; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 959,  8, 13,  396, 1, 6, 830180, 26664.03, 1, 159.63, 1: 129; 2: 62; 3: 15; 4: 11; 5: 6; 6: 4; 
EGFR_&_ErbB_Signaling, 293,  9, 12,  396, 1, 6, 865783, 26664.03, 1, 159.63, 1: 127; 2: 60; 3: 20; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling,  33, 11, 10,  396, 1, 6, 878969, 26664.03, 1, 159.63, 1: 124; 2: 66; 3: 18; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 554,  7, 15,  396, 1, 6, 840840, 26664.03, 1, 159.63, 1: 122; 2: 67; 3: 20; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling,  24, 12,  9,  396, 1, 6, 865822, 26664.03, 1, 159.63, 1: 128; 2: 57; 3: 23; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 638,  7, 17,  396, 1, 6, 940876, 26664.03, 1, 159.63, 1: 126; 2: 61; 3: 21; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 880,  6, 18,  396, 1, 6, 865767, 26664.03, 1, 159.63, 1: 127; 2: 58; 3: 24; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 863, 11, 10,  396, 1, 6, 879032, 26664.03, 1, 159.63, 1: 121; 2: 71; 3: 17; 4: 9; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 714,  6, 20,  396, 1, 6, 947578, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 21; 4: 8; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 734,  6, 20,  396, 1, 6, 947822, 26664.03, 1, 159.63, 1: 126; 2: 57; 3: 28; 4: 9; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 188,  6, 19,  396, 1, 6, 908183, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 16; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 420,  8, 13,  396, 1, 6, 830180, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 16; 4: 15; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 731, 12,  9,  396, 1, 6, 865867, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 19; 4: 12; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 869, 11, 10,  396, 1, 6, 879108, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 19; 4: 12; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 413,  8, 13,  396, 1, 6, 830180, 26664.03, 1, 159.63, 1: 128; 2: 58; 3: 24; 4: 8; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 538, 11, 10,  397, 1, 6, 878972, 26664.03, 1, 159.63, 1: 126; 2: 58; 3: 25; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 980,  7, 15,  397, 1, 6, 840840, 26664.03, 1, 159.63, 1: 122; 2: 69; 3: 16; 4: 12; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 289, 11, 10,  397, 1, 6, 879056, 26664.03, 1, 159.63, 1: 128; 2: 60; 3: 16; 4: 17; 5: 3; 6: 3; 
EGFR_&_ErbB_Signaling,  42, 11, 10,  397, 1, 6, 878968, 26664.03, 1, 159.63, 1: 130; 2: 57; 3: 15; 4: 18; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 738, 12,  9,  397, 1, 6, 865796, 26664.03, 1, 159.63, 1: 128; 2: 60; 3: 17; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 541,  9, 12,  397, 1, 6, 865789, 26664.03, 1, 159.63, 1: 127; 2: 59; 3: 21; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 752,  8, 13,  397, 1, 6, 830180, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 20; 4: 11; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 213, 10, 11,  397, 1, 6, 879134, 26664.03, 1, 159.63, 1: 124; 2: 66; 3: 18; 4: 9; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 306,  8, 13,  397, 1, 6, 830180, 26664.03, 1, 159.63, 1: 122; 2: 67; 3: 19; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 325,  6, 18,  397, 1, 6, 865731, 26664.03, 1, 159.63, 1: 127; 2: 64; 3: 12; 4: 16; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 308,  6, 18,  397, 1, 6, 865792, 26664.03, 1, 159.63, 1: 125; 2: 59; 3: 26; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 977,  7, 16,  397, 1, 6, 891236, 26664.03, 1, 159.63, 1: 127; 2: 60; 3: 19; 4: 14; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 166, 12,  9,  397, 1, 6, 865709, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 13; 4: 14; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 584,  6, 18,  397, 1, 6, 865848, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 16; 4: 17; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 897,  7, 16,  397, 1, 6, 891013, 26664.03, 1, 159.63, 1: 123; 2: 68; 3: 17; 4: 9; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 267, 11, 10,  397, 1, 6, 878943, 26664.03, 1, 159.63, 1: 123; 2: 65; 3: 20; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 464,  7, 15,  397, 1, 6, 840840, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 22; 4: 8; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 170,  6, 20,  397, 1, 6, 947291, 26664.03, 1, 159.63, 1: 124; 2: 66; 3: 16; 4: 14; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 773,  8, 14,  397, 1, 6, 891152, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 13; 4: 17; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 699,  7, 16,  397, 1, 6, 891031, 26664.03, 1, 159.63, 1: 128; 2: 58; 3: 17; 4: 19; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 314,  7, 15,  397, 1, 6, 840840, 26664.03, 1, 159.63, 1: 126; 2: 61; 3: 20; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 834,  8, 14,  397, 1, 6, 891054, 26664.03, 1, 159.63, 1: 130; 2: 54; 3: 25; 4: 9; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 471,  7, 15,  397, 1, 6, 840840, 26664.03, 1, 159.63, 1: 119; 2: 74; 3: 12; 4: 17; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 369,  6, 20,  397, 1, 6, 947363, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 18; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 243, 10, 11,  397, 1, 6, 879030, 26664.03, 1, 159.63, 1: 125; 2: 65; 3: 16; 4: 12; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 932,  6, 18,  397, 1, 6, 865821, 26664.03, 1, 159.63, 1: 130; 2: 58; 3: 15; 4: 15; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 196,  7, 17,  397, 1, 6, 940550, 26664.03, 1, 159.63, 1: 124; 2: 67; 3: 14; 4: 15; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 493,  9, 12,  397, 1, 6, 865896, 26664.03, 1, 159.63, 1: 126; 2: 58; 3: 24; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 498,  9, 12,  397, 1, 6, 865845, 26664.03, 1, 159.63, 1: 124; 2: 64; 3: 19; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling,   1,  6, 20,  398, 1, 6, 947709, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 14; 4: 13; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 975,  8, 13,  398, 1, 6, 830180, 26664.03, 1, 159.63, 1: 123; 2: 63; 3: 25; 4: 8; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 127, 12,  9,  398, 1, 6, 865845, 26664.03, 1, 159.63, 1: 127; 2: 60; 3: 19; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 251,  8, 13,  398, 1, 6, 830180, 26664.03, 1, 159.63, 1: 129; 2: 53; 3: 25; 4: 14; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 249,  9, 12,  398, 1, 6, 865819, 26664.03, 1, 159.63, 1: 121; 2: 70; 3: 14; 4: 17; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 192,  6, 19,  398, 1, 6, 908110, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 17; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 872,  6, 18,  398, 1, 6, 865766, 26664.03, 1, 159.63, 1: 124; 2: 65; 3: 16; 4: 15; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 317,  8, 13,  398, 1, 6, 830180, 26664.03, 1, 159.63, 1: 122; 2: 68; 3: 20; 4: 7; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 759,  6, 19,  398, 1, 6, 908323, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 14; 4: 14; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 417, 11, 10,  398, 1, 6, 879008, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 15; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 706,  7, 15,  398, 1, 6, 840840, 26664.03, 1, 159.63, 1: 119; 2: 74; 3: 15; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 742, 11, 10,  398, 1, 6, 879045, 26664.03, 1, 159.63, 1: 130; 2: 57; 3: 21; 4: 7; 5: 9; 6: 3; 
EGFR_&_ErbB_Signaling, 356,  6, 18,  398, 1, 6, 865796, 26664.03, 1, 159.63, 1: 126; 2: 59; 3: 24; 4: 9; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 697,  8, 13,  398, 1, 6, 830180, 26664.03, 1, 159.63, 1: 121; 2: 66; 3: 24; 4: 8; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 688, 12,  9,  399, 1, 6, 865798, 26664.03, 1, 159.63, 1: 131; 2: 55; 3: 18; 4: 13; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 666, 11, 10,  399, 1, 6, 879073, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 15; 4: 11; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 750, 12,  9,  399, 1, 6, 865787, 26664.03, 1, 159.63, 1: 128; 2: 55; 3: 22; 4: 16; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 967,  6, 18,  399, 1, 6, 865860, 26664.03, 1, 159.63, 1: 121; 2: 67; 3: 19; 4: 15; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 491,  6, 20,  399, 1, 6, 947116, 26664.03, 1, 159.63, 1: 129; 2: 56; 3: 21; 4: 13; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 292,  6, 19,  399, 1, 6, 908359, 26664.03, 1, 159.63, 1: 128; 2: 58; 3: 18; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 140,  6, 19,  399, 1, 6, 908176, 26664.03, 1, 159.63, 1: 130; 2: 55; 3: 18; 4: 17; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 702,  6, 20,  399, 1, 6, 947535, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 16; 4: 14; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 300, 12,  9,  399, 1, 6, 865808, 26664.03, 1, 159.63, 1: 132; 2: 54; 3: 15; 4: 18; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 326,  9, 12,  400, 1, 6, 865875, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 14; 4: 12; 5: 6; 6: 4; 
EGFR_&_ErbB_Signaling,  61, 11, 10,  400, 1, 6, 879193, 26664.03, 1, 159.63, 1: 126; 2: 62; 3: 17; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 237,  8, 14,  400, 1, 6, 891078, 26664.03, 1, 159.63, 1: 123; 2: 64; 3: 20; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 238,  6, 18,  400, 1, 6, 865871, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 18; 4: 11; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling,  81, 10, 11,  400, 1, 6, 878960, 26664.03, 1, 159.63, 1: 132; 2: 56; 3: 15; 4: 14; 5: 5; 6: 5; 
EGFR_&_ErbB_Signaling,  39,  8, 13,  400, 1, 6, 830180, 26664.03, 1, 159.63, 1: 129; 2: 57; 3: 20; 4: 11; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 761, 12,  9,  400, 1, 6, 865816, 26664.03, 1, 159.63, 1: 124; 2: 63; 3: 19; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 968,  6, 19,  400, 1, 6, 908263, 26664.03, 1, 159.63, 1: 128; 2: 56; 3: 20; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 385, 11, 10,  400, 1, 6, 878966, 26664.03, 1, 159.63, 1: 125; 2: 61; 3: 22; 4: 10; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 942, 11, 10,  400, 1, 6, 879061, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 14; 4: 11; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 459, 10, 11,  400, 1, 6, 878920, 26664.03, 1, 159.63, 1: 124; 2: 64; 3: 19; 4: 11; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 427,  8, 14,  400, 1, 6, 891152, 26664.03, 1, 159.63, 1: 127; 2: 59; 3: 20; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 595,  9, 12,  400, 1, 6, 865761, 26664.03, 1, 159.63, 1: 126; 2: 62; 3: 16; 4: 14; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 585, 10, 11,  400, 1, 6, 879021, 26664.03, 1, 159.63, 1: 126; 2: 61; 3: 19; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 117, 12,  9,  400, 1, 6, 865711, 26664.03, 1, 159.63, 1: 125; 2: 62; 3: 18; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 102,  6, 19,  400, 1, 6, 908201, 26664.03, 1, 159.63, 1: 124; 2: 60; 3: 22; 4: 16; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 182,  8, 13,  400, 1, 6, 830180, 26664.03, 1, 159.63, 1: 125; 2: 64; 3: 17; 4: 12; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling,   5,  7, 15,  401, 1, 6, 840840, 26664.03, 1, 159.63, 1: 125; 2: 62; 3: 19; 4: 11; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 657, 10, 11,  401, 1, 6, 878979, 26664.03, 1, 159.63, 1: 127; 2: 65; 3: 12; 4: 11; 5: 8; 6: 4; 
EGFR_&_ErbB_Signaling, 991, 12,  9,  401, 1, 6, 865797, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 12; 4: 16; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 861,  9, 12,  401, 1, 6, 865758, 26664.03, 1, 159.63, 1: 124; 2: 66; 3: 14; 4: 14; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 145, 12,  9,  401, 1, 6, 865797, 26664.03, 1, 159.63, 1: 128; 2: 59; 3: 15; 4: 16; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 998, 12,  9,  401, 1, 6, 865800, 26664.03, 1, 159.63, 1: 126; 2: 61; 3: 20; 4: 10; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 169,  7, 17,  401, 1, 6, 940706, 26664.03, 1, 159.63, 1: 122; 2: 68; 3: 17; 4: 10; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 247, 11, 10,  401, 1, 6, 879032, 26664.03, 1, 159.63, 1: 123; 2: 66; 3: 19; 4: 10; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 567, 10, 11,  401, 1, 6, 879038, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 16; 4: 14; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 930, 12,  9,  401, 1, 6, 865775, 26664.03, 1, 159.63, 1: 124; 2: 66; 3: 13; 4: 15; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 261,  8, 13,  401, 1, 6, 830180, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 12; 4: 16; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 386, 12,  9,  401, 1, 6, 865828, 26664.03, 1, 159.63, 1: 126; 2: 58; 3: 22; 4: 14; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling,  27, 10, 11,  401, 1, 6, 878999, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 13; 4: 13; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 124,  9, 12,  401, 1, 6, 865795, 26664.03, 1, 159.63, 1: 121; 2: 68; 3: 19; 4: 10; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  401, 1, 6, 865741, 26664.03, 1, 159.63, 1: 134; 2: 51; 3: 18; 4: 11; 5: 11; 6: 2; 
EGFR_&_ErbB_Signaling, 729,  6, 18,  401, 1, 6, 865794, 26664.03, 1, 159.63, 1: 121; 2: 69; 3: 15; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 640, 10, 11,  401, 1, 6, 879022, 26664.03, 1, 159.63, 1: 126; 2: 60; 3: 19; 4: 13; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling,  94,  8, 13,  401, 1, 6, 830180, 26664.03, 1, 159.63, 1: 120; 2: 67; 3: 23; 4: 9; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 100, 10, 11,  402, 1, 6, 879136, 26664.03, 1, 159.63, 1: 122; 2: 64; 3: 20; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling,  84,  8, 13,  402, 1, 6, 830180, 26664.03, 1, 159.63, 1: 127; 2: 56; 3: 23; 4: 12; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 165,  8, 13,  402, 1, 6, 830180, 26664.03, 1, 159.63, 1: 127; 2: 58; 3: 22; 4: 9; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 131, 11, 10,  402, 1, 6, 878968, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 17; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 859,  8, 13,  402, 1, 6, 830180, 26664.03, 1, 159.63, 1: 122; 2: 67; 3: 16; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 296,  6, 18,  402, 1, 6, 865729, 26664.03, 1, 159.63, 1: 124; 2: 65; 3: 16; 4: 13; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 563, 10, 11,  402, 1, 6, 879002, 26664.03, 1, 159.63, 1: 122; 2: 62; 3: 23; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling,  57,  8, 14,  403, 1, 6, 891056, 26664.03, 1, 159.63, 1: 119; 2: 71; 3: 17; 4: 11; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 809, 10, 11,  403, 1, 6, 879122, 26664.03, 1, 159.63, 1: 127; 2: 60; 3: 17; 4: 13; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 798, 10, 11,  403, 1, 6, 878921, 26664.03, 1, 159.63, 1: 122; 2: 68; 3: 15; 4: 11; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 474,  6, 19,  403, 1, 6, 908365, 26664.03, 1, 159.63, 1: 123; 2: 64; 3: 16; 4: 18; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 483,  8, 14,  403, 1, 6, 891089, 26664.03, 1, 159.63, 1: 127; 2: 57; 3: 21; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 439,  8, 13,  403, 1, 6, 830180, 26664.03, 1, 159.63, 1: 123; 2: 65; 3: 17; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 281,  9, 12,  403, 1, 6, 865799, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 12; 4: 11; 5: 12; 6: 2; 
EGFR_&_ErbB_Signaling, 840,  9, 12,  403, 1, 6, 865781, 26664.03, 1, 159.63, 1: 130; 2: 56; 3: 16; 4: 14; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 878, 10, 11,  403, 1, 6, 879081, 26664.03, 1, 159.63, 1: 128; 2: 56; 3: 19; 4: 15; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 272, 11, 10,  403, 1, 6, 879060, 26664.03, 1, 159.63, 1: 122; 2: 63; 3: 21; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 762,  6, 19,  403, 1, 6, 908149, 26664.03, 1, 159.63, 1: 122; 2: 65; 3: 17; 4: 17; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 772,  8, 14,  403, 1, 6, 891037, 26664.03, 1, 159.63, 1: 121; 2: 65; 3: 19; 4: 16; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 374,  8, 13,  404, 1, 6, 830180, 26664.03, 1, 159.63, 1: 126; 2: 62; 3: 12; 4: 19; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 704,  9, 12,  404, 1, 6, 865826, 26664.03, 1, 159.63, 1: 124; 2: 62; 3: 18; 4: 16; 5: 4; 6: 3; 
