Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(300)
Melhor resultado nxn: EGFR_&_ErbB_Signaling,  12,  8, 14,  495, 1, 4, 891073, 27200.04, 161, 0.00, 1: 77; 2: 66; 3: 50; 4: 34; 
EGFR_&_ErbB_Signaling, 805, 10, 11,  614, 1, 21, 879048, 27200.04, 0, 158.22, 1: 66; 2: 51; 3: 37; 4: 55; 5: 14; 6: 1; 7: 1; 11: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 547,  9, 12,  618, 1, 21, 865777, 27200.04, 0, 158.22, 1: 65; 2: 50; 3: 48; 4: 48; 5: 11; 7: 2; 8: 1; 19: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 607,  9, 12,  618, 1, 21, 865766, 27200.04, 0, 158.22, 1: 59; 2: 57; 3: 42; 4: 50; 5: 12; 6: 5; 8: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 657, 10, 11,  622, 1, 21, 879006, 27200.04, 0, 158.22, 1: 65; 2: 56; 3: 37; 4: 47; 5: 11; 6: 5; 7: 3; 8: 1; 11: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 868,  8, 14,  651, 1, 21, 891076, 27200.04, 0, 158.22, 1: 57; 2: 47; 3: 51; 4: 54; 5: 10; 6: 3; 7: 2; 12: 1; 16: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 653, 10, 11,  652, 1, 21, 879036, 27200.04, 0, 158.22, 1: 55; 2: 63; 3: 36; 4: 52; 5: 11; 6: 1; 7: 2; 8: 3; 10: 1; 11: 1; 14: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 623,  8, 14,  653, 1, 21, 891061, 27200.04, 0, 158.22, 1: 45; 2: 50; 3: 50; 4: 70; 5: 10; 7: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 313, 10, 11,  661, 1, 21, 879041, 27200.04, 0, 158.22, 1: 53; 2: 55; 3: 41; 4: 50; 5: 15; 6: 9; 8: 2; 9: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 334, 10, 11,  666, 1, 21, 879062, 27200.04, 0, 158.22, 1: 51; 2: 51; 3: 44; 4: 64; 5: 12; 7: 1; 9: 2; 19: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 149, 10, 11,  670, 1, 21, 879033, 27200.04, 1, 158.22, 1: 64; 2: 52; 3: 39; 4: 38; 5: 12; 6: 13; 7: 2; 8: 3; 9: 1; 10: 1; 17: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 984,  8, 13,  676, 1, 21, 830180, 27200.04, 0, 158.22, 1: 45; 2: 53; 3: 41; 4: 63; 5: 19; 6: 2; 7: 2; 8: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 516,  6, 19,  690, 1, 21, 908218, 27200.04, 0, 158.22, 1: 54; 2: 39; 3: 51; 4: 53; 5: 16; 6: 10; 7: 2; 18: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 873,  6, 19,  699, 1, 21, 908220, 27200.04, 1, 158.22, 1: 49; 2: 46; 3: 54; 4: 47; 5: 11; 6: 11; 7: 4; 8: 3; 14: 1; 21: 1; 
EGFR_&_ErbB_Signaling,  39,  8, 13,  710, 1, 21, 830180, 27200.04, 0, 158.22, 1: 34; 2: 47; 3: 47; 4: 81; 5: 9; 6: 5; 7: 3; 21: 1; 
EGFR_&_ErbB_Signaling, 343, 10, 11,  724, 1, 21, 879029, 27200.04, 0, 158.22, 1: 60; 2: 45; 3: 38; 4: 46; 5: 17; 6: 8; 7: 4; 8: 3; 9: 1; 11: 1; 14: 1; 16: 1; 20: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 108,  7, 15,  729, 1, 21, 840840, 27200.04, 0, 158.22, 1: 38; 2: 48; 3: 42; 4: 75; 5: 7; 6: 5; 7: 8; 8: 1; 9: 1; 10: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 349,  6, 19,  750, 1, 21, 908103, 27200.04, 0, 158.22, 1: 51; 2: 44; 3: 42; 4: 52; 5: 8; 6: 13; 7: 4; 8: 5; 9: 4; 10: 1; 12: 2; 21: 1; 
EGFR_&_ErbB_Signaling, 138,  7, 17,  782, 1, 21, 940429, 27200.04, 1, 158.22, 1: 33; 2: 42; 3: 49; 4: 64; 5: 14; 6: 16; 7: 2; 8: 3; 11: 1; 13: 2; 21: 1; 
EGFR_&_ErbB_Signaling, 495, 12,  9,  572, 1, 22, 865744, 27200.04, 0, 158.22, 1: 68; 2: 52; 3: 54; 4: 48; 5: 2; 7: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 467,  9, 12,  575, 1, 22, 865776, 27200.04, 0, 158.22, 1: 70; 2: 58; 3: 41; 4: 44; 5: 11; 6: 1; 7: 1; 22: 1; 
EGFR_&_ErbB_Signaling,  14, 10, 11,  600, 1, 22, 879036, 27200.04, 0, 158.22, 1: 58; 2: 55; 3: 48; 4: 59; 5: 6; 22: 1; 
EGFR_&_ErbB_Signaling, 667,  9, 12,  612, 1, 22, 865752, 27200.04, 0, 158.22, 1: 61; 2: 50; 3: 48; 4: 54; 5: 11; 7: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 541,  9, 12,  627, 1, 22, 865808, 27200.04, 0, 158.22, 1: 59; 2: 60; 3: 37; 4: 51; 5: 12; 6: 2; 7: 3; 8: 1; 10: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 186, 10, 11,  644, 1, 22, 879010, 27200.04, 1, 158.22, 1: 75; 2: 47; 3: 36; 4: 37; 5: 9; 6: 16; 8: 2; 9: 1; 10: 2; 11: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 292,  6, 19,  648, 1, 22, 908188, 27200.04, 0, 158.22, 1: 55; 2: 54; 3: 37; 4: 64; 5: 6; 6: 7; 8: 3; 22: 1; 
EGFR_&_ErbB_Signaling, 340, 10, 11,  658, 1, 22, 879043, 27200.04, 1, 158.22, 1: 67; 2: 52; 3: 30; 4: 45; 5: 13; 6: 10; 7: 4; 8: 4; 10: 1; 22: 1; 
EGFR_&_ErbB_Signaling,  37,  7, 16,  705, 1, 22, 891064, 27200.04, 1, 158.22, 1: 45; 2: 50; 3: 40; 4: 66; 5: 8; 6: 9; 7: 5; 8: 2; 9: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 371, 10, 11,  719, 1, 22, 879064, 27200.04, 1, 158.22, 1: 64; 2: 50; 3: 42; 4: 28; 5: 13; 6: 9; 7: 5; 8: 7; 10: 5; 11: 1; 12: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 489,  8, 14,  720, 1, 22, 891073, 27200.04, 0, 158.22, 1: 49; 2: 45; 3: 44; 4: 54; 5: 14; 6: 13; 7: 1; 8: 4; 10: 1; 14: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 575,  6, 19,  802, 1, 22, 908309, 27200.04, 0, 158.22, 1: 31; 2: 50; 3: 37; 4: 65; 5: 15; 6: 16; 7: 1; 8: 4; 9: 2; 10: 5; 22: 1; 
EGFR_&_ErbB_Signaling, 535,  7, 15,  825, 1, 22, 840840, 27200.04, 0, 158.22, 1: 33; 2: 46; 3: 46; 4: 50; 5: 16; 6: 19; 7: 5; 8: 6; 9: 3; 16: 1; 20: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 744,  9, 12,  563, 1, 23, 865794, 27200.04, 0, 158.22, 1: 76; 2: 53; 3: 44; 4: 43; 5: 9; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 998, 12,  9,  597, 1, 23, 865835, 27200.04, 0, 158.22, 1: 63; 2: 52; 3: 46; 4: 59; 5: 4; 6: 1; 7: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 484,  9, 12,  599, 1, 23, 865800, 27200.04, 0, 158.22, 1: 64; 2: 53; 3: 48; 4: 48; 5: 10; 6: 1; 7: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 996,  8, 14,  607, 1, 23, 891081, 27200.04, 0, 158.22, 1: 63; 2: 48; 3: 54; 4: 53; 5: 6; 7: 1; 14: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 394,  6, 18,  616, 1, 23, 865796, 27200.04, 0, 158.22, 1: 63; 2: 48; 3: 44; 4: 59; 5: 10; 7: 1; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 693,  8, 13,  634, 1, 23, 830180, 27200.04, 0, 158.22, 1: 60; 2: 40; 3: 48; 4: 68; 5: 7; 6: 1; 7: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 122,  9, 12,  643, 1, 23, 865780, 27200.04, 0, 158.22, 1: 60; 2: 47; 3: 41; 4: 62; 5: 10; 6: 1; 7: 3; 9: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 751,  7, 16,  650, 1, 23, 891010, 27200.04, 0, 158.22, 1: 50; 2: 47; 3: 53; 4: 65; 5: 6; 6: 2; 7: 2; 8: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 182,  8, 13,  652, 1, 23, 830180, 27200.04, 0, 158.22, 1: 53; 2: 52; 3: 49; 4: 59; 5: 9; 7: 1; 8: 1; 14: 1; 15: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 844,  6, 19,  665, 1, 23, 908129, 27200.04, 0, 158.22, 1: 58; 2: 53; 3: 42; 4: 52; 5: 11; 6: 5; 7: 2; 8: 1; 15: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling,   6, 12,  9,  667, 1, 23, 865777, 27200.04, 1, 158.22, 1: 65; 2: 57; 3: 36; 4: 36; 5: 15; 6: 10; 7: 1; 8: 3; 10: 1; 17: 1; 20: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 809, 10, 11,  672, 1, 23, 878981, 27200.04, 0, 158.22, 1: 49; 2: 48; 3: 46; 4: 62; 5: 14; 6: 2; 7: 4; 8: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 211,  8, 13,  676, 1, 23, 830180, 27200.04, 1, 158.22, 1: 52; 2: 57; 3: 47; 4: 46; 5: 11; 6: 5; 7: 1; 8: 4; 10: 2; 18: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 749,  6, 19,  687, 1, 23, 908212, 27200.04, 0, 158.22, 1: 39; 2: 51; 3: 53; 4: 69; 5: 8; 6: 1; 7: 2; 8: 1; 10: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 742, 11, 10,  691, 1, 23, 879065, 27200.04, 0, 158.22, 1: 45; 2: 49; 3: 42; 4: 69; 5: 15; 6: 1; 7: 3; 8: 1; 13: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 912, 11, 10,  699, 1, 23, 879047, 27200.04, 0, 158.22, 1: 31; 2: 48; 3: 59; 4: 76; 5: 9; 7: 1; 8: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 465,  7, 17,  700, 1, 23, 940521, 27200.04, 0, 158.22, 1: 55; 2: 43; 3: 47; 4: 55; 5: 10; 6: 4; 7: 5; 8: 2; 9: 2; 10: 1; 11: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 965,  8, 13,  704, 1, 23, 830180, 27200.04, 0, 158.22, 1: 46; 2: 58; 3: 35; 4: 55; 5: 20; 6: 5; 7: 2; 8: 2; 10: 2; 14: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 867,  7, 17,  704, 1, 23, 940568, 27200.04, 0, 158.22, 1: 54; 2: 52; 3: 45; 4: 42; 5: 13; 6: 12; 7: 1; 8: 4; 10: 1; 14: 1; 20: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 772,  8, 14,  706, 1, 23, 891066, 27200.04, 0, 158.22, 1: 47; 2: 39; 3: 39; 4: 80; 5: 13; 6: 2; 7: 5; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling,  86,  9, 12,  726, 1, 23, 865793, 27200.04, 0, 158.22, 1: 39; 2: 51; 3: 51; 4: 59; 5: 14; 6: 7; 7: 1; 8: 1; 10: 1; 16: 1; 20: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 494,  8, 14,  728, 1, 23, 891036, 27200.04, 1, 158.22, 1: 42; 2: 57; 3: 52; 4: 39; 5: 12; 6: 16; 7: 3; 8: 3; 14: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 351,  7, 15,  728, 1, 23, 840840, 27200.04, 0, 158.22, 1: 38; 2: 41; 3: 46; 4: 80; 5: 9; 6: 3; 7: 8; 8: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 228,  9, 12,  745, 1, 23, 865891, 27200.04, 0, 158.22, 1: 31; 2: 51; 3: 41; 4: 80; 5: 11; 6: 5; 7: 3; 8: 2; 11: 1; 13: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 990,  8, 14,  754, 1, 23, 891067, 27200.04, 0, 158.22, 1: 33; 2: 33; 3: 47; 4: 91; 5: 13; 6: 4; 7: 3; 8: 1; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 101,  7, 15,  758, 1, 23, 840840, 27200.04, 0, 158.22, 1: 37; 2: 36; 3: 53; 4: 76; 5: 12; 6: 3; 7: 5; 8: 1; 9: 1; 10: 1; 23: 2; 
EGFR_&_ErbB_Signaling, 296,  6, 18,  764, 1, 23, 865820, 27200.04, 0, 158.22, 1: 41; 2: 37; 3: 55; 4: 68; 5: 6; 6: 2; 7: 5; 8: 7; 9: 2; 10: 1; 12: 1; 16: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 800,  7, 15,  851, 1, 23, 840840, 27200.04, 0, 158.22, 1: 34; 2: 38; 3: 42; 4: 64; 5: 14; 6: 17; 7: 6; 8: 7; 9: 1; 16: 1; 20: 1; 21: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 692,  9, 12,  544, 1, 24, 865801, 27200.04, 0, 158.22, 1: 76; 2: 48; 3: 60; 4: 42; 24: 1; 
EGFR_&_ErbB_Signaling, 811,  9, 12,  549, 1, 24, 865777, 27200.04, 0, 158.22, 1: 72; 2: 52; 3: 59; 4: 43; 24: 1; 
EGFR_&_ErbB_Signaling, 317,  8, 13,  585, 1, 24, 830180, 27200.04, 0, 158.22, 1: 75; 2: 52; 3: 43; 4: 42; 5: 7; 6: 3; 7: 2; 8: 1; 10: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 795,  9, 12,  595, 1, 24, 865766, 27200.04, 0, 158.22, 1: 73; 2: 48; 3: 43; 4: 48; 5: 11; 6: 1; 7: 1; 13: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 777,  8, 14,  605, 1, 24, 891007, 27200.04, 0, 158.22, 1: 69; 2: 59; 3: 40; 4: 37; 5: 12; 6: 5; 7: 1; 9: 2; 11: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 544, 12,  9,  619, 1, 24, 865750, 27200.04, 0, 158.22, 1: 64; 2: 47; 3: 47; 4: 55; 5: 8; 6: 3; 7: 1; 11: 1; 24: 1; 
EGFR_&_ErbB_Signaling,  49,  9, 12,  634, 1, 24, 865804, 27200.04, 0, 158.22, 1: 69; 2: 52; 3: 40; 4: 34; 5: 15; 6: 10; 7: 2; 8: 4; 24: 1; 
EGFR_&_ErbB_Signaling, 456,  8, 13,  641, 1, 24, 830180, 27200.04, 0, 158.22, 1: 45; 2: 55; 3: 53; 4: 62; 5: 11; 24: 1; 
EGFR_&_ErbB_Signaling, 841,  9, 12,  641, 1, 24, 865793, 27200.04, 0, 158.22, 1: 47; 2: 51; 3: 50; 4: 74; 5: 2; 6: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 652,  8, 13,  648, 1, 24, 830180, 27200.04, 1, 158.22, 1: 71; 2: 57; 3: 38; 4: 29; 5: 13; 6: 9; 8: 1; 9: 2; 10: 3; 11: 2; 12: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 670, 11, 10,  653, 1, 24, 879032, 27200.04, 1, 158.22, 1: 76; 2: 50; 3: 36; 4: 31; 5: 12; 6: 13; 7: 1; 8: 2; 9: 1; 10: 2; 11: 1; 20: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 896,  8, 14,  660, 1, 24, 891096, 27200.04, 0, 158.22, 1: 54; 2: 50; 3: 45; 4: 56; 5: 11; 6: 8; 8: 1; 12: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 942, 11, 10,  676, 1, 24, 879001, 27200.04, 0, 158.22, 1: 40; 2: 48; 3: 59; 4: 66; 5: 9; 7: 3; 9: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 960,  9, 12,  695, 1, 24, 865805, 27200.04, 1, 158.22, 1: 62; 2: 50; 3: 36; 4: 44; 5: 15; 6: 8; 7: 3; 8: 3; 9: 1; 11: 2; 12: 1; 14: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 132,  7, 17,  699, 1, 24, 940486, 27200.04, 0, 158.22, 1: 40; 2: 47; 3: 49; 4: 68; 5: 16; 6: 4; 8: 1; 10: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 578, 11, 10,  720, 1, 24, 878996, 27200.04, 0, 158.22, 1: 51; 2: 40; 3: 38; 4: 71; 5: 14; 6: 3; 7: 6; 8: 1; 12: 1; 17: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 218,  7, 17,  760, 1, 24, 940443, 27200.04, 0, 158.22, 1: 48; 2: 42; 3: 47; 4: 49; 5: 17; 6: 9; 7: 5; 8: 6; 9: 1; 13: 1; 23: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 678,  6, 20,  770, 1, 24, 947672, 27200.04, 0, 158.22, 1: 35; 2: 41; 3: 46; 4: 73; 5: 12; 6: 10; 7: 3; 8: 2; 9: 1; 11: 3; 24: 1; 
EGFR_&_ErbB_Signaling, 952,  7, 16,  781, 1, 24, 890963, 27200.04, 0, 158.22, 1: 42; 2: 48; 3: 39; 4: 52; 5: 13; 6: 19; 7: 6; 8: 5; 10: 1; 23: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 113,  6, 18,  818, 1, 24, 865810, 27200.04, 1, 158.22, 1: 25; 2: 48; 3: 53; 4: 64; 5: 9; 6: 9; 7: 5; 8: 6; 9: 3; 10: 1; 12: 1; 13: 1; 14: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 309,  8, 13,  849, 1, 24, 830180, 27200.04, 1, 158.22, 1: 45; 2: 36; 3: 43; 4: 52; 5: 12; 6: 15; 7: 3; 8: 10; 9: 3; 10: 3; 14: 3; 21: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 755, 10, 11,  572, 1, 25, 879020, 27200.04, 0, 158.22, 1: 73; 2: 55; 3: 37; 4: 52; 5: 9; 25: 1; 
EGFR_&_ErbB_Signaling, 888,  8, 13,  601, 1, 25, 830180, 27200.04, 0, 158.22, 1: 66; 2: 54; 3: 42; 4: 48; 5: 14; 7: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 224,  8, 14,  645, 1, 25, 891057, 27200.04, 0, 158.22, 1: 59; 2: 54; 3: 42; 4: 49; 5: 9; 6: 9; 8: 4; 25: 1; 
EGFR_&_ErbB_Signaling, 626, 12,  9,  671, 1, 25, 865799, 27200.04, 0, 158.22, 1: 69; 2: 48; 3: 31; 4: 55; 5: 9; 6: 5; 7: 3; 8: 1; 9: 1; 11: 2; 15: 1; 18: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 876, 10, 11,  690, 1, 25, 879048, 27200.04, 0, 158.22, 1: 54; 2: 46; 3: 41; 4: 63; 5: 15; 6: 1; 7: 4; 14: 1; 21: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 786, 10, 11,  694, 1, 25, 879030, 27200.04, 0, 158.22, 1: 59; 2: 49; 3: 31; 4: 56; 5: 12; 6: 11; 7: 2; 8: 2; 9: 1; 10: 3; 25: 1; 
EGFR_&_ErbB_Signaling,  73, 12,  9,  703, 1, 25, 865801, 27200.04, 0, 158.22, 1: 47; 2: 49; 3: 39; 4: 65; 5: 16; 6: 3; 7: 4; 8: 2; 14: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 271,  7, 17,  708, 1, 25, 940412, 27200.04, 0, 158.22, 1: 45; 2: 55; 3: 34; 4: 59; 5: 19; 6: 8; 7: 3; 8: 2; 10: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 783, 12,  9,  709, 1, 25, 865784, 27200.04, 0, 158.22, 1: 65; 2: 47; 3: 38; 4: 36; 5: 19; 6: 12; 7: 1; 8: 3; 11: 2; 12: 1; 13: 1; 22: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 908, 10, 11,  718, 1, 25, 879097, 27200.04, 0, 158.22, 1: 32; 2: 48; 3: 48; 4: 79; 5: 14; 6: 2; 7: 2; 9: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 633,  8, 14,  718, 1, 25, 891015, 27200.04, 0, 158.22, 1: 45; 2: 51; 3: 40; 4: 60; 5: 12; 6: 10; 7: 3; 8: 3; 10: 1; 11: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 808,  7, 16,  720, 1, 25, 891046, 27200.04, 0, 158.22, 1: 31; 2: 52; 3: 49; 4: 74; 5: 13; 6: 1; 7: 2; 8: 4; 25: 1; 
EGFR_&_ErbB_Signaling, 658, 11, 10,  724, 1, 25, 879048, 27200.04, 1, 158.22, 1: 59; 2: 54; 3: 38; 4: 32; 5: 14; 6: 18; 8: 6; 10: 2; 12: 1; 16: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 257,  7, 16,  727, 1, 25, 890983, 27200.04, 0, 158.22, 1: 41; 2: 41; 3: 49; 4: 72; 5: 10; 6: 4; 7: 4; 8: 3; 9: 2; 25: 1; 
EGFR_&_ErbB_Signaling,  93,  7, 16,  728, 1, 25, 890997, 27200.04, 0, 158.22, 1: 45; 2: 48; 3: 41; 4: 63; 5: 12; 6: 12; 7: 1; 8: 2; 14: 1; 18: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 790,  7, 16,  733, 1, 25, 891071, 27200.04, 0, 158.22, 1: 39; 2: 43; 3: 52; 4: 72; 5: 3; 6: 5; 7: 6; 8: 3; 9: 2; 10: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 352,  8, 14,  575, 1, 26, 891092, 27200.04, 0, 158.22, 1: 71; 2: 52; 3: 46; 4: 51; 5: 5; 7: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 376,  8, 13,  579, 1, 26, 830180, 27200.04, 0, 158.22, 1: 67; 2: 56; 3: 41; 4: 59; 5: 3; 26: 1; 
EGFR_&_ErbB_Signaling, 344,  8, 14,  594, 1, 26, 891030, 27200.04, 0, 158.22, 1: 69; 2: 53; 3: 39; 4: 51; 5: 12; 6: 2; 26: 1; 
EGFR_&_ErbB_Signaling, 680, 11, 10,  601, 1, 26, 879058, 27200.04, 0, 158.22, 1: 68; 2: 51; 3: 45; 4: 43; 5: 17; 6: 1; 7: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 346, 10, 11,  613, 1, 26, 879039, 27200.04, 0, 158.22, 1: 67; 2: 55; 3: 45; 4: 42; 5: 14; 7: 1; 9: 1; 21: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 453,  9, 12,  618, 1, 26, 865729, 27200.04, 0, 158.22, 1: 70; 2: 49; 3: 39; 4: 57; 5: 7; 6: 1; 7: 2; 24: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 261,  8, 13,  629, 1, 26, 830180, 27200.04, 0, 158.22, 1: 75; 2: 46; 3: 44; 4: 44; 5: 13; 6: 1; 13: 1; 21: 1; 23: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 878, 10, 11,  629, 1, 26, 879058, 27200.04, 0, 158.22, 1: 59; 2: 57; 3: 35; 4: 60; 5: 11; 7: 3; 9: 1; 26: 1; 
EGFR_&_ErbB_Signaling,  62,  7, 16,  632, 1, 26, 890948, 27200.04, 0, 158.22, 1: 63; 2: 55; 3: 40; 4: 46; 5: 9; 6: 10; 8: 3; 26: 1; 
EGFR_&_ErbB_Signaling, 813, 10, 11,  647, 1, 26, 878978, 27200.04, 0, 158.22, 1: 62; 2: 51; 3: 40; 4: 47; 5: 17; 6: 6; 7: 1; 10: 1; 11: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 792,  8, 14,  652, 1, 26, 891044, 27200.04, 0, 158.22, 1: 66; 2: 56; 3: 37; 4: 35; 5: 16; 6: 8; 7: 3; 8: 3; 10: 1; 14: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 222,  8, 14,  660, 1, 26, 891041, 27200.04, 1, 158.22, 1: 70; 2: 45; 3: 43; 4: 36; 5: 12; 6: 10; 7: 1; 8: 8; 10: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 510, 10, 11,  664, 1, 26, 879040, 27200.04, 0, 158.22, 1: 55; 2: 53; 3: 46; 4: 48; 5: 15; 6: 6; 7: 1; 8: 1; 21: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 826,  7, 15,  672, 1, 26, 840840, 27200.04, 0, 158.22, 1: 43; 2: 45; 3: 55; 4: 76; 5: 5; 8: 1; 11: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 503, 10, 11,  696, 1, 26, 878973, 27200.04, 0, 158.22, 1: 65; 2: 37; 3: 38; 4: 63; 5: 14; 6: 4; 7: 1; 8: 1; 13: 1; 19: 1; 24: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 395,  7, 16,  723, 1, 26, 891116, 27200.04, 0, 158.22, 1: 46; 2: 51; 3: 46; 4: 50; 5: 14; 6: 9; 7: 5; 8: 1; 9: 1; 10: 1; 11: 1; 14: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 865,  8, 13,  728, 1, 26, 830180, 27200.04, 1, 158.22, 1: 48; 2: 46; 3: 47; 4: 47; 5: 16; 6: 15; 7: 1; 8: 4; 9: 1; 15: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 464,  7, 15,  739, 1, 26, 840840, 27200.04, 0, 158.22, 1: 32; 2: 47; 3: 53; 4: 72; 5: 13; 6: 2; 7: 1; 8: 4; 10: 1; 14: 1; 26: 1; 
EGFR_&_ErbB_Signaling,  36,  7, 17,  739, 1, 26, 940455, 27200.04, 0, 158.22, 1: 42; 2: 44; 3: 49; 4: 61; 5: 13; 6: 5; 7: 6; 8: 3; 9: 1; 10: 1; 12: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 524,  8, 14,  787, 1, 26, 891035, 27200.04, 1, 158.22, 1: 34; 2: 43; 3: 50; 4: 61; 5: 12; 6: 14; 7: 2; 8: 8; 9: 1; 16: 1; 26: 1; 
EGFR_&_ErbB_Signaling,  55,  6, 19,  822, 1, 26, 908200, 27200.04, 0, 158.22, 1: 43; 2: 47; 3: 39; 4: 48; 5: 11; 6: 17; 7: 5; 8: 7; 9: 4; 10: 3; 11: 1; 25: 1; 26: 1; 
EGFR_&_ErbB_Signaling,  78,  6, 18,  842, 1, 26, 865771, 27200.04, 1, 158.22, 1: 35; 2: 41; 3: 51; 4: 55; 5: 12; 6: 17; 7: 3; 8: 1; 9: 2; 10: 5; 12: 1; 15: 1; 18: 1; 22: 1; 26: 1; 
EGFR_&_ErbB_Signaling, 585, 10, 11,  598, 1, 27, 879034, 27200.04, 0, 158.22, 1: 57; 2: 60; 3: 51; 4: 49; 5: 9; 27: 1; 
EGFR_&_ErbB_Signaling,  12,  8, 14,  607, 1, 27, 891073, 27200.04, 0, 158.22, 1: 77; 2: 54; 3: 26; 4: 44; 5: 18; 6: 2; 7: 4; 11: 1; 27: 1; 
EGFR_&_ErbB_Signaling, 935,  8, 14,  612, 1, 27, 891094, 27200.04, 0, 158.22, 1: 59; 2: 53; 3: 51; 4: 50; 5: 12; 7: 1; 27: 1; 
