Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
3(992)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 682,  9, 12,  339, 1, 3, 865815, 74000.52, 0, 0.00, 1: 123; 2: 96; 3: 8; 
EGFR_&_ErbB_Signaling, 341, 10, 11,  415, 1, 6, 879073, 74000.52, 1, 164.86, 1: 114; 2: 70; 3: 21; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 236, 12,  9,  415, 1, 6, 865774, 74000.52, 1, 164.86, 1: 112; 2: 79; 3: 12; 4: 12; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling, 903,  6, 18,  415, 1, 6, 865787, 74000.52, 1, 164.86, 1: 109; 2: 80; 3: 15; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 769,  7, 15,  415, 1, 6, 840840, 74000.52, 1, 164.86, 1: 113; 2: 76; 3: 14; 4: 15; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 575,  6, 19,  415, 1, 6, 908314, 74000.52, 1, 164.86, 1: 106; 2: 86; 3: 13; 4: 13; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 484,  9, 12,  415, 1, 6, 865780, 74000.52, 1, 164.86, 1: 111; 2: 78; 3: 16; 4: 11; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 356,  6, 18,  415, 1, 6, 865860, 74000.52, 1, 164.86, 1: 111; 2: 77; 3: 16; 4: 15; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 856,  7, 17,  415, 1, 6, 940440, 74000.52, 1, 164.86, 1: 117; 2: 72; 3: 14; 4: 11; 5: 10; 6: 3; 
EGFR_&_ErbB_Signaling, 593, 11, 10,  415, 1, 6, 879098, 74000.52, 1, 164.86, 1: 119; 2: 66; 3: 15; 4: 17; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 955,  8, 13,  415, 1, 6, 830180, 74000.52, 1, 164.86, 1: 112; 2: 78; 3: 14; 4: 13; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 699,  7, 16,  415, 1, 6, 891096, 74000.52, 1, 164.86, 1: 114; 2: 74; 3: 14; 4: 15; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 272, 11, 10,  416, 1, 6, 879139, 74000.52, 1, 164.86, 1: 109; 2: 83; 3: 12; 4: 12; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 711, 11, 10,  416, 1, 6, 879148, 74000.52, 1, 164.86, 1: 110; 2: 80; 3: 13; 4: 14; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 333, 10, 11,  416, 1, 6, 879088, 74000.52, 1, 164.86, 1: 114; 2: 75; 3: 12; 4: 15; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 617,  6, 19,  416, 1, 6, 908137, 74000.52, 1, 164.86, 1: 111; 2: 75; 3: 20; 4: 11; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 776,  6, 18,  416, 1, 6, 865883, 74000.52, 1, 164.86, 1: 107; 2: 85; 3: 13; 4: 13; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 885, 12,  9,  416, 1, 6, 865777, 74000.52, 1, 164.86, 1: 114; 2: 72; 3: 16; 4: 16; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 665, 11, 10,  416, 1, 6, 879153, 74000.52, 1, 164.86, 1: 112; 2: 82; 3: 9; 4: 11; 5: 9; 6: 4; 
EGFR_&_ErbB_Signaling, 228,  9, 12,  416, 1, 6, 865863, 74000.52, 1, 164.86, 1: 111; 2: 76; 3: 18; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 435,  7, 17,  416, 1, 6, 940693, 74000.52, 1, 164.86, 1: 115; 2: 76; 3: 12; 4: 12; 5: 7; 6: 5; 
EGFR_&_ErbB_Signaling, 264,  6, 18,  416, 1, 6, 865726, 74000.52, 1, 164.86, 1: 108; 2: 81; 3: 19; 4: 10; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 909,  6, 20,  416, 1, 6, 947688, 74000.52, 1, 164.86, 1: 115; 2: 74; 3: 14; 4: 11; 5: 11; 6: 2; 
EGFR_&_ErbB_Signaling, 869, 11, 10,  416, 1, 6, 878998, 74000.52, 1, 164.86, 1: 112; 2: 81; 3: 9; 4: 13; 5: 9; 6: 3; 
EGFR_&_ErbB_Signaling, 829, 12,  9,  416, 1, 6, 865759, 74000.52, 1, 164.86, 1: 110; 2: 80; 3: 15; 4: 11; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 446,  6, 18,  416, 1, 6, 865773, 74000.52, 1, 164.86, 1: 116; 2: 72; 3: 13; 4: 15; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 786, 10, 11,  417, 1, 6, 878977, 74000.52, 1, 164.86, 1: 110; 2: 81; 3: 14; 4: 11; 5: 7; 6: 4; 
EGFR_&_ErbB_Signaling, 791,  9, 12,  417, 1, 6, 865903, 74000.52, 1, 164.86, 1: 106; 2: 84; 3: 15; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 556, 10, 11,  417, 1, 6, 879124, 74000.52, 1, 164.86, 1: 112; 2: 74; 3: 18; 4: 13; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 206, 10, 11,  417, 1, 6, 879055, 74000.52, 1, 164.86, 1: 110; 2: 81; 3: 11; 4: 14; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 684, 10, 11,  417, 1, 6, 878871, 74000.52, 1, 164.86, 1: 107; 2: 87; 3: 9; 4: 14; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 894,  8, 14,  417, 1, 6, 891144, 74000.52, 1, 164.86, 1: 112; 2: 78; 3: 15; 4: 11; 5: 6; 6: 5; 
EGFR_&_ErbB_Signaling, 486,  9, 12,  417, 1, 6, 865712, 74000.52, 1, 164.86, 1: 115; 2: 73; 3: 13; 4: 15; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 122,  9, 12,  417, 1, 6, 865830, 74000.52, 1, 164.86, 1: 110; 2: 81; 3: 13; 4: 13; 5: 6; 6: 4; 
EGFR_&_ErbB_Signaling, 501,  6, 20,  417, 1, 6, 947199, 74000.52, 1, 164.86, 1: 112; 2: 73; 3: 22; 4: 11; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 392, 10, 11,  418, 1, 6, 879167, 74000.52, 1, 164.86, 1: 116; 2: 68; 3: 18; 4: 15; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 114,  6, 18,  418, 1, 6, 865755, 74000.52, 1, 164.86, 1: 110; 2: 77; 3: 17; 4: 15; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 822,  9, 12,  418, 1, 6, 865657, 74000.52, 1, 164.86, 1: 116; 2: 73; 3: 12; 4: 13; 5: 10; 6: 3; 
EGFR_&_ErbB_Signaling,  74,  6, 18,  418, 1, 6, 865847, 74000.52, 1, 164.86, 1: 112; 2: 76; 3: 17; 4: 10; 5: 9; 6: 3; 
EGFR_&_ErbB_Signaling, 922,  7, 15,  418, 1, 6, 840840, 74000.52, 1, 164.86, 1: 112; 2: 75; 3: 17; 4: 13; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling,  50,  8, 13,  418, 1, 6, 830180, 74000.52, 1, 164.86, 1: 112; 2: 78; 3: 13; 4: 11; 5: 11; 6: 2; 
EGFR_&_ErbB_Signaling, 279,  9, 12,  418, 1, 6, 865794, 74000.52, 1, 164.86, 1: 115; 2: 74; 3: 10; 4: 18; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 223,  7, 15,  418, 1, 6, 840840, 74000.52, 1, 164.86, 1: 116; 2: 72; 3: 14; 4: 13; 5: 8; 6: 4; 
EGFR_&_ErbB_Signaling, 385, 11, 10,  418, 1, 6, 879059, 74000.52, 1, 164.86, 1: 113; 2: 76; 3: 13; 4: 14; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 934,  6, 18,  419, 1, 6, 865915, 74000.52, 1, 164.86, 1: 105; 2: 85; 3: 15; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 765, 11, 10,  419, 1, 6, 879027, 74000.52, 1, 164.86, 1: 112; 2: 77; 3: 12; 4: 14; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling, 136,  8, 13,  419, 1, 6, 830180, 74000.52, 1, 164.86, 1: 113; 2: 72; 3: 17; 4: 15; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling,  92,  6, 18,  419, 1, 6, 865815, 74000.52, 1, 164.86, 1: 106; 2: 85; 3: 13; 4: 12; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 225, 10, 11,  419, 1, 6, 879129, 74000.52, 1, 164.86, 1: 114; 2: 72; 3: 15; 4: 15; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 537,  7, 16,  419, 1, 6, 891178, 74000.52, 1, 164.86, 1: 106; 2: 88; 3: 11; 4: 11; 5: 6; 6: 5; 
EGFR_&_ErbB_Signaling, 875,  6, 20,  419, 1, 6, 947882, 74000.52, 1, 164.86, 1: 114; 2: 73; 3: 15; 4: 13; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling,  89,  7, 17,  419, 1, 6, 940498, 74000.52, 1, 164.86, 1: 114; 2: 75; 3: 11; 4: 15; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 619, 12,  9,  419, 1, 6, 865869, 74000.52, 1, 164.86, 1: 115; 2: 75; 3: 10; 4: 15; 5: 8; 6: 4; 
EGFR_&_ErbB_Signaling, 352,  8, 14,  420, 1, 6, 890740, 74000.52, 1, 164.86, 1: 111; 2: 80; 3: 11; 4: 13; 5: 8; 6: 4; 
EGFR_&_ErbB_Signaling, 550,  7, 15,  420, 1, 6, 840840, 74000.52, 1, 164.86, 1: 109; 2: 79; 3: 16; 4: 12; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 644,  7, 15,  420, 1, 6, 840840, 74000.52, 1, 164.86, 1: 110; 2: 76; 3: 18; 4: 13; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 640, 10, 11,  420, 1, 6, 879175, 74000.52, 1, 164.86, 1: 110; 2: 78; 3: 15; 4: 13; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 453,  9, 12,  420, 1, 6, 865790, 74000.52, 1, 164.86, 1: 111; 2: 77; 3: 15; 4: 12; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 313, 10, 11,  420, 1, 6, 879064, 74000.52, 1, 164.86, 1: 108; 2: 79; 3: 17; 4: 13; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 784, 11, 10,  420, 1, 6, 878996, 74000.52, 1, 164.86, 1: 111; 2: 73; 3: 18; 4: 17; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 174,  8, 13,  420, 1, 6, 830180, 74000.52, 1, 164.86, 1: 111; 2: 76; 3: 15; 4: 15; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 606, 11, 10,  420, 1, 6, 879182, 74000.52, 1, 164.86, 1: 110; 2: 77; 3: 15; 4: 15; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 982,  6, 19,  420, 1, 6, 908270, 74000.52, 1, 164.86, 1: 109; 2: 81; 3: 12; 4: 13; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling, 755, 10, 11,  420, 1, 6, 879217, 74000.52, 1, 164.86, 1: 118; 2: 67; 3: 17; 4: 10; 5: 13; 6: 2; 
EGFR_&_ErbB_Signaling, 397,  6, 18,  420, 1, 6, 865694, 74000.52, 1, 164.86, 1: 108; 2: 79; 3: 17; 4: 15; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling,   8,  8, 13,  420, 1, 6, 830180, 74000.52, 1, 164.86, 1: 113; 2: 73; 3: 14; 4: 17; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling,   7, 10, 11,  420, 1, 6, 879231, 74000.52, 1, 164.86, 1: 112; 2: 77; 3: 11; 4: 15; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling, 799,  6, 18,  421, 1, 6, 865674, 74000.52, 1, 164.86, 1: 110; 2: 78; 3: 14; 4: 15; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 402,  6, 20,  421, 1, 6, 947715, 74000.52, 1, 164.86, 1: 112; 2: 76; 3: 13; 4: 13; 5: 12; 6: 1; 
EGFR_&_ErbB_Signaling, 962,  9, 12,  421, 1, 6, 865807, 74000.52, 1, 164.86, 1: 108; 2: 82; 3: 13; 4: 11; 5: 12; 6: 1; 
EGFR_&_ErbB_Signaling, 466, 10, 11,  421, 1, 6, 879153, 74000.52, 1, 164.86, 1: 103; 2: 85; 3: 18; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 244,  8, 14,  422, 1, 6, 890843, 74000.52, 1, 164.86, 1: 114; 2: 72; 3: 16; 4: 11; 5: 12; 6: 2; 
EGFR_&_ErbB_Signaling, 643,  8, 13,  422, 1, 6, 830180, 74000.52, 1, 164.86, 1: 108; 2: 81; 3: 16; 4: 11; 5: 6; 6: 5; 
EGFR_&_ErbB_Signaling, 533,  7, 16,  422, 1, 6, 891155, 74000.52, 1, 164.86, 1: 111; 2: 77; 3: 12; 4: 16; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling,  24, 12,  9,  422, 1, 6, 865752, 74000.52, 1, 164.86, 1: 116; 2: 70; 3: 16; 4: 12; 5: 8; 6: 5; 
EGFR_&_ErbB_Signaling, 686,  7, 15,  422, 1, 6, 840840, 74000.52, 1, 164.86, 1: 110; 2: 77; 3: 15; 4: 13; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling, 371, 10, 11,  422, 1, 6, 879164, 74000.52, 1, 164.86, 1: 109; 2: 82; 3: 10; 4: 15; 5: 7; 6: 4; 
EGFR_&_ErbB_Signaling, 891, 12,  9,  423, 1, 6, 865760, 74000.52, 1, 164.86, 1: 106; 2: 83; 3: 13; 4: 14; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 984,  8, 13,  423, 1, 6, 830180, 74000.52, 1, 164.86, 1: 104; 2: 85; 3: 16; 4: 12; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 878, 10, 11,  423, 1, 6, 878987, 74000.52, 1, 164.86, 1: 106; 2: 84; 3: 13; 4: 13; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 468,  6, 20,  423, 1, 6, 947510, 74000.52, 1, 164.86, 1: 115; 2: 71; 3: 14; 4: 13; 5: 12; 6: 2; 
EGFR_&_ErbB_Signaling,  84,  8, 13,  423, 1, 6, 830180, 74000.52, 1, 164.86, 1: 115; 2: 68; 3: 18; 4: 14; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 369,  6, 20,  423, 1, 6, 947719, 74000.52, 1, 164.86, 1: 116; 2: 66; 3: 20; 4: 13; 5: 9; 6: 3; 
EGFR_&_ErbB_Signaling, 918,  9, 12,  423, 1, 6, 865725, 74000.52, 1, 164.86, 1: 115; 2: 72; 3: 13; 4: 14; 5: 9; 6: 4; 
EGFR_&_ErbB_Signaling, 626, 12,  9,  423, 1, 6, 865811, 74000.52, 1, 164.86, 1: 107; 2: 84; 3: 9; 4: 16; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 588,  9, 12,  424, 1, 6, 865818, 74000.52, 1, 164.86, 1: 105; 2: 87; 3: 9; 4: 14; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 137, 10, 11,  424, 1, 6, 879086, 74000.52, 1, 164.86, 1: 112; 2: 74; 3: 16; 4: 12; 5: 10; 6: 3; 
EGFR_&_ErbB_Signaling, 403, 11, 10,  424, 1, 6, 879000, 74000.52, 1, 164.86, 1: 107; 2: 82; 3: 10; 4: 19; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 741,  6, 19,  424, 1, 6, 908240, 74000.52, 1, 164.86, 1: 104; 2: 84; 3: 14; 4: 16; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling,  14, 10, 11,  424, 1, 6, 878931, 74000.52, 1, 164.86, 1: 111; 2: 73; 3: 17; 4: 16; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 530,  7, 15,  424, 1, 6, 840840, 74000.52, 1, 164.86, 1: 106; 2: 82; 3: 15; 4: 14; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 938,  7, 15,  424, 1, 6, 840840, 74000.52, 1, 164.86, 1: 107; 2: 81; 3: 15; 4: 13; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling,  94,  8, 13,  425, 1, 6, 830180, 74000.52, 1, 164.86, 1: 107; 2: 79; 3: 17; 4: 14; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling,   9,  8, 13,  425, 1, 6, 830180, 74000.52, 1, 164.86, 1: 103; 2: 86; 3: 13; 4: 15; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling,  45,  7, 16,  425, 1, 6, 891104, 74000.52, 1, 164.86, 1: 109; 2: 77; 3: 16; 4: 13; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 293,  9, 12,  425, 1, 6, 865856, 74000.52, 1, 164.86, 1: 108; 2: 81; 3: 12; 4: 12; 5: 13; 6: 1; 
EGFR_&_ErbB_Signaling, 577,  6, 18,  425, 1, 6, 865954, 74000.52, 1, 164.86, 1: 110; 2: 75; 3: 19; 4: 11; 5: 8; 6: 4; 
EGFR_&_ErbB_Signaling, 306,  8, 13,  425, 1, 6, 830180, 74000.52, 1, 164.86, 1: 111; 2: 76; 3: 12; 4: 16; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 978,  8, 13,  426, 1, 6, 830180, 74000.52, 1, 164.86, 1: 104; 2: 86; 3: 13; 4: 13; 5: 7; 6: 4; 
EGFR_&_ErbB_Signaling, 584,  6, 18,  426, 1, 6, 865768, 74000.52, 1, 164.86, 1: 108; 2: 77; 3: 18; 4: 13; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 282,  6, 20,  427, 1, 6, 947554, 74000.52, 1, 164.86, 1: 111; 2: 74; 3: 15; 4: 15; 5: 9; 6: 3; 
EGFR_&_ErbB_Signaling, 415, 11, 10,  428, 1, 6, 879064, 74000.52, 1, 164.86, 1: 111; 2: 71; 3: 20; 4: 12; 5: 11; 6: 2; 
EGFR_&_ErbB_Signaling, 417, 11, 10,  430, 1, 6, 879126, 74000.52, 1, 164.86, 1: 111; 2: 75; 3: 12; 4: 16; 5: 9; 6: 4; 
EGFR_&_ErbB_Signaling, 719,  7, 15,  430, 1, 6, 840840, 74000.52, 1, 164.86, 1: 103; 2: 86; 3: 10; 4: 17; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 837, 11, 10,  431, 1, 6, 878973, 74000.52, 1, 164.86, 1: 112; 2: 72; 3: 13; 4: 17; 5: 10; 6: 3; 
EGFR_&_ErbB_Signaling,  73, 12,  9,  431, 1, 6, 865868, 74000.52, 1, 164.86, 1: 113; 2: 72; 3: 11; 4: 17; 5: 11; 6: 3; 
EGFR_&_ErbB_Signaling, 346, 10, 11,  431, 1, 6, 879084, 74000.52, 1, 164.86, 1: 112; 2: 74; 3: 10; 4: 18; 5: 9; 6: 4; 
EGFR_&_ErbB_Signaling, 200,  8, 14,  433, 1, 6, 891149, 74000.52, 1, 164.86, 1: 113; 2: 68; 3: 15; 4: 17; 5: 13; 6: 1; 
EGFR_&_ErbB_Signaling, 358,  6, 19,  434, 1, 6, 908142, 74000.52, 1, 164.86, 1: 112; 2: 72; 3: 13; 4: 15; 5: 11; 6: 4; 
EGFR_&_ErbB_Signaling, 481, 12,  9,  436, 1, 6, 865848, 74000.52, 1, 164.86, 1: 108; 2: 77; 3: 11; 4: 19; 5: 7; 6: 5; 
EGFR_&_ErbB_Signaling, 641,  7, 16,  392, 1, 7, 890987, 74000.52, 1, 164.86, 1: 123; 2: 70; 3: 16; 4: 12; 5: 4; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 455,  8, 14,  393, 1, 7, 890813, 74000.52, 1, 164.86, 1: 119; 2: 76; 3: 15; 4: 10; 5: 6; 7: 1; 
EGFR_&_ErbB_Signaling, 451,  7, 17,  393, 1, 7, 940638, 74000.52, 1, 164.86, 1: 120; 2: 75; 3: 16; 4: 7; 5: 8; 7: 1; 
EGFR_&_ErbB_Signaling, 867,  7, 17,  393, 1, 7, 940389, 74000.52, 1, 164.86, 1: 118; 2: 77; 3: 18; 4: 6; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling,  37,  7, 16,  394, 1, 7, 891104, 74000.52, 1, 164.86, 1: 118; 2: 78; 3: 14; 4: 10; 5: 5; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 318,  7, 17,  396, 1, 7, 940580, 74000.52, 1, 164.86, 1: 124; 2: 67; 3: 16; 4: 12; 5: 7; 7: 1; 
EGFR_&_ErbB_Signaling, 380,  7, 17,  396, 1, 7, 940582, 74000.52, 1, 164.86, 1: 115; 2: 81; 3: 14; 4: 11; 5: 4; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 645,  7, 15,  397, 1, 7, 840840, 74000.52, 1, 164.86, 1: 121; 2: 73; 3: 15; 4: 8; 5: 8; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 689,  7, 17,  397, 1, 7, 940806, 74000.52, 1, 164.86, 1: 119; 2: 74; 3: 16; 4: 10; 5: 7; 7: 1; 
EGFR_&_ErbB_Signaling, 562,  7, 17,  398, 1, 7, 940825, 74000.52, 1, 164.86, 1: 116; 2: 78; 3: 16; 4: 9; 5: 7; 7: 1; 
EGFR_&_ErbB_Signaling, 605,  7, 15,  398, 1, 7, 840840, 74000.52, 1, 164.86, 1: 115; 2: 79; 3: 16; 4: 11; 5: 4; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 897,  7, 16,  399, 1, 7, 890970, 74000.52, 1, 164.86, 1: 112; 2: 86; 3: 10; 4: 12; 5: 6; 7: 1; 
EGFR_&_ErbB_Signaling, 364,  8, 14,  399, 1, 7, 890960, 74000.52, 1, 164.86, 1: 120; 2: 74; 3: 14; 4: 10; 5: 7; 7: 2; 
EGFR_&_ErbB_Signaling, 119,  7, 16,  399, 1, 7, 891265, 74000.52, 1, 164.86, 1: 120; 2: 72; 3: 17; 4: 10; 5: 5; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 613,  7, 16,  400, 1, 7, 891278, 74000.52, 1, 164.86, 1: 115; 2: 81; 3: 15; 4: 7; 5: 5; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 373,  7, 17,  400, 1, 7, 940433, 74000.52, 1, 164.86, 1: 121; 2: 72; 3: 13; 4: 13; 5: 5; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 945, 11, 10,  400, 1, 7, 878969, 74000.52, 1, 164.86, 1: 113; 2: 83; 3: 14; 4: 9; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 396,  6, 18,  402, 1, 7, 865801, 74000.52, 1, 164.86, 1: 112; 2: 82; 3: 17; 4: 8; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 647,  8, 13,  402, 1, 7, 830180, 74000.52, 1, 164.86, 1: 118; 2: 77; 3: 10; 4: 14; 5: 5; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 188,  6, 19,  402, 1, 7, 908049, 74000.52, 1, 164.86, 1: 111; 2: 82; 3: 17; 4: 11; 5: 5; 7: 1; 
EGFR_&_ErbB_Signaling, 663,  7, 17,  402, 1, 7, 940444, 74000.52, 1, 164.86, 1: 115; 2: 79; 3: 14; 4: 11; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 233,  8, 13,  402, 1, 7, 830180, 74000.52, 1, 164.86, 1: 122; 2: 68; 3: 17; 4: 10; 5: 8; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 554,  7, 15,  403, 1, 7, 840840, 74000.52, 1, 164.86, 1: 113; 2: 80; 3: 16; 4: 12; 5: 4; 7: 2; 
EGFR_&_ErbB_Signaling, 811,  9, 12,  403, 1, 7, 865844, 74000.52, 1, 164.86, 1: 107; 2: 87; 3: 18; 4: 9; 5: 5; 7: 1; 
EGFR_&_ErbB_Signaling, 262, 12,  9,  403, 1, 7, 865766, 74000.52, 1, 164.86, 1: 120; 2: 71; 3: 16; 4: 9; 5: 10; 7: 1; 
EGFR_&_ErbB_Signaling, 615,  9, 12,  404, 1, 7, 865828, 74000.52, 1, 164.86, 1: 116; 2: 76; 3: 14; 4: 14; 5: 5; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 344,  8, 14,  405, 1, 7, 891009, 74000.52, 1, 164.86, 1: 117; 2: 74; 3: 15; 4: 13; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling,  16, 12,  9,  405, 1, 7, 865803, 74000.52, 1, 164.86, 1: 121; 2: 71; 3: 10; 4: 16; 5: 7; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling,  25,  6, 20,  405, 1, 7, 947590, 74000.52, 1, 164.86, 1: 109; 2: 83; 3: 18; 4: 11; 5: 5; 7: 1; 
EGFR_&_ErbB_Signaling, 572,  8, 14,  405, 1, 7, 891168, 74000.52, 1, 164.86, 1: 115; 2: 79; 3: 13; 4: 10; 5: 8; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 764,  7, 15,  406, 1, 7, 840840, 74000.52, 1, 164.86, 1: 116; 2: 78; 3: 12; 4: 12; 5: 5; 6: 3; 7: 1; 
EGFR_&_ErbB_Signaling, 655,  7, 17,  406, 1, 7, 940388, 74000.52, 1, 164.86, 1: 120; 2: 71; 3: 15; 4: 9; 5: 10; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 303,  8, 14,  406, 1, 7, 891057, 74000.52, 1, 164.86, 1: 115; 2: 78; 3: 13; 4: 13; 5: 5; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 513,  8, 14,  407, 1, 7, 891068, 74000.52, 1, 164.86, 1: 118; 2: 72; 3: 14; 4: 15; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 727,  9, 12,  407, 1, 7, 865892, 74000.52, 1, 164.86, 1: 121; 2: 68; 3: 16; 4: 12; 5: 7; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 398,  7, 15,  407, 1, 7, 840840, 74000.52, 1, 164.86, 1: 106; 2: 90; 3: 14; 4: 10; 5: 4; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 744,  9, 12,  407, 1, 7, 865795, 74000.52, 1, 164.86, 1: 113; 2: 80; 3: 15; 4: 9; 5: 8; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling, 620, 11, 10,  408, 1, 7, 878981, 74000.52, 1, 164.86, 1: 113; 2: 76; 3: 20; 4: 10; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling,  91,  8, 13,  409, 1, 7, 830180, 74000.52, 1, 164.86, 1: 117; 2: 69; 3: 21; 4: 12; 5: 6; 6: 1; 7: 1; 
EGFR_&_ErbB_Signaling,  10,  7, 17,  409, 1, 7, 940359, 74000.52, 1, 164.86, 1: 109; 2: 88; 3: 10; 4: 10; 5: 7; 6: 2; 7: 1; 
EGFR_&_ErbB_Signaling, 810,  9, 12,  410, 1, 7, 865782, 74000.52, 1, 164.86, 1: 116; 2: 74; 3: 14; 4: 14; 5: 7; 6: 1; 7: 1; 
