Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(418)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  88,  8,  7,  137, 1, 3, 443520, 17788.86, 40, 0.00, 1: 72; 2: 28; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 256,  6, 10,  176, 1, 6, 473519, 17788.86, 1, 63.19, 1: 58; 2: 30; 3: 6; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 244,  7,  8,  177, 1, 6, 443520, 17788.86, 1, 63.19, 1: 58; 2: 29; 3: 8; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 288,  5, 12,  177, 1, 6, 473349, 17788.86, 1, 63.19, 1: 55; 2: 30; 3: 12; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 181,  6, 10,  177, 1, 6, 473378, 17788.86, 1, 63.19, 1: 57; 2: 30; 3: 8; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 161,  7,  8,  177, 1, 6, 443520, 17788.86, 1, 63.19, 1: 58; 2: 29; 3: 7; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 773,  4, 14,  177, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 31; 3: 9; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  11,  5, 12,  177, 1, 6, 473403, 17788.86, 1, 63.19, 1: 60; 2: 22; 3: 15; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  64,  6, 10,  177, 1, 6, 473392, 17788.86, 1, 63.19, 1: 59; 2: 26; 3: 10; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 939,  4, 14,  177, 1, 6, 443520, 17788.86, 1, 63.19, 1: 58; 2: 25; 3: 14; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  49,  5, 12,  177, 1, 6, 473466, 17788.86, 1, 63.19, 1: 60; 2: 23; 3: 12; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  38,  7,  8,  177, 1, 6, 443520, 17788.86, 1, 63.19, 1: 58; 2: 29; 3: 8; 4: 5; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  26,  6, 10,  177, 1, 6, 473346, 17788.86, 1, 63.19, 1: 60; 2: 26; 3: 8; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 287,  7,  8,  177, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 30; 3: 11; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 340,  7,  8,  177, 1, 6, 443520, 17788.86, 1, 63.19, 1: 60; 2: 25; 3: 9; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 420,  6, 10,  177, 1, 6, 473383, 17788.86, 1, 63.19, 1: 59; 2: 25; 3: 11; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 446,  5, 12,  177, 1, 6, 473418, 17788.86, 1, 63.19, 1: 57; 2: 30; 3: 8; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 605, 10,  6,  177, 1, 6, 473500, 17788.86, 1, 63.19, 1: 60; 2: 27; 3: 7; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 461,  4, 14,  177, 1, 6, 443520, 17788.86, 1, 63.19, 1: 62; 2: 21; 3: 11; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 553,  6, 10,  177, 1, 6, 473515, 17788.86, 1, 63.19, 1: 63; 2: 26; 3: 6; 5: 4; 6: 4; 
MAPK_Cancer_Cell_Fate_Network, 386,  5, 12,  178, 1, 6, 473456, 17788.86, 1, 63.19, 1: 58; 2: 29; 3: 7; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 484,  5, 12,  178, 1, 6, 473438, 17788.86, 1, 63.19, 1: 54; 2: 33; 3: 10; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 398,  7,  9,  178, 1, 6, 492949, 17788.86, 1, 63.19, 1: 54; 2: 34; 3: 8; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 787,  7,  8,  178, 1, 6, 443520, 17788.86, 1, 63.19, 1: 52; 2: 35; 3: 10; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  16, 10,  6,  178, 1, 6, 473333, 17788.86, 0, 63.19, 1: 53; 2: 36; 3: 7; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 211,  6, 10,  178, 1, 6, 473342, 17788.86, 1, 63.19, 1: 57; 2: 28; 3: 10; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 186,  7,  8,  178, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 28; 3: 13; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 986, 10,  6,  178, 1, 6, 473369, 17788.86, 1, 63.19, 1: 58; 2: 29; 3: 7; 4: 6; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 826, 10,  6,  178, 1, 6, 473419, 17788.86, 1, 63.19, 1: 61; 2: 23; 3: 11; 4: 3; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 832,  7,  8,  178, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 28; 3: 13; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  19,  5, 12,  178, 1, 6, 473450, 17788.86, 1, 63.19, 1: 57; 2: 28; 3: 11; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 168,  6, 10,  178, 1, 6, 473526, 17788.86, 1, 63.19, 1: 51; 2: 38; 3: 8; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 529,  4, 14,  178, 1, 6, 443520, 17788.86, 1, 63.19, 1: 57; 2: 30; 3: 9; 4: 2; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 905,  7,  8,  178, 1, 6, 443520, 17788.86, 1, 63.19, 1: 54; 2: 34; 3: 6; 4: 8; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  77, 10,  6,  178, 1, 6, 473465, 17788.86, 1, 63.19, 1: 53; 2: 33; 3: 12; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  96,  5, 12,  178, 1, 6, 473452, 17788.86, 1, 63.19, 1: 55; 2: 32; 3: 9; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 447,  6, 10,  178, 1, 6, 473463, 17788.86, 1, 63.19, 1: 55; 2: 29; 3: 14; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 631,  6, 10,  179, 1, 6, 473472, 17788.86, 1, 63.19, 1: 56; 2: 31; 3: 7; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 249,  5, 12,  179, 1, 6, 473335, 17788.86, 1, 63.19, 1: 57; 2: 30; 3: 7; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 609,  7,  9,  179, 1, 6, 492760, 17788.86, 1, 63.19, 1: 56; 2: 29; 3: 10; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 875,  4, 14,  179, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 29; 3: 12; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 206,  7,  8,  179, 1, 6, 443520, 17788.86, 1, 63.19, 1: 54; 2: 33; 3: 8; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 805,  7,  8,  179, 1, 6, 443520, 17788.86, 1, 63.19, 1: 53; 2: 33; 3: 10; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  45,  8,  7,  179, 1, 6, 443520, 17788.86, 1, 63.19, 1: 50; 2: 40; 3: 6; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 850, 10,  6,  179, 1, 6, 473688, 17788.86, 1, 63.19, 1: 63; 2: 20; 3: 11; 4: 4; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 917,  6, 10,  180, 1, 6, 473343, 17788.86, 1, 63.19, 1: 53; 2: 34; 3: 11; 4: 1; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 217,  7,  8,  180, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 29; 3: 12; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 788,  5, 12,  180, 1, 6, 473497, 17788.86, 1, 63.19, 1: 52; 2: 35; 3: 9; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  30,  7,  8,  180, 1, 6, 443520, 17788.86, 1, 63.19, 1: 54; 2: 31; 3: 11; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 234,  7,  8,  180, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 29; 3: 9; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 644, 10,  6,  180, 1, 6, 473475, 17788.86, 1, 63.19, 1: 56; 2: 31; 3: 7; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 159, 10,  6,  180, 1, 6, 473432, 17788.86, 1, 63.19, 1: 57; 2: 31; 3: 6; 4: 4; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 933,  5, 12,  180, 1, 6, 473529, 17788.86, 1, 63.19, 1: 53; 2: 32; 3: 12; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 898,  7,  9,  180, 1, 6, 492844, 17788.86, 1, 63.19, 1: 53; 2: 34; 3: 8; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 698,  6, 10,  180, 1, 6, 473420, 17788.86, 1, 63.19, 1: 57; 2: 27; 3: 11; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  17, 10,  6,  181, 1, 6, 473287, 17788.86, 1, 63.19, 1: 57; 2: 26; 3: 13; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 254,  7,  8,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 59; 2: 22; 3: 14; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 556,  7,  8,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 58; 2: 29; 3: 6; 4: 4; 5: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 772,  7,  8,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 57; 2: 29; 3: 8; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 774,  8,  7,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 52; 2: 33; 3: 12; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 369,  7,  8,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 53; 2: 32; 3: 12; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 402,  7,  8,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 52; 2: 34; 3: 11; 4: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 572,  4, 14,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 28; 3: 10; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 574,  7,  8,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 29; 3: 10; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 421,  4, 14,  181, 1, 6, 443520, 17788.86, 1, 63.19, 1: 57; 2: 28; 3: 9; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 998,  5, 12,  181, 1, 6, 473693, 17788.86, 1, 63.19, 1: 53; 2: 33; 3: 9; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 481, 10,  6,  182, 1, 6, 473440, 17788.86, 1, 63.19, 1: 55; 2: 31; 3: 8; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 678,  4, 14,  182, 1, 6, 443520, 17788.86, 1, 63.19, 1: 61; 2: 17; 3: 16; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 879,  4, 14,  182, 1, 6, 443520, 17788.86, 1, 63.19, 1: 57; 2: 25; 3: 11; 4: 9; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 785,  7,  8,  182, 1, 6, 443520, 17788.86, 1, 63.19, 1: 57; 2: 25; 3: 13; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 413,  6, 10,  182, 1, 6, 473621, 17788.86, 1, 63.19, 1: 54; 2: 33; 3: 8; 4: 4; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 937,  4, 14,  182, 1, 6, 443520, 17788.86, 1, 63.19, 1: 59; 2: 26; 3: 8; 4: 5; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 175,  8,  7,  182, 1, 6, 443520, 17788.86, 1, 63.19, 1: 50; 2: 38; 3: 8; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 235,  7,  8,  182, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 28; 3: 12; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 495,  5, 12,  182, 1, 6, 473460, 17788.86, 1, 63.19, 1: 55; 2: 30; 3: 9; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 841,  5, 12,  182, 1, 6, 473339, 17788.86, 1, 63.19, 1: 57; 2: 28; 3: 10; 4: 2; 5: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 387,  4, 14,  182, 1, 6, 443520, 17788.86, 1, 63.19, 1: 59; 2: 24; 3: 11; 4: 4; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 259,  4, 14,  182, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 27; 3: 12; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 730,  7,  8,  183, 1, 6, 443520, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 11; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  40,  4, 14,  183, 1, 6, 443520, 17788.86, 1, 63.19, 1: 52; 2: 34; 3: 8; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 602,  4, 14,  183, 1, 6, 443520, 17788.86, 1, 63.19, 1: 52; 2: 32; 3: 12; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 410,  5, 11,  183, 1, 6, 435105, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 10; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 207,  5, 12,  183, 1, 6, 473479, 17788.86, 1, 63.19, 1: 52; 2: 31; 3: 13; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 499,  5, 12,  183, 1, 6, 473561, 17788.86, 1, 63.19, 1: 56; 2: 26; 3: 13; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 333,  4, 14,  183, 1, 6, 443520, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 11; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 418,  4, 14,  183, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 28; 3: 11; 4: 4; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 310,  5, 12,  183, 1, 6, 473430, 17788.86, 1, 63.19, 1: 54; 2: 32; 3: 7; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 133,  7,  9,  183, 1, 6, 492812, 17788.86, 1, 63.19, 1: 48; 2: 38; 3: 12; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 657,  5, 11,  183, 1, 6, 435105, 17788.86, 1, 63.19, 1: 52; 2: 34; 3: 8; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 583,  4, 14,  183, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 27; 3: 13; 4: 2; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 586,  8,  7,  183, 1, 6, 443520, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 14; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 887,  5, 12,  184, 1, 6, 473449, 17788.86, 1, 63.19, 1: 58; 2: 27; 3: 5; 4: 9; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 784,  5, 13,  184, 1, 6, 504465, 17788.86, 1, 63.19, 1: 56; 2: 30; 3: 8; 4: 3; 5: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 210,  5, 12,  184, 1, 6, 473379, 17788.86, 1, 63.19, 1: 54; 2: 29; 3: 11; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 278,  5, 12,  184, 1, 6, 473527, 17788.86, 1, 63.19, 1: 59; 2: 27; 3: 6; 4: 5; 5: 3; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 202, 10,  6,  184, 1, 6, 473352, 17788.86, 1, 63.19, 1: 61; 2: 23; 3: 8; 4: 3; 5: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 196,  4, 14,  184, 1, 6, 443520, 17788.86, 1, 63.19, 1: 57; 2: 25; 3: 9; 4: 11; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 185,  5, 11,  184, 1, 6, 435105, 17788.86, 1, 63.19, 1: 49; 2: 37; 3: 9; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 178, 10,  6,  184, 1, 6, 473431, 17788.86, 1, 63.19, 1: 58; 2: 22; 3: 14; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 282,  4, 14,  184, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 30; 3: 7; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 704, 10,  6,  184, 1, 6, 473399, 17788.86, 1, 63.19, 1: 57; 2: 25; 3: 12; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 541,  5, 12,  184, 1, 6, 473469, 17788.86, 1, 63.19, 1: 56; 2: 28; 3: 9; 4: 7; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 569,  7,  8,  184, 1, 6, 443520, 17788.86, 1, 63.19, 1: 59; 2: 22; 3: 14; 4: 2; 5: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 658,  6, 10,  184, 1, 6, 473522, 17788.86, 1, 63.19, 1: 55; 2: 32; 3: 4; 4: 8; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 270,  7,  8,  185, 1, 6, 443520, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 10; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 389, 10,  6,  185, 1, 6, 473516, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 8; 4: 9; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 871,  7,  9,  185, 1, 6, 492806, 17788.86, 1, 63.19, 1: 51; 2: 33; 3: 12; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 984,  8,  7,  185, 1, 6, 443520, 17788.86, 1, 63.19, 1: 49; 2: 36; 3: 11; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 296,  5, 12,  185, 1, 6, 473391, 17788.86, 1, 63.19, 1: 54; 2: 29; 3: 12; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 448,  6, 10,  185, 1, 6, 473417, 17788.86, 1, 63.19, 1: 50; 2: 36; 3: 10; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 759,  5, 13,  185, 1, 6, 504466, 17788.86, 1, 63.19, 1: 48; 2: 37; 3: 11; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 157,  6, 10,  185, 1, 6, 473440, 17788.86, 1, 63.19, 1: 52; 2: 30; 3: 14; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 848,  4, 14,  185, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 27; 3: 10; 4: 6; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 908,  4, 14,  185, 1, 6, 443520, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 10; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 470,  8,  7,  185, 1, 6, 443520, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 13; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 557,  5, 11,  185, 1, 6, 435105, 17788.86, 1, 63.19, 1: 50; 2: 36; 3: 10; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 990,  4, 14,  186, 1, 6, 443520, 17788.86, 1, 63.19, 1: 57; 2: 23; 3: 13; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 779,  7,  8,  186, 1, 6, 443520, 17788.86, 1, 63.19, 1: 53; 2: 31; 3: 10; 4: 5; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 974, 10,  6,  186, 1, 6, 473404, 17788.86, 1, 63.19, 1: 53; 2: 29; 3: 13; 4: 6; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 979,  4, 14,  186, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 24; 3: 14; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 627,  4, 14,  186, 1, 6, 443520, 17788.86, 1, 63.19, 1: 59; 2: 22; 3: 12; 4: 5; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 665,  6, 10,  186, 1, 6, 473374, 17788.86, 1, 63.19, 1: 53; 2: 33; 3: 7; 4: 5; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 188,  5, 13,  186, 1, 6, 504604, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 12; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 980,  5, 12,  187, 1, 6, 473294, 17788.86, 1, 63.19, 1: 54; 2: 28; 3: 11; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 590,  5, 13,  187, 1, 6, 504723, 17788.86, 1, 63.19, 1: 56; 2: 27; 3: 8; 4: 9; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 519,  4, 14,  187, 1, 6, 443520, 17788.86, 1, 63.19, 1: 54; 2: 30; 3: 10; 4: 4; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 237,  5, 11,  187, 1, 6, 435105, 17788.86, 1, 63.19, 1: 52; 2: 28; 3: 15; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 564,  4, 14,  187, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 25; 3: 14; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 835,  4, 14,  187, 1, 6, 443520, 17788.86, 1, 63.19, 1: 56; 2: 24; 3: 15; 4: 4; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 121,  7,  8,  187, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 28; 3: 9; 4: 8; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 571,  7,  8,  187, 1, 6, 443520, 17788.86, 1, 63.19, 1: 60; 2: 25; 3: 5; 4: 6; 5: 4; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 137,  7,  8,  187, 1, 6, 443520, 17788.86, 1, 63.19, 1: 58; 2: 23; 3: 12; 4: 6; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network,  35,  8,  7,  187, 1, 6, 443520, 17788.86, 1, 63.19, 1: 49; 2: 36; 3: 10; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 616,  5, 12,  188, 1, 6, 473622, 17788.86, 1, 63.19, 1: 51; 2: 32; 3: 13; 4: 2; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 103,  5, 13,  188, 1, 6, 504535, 17788.86, 1, 63.19, 1: 45; 2: 40; 3: 11; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 890,  5, 13,  188, 1, 6, 504120, 17788.86, 1, 63.19, 1: 49; 2: 34; 3: 13; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 623,  4, 14,  188, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 29; 3: 9; 4: 5; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 932, 10,  6,  188, 1, 6, 473430, 17788.86, 1, 63.19, 1: 58; 2: 23; 3: 10; 4: 8; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 401,  4, 14,  188, 1, 6, 443520, 17788.86, 1, 63.19, 1: 57; 2: 22; 3: 13; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 382,  4, 14,  188, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 24; 3: 16; 4: 4; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 263, 10,  6,  188, 1, 6, 473397, 17788.86, 1, 63.19, 1: 49; 2: 38; 3: 7; 4: 6; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 680,  8,  7,  188, 1, 6, 443520, 17788.86, 1, 63.19, 1: 51; 2: 31; 3: 13; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 393,  5, 13,  188, 1, 6, 504649, 17788.86, 1, 63.19, 1: 55; 2: 26; 3: 12; 4: 6; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 520,  4, 14,  189, 1, 6, 443520, 17788.86, 1, 63.19, 1: 55; 2: 27; 3: 10; 4: 6; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 230,  7,  9,  189, 1, 6, 492761, 17788.86, 1, 63.19, 1: 51; 2: 31; 3: 12; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 633,  5, 11,  189, 1, 6, 435105, 17788.86, 1, 63.19, 1: 50; 2: 33; 3: 12; 4: 5; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 619,  7,  9,  189, 1, 6, 492630, 17788.86, 1, 63.19, 1: 47; 2: 35; 3: 15; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  62,  8,  7,  189, 1, 6, 443520, 17788.86, 1, 63.19, 1: 50; 2: 31; 3: 15; 4: 4; 5: 2; 6: 1; 
