Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(987)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  73,  7,  9,  178, 1, 4, 492805, 18288.16, 162, 0.00, 1: 54; 2: 28; 3: 16; 4: 5; 
MAPK_Cancer_Cell_Fate_Network, 700,  5, 11,  212, 1, 6, 435105, 18288.16, 1, 63.07, 1: 45; 2: 26; 3: 15; 4: 16; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 951,  5, 13,  212, 1, 6, 504741, 18288.16, 1, 63.07, 1: 46; 2: 23; 3: 19; 4: 13; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 156,  5, 13,  212, 1, 6, 504740, 18288.16, 1, 63.07, 1: 46; 2: 25; 3: 17; 4: 11; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 448,  6, 10,  212, 1, 6, 473412, 18288.16, 1, 63.07, 1: 47; 2: 26; 3: 12; 4: 14; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 887,  5, 12,  212, 1, 6, 473419, 18288.16, 1, 63.07, 1: 45; 2: 27; 3: 13; 4: 17; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  77, 10,  6,  212, 1, 6, 473422, 18288.16, 1, 63.07, 1: 47; 2: 28; 3: 12; 4: 10; 5: 3; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 901,  5, 11,  212, 1, 6, 435105, 18288.16, 1, 63.07, 1: 45; 2: 30; 3: 13; 4: 10; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 669,  5, 12,  212, 1, 6, 473462, 18288.16, 1, 63.07, 1: 43; 2: 32; 3: 11; 4: 14; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 605, 10,  6,  212, 1, 6, 473444, 18288.16, 1, 63.07, 1: 46; 2: 23; 3: 21; 4: 10; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  67,  5, 12,  212, 1, 6, 473461, 18288.16, 1, 63.07, 1: 46; 2: 24; 3: 17; 4: 14; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 741,  6, 10,  212, 1, 6, 473401, 18288.16, 1, 63.07, 1: 47; 2: 25; 3: 17; 4: 8; 5: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 616,  5, 12,  212, 1, 6, 473470, 18288.16, 1, 63.07, 1: 45; 2: 24; 3: 21; 4: 10; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 500,  8,  7,  213, 1, 6, 443520, 18288.16, 1, 63.07, 1: 49; 2: 25; 3: 12; 4: 11; 5: 2; 6: 4; 
MAPK_Cancer_Cell_Fate_Network, 809,  5, 11,  213, 1, 6, 435105, 18288.16, 1, 63.07, 1: 48; 2: 23; 3: 16; 4: 12; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 948,  5, 12,  213, 1, 6, 473414, 18288.16, 1, 63.07, 1: 43; 2: 29; 3: 17; 4: 11; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 775, 10,  6,  213, 1, 6, 473405, 18288.16, 1, 63.07, 1: 46; 2: 26; 3: 18; 4: 7; 5: 3; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 567,  5, 11,  213, 1, 6, 435105, 18288.16, 1, 63.07, 1: 45; 2: 28; 3: 14; 4: 12; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 525,  5, 12,  213, 1, 6, 473435, 18288.16, 1, 63.07, 1: 41; 2: 32; 3: 14; 4: 15; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 492,  5, 11,  213, 1, 6, 435105, 18288.16, 1, 63.07, 1: 45; 2: 22; 3: 24; 4: 9; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 104,  5, 13,  213, 1, 6, 504665, 18288.16, 1, 63.07, 1: 45; 2: 25; 3: 18; 4: 12; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 134,  5, 11,  213, 1, 6, 435105, 18288.16, 1, 63.07, 1: 43; 2: 28; 3: 18; 4: 11; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 970,  5, 12,  214, 1, 6, 473467, 18288.16, 1, 63.07, 1: 44; 2: 27; 3: 17; 4: 11; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 833,  4, 14,  214, 1, 6, 443520, 18288.16, 1, 63.07, 1: 45; 2: 27; 3: 11; 4: 19; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 770,  5, 11,  214, 1, 6, 435105, 18288.16, 1, 63.07, 1: 46; 2: 24; 3: 15; 4: 16; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 185,  5, 11,  214, 1, 6, 435105, 18288.16, 1, 63.07, 1: 43; 2: 30; 3: 15; 4: 12; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 181,  6, 10,  214, 1, 6, 473367, 18288.16, 1, 63.07, 1: 45; 2: 29; 3: 12; 4: 11; 5: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 177,  7,  8,  214, 1, 6, 443520, 18288.16, 1, 63.07, 1: 40; 2: 35; 3: 13; 4: 11; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 318,  5, 11,  215, 1, 6, 435105, 18288.16, 1, 63.07, 1: 45; 2: 27; 3: 13; 4: 14; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 340,  7,  8,  215, 1, 6, 443520, 18288.16, 1, 63.07, 1: 45; 2: 28; 3: 14; 4: 11; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 844,  5, 13,  216, 1, 6, 504659, 18288.16, 1, 63.07, 1: 39; 2: 31; 3: 19; 4: 13; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 838,  5, 12,  216, 1, 6, 473487, 18288.16, 1, 63.07, 1: 47; 2: 23; 3: 16; 4: 13; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 207,  5, 12,  216, 1, 6, 473257, 18288.16, 1, 63.07, 1: 45; 2: 24; 3: 18; 4: 13; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 396,  5, 12,  216, 1, 6, 473446, 18288.16, 1, 63.07, 1: 41; 2: 34; 3: 9; 4: 16; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 969,  7,  8,  216, 1, 6, 443520, 18288.16, 1, 63.07, 1: 44; 2: 31; 3: 8; 4: 16; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  23,  5, 13,  216, 1, 6, 504675, 18288.16, 1, 63.07, 1: 44; 2: 24; 3: 19; 4: 14; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,   2,  5, 13,  216, 1, 6, 504539, 18288.16, 1, 63.07, 1: 44; 2: 24; 3: 20; 4: 12; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 924,  5, 12,  217, 1, 6, 473329, 18288.16, 1, 63.07, 1: 39; 2: 33; 3: 17; 4: 11; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 353, 10,  6,  217, 1, 6, 473411, 18288.16, 1, 63.07, 1: 46; 2: 24; 3: 16; 4: 11; 5: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 954,  7,  9,  217, 1, 6, 492839, 18288.16, 1, 63.07, 1: 45; 2: 28; 3: 12; 4: 12; 5: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 890,  5, 13,  217, 1, 6, 504450, 18288.16, 1, 63.07, 1: 41; 2: 30; 3: 15; 4: 15; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 357,  5, 11,  218, 1, 6, 435105, 18288.16, 1, 63.07, 1: 42; 2: 27; 3: 17; 4: 15; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 486, 10,  6,  218, 1, 6, 473333, 18288.16, 1, 63.07, 1: 47; 2: 26; 3: 12; 4: 10; 5: 5; 6: 3; 
MAPK_Cancer_Cell_Fate_Network,   1,  5, 11,  218, 1, 6, 435105, 18288.16, 1, 63.07, 1: 45; 2: 24; 3: 15; 4: 16; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  27,  5, 11,  218, 1, 6, 435105, 18288.16, 1, 63.07, 1: 43; 2: 25; 3: 20; 4: 12; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 647,  5, 13,  218, 1, 6, 504577, 18288.16, 1, 63.07, 1: 44; 2: 27; 3: 14; 4: 14; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  11,  5, 12,  219, 1, 6, 473463, 18288.16, 1, 63.07, 1: 42; 2: 31; 3: 12; 4: 14; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 232,  8,  7,  220, 1, 6, 443520, 18288.16, 1, 63.07, 1: 44; 2: 27; 3: 13; 4: 15; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 131,  5, 13,  221, 1, 6, 504698, 18288.16, 1, 63.07, 1: 44; 2: 26; 3: 16; 4: 11; 5: 3; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 192,  5, 13,  221, 1, 6, 504570, 18288.16, 1, 63.07, 1: 39; 2: 31; 3: 17; 4: 13; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 468,  4, 14,  222, 1, 6, 443520, 18288.16, 1, 63.07, 1: 41; 2: 23; 3: 23; 4: 15; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  10,  5, 11,  222, 1, 6, 435105, 18288.16, 1, 63.07, 1: 40; 2: 29; 3: 14; 4: 19; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 509,  4, 14,  223, 1, 6, 443520, 18288.16, 1, 63.07, 1: 39; 2: 30; 3: 14; 4: 19; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 461,  4, 14,  223, 1, 6, 443520, 18288.16, 1, 63.07, 1: 40; 2: 27; 3: 17; 4: 18; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 602,  4, 14,  224, 1, 6, 443520, 18288.16, 1, 63.07, 1: 38; 2: 30; 3: 17; 4: 16; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 608,  6, 10,  225, 1, 6, 473378, 18288.16, 1, 63.07, 1: 39; 2: 28; 3: 18; 4: 15; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 313,  5, 11,  225, 1, 6, 435105, 18288.16, 1, 63.07, 1: 41; 2: 26; 3: 14; 4: 21; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 167,  5, 11,  226, 1, 6, 435105, 18288.16, 1, 63.07, 1: 38; 2: 29; 3: 19; 4: 13; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 259,  4, 14,  226, 1, 6, 443520, 18288.16, 1, 63.07, 1: 39; 2: 23; 3: 25; 4: 15; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 404,  5, 13,  228, 1, 6, 504550, 18288.16, 1, 63.07, 1: 40; 2: 24; 3: 18; 4: 20; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 226,  5, 12,  228, 1, 6, 473453, 18288.16, 1, 63.07, 1: 38; 2: 33; 3: 9; 4: 19; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 335,  5, 13,  230, 1, 6, 504756, 18288.16, 1, 63.07, 1: 38; 2: 29; 3: 16; 4: 16; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 431,  5, 12,  230, 1, 6, 473484, 18288.16, 1, 63.07, 1: 33; 2: 35; 3: 19; 4: 12; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 864,  4, 14,  230, 1, 6, 443520, 18288.16, 1, 63.07, 1: 43; 2: 20; 3: 18; 4: 18; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  28,  4, 14,  232, 1, 6, 443520, 18288.16, 1, 63.07, 1: 39; 2: 23; 3: 21; 4: 17; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 902,  4, 14,  232, 1, 6, 443520, 18288.16, 1, 63.07, 1: 39; 2: 25; 3: 18; 4: 18; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 650,  4, 14,  233, 1, 6, 443520, 18288.16, 1, 63.07, 1: 40; 2: 22; 3: 19; 4: 19; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 405,  4, 14,  235, 1, 6, 443520, 18288.16, 1, 63.07, 1: 38; 2: 27; 3: 16; 4: 17; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 336,  5, 11,  235, 1, 6, 435105, 18288.16, 1, 63.07, 1: 36; 2: 27; 3: 20; 4: 16; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 773,  4, 14,  235, 1, 6, 443520, 18288.16, 1, 63.07, 1: 35; 2: 27; 3: 20; 4: 20; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 220,  4, 14,  235, 1, 6, 443520, 18288.16, 1, 63.07, 1: 34; 2: 30; 3: 19; 4: 18; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 200,  4, 14,  235, 1, 6, 443520, 18288.16, 1, 63.07, 1: 36; 2: 25; 3: 21; 4: 20; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 656,  4, 14,  235, 1, 6, 443520, 18288.16, 1, 63.07, 1: 34; 2: 28; 3: 21; 4: 19; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 252,  4, 14,  236, 1, 6, 443520, 18288.16, 1, 63.07, 1: 35; 2: 25; 3: 23; 4: 19; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 478,  4, 14,  238, 1, 6, 443520, 18288.16, 1, 63.07, 1: 33; 2: 26; 3: 25; 4: 18; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 660,  4, 14,  238, 1, 6, 443520, 18288.16, 1, 63.07, 1: 39; 2: 21; 3: 17; 4: 25; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 994,  4, 14,  239, 1, 6, 443520, 18288.16, 1, 63.07, 1: 37; 2: 22; 3: 20; 4: 23; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 343,  4, 14,  239, 1, 6, 443520, 18288.16, 1, 63.07, 1: 40; 2: 22; 3: 15; 4: 22; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 703,  4, 14,  239, 1, 6, 443520, 18288.16, 1, 63.07, 1: 36; 2: 26; 3: 20; 4: 16; 5: 3; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 416,  4, 14,  240, 1, 6, 443520, 18288.16, 1, 63.07, 1: 35; 2: 28; 3: 16; 4: 21; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 465,  4, 14,  241, 1, 6, 443520, 18288.16, 1, 63.07, 1: 33; 2: 29; 3: 17; 4: 22; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 627,  4, 14,  241, 1, 6, 443520, 18288.16, 1, 63.07, 1: 30; 2: 33; 3: 18; 4: 20; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 269,  4, 14,  242, 1, 6, 443520, 18288.16, 1, 63.07, 1: 37; 2: 22; 3: 19; 4: 22; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 831,  4, 14,  243, 1, 6, 443520, 18288.16, 1, 63.07, 1: 35; 2: 25; 3: 17; 4: 24; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 848,  4, 14,  246, 1, 6, 443520, 18288.16, 1, 63.07, 1: 37; 2: 23; 3: 18; 4: 19; 5: 3; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 940,  4, 14,  247, 1, 6, 443520, 18288.16, 1, 63.07, 1: 34; 2: 22; 3: 25; 4: 18; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 429,  5, 12,  249, 1, 6, 473422, 18288.16, 1, 63.07, 1: 35; 2: 24; 3: 16; 4: 25; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 196,  4, 14,  250, 1, 6, 443520, 18288.16, 1, 63.07, 1: 30; 2: 31; 3: 19; 4: 16; 5: 5; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 653,  4, 14,  254, 1, 6, 443520, 18288.16, 1, 63.07, 1: 32; 2: 23; 3: 23; 4: 21; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 341,  4, 14,  257, 1, 6, 443520, 18288.16, 1, 63.07, 1: 32; 2: 21; 3: 20; 4: 28; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 801,  4, 14,  260, 1, 6, 443520, 18288.16, 1, 63.07, 1: 30; 2: 19; 3: 26; 4: 27; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 251,  5, 13,  261, 1, 6, 504504, 18288.16, 1, 63.07, 1: 24; 2: 29; 3: 26; 4: 21; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 851,  4, 14,  270, 1, 6, 443520, 18288.16, 1, 63.07, 1: 25; 2: 25; 3: 19; 4: 33; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 519,  4, 14,  275, 1, 6, 443520, 18288.16, 1, 63.07, 1: 25; 2: 21; 3: 23; 4: 32; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 646,  4, 14,  278, 1, 6, 443520, 18288.16, 1, 63.07, 1: 28; 2: 19; 3: 18; 4: 33; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 125,  4, 14,  280, 1, 6, 443520, 18288.16, 1, 63.07, 1: 28; 2: 19; 3: 18; 4: 34; 6: 4; 
MAPK_Cancer_Cell_Fate_Network, 937,  4, 14,  292, 1, 6, 443520, 18288.16, 1, 63.07, 1: 17; 2: 24; 3: 28; 4: 30; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 451,  4, 14,  294, 1, 6, 443520, 18288.16, 0, 63.07, 1: 18; 2: 22; 3: 22; 4: 40; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 721,  4, 14,  305, 1, 6, 443520, 18288.16, 1, 63.07, 1: 15; 2: 23; 3: 23; 4: 38; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network,  75,  4, 14,  323, 1, 6, 443520, 18288.16, 1, 63.07, 1: 13; 2: 18; 3: 23; 4: 43; 5: 3; 6: 3; 
MAPK_Cancer_Cell_Fate_Network,  92, 10,  6,  193, 1, 7, 473405, 18288.16, 1, 63.07, 1: 48; 2: 31; 3: 16; 4: 7; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 423,  6, 10,  196, 1, 7, 473502, 18288.16, 1, 63.07, 1: 48; 2: 32; 3: 12; 4: 9; 5: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 609,  7,  9,  196, 1, 7, 492819, 18288.16, 1, 63.07, 1: 53; 2: 22; 3: 18; 4: 7; 5: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 129, 10,  6,  197, 1, 7, 473422, 18288.16, 1, 63.07, 1: 50; 2: 28; 3: 15; 4: 7; 5: 1; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 137,  7,  8,  197, 1, 7, 443520, 18288.16, 1, 63.07, 1: 52; 2: 28; 3: 8; 4: 12; 5: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 852,  7,  9,  199, 1, 7, 492683, 18288.16, 1, 63.07, 1: 45; 2: 37; 3: 11; 4: 6; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 114,  7,  9,  199, 1, 7, 493157, 18288.16, 1, 63.07, 1: 52; 2: 23; 3: 16; 4: 10; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 861, 10,  6,  200, 1, 7, 473429, 18288.16, 1, 63.07, 1: 46; 2: 33; 3: 15; 4: 5; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 363,  7,  9,  200, 1, 7, 492866, 18288.16, 1, 63.07, 1: 49; 2: 28; 3: 16; 4: 6; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 267,  8,  7,  200, 1, 7, 443520, 18288.16, 1, 63.07, 1: 50; 2: 29; 3: 11; 4: 9; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 762,  6, 10,  201, 1, 7, 473472, 18288.16, 1, 63.07, 1: 44; 2: 35; 3: 15; 4: 6; 5: 1; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network,  61,  5, 13,  201, 1, 7, 504572, 18288.16, 1, 63.07, 1: 47; 2: 28; 3: 17; 4: 10; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 128,  6, 10,  201, 1, 7, 473474, 18288.16, 1, 63.07, 1: 51; 2: 27; 3: 11; 4: 10; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 271,  7,  8,  202, 1, 7, 443520, 18288.16, 1, 63.07, 1: 48; 2: 29; 3: 15; 4: 7; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 346,  7,  8,  202, 1, 7, 443520, 18288.16, 1, 63.07, 1: 47; 2: 31; 3: 14; 4: 8; 6: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network,  37,  8,  7,  203, 1, 7, 443520, 18288.16, 1, 63.07, 1: 47; 2: 30; 3: 12; 4: 12; 5: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 823,  7,  8,  204, 1, 7, 443520, 18288.16, 1, 63.07, 1: 47; 2: 31; 3: 13; 4: 8; 5: 2; 7: 2; 
MAPK_Cancer_Cell_Fate_Network, 352,  7,  8,  204, 1, 7, 443520, 18288.16, 1, 63.07, 1: 42; 2: 34; 3: 19; 4: 6; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 904, 10,  6,  204, 1, 7, 473417, 18288.16, 1, 63.07, 1: 46; 2: 31; 3: 13; 4: 10; 5: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 552,  8,  7,  205, 1, 7, 443520, 18288.16, 1, 63.07, 1: 46; 2: 33; 3: 11; 4: 9; 5: 1; 6: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 582,  5, 13,  205, 1, 7, 504727, 18288.16, 1, 63.07, 1: 46; 2: 29; 3: 15; 4: 11; 5: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network,  88,  8,  7,  205, 1, 7, 443520, 18288.16, 1, 63.07, 1: 49; 2: 28; 3: 12; 4: 10; 5: 1; 6: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 254,  7,  8,  205, 1, 7, 443520, 18288.16, 1, 63.07, 1: 48; 2: 29; 3: 13; 4: 9; 5: 1; 6: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 701, 10,  6,  205, 1, 7, 473440, 18288.16, 1, 63.07, 1: 48; 2: 28; 3: 14; 4: 9; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 965,  5, 13,  206, 1, 7, 504777, 18288.16, 1, 63.07, 1: 48; 2: 27; 3: 14; 4: 10; 5: 3; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 779,  7,  8,  207, 1, 7, 443520, 18288.16, 1, 63.07, 1: 49; 2: 26; 3: 17; 4: 5; 5: 2; 6: 3; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 772,  7,  8,  207, 1, 7, 443520, 18288.16, 0, 63.07, 1: 38; 2: 41; 3: 13; 4: 9; 5: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 944,  5, 12,  208, 1, 7, 473408, 18288.16, 1, 63.07, 1: 45; 2: 29; 3: 18; 4: 8; 6: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 682,  5, 12,  208, 1, 7, 473428, 18288.16, 1, 63.07, 1: 42; 2: 38; 3: 9; 4: 10; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 968,  5, 13,  208, 1, 7, 504591, 18288.16, 1, 63.07, 1: 50; 2: 24; 3: 11; 4: 15; 5: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 692, 10,  6,  208, 1, 7, 473445, 18288.16, 1, 63.07, 1: 47; 2: 29; 3: 13; 4: 9; 5: 3; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 109, 10,  6,  208, 1, 7, 473445, 18288.16, 1, 63.07, 1: 53; 2: 20; 3: 16; 4: 8; 5: 2; 6: 3; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 275,  7,  9,  209, 1, 7, 492840, 18288.16, 1, 63.07, 1: 43; 2: 37; 3: 10; 4: 7; 5: 3; 6: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 716,  7,  8,  210, 1, 7, 443520, 18288.16, 1, 63.07, 1: 44; 2: 32; 3: 13; 4: 10; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 900,  7,  8,  210, 1, 7, 443520, 18288.16, 1, 63.07, 1: 46; 2: 27; 3: 16; 4: 11; 5: 1; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 402,  7,  8,  212, 1, 7, 443520, 18288.16, 0, 63.07, 1: 42; 2: 33; 3: 16; 4: 8; 5: 1; 6: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 497,  5, 13,  212, 1, 7, 504572, 18288.16, 1, 63.07, 1: 46; 2: 26; 3: 13; 4: 17; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 828,  5, 13,  213, 1, 7, 504613, 18288.16, 1, 63.07, 1: 45; 2: 24; 3: 21; 4: 11; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network,  32,  5, 11,  214, 1, 7, 435105, 18288.16, 1, 63.07, 1: 48; 2: 19; 3: 19; 4: 16; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 574,  7,  8,  214, 1, 7, 443520, 18288.16, 1, 63.07, 1: 46; 2: 25; 3: 17; 4: 11; 5: 2; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 739, 10,  6,  214, 1, 7, 473372, 18288.16, 1, 63.07, 1: 44; 2: 30; 3: 14; 4: 11; 5: 1; 6: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 154,  7,  9,  215, 1, 7, 492752, 18288.16, 1, 63.07, 1: 47; 2: 25; 3: 14; 4: 12; 5: 3; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network,  89,  7,  8,  215, 1, 7, 443520, 18288.16, 1, 63.07, 1: 49; 2: 19; 3: 18; 4: 14; 5: 1; 6: 1; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 188,  5, 13,  216, 1, 7, 504600, 18288.16, 1, 63.07, 1: 40; 2: 32; 3: 17; 4: 11; 5: 2; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 499,  5, 12,  219, 1, 7, 473396, 18288.16, 1, 63.07, 1: 44; 2: 26; 3: 16; 4: 12; 5: 4; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 601,  4, 14,  221, 1, 7, 443520, 18288.16, 1, 63.07, 1: 40; 2: 27; 3: 20; 4: 15; 7: 1; 
MAPK_Cancer_Cell_Fate_Network, 316,  5, 11,  232, 1, 7, 435105, 18288.16, 1, 63.07, 1: 37; 2: 31; 3: 13; 4: 19; 5: 1; 6: 1; 7: 1; 
