Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(883)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 3, 381964, 12166.34, 0, 0.00, 1: 37; 2: 20; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 976,  5, 10,  125, 1, 5, 388882, 12166.34, 1, 36.94, 1: 26; 2: 21; 3: 16; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 587,  4, 12,  125, 1, 5, 375629, 12166.34, 1, 36.94, 1: 24; 2: 24; 3: 16; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 750,  9,  5,  125, 1, 5, 355047, 12166.34, 1, 36.94, 1: 28; 2: 22; 3: 10; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 862,  6,  8,  126, 1, 5, 375691, 12166.34, 1, 36.94, 1: 28; 2: 19; 3: 14; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 501,  4, 12,  126, 1, 5, 375694, 12166.34, 1, 36.94, 1: 25; 2: 23; 3: 15; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 583,  9,  5,  126, 1, 5, 355045, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 13; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 341,  4, 11,  126, 1, 5, 347182, 12166.34, 1, 36.94, 1: 28; 2: 15; 3: 21; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 438,  5,  9,  126, 1, 5, 355039, 12166.34, 1, 36.94, 1: 29; 2: 15; 3: 19; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 921,  5,  9,  126, 1, 5, 355047, 12166.34, 1, 36.94, 1: 26; 2: 22; 3: 14; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 316,  9,  5,  127, 1, 5, 355058, 12166.34, 1, 36.94, 1: 29; 2: 17; 3: 15; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  34,  4, 11,  127, 1, 5, 347182, 12166.34, 1, 36.94, 1: 23; 2: 25; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 673,  4, 12,  127, 1, 5, 375601, 12166.34, 1, 36.94, 1: 25; 2: 21; 3: 17; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 535,  7,  7,  127, 1, 5, 381959, 12166.34, 1, 36.94, 1: 22; 2: 27; 3: 14; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  90,  4, 12,  127, 1, 5, 375657, 12166.34, 1, 36.94, 1: 26; 2: 20; 3: 17; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 830,  9,  5,  127, 1, 5, 355052, 12166.34, 1, 36.94, 1: 30; 2: 17; 3: 13; 4: 1; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 837,  8,  6,  127, 1, 5, 375600, 12166.34, 1, 36.94, 1: 24; 2: 22; 3: 18; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 357,  8,  6,  128, 1, 5, 375624, 12166.34, 1, 36.94, 1: 30; 2: 16; 3: 14; 4: 1; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 363,  5, 10,  128, 1, 5, 388885, 12166.34, 1, 36.94, 1: 23; 2: 25; 3: 14; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 223,  4, 11,  128, 1, 5, 347182, 12166.34, 1, 36.94, 1: 23; 2: 23; 3: 18; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 715,  5,  9,  128, 1, 5, 355054, 12166.34, 1, 36.94, 1: 25; 2: 22; 3: 15; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 846,  4, 11,  128, 1, 5, 347182, 12166.34, 1, 36.94, 1: 28; 2: 15; 3: 20; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 639,  4, 11,  128, 1, 5, 347182, 12166.34, 1, 36.94, 1: 24; 2: 21; 3: 19; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 518,  4, 12,  128, 1, 5, 375624, 12166.34, 1, 36.94, 1: 22; 2: 27; 3: 14; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 816,  5, 10,  128, 1, 5, 388909, 12166.34, 1, 36.94, 1: 24; 2: 22; 3: 17; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 320,  4, 11,  129, 1, 5, 347182, 12166.34, 1, 36.94, 1: 25; 2: 19; 3: 19; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  78,  5, 10,  129, 1, 5, 388883, 12166.34, 1, 36.94, 1: 24; 2: 22; 3: 16; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 735,  9,  5,  129, 1, 5, 355048, 12166.34, 1, 36.94, 1: 25; 2: 18; 3: 21; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 769,  4, 11,  129, 1, 5, 347182, 12166.34, 1, 36.94, 1: 25; 2: 20; 3: 17; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 786,  7,  7,  129, 1, 5, 381956, 12166.34, 1, 36.94, 1: 24; 2: 20; 3: 20; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 828,  9,  5,  129, 1, 5, 355054, 12166.34, 1, 36.94, 1: 24; 2: 25; 3: 11; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 651,  5, 10,  129, 1, 5, 388809, 12166.34, 1, 36.94, 1: 22; 2: 27; 3: 12; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 447,  4, 12,  129, 1, 5, 375640, 12166.34, 1, 36.94, 1: 22; 2: 24; 3: 18; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 661,  6,  8,  129, 1, 5, 375650, 12166.34, 1, 36.94, 1: 26; 2: 17; 3: 20; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 742,  5, 10,  130, 1, 5, 388930, 12166.34, 1, 36.94, 1: 23; 2: 21; 3: 20; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 733,  5, 10,  130, 1, 5, 388878, 12166.34, 1, 36.94, 1: 29; 2: 17; 3: 13; 4: 2; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 235,  4, 12,  130, 1, 5, 375677, 12166.34, 1, 36.94, 1: 23; 2: 22; 3: 18; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 212,  8,  6,  130, 1, 5, 375570, 12166.34, 1, 36.94, 1: 25; 2: 21; 3: 15; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 200,  5, 10,  130, 1, 5, 388839, 12166.34, 1, 36.94, 1: 23; 2: 21; 3: 20; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 980,  7,  7,  130, 1, 5, 381913, 12166.34, 1, 36.94, 1: 25; 2: 21; 3: 15; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,   3,  9,  5,  130, 1, 5, 355047, 12166.34, 1, 36.94, 1: 24; 2: 22; 3: 15; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 645,  4, 11,  130, 1, 5, 347182, 12166.34, 1, 36.94, 1: 25; 2: 20; 3: 17; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 423,  4, 11,  130, 1, 5, 347182, 12166.34, 1, 36.94, 1: 23; 2: 21; 3: 20; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 414,  5,  9,  130, 1, 5, 355045, 12166.34, 1, 36.94, 1: 23; 2: 24; 3: 15; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 940,  5,  9,  130, 1, 5, 355039, 12166.34, 1, 36.94, 1: 23; 2: 21; 3: 20; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 378,  6,  8,  130, 1, 5, 375633, 12166.34, 1, 36.94, 1: 22; 2: 23; 3: 19; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 865,  5,  9,  130, 1, 5, 355062, 12166.34, 1, 36.94, 1: 24; 2: 19; 3: 21; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 870,  4, 11,  130, 1, 5, 347182, 12166.34, 1, 36.94, 1: 24; 2: 20; 3: 19; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 331,  8,  6,  130, 1, 5, 375654, 12166.34, 1, 36.94, 1: 26; 2: 22; 3: 12; 4: 1; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 811,  4, 12,  131, 1, 5, 375611, 12166.34, 1, 36.94, 1: 21; 2: 24; 3: 19; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 881,  4, 11,  131, 1, 5, 347182, 12166.34, 1, 36.94, 1: 24; 2: 19; 3: 20; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 202,  4, 12,  131, 1, 5, 375659, 12166.34, 1, 36.94, 1: 20; 2: 26; 3: 18; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 433,  5, 10,  132, 1, 5, 388888, 12166.34, 1, 36.94, 1: 22; 2: 23; 3: 17; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 131,  5, 10,  132, 1, 5, 388934, 12166.34, 1, 36.94, 1: 23; 2: 20; 3: 20; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 864,  4, 11,  132, 1, 5, 347182, 12166.34, 1, 36.94, 1: 22; 2: 22; 3: 19; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 368,  5,  9,  133, 1, 5, 355057, 12166.34, 1, 36.94, 1: 26; 2: 16; 3: 20; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 740,  4, 12,  133, 1, 5, 375609, 12166.34, 1, 36.94, 1: 19; 2: 27; 3: 17; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 563,  4, 11,  133, 1, 5, 347182, 12166.34, 1, 36.94, 1: 21; 2: 22; 3: 21; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 156,  4, 12,  133, 1, 5, 375661, 12166.34, 1, 36.94, 1: 20; 2: 25; 3: 18; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 867,  5,  9,  133, 1, 5, 355059, 12166.34, 1, 36.94, 1: 21; 2: 25; 3: 16; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 302,  5, 10,  133, 1, 5, 388874, 12166.34, 1, 36.94, 1: 21; 2: 22; 3: 21; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 290,  4, 12,  133, 1, 5, 375653, 12166.34, 1, 36.94, 1: 24; 2: 21; 3: 16; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 707,  5,  9,  134, 1, 5, 355046, 12166.34, 1, 36.94, 1: 21; 2: 25; 3: 16; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 706,  4, 11,  134, 1, 5, 347182, 12166.34, 1, 36.94, 1: 23; 2: 21; 3: 18; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 805,  4, 11,  134, 1, 5, 347182, 12166.34, 1, 36.94, 1: 21; 2: 21; 3: 22; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 228,  4, 12,  134, 1, 5, 375664, 12166.34, 1, 36.94, 1: 22; 2: 21; 3: 19; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 301,  4, 11,  134, 1, 5, 347182, 12166.34, 1, 36.94, 1: 22; 2: 21; 3: 20; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 558,  8,  6,  134, 1, 5, 375657, 12166.34, 1, 36.94, 1: 23; 2: 20; 3: 19; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 218,  9,  5,  134, 1, 5, 355052, 12166.34, 1, 36.94, 1: 22; 2: 21; 3: 20; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  95,  5,  9,  134, 1, 5, 355051, 12166.34, 1, 36.94, 1: 21; 2: 22; 3: 20; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  47,  4, 11,  134, 1, 5, 347182, 12166.34, 1, 36.94, 1: 21; 2: 21; 3: 22; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 702,  4, 12,  135, 1, 5, 375645, 12166.34, 1, 36.94, 1: 22; 2: 19; 3: 22; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 788,  4, 11,  135, 1, 5, 347182, 12166.34, 1, 36.94, 1: 20; 2: 24; 3: 18; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 965,  5,  9,  135, 1, 5, 355069, 12166.34, 1, 36.94, 1: 20; 2: 24; 3: 19; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 390,  9,  5,  135, 1, 5, 355054, 12166.34, 1, 36.94, 1: 27; 2: 13; 3: 21; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 278,  5,  9,  135, 1, 5, 355051, 12166.34, 1, 36.94, 1: 24; 2: 17; 3: 21; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 999,  4, 12,  136, 1, 5, 375642, 12166.34, 1, 36.94, 1: 20; 2: 24; 3: 18; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 827,  4, 12,  136, 1, 5, 375702, 12166.34, 1, 36.94, 1: 20; 2: 22; 3: 21; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 143,  4, 12,  136, 1, 5, 375648, 12166.34, 1, 36.94, 1: 23; 2: 16; 3: 24; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 443,  4, 12,  136, 1, 5, 375673, 12166.34, 1, 36.94, 1: 21; 2: 21; 3: 21; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  76,  6,  8,  136, 1, 5, 375619, 12166.34, 1, 36.94, 1: 22; 2: 21; 3: 18; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 575,  4, 11,  136, 1, 5, 347182, 12166.34, 1, 36.94, 1: 26; 2: 12; 3: 24; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 523,  4, 11,  136, 1, 5, 347182, 12166.34, 1, 36.94, 1: 21; 2: 20; 3: 22; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 321,  4, 12,  136, 1, 5, 375635, 12166.34, 1, 36.94, 1: 21; 2: 21; 3: 21; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 877,  4, 12,  137, 1, 5, 375679, 12166.34, 1, 36.94, 1: 22; 2: 17; 3: 24; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  31,  4, 11,  137, 1, 5, 347182, 12166.34, 1, 36.94, 1: 19; 2: 25; 3: 17; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 515,  4, 12,  138, 1, 5, 375633, 12166.34, 1, 36.94, 1: 22; 2: 15; 3: 27; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 610,  4, 12,  138, 1, 5, 375655, 12166.34, 1, 36.94, 1: 22; 2: 17; 3: 23; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 936,  4, 12,  138, 1, 5, 375632, 12166.34, 1, 36.94, 1: 23; 2: 17; 3: 21; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 934,  5, 10,  138, 1, 5, 388849, 12166.34, 1, 36.94, 1: 18; 2: 24; 3: 21; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 683,  4, 11,  138, 1, 5, 347182, 12166.34, 1, 36.94, 1: 21; 2: 19; 3: 23; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 897,  4, 12,  138, 1, 5, 375672, 12166.34, 1, 36.94, 1: 21; 2: 17; 3: 26; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 755,  4, 11,  138, 1, 5, 347182, 12166.34, 1, 36.94, 1: 22; 2: 19; 3: 21; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 468,  4, 12,  138, 1, 5, 375645, 12166.34, 1, 36.94, 1: 18; 2: 27; 3: 16; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 170,  4, 12,  139, 1, 5, 375665, 12166.34, 1, 36.94, 1: 20; 2: 18; 3: 26; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 943,  5, 10,  139, 1, 5, 388888, 12166.34, 1, 36.94, 1: 20; 2: 20; 3: 23; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 333,  4, 11,  139, 1, 5, 347182, 12166.34, 1, 36.94, 1: 19; 2: 21; 3: 23; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 630,  5, 10,  139, 1, 5, 388876, 12166.34, 1, 36.94, 1: 18; 2: 23; 3: 22; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 723,  9,  5,  139, 1, 5, 355049, 12166.34, 1, 36.94, 1: 19; 2: 23; 3: 20; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 646,  6,  8,  139, 1, 5, 375610, 12166.34, 1, 36.94, 1: 19; 2: 22; 3: 22; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  49,  4, 12,  139, 1, 5, 375660, 12166.34, 1, 36.94, 1: 20; 2: 21; 3: 21; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 322,  4, 11,  139, 1, 5, 347182, 12166.34, 1, 36.94, 1: 19; 2: 24; 3: 19; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 716,  4, 11,  139, 1, 5, 347182, 12166.34, 1, 36.94, 1: 21; 2: 17; 3: 25; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 537,  6,  8,  140, 1, 5, 375603, 12166.34, 1, 36.94, 1: 21; 2: 19; 3: 21; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 576,  4, 12,  140, 1, 5, 375618, 12166.34, 1, 36.94, 1: 18; 2: 23; 3: 22; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 738,  5,  9,  140, 1, 5, 355045, 12166.34, 1, 36.94, 1: 21; 2: 19; 3: 22; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 300,  9,  5,  140, 1, 5, 355059, 12166.34, 1, 36.94, 1: 24; 2: 21; 3: 13; 5: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 841,  4, 12,  140, 1, 5, 375651, 12166.34, 1, 36.94, 1: 17; 2: 23; 3: 24; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 430,  4, 11,  140, 1, 5, 347182, 12166.34, 1, 36.94, 1: 19; 2: 21; 3: 23; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 858,  4, 11,  141, 1, 5, 347182, 12166.34, 1, 36.94, 1: 16; 2: 27; 3: 19; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 135,  4, 11,  141, 1, 5, 347182, 12166.34, 1, 36.94, 1: 21; 2: 15; 3: 27; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 217,  5,  9,  141, 1, 5, 355051, 12166.34, 1, 36.94, 1: 19; 2: 19; 3: 25; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 724,  4, 11,  141, 1, 5, 347182, 12166.34, 1, 36.94, 1: 21; 2: 20; 3: 20; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 768,  4, 11,  141, 1, 5, 347182, 12166.34, 1, 36.94, 1: 20; 2: 18; 3: 24; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 561,  9,  5,  141, 1, 5, 355051, 12166.34, 1, 36.94, 1: 23; 2: 18; 3: 18; 4: 2; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 600,  4, 11,  142, 1, 5, 347182, 12166.34, 1, 36.94, 1: 19; 2: 19; 3: 24; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 219,  4, 11,  142, 1, 5, 347182, 12166.34, 1, 36.94, 1: 18; 2: 21; 3: 23; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 216,  5,  9,  142, 1, 5, 355062, 12166.34, 1, 36.94, 1: 17; 2: 23; 3: 23; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 294,  4, 12,  142, 1, 5, 375629, 12166.34, 1, 36.94, 1: 18; 2: 20; 3: 25; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 694,  4, 12,  142, 1, 5, 375626, 12166.34, 1, 36.94, 1: 21; 2: 18; 3: 22; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 691,  4, 12,  142, 1, 5, 375685, 12166.34, 1, 36.94, 1: 20; 2: 17; 3: 25; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 698,  4, 11,  142, 1, 5, 347182, 12166.34, 1, 36.94, 1: 20; 2: 18; 3: 24; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  88,  4, 12,  143, 1, 5, 375652, 12166.34, 1, 36.94, 1: 17; 2: 22; 3: 23; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 908,  4, 11,  143, 1, 5, 347182, 12166.34, 1, 36.94, 1: 16; 2: 26; 3: 19; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  38,  5, 10,  143, 1, 5, 388895, 12166.34, 1, 36.94, 1: 19; 2: 18; 3: 26; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 103,  4, 12,  143, 1, 5, 375613, 12166.34, 1, 36.94, 1: 19; 2: 17; 3: 27; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 507,  4, 12,  144, 1, 5, 375628, 12166.34, 1, 36.94, 1: 18; 2: 20; 3: 24; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 749,  4, 11,  144, 1, 5, 347182, 12166.34, 1, 36.94, 1: 18; 2: 23; 3: 19; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  86,  4, 12,  144, 1, 5, 375413, 12166.34, 1, 36.94, 1: 20; 2: 19; 3: 21; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 246,  4, 12,  144, 1, 5, 375586, 12166.34, 1, 36.94, 1: 18; 2: 18; 3: 27; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 981,  4, 12,  144, 1, 5, 375661, 12166.34, 1, 36.94, 1: 17; 2: 22; 3: 23; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 497,  4, 12,  144, 1, 5, 375675, 12166.34, 1, 36.94, 1: 15; 2: 24; 3: 24; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 276,  4, 12,  146, 1, 5, 375645, 12166.34, 1, 36.94, 1: 16; 2: 23; 3: 22; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 941,  4, 12,  146, 1, 5, 375612, 12166.34, 1, 36.94, 1: 18; 2: 20; 3: 23; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 405,  9,  5,  146, 1, 5, 355040, 12166.34, 1, 36.94, 1: 17; 2: 24; 3: 19; 4: 1; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 815,  4, 11,  146, 1, 5, 347182, 12166.34, 1, 36.94, 1: 15; 2: 25; 3: 21; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  15,  9,  5,  147, 1, 5, 355057, 12166.34, 1, 36.94, 1: 14; 2: 24; 3: 24; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 844,  4, 11,  147, 1, 5, 347182, 12166.34, 1, 36.94, 1: 17; 2: 18; 3: 28; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 528,  5,  9,  148, 1, 5, 355041, 12166.34, 1, 36.94, 1: 14; 2: 23; 3: 26; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 719,  4, 11,  148, 1, 5, 347182, 12166.34, 1, 36.94, 1: 17; 2: 19; 3: 24; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 274,  4, 11,  149, 1, 5, 347182, 12166.34, 1, 36.94, 1: 15; 2: 24; 3: 21; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 804,  4, 11,  149, 1, 5, 347182, 12166.34, 1, 36.94, 1: 15; 2: 23; 3: 23; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 731,  5,  9,  149, 1, 5, 355052, 12166.34, 1, 36.94, 1: 16; 2: 18; 3: 29; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 929,  9,  5,  150, 1, 5, 355023, 12166.34, 1, 36.94, 1: 19; 2: 22; 3: 16; 4: 1; 5: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 140,  4, 11,  150, 1, 5, 347182, 12166.34, 1, 36.94, 1: 13; 2: 27; 3: 19; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 499,  4, 11,  150, 1, 5, 347182, 12166.34, 1, 36.94, 1: 17; 2: 18; 3: 26; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 605,  4, 11,  153, 1, 5, 347182, 12166.34, 1, 36.94, 1: 14; 2: 21; 3: 26; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 142,  4, 12,  154, 1, 5, 375550, 12166.34, 1, 36.94, 1: 12; 2: 22; 3: 28; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 701,  4, 12,  155, 1, 5, 375611, 12166.34, 1, 36.94, 1: 16; 2: 18; 3: 24; 4: 4; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 972,  4, 12,  158, 1, 5, 375643, 12166.34, 1, 36.94, 1: 11; 2: 21; 3: 29; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 634,  4, 11,  167, 1, 5, 347182, 12166.34, 1, 36.94, 1: 12; 2: 18; 3: 26; 4: 4; 5: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 557,  5,  9,  127, 1, 6, 355054, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 13; 4: 1; 5: 2; 6: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   1,  4, 12,  129, 1, 6, 375699, 12166.34, 1, 36.94, 1: 25; 2: 21; 3: 16; 4: 2; 6: 1; 
