Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
93(377)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  126, 1, 3, 383595, 32649.12, 64, 0.00, 1: 38; 2: 32; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 904,  4, 12,  156, 1, 5, 377047, 32649.12, 1, 41.62, 1: 29; 2: 28; 3: 14; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 640,  4, 11,  156, 1, 5, 347182, 32649.12, 1, 41.62, 1: 27; 2: 30; 3: 16; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 694,  4, 12,  156, 1, 5, 377000, 32649.12, 1, 41.62, 1: 30; 2: 27; 3: 14; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 249,  4, 12,  156, 1, 5, 377051, 32649.12, 1, 41.62, 1: 28; 2: 31; 3: 13; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 883,  6,  8,  156, 1, 5, 377025, 32649.12, 0, 41.62, 1: 28; 2: 31; 3: 11; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 774,  4, 12,  156, 1, 5, 376979, 32649.12, 1, 41.62, 1: 31; 2: 28; 3: 9; 4: 8; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 978,  5,  9,  156, 1, 5, 355410, 32649.12, 1, 41.62, 1: 27; 2: 34; 3: 10; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 111,  5,  9,  156, 1, 5, 355410, 32649.12, 1, 41.62, 1: 24; 2: 36; 3: 13; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 204,  4, 12,  156, 1, 5, 377047, 32649.12, 1, 41.62, 1: 30; 2: 25; 3: 17; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 453,  6,  8,  157, 1, 5, 376888, 32649.12, 1, 41.62, 1: 28; 2: 30; 3: 13; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 939,  5, 10,  157, 1, 5, 390898, 32649.12, 1, 41.62, 1: 24; 2: 36; 3: 12; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 716,  4, 11,  157, 1, 5, 347182, 32649.12, 1, 41.62, 1: 31; 2: 26; 3: 12; 4: 7; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 387,  4, 11,  157, 1, 5, 347182, 32649.12, 1, 41.62, 1: 29; 2: 28; 3: 13; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 130,  4, 11,  157, 1, 5, 347182, 32649.12, 1, 41.62, 1: 32; 2: 23; 3: 15; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 683,  4, 11,  157, 1, 5, 347182, 32649.12, 1, 41.62, 1: 28; 2: 29; 3: 15; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  27,  4, 11,  157, 1, 5, 347182, 32649.12, 0, 41.62, 1: 28; 2: 28; 3: 16; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 893,  5,  9,  157, 1, 5, 355410, 32649.12, 1, 41.62, 1: 24; 2: 33; 3: 18; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 873,  4, 11,  158, 1, 5, 347182, 32649.12, 1, 41.62, 1: 24; 2: 35; 3: 14; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 135,  4, 11,  158, 1, 5, 347182, 32649.12, 1, 41.62, 1: 26; 2: 33; 3: 11; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 469,  4, 11,  158, 1, 5, 347182, 32649.12, 1, 41.62, 1: 26; 2: 32; 3: 14; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 257,  4, 12,  158, 1, 5, 376923, 32649.12, 1, 41.62, 1: 30; 2: 26; 3: 14; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 895,  4, 11,  158, 1, 5, 347182, 32649.12, 1, 41.62, 1: 27; 2: 32; 3: 12; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 298,  5,  9,  159, 1, 5, 355410, 32649.12, 1, 41.62, 1: 25; 2: 32; 3: 15; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 173,  4, 11,  159, 1, 5, 347182, 32649.12, 1, 41.62, 1: 24; 2: 35; 3: 12; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 959,  5,  9,  159, 1, 5, 355410, 32649.12, 1, 41.62, 1: 23; 2: 35; 3: 15; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 968,  4, 11,  159, 1, 5, 347182, 32649.12, 1, 41.62, 1: 27; 2: 30; 3: 15; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  21,  4, 12,  159, 1, 5, 376853, 32649.12, 1, 41.62, 1: 28; 2: 30; 3: 10; 4: 9; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 621,  6,  8,  159, 1, 5, 377014, 32649.12, 1, 41.62, 1: 28; 2: 32; 3: 9; 4: 5; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 697,  5,  9,  160, 1, 5, 355410, 32649.12, 0, 41.62, 1: 29; 2: 26; 3: 17; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 228,  4, 12,  160, 1, 5, 376920, 32649.12, 1, 41.62, 1: 29; 2: 23; 3: 21; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 229,  4, 11,  160, 1, 5, 347182, 32649.12, 1, 41.62, 1: 24; 2: 36; 3: 11; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 116,  4, 12,  160, 1, 5, 376925, 32649.12, 1, 41.62, 1: 26; 2: 31; 3: 14; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 821,  4, 12,  160, 1, 5, 377049, 32649.12, 1, 41.62, 1: 31; 2: 26; 3: 11; 4: 6; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 167,  5,  9,  161, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 25; 3: 13; 4: 8; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 508,  4, 11,  161, 1, 5, 347182, 32649.12, 1, 41.62, 1: 24; 2: 35; 3: 12; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  75,  4, 12,  161, 1, 5, 376945, 32649.12, 1, 41.62, 1: 26; 2: 30; 3: 15; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 899,  4, 11,  162, 1, 5, 347182, 32649.12, 1, 41.62, 1: 27; 2: 32; 3: 8; 4: 8; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 141,  4, 12,  162, 1, 5, 377016, 32649.12, 0, 41.62, 1: 32; 2: 21; 3: 15; 4: 7; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 881,  4, 11,  162, 1, 5, 347182, 32649.12, 1, 41.62, 1: 26; 2: 27; 3: 19; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 507,  4, 12,  162, 1, 5, 376949, 32649.12, 0, 41.62, 1: 27; 2: 29; 3: 13; 4: 7; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  45,  4, 12,  162, 1, 5, 376944, 32649.12, 1, 41.62, 1: 27; 2: 27; 3: 17; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  34,  4, 11,  163, 1, 5, 347182, 32649.12, 1, 41.62, 1: 25; 2: 31; 3: 14; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  14,  4, 11,  163, 1, 5, 347182, 32649.12, 1, 41.62, 1: 26; 2: 27; 3: 18; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 812,  5, 10,  164, 1, 5, 390834, 32649.12, 1, 41.62, 1: 23; 2: 37; 3: 8; 4: 7; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 540,  4, 12,  165, 1, 5, 376966, 32649.12, 1, 41.62, 1: 29; 2: 22; 3: 17; 4: 9; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 654,  4, 11,  165, 1, 5, 347182, 32649.12, 1, 41.62, 1: 24; 2: 31; 3: 16; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  67,  4, 12,  165, 1, 5, 376929, 32649.12, 1, 41.62, 1: 28; 2: 24; 3: 18; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 706,  4, 11,  165, 1, 5, 347182, 32649.12, 0, 41.62, 1: 25; 2: 28; 3: 18; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  49,  4, 12,  166, 1, 5, 376999, 32649.12, 1, 41.62, 1: 26; 2: 27; 3: 17; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 100,  4, 11,  166, 1, 5, 347182, 32649.12, 1, 41.62, 1: 25; 2: 28; 3: 17; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 452,  5, 10,  166, 1, 5, 390769, 32649.12, 0, 41.62, 1: 27; 2: 26; 3: 16; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 882,  4, 11,  167, 1, 5, 347182, 32649.12, 1, 41.62, 1: 22; 2: 33; 3: 15; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  31,  4, 11,  169, 1, 5, 347182, 32649.12, 0, 41.62, 1: 22; 2: 31; 3: 16; 4: 8; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 140,  4, 11,  171, 1, 5, 347182, 32649.12, 1, 41.62, 1: 25; 2: 29; 3: 13; 4: 6; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 434,  6,  8,  128, 1, 6, 377008, 32649.12, 1, 41.62, 1: 43; 2: 23; 3: 11; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 269,  5, 10,  134, 1, 6, 390746, 32649.12, 1, 41.62, 1: 34; 2: 35; 3: 8; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 553,  8,  6,  134, 1, 6, 377010, 32649.12, 1, 41.62, 1: 42; 2: 23; 3: 10; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 848,  8,  6,  135, 1, 6, 376952, 32649.12, 1, 41.62, 1: 38; 2: 31; 3: 5; 4: 1; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 810,  6,  8,  136, 1, 6, 377003, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 10; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 220,  5,  9,  136, 1, 6, 355410, 32649.12, 1, 41.62, 1: 34; 2: 35; 3: 7; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 410,  8,  6,  137, 1, 6, 377017, 32649.12, 1, 41.62, 1: 38; 2: 28; 3: 8; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 356,  8,  6,  137, 1, 6, 377073, 32649.12, 1, 41.62, 1: 37; 2: 31; 3: 4; 4: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 960,  6,  8,  137, 1, 6, 376986, 32649.12, 1, 41.62, 1: 40; 2: 24; 3: 10; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 513,  5, 10,  138, 1, 6, 390863, 32649.12, 1, 41.62, 1: 37; 2: 28; 3: 10; 4: 1; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 699,  6,  8,  139, 1, 6, 376981, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 12; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 710,  7,  7,  140, 1, 6, 383621, 32649.12, 1, 41.62, 1: 38; 2: 27; 3: 8; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 186,  7,  7,  140, 1, 6, 383663, 32649.12, 1, 41.62, 1: 34; 2: 33; 3: 8; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 869,  5, 10,  140, 1, 6, 390791, 32649.12, 1, 41.62, 1: 32; 2: 35; 3: 8; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 717,  5, 10,  140, 1, 6, 390847, 32649.12, 1, 41.62, 1: 37; 2: 26; 3: 12; 4: 1; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  40,  6,  8,  140, 1, 6, 376849, 32649.12, 1, 41.62, 1: 34; 2: 29; 3: 14; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 487,  9,  5,  140, 1, 6, 355410, 32649.12, 1, 41.62, 1: 38; 2: 25; 3: 11; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 998,  9,  5,  140, 1, 6, 355410, 32649.12, 1, 41.62, 1: 37; 2: 28; 3: 9; 4: 1; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 277,  5, 10,  140, 1, 6, 390741, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 10; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 200,  5, 10,  141, 1, 6, 390814, 32649.12, 1, 41.62, 1: 32; 2: 34; 3: 9; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 671,  5,  9,  141, 1, 6, 355410, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 9; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 784,  8,  6,  141, 1, 6, 377036, 32649.12, 1, 41.62, 1: 37; 2: 26; 3: 11; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 299,  8,  6,  141, 1, 6, 377028, 32649.12, 1, 41.62, 1: 37; 2: 28; 3: 6; 4: 6; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 175,  8,  6,  141, 1, 6, 377002, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 9; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 402,  4, 12,  141, 1, 6, 377000, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 12; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 136,  9,  5,  141, 1, 6, 355410, 32649.12, 1, 41.62, 1: 34; 2: 32; 3: 9; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 778,  7,  7,  142, 1, 6, 383631, 32649.12, 1, 41.62, 1: 32; 2: 32; 3: 12; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  43,  5, 10,  142, 1, 6, 390845, 32649.12, 1, 41.62, 1: 32; 2: 32; 3: 12; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 932,  8,  6,  143, 1, 6, 377052, 32649.12, 1, 41.62, 1: 36; 2: 28; 3: 9; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 125,  5,  9,  143, 1, 6, 355410, 32649.12, 1, 41.62, 1: 31; 2: 34; 3: 10; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 535,  7,  7,  143, 1, 6, 383521, 32649.12, 1, 41.62, 1: 37; 2: 28; 3: 5; 4: 6; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 185,  7,  7,  144, 1, 6, 383635, 32649.12, 1, 41.62, 1: 33; 2: 34; 3: 6; 4: 1; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  52,  4, 11,  144, 1, 6, 347182, 32649.12, 1, 41.62, 1: 31; 2: 34; 3: 10; 4: 1; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,  144, 1, 6, 383559, 32649.12, 1, 41.62, 1: 33; 2: 29; 3: 13; 4: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 758,  7,  7,  145, 1, 6, 383545, 32649.12, 1, 41.62, 1: 32; 2: 34; 3: 7; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 408,  7,  7,  145, 1, 6, 383661, 32649.12, 1, 41.62, 1: 38; 2: 23; 3: 11; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  32,  6,  8,  145, 1, 6, 376959, 32649.12, 1, 41.62, 1: 36; 2: 24; 3: 14; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  76,  6,  8,  146, 1, 6, 376953, 32649.12, 1, 41.62, 1: 35; 2: 30; 3: 6; 4: 3; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 427,  5, 10,  146, 1, 6, 390890, 32649.12, 1, 41.62, 1: 34; 2: 29; 3: 8; 4: 6; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 240,  8,  6,  146, 1, 6, 376892, 32649.12, 1, 41.62, 1: 33; 2: 29; 3: 13; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 646,  6,  8,  146, 1, 6, 377042, 32649.12, 1, 41.62, 1: 34; 2: 29; 3: 9; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 800,  7,  7,  146, 1, 6, 383613, 32649.12, 1, 41.62, 1: 32; 2: 34; 3: 6; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 306,  5,  9,  147, 1, 6, 355410, 32649.12, 1, 41.62, 1: 34; 2: 29; 3: 9; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 336,  7,  7,  147, 1, 6, 383543, 32649.12, 1, 41.62, 1: 32; 2: 32; 3: 8; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 776,  5, 10,  147, 1, 6, 390826, 32649.12, 1, 41.62, 1: 28; 2: 37; 3: 9; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 913,  7,  7,  148, 1, 6, 383566, 32649.12, 1, 41.62, 1: 33; 2: 30; 3: 10; 4: 1; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 326,  6,  8,  148, 1, 6, 376939, 32649.12, 1, 41.62, 1: 29; 2: 34; 3: 11; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 112,  8,  6,  148, 1, 6, 377065, 32649.12, 1, 41.62, 1: 31; 2: 35; 3: 5; 4: 5; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 225,  4, 11,  149, 1, 6, 347182, 32649.12, 1, 41.62, 1: 29; 2: 32; 3: 15; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 911,  9,  5,  149, 1, 6, 355410, 32649.12, 1, 41.62, 1: 33; 2: 26; 3: 15; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 282,  6,  8,  149, 1, 6, 376850, 32649.12, 1, 41.62, 1: 31; 2: 30; 3: 13; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 423,  4, 11,  149, 1, 6, 347182, 32649.12, 1, 41.62, 1: 32; 2: 29; 3: 12; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 836,  4, 11,  149, 1, 6, 347182, 32649.12, 1, 41.62, 1: 31; 2: 32; 3: 10; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 962,  4, 12,  150, 1, 6, 377005, 32649.12, 1, 41.62, 1: 33; 2: 29; 3: 7; 4: 8; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 891,  5,  9,  150, 1, 6, 355410, 32649.12, 1, 41.62, 1: 34; 2: 27; 3: 11; 4: 2; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 615,  6,  8,  151, 1, 6, 376955, 32649.12, 1, 41.62, 1: 34; 2: 27; 3: 10; 4: 3; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 521,  7,  7,  151, 1, 6, 383662, 32649.12, 1, 41.62, 1: 30; 2: 32; 3: 11; 4: 3; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 310,  4, 12,  151, 1, 6, 377009, 32649.12, 1, 41.62, 1: 31; 2: 29; 3: 12; 4: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  72,  9,  5,  152, 1, 6, 355410, 32649.12, 1, 41.62, 1: 30; 2: 32; 3: 11; 4: 1; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 756,  5,  9,  152, 1, 6, 355410, 32649.12, 1, 41.62, 1: 35; 2: 25; 3: 11; 4: 2; 5: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  62,  6,  8,  152, 1, 6, 376953, 32649.12, 1, 41.62, 1: 28; 2: 34; 3: 11; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  10,  9,  5,  152, 1, 6, 355410, 32649.12, 1, 41.62, 1: 29; 2: 35; 3: 8; 4: 3; 5: 1; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 261,  9,  5,  152, 1, 6, 355410, 32649.12, 1, 41.62, 1: 28; 2: 33; 3: 13; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 842,  9,  5,  152, 1, 6, 355410, 32649.12, 1, 41.62, 1: 33; 2: 30; 3: 6; 4: 5; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  81,  4, 11,  152, 1, 6, 347182, 32649.12, 1, 41.62, 1: 31; 2: 28; 3: 13; 4: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 177,  8,  6,  152, 1, 6, 377040, 32649.12, 1, 41.62, 1: 31; 2: 31; 3: 9; 4: 4; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 530,  4, 11,  153, 1, 6, 347182, 32649.12, 1, 41.62, 1: 32; 2: 26; 3: 13; 4: 6; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 761,  9,  5,  153, 1, 6, 355410, 32649.12, 1, 41.62, 1: 30; 2: 32; 3: 10; 4: 2; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 341,  4, 11,  153, 1, 6, 347182, 32649.12, 1, 41.62, 1: 32; 2: 26; 3: 13; 4: 6; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 591,  5, 10,  154, 1, 6, 390846, 32649.12, 1, 41.62, 1: 28; 2: 33; 3: 12; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 601,  4, 12,  154, 1, 6, 377003, 32649.12, 1, 41.62, 1: 33; 2: 26; 3: 11; 4: 6; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 863,  8,  6,  154, 1, 6, 376997, 32649.12, 1, 41.62, 1: 30; 2: 29; 3: 13; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 860,  9,  5,  154, 1, 6, 355410, 32649.12, 1, 41.62, 1: 30; 2: 31; 3: 10; 4: 4; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  71,  9,  5,  154, 1, 6, 355410, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 7; 4: 5; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 616,  5, 10,  154, 1, 6, 390942, 32649.12, 1, 41.62, 1: 29; 2: 31; 3: 13; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 435,  9,  5,  154, 1, 6, 355410, 32649.12, 1, 41.62, 1: 30; 2: 28; 3: 15; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 906,  5,  9,  155, 1, 6, 355410, 32649.12, 1, 41.62, 1: 29; 2: 33; 3: 9; 4: 3; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 413,  5,  9,  155, 1, 6, 355410, 32649.12, 1, 41.62, 1: 30; 2: 32; 3: 7; 4: 6; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 928,  4, 12,  155, 1, 6, 377047, 32649.12, 1, 41.62, 1: 31; 2: 29; 3: 9; 4: 7; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,  155, 1, 6, 383722, 32649.12, 1, 41.62, 1: 30; 2: 30; 3: 11; 4: 4; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 924,  8,  6,  155, 1, 6, 376971, 32649.12, 1, 41.62, 1: 29; 2: 31; 3: 12; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 698,  4, 11,  155, 1, 6, 347182, 32649.12, 1, 41.62, 1: 27; 2: 32; 3: 14; 4: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 635,  5, 10,  156, 1, 6, 390858, 32649.12, 1, 41.62, 1: 31; 2: 27; 3: 14; 4: 2; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 576,  4, 12,  156, 1, 6, 376951, 32649.12, 1, 41.62, 1: 30; 2: 27; 3: 15; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 605,  4, 11,  156, 1, 6, 347182, 32649.12, 1, 41.62, 1: 33; 2: 26; 3: 9; 4: 7; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 351,  4, 11,  156, 1, 6, 347182, 32649.12, 1, 41.62, 1: 31; 2: 28; 3: 11; 4: 6; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 520,  5,  9,  156, 1, 6, 355410, 32649.12, 1, 41.62, 1: 28; 2: 30; 3: 15; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 510,  4, 11,  157, 1, 6, 347182, 32649.12, 1, 41.62, 1: 28; 2: 28; 3: 17; 4: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 415,  5, 10,  157, 1, 6, 390929, 32649.12, 1, 41.62, 1: 29; 2: 32; 3: 9; 4: 4; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 252,  9,  5,  158, 1, 6, 355410, 32649.12, 1, 41.62, 1: 29; 2: 28; 3: 14; 4: 5; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 823,  4, 12,  158, 1, 6, 376918, 32649.12, 1, 41.62, 1: 29; 2: 33; 3: 7; 4: 4; 5: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 660,  4, 12,  158, 1, 6, 377019, 32649.12, 1, 41.62, 1: 31; 2: 28; 3: 10; 4: 5; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 139,  6,  8,  159, 1, 6, 376886, 32649.12, 1, 41.62, 1: 29; 2: 30; 3: 11; 4: 4; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 486,  4, 12,  159, 1, 6, 377007, 32649.12, 1, 41.62, 1: 29; 2: 28; 3: 14; 4: 4; 5: 2; 6: 1; 
