Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
53(788)
Melhor resultado nxn: CD4_T_cell_signaling,  81, 14, 14,  496, 1, 3, 1583841, 110173.38, 0, 0.00, 1: 205; 2: 132; 3: 9; 
CD4_T_cell_signaling, 898, 13, 15,  548, 0, 5, 1568159, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 129; 3: 21; 4: 9; 5: 2; 
CD4_T_cell_signaling, 787,  8, 26,  548, 0, 5, 1663955, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 122; 3: 25; 4: 10; 5: 1; 
CD4_T_cell_signaling, 355, 10, 19,  548, 0, 5, 1526078, 110173.38, 1, 226.77, 0: 4; 1: 175; 2: 140; 3: 16; 4: 10; 5: 1; 
CD4_T_cell_signaling, 428,  8, 25,  548, 0, 5, 1606643, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 115; 3: 24; 4: 13; 5: 1; 
CD4_T_cell_signaling,  12, 14, 14,  548, 0, 5, 1583838, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 116; 3: 21; 4: 12; 5: 3; 
CD4_T_cell_signaling, 297,  8, 25,  548, 0, 5, 1606572, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 116; 3: 23; 4: 12; 5: 2; 
CD4_T_cell_signaling, 616, 16, 12,  548, 0, 5, 1539764, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 116; 3: 23; 4: 12; 5: 2; 
CD4_T_cell_signaling, 615, 11, 18,  548, 0, 5, 1595441, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 131; 3: 17; 4: 11; 5: 2; 
CD4_T_cell_signaling, 188,  9, 22,  548, 0, 5, 1595687, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 117; 3: 23; 4: 9; 5: 4; 
CD4_T_cell_signaling, 971, 15, 13,  548, 0, 5, 1568229, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 125; 3: 19; 4: 9; 5: 4; 
CD4_T_cell_signaling, 580, 12, 16,  548, 0, 5, 1539764, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 122; 3: 26; 4: 8; 5: 2; 
CD4_T_cell_signaling, 867,  8, 26,  549, 0, 5, 1664165, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 127; 3: 23; 4: 10; 5: 1; 
CD4_T_cell_signaling, 998, 16, 12,  549, 0, 5, 1539747, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 133; 3: 14; 4: 10; 5: 4; 
CD4_T_cell_signaling,  10, 14, 14,  549, 0, 5, 1583726, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 123; 3: 20; 4: 12; 5: 2; 
CD4_T_cell_signaling, 930, 11, 18,  549, 0, 5, 1595607, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 113; 3: 24; 4: 10; 5: 4; 
CD4_T_cell_signaling, 598, 12, 17,  549, 0, 5, 1626106, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 112; 3: 30; 4: 5; 5: 5; 
CD4_T_cell_signaling, 721, 12, 17,  549, 0, 5, 1625926, 110173.38, 1, 226.77, 0: 4; 1: 176; 2: 136; 3: 20; 4: 9; 5: 1; 
CD4_T_cell_signaling, 109, 13, 15,  549, 0, 5, 1568197, 110173.38, 1, 226.77, 0: 4; 1: 186; 2: 118; 3: 29; 4: 5; 5: 4; 
CD4_T_cell_signaling, 673, 10, 20,  549, 0, 5, 1606560, 110173.38, 1, 226.77, 0: 4; 1: 193; 2: 113; 3: 19; 4: 12; 5: 5; 
CD4_T_cell_signaling,  64, 15, 13,  549, 0, 5, 1568118, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 128; 3: 19; 4: 11; 5: 2; 
CD4_T_cell_signaling, 137,  8, 26,  549, 0, 5, 1664446, 110173.38, 1, 226.77, 0: 4; 1: 187; 2: 120; 3: 20; 4: 13; 5: 2; 
CD4_T_cell_signaling,  92,  8, 24,  549, 0, 5, 1539713, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 127; 3: 24; 4: 4; 5: 5; 
CD4_T_cell_signaling,  86, 11, 18,  549, 0, 5, 1595498, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 113; 3: 24; 4: 14; 5: 1; 
CD4_T_cell_signaling, 394, 11, 18,  550, 0, 5, 1595569, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 132; 3: 22; 4: 8; 5: 2; 
CD4_T_cell_signaling, 360, 11, 18,  550, 0, 5, 1595571, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 124; 3: 20; 4: 12; 5: 2; 
CD4_T_cell_signaling, 669,  8, 24,  550, 0, 5, 1539719, 110173.38, 1, 226.77, 0: 4; 1: 187; 2: 114; 3: 30; 4: 10; 5: 1; 
CD4_T_cell_signaling, 806, 16, 12,  550, 0, 5, 1539747, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 135; 3: 17; 4: 9; 5: 3; 
CD4_T_cell_signaling, 563,  8, 26,  550, 0, 5, 1664305, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 116; 3: 22; 4: 12; 5: 3; 
CD4_T_cell_signaling, 392, 14, 14,  550, 0, 5, 1583671, 110173.38, 1, 226.77, 0: 4; 1: 177; 2: 134; 3: 20; 4: 10; 5: 1; 
CD4_T_cell_signaling, 320,  9, 21,  550, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 125; 3: 19; 4: 11; 5: 3; 
CD4_T_cell_signaling, 319, 14, 14,  550, 0, 5, 1583748, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 124; 3: 17; 4: 14; 5: 2; 
CD4_T_cell_signaling, 955, 15, 13,  550, 0, 5, 1568149, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 122; 3: 27; 4: 8; 5: 2; 
CD4_T_cell_signaling, 476, 15, 13,  550, 0, 5, 1568007, 110173.38, 1, 226.77, 0: 4; 1: 186; 2: 122; 3: 21; 4: 8; 5: 5; 
CD4_T_cell_signaling, 679, 14, 14,  550, 0, 5, 1583836, 110173.38, 1, 226.77, 0: 4; 1: 180; 2: 128; 3: 23; 4: 10; 5: 1; 
CD4_T_cell_signaling, 819, 16, 12,  550, 0, 5, 1539685, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 121; 3: 28; 4: 9; 5: 1; 
CD4_T_cell_signaling,  39,  9, 22,  550, 0, 5, 1595591, 110173.38, 1, 226.77, 0: 4; 1: 187; 2: 122; 3: 20; 4: 6; 5: 7; 
CD4_T_cell_signaling,  53, 12, 16,  550, 0, 5, 1539743, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 113; 3: 24; 4: 9; 5: 5; 
CD4_T_cell_signaling, 223,  9, 21,  550, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 118; 3: 29; 4: 8; 5: 2; 
CD4_T_cell_signaling, 991,  9, 21,  550, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 131; 3: 20; 4: 11; 5: 1; 
CD4_T_cell_signaling, 176,  8, 24,  550, 0, 5, 1539738, 110173.38, 1, 226.77, 0: 4; 1: 176; 2: 139; 3: 15; 4: 9; 5: 3; 
CD4_T_cell_signaling,  48, 12, 17,  550, 0, 5, 1626192, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 115; 3: 23; 4: 9; 5: 5; 
CD4_T_cell_signaling, 938, 16, 12,  551, 0, 5, 1539705, 110173.38, 1, 226.77, 0: 4; 1: 180; 2: 126; 3: 27; 4: 7; 5: 2; 
CD4_T_cell_signaling, 834, 14, 14,  551, 0, 5, 1583852, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 125; 3: 22; 4: 12; 5: 1; 
CD4_T_cell_signaling, 832, 14, 14,  551, 0, 5, 1583823, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 126; 3: 18; 4: 13; 5: 2; 
CD4_T_cell_signaling, 728,  9, 21,  551, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 180; 2: 128; 3: 22; 4: 11; 5: 1; 
CD4_T_cell_signaling, 380, 10, 20,  551, 0, 5, 1606577, 110173.38, 1, 226.77, 0: 4; 1: 177; 2: 136; 3: 16; 4: 11; 5: 2; 
CD4_T_cell_signaling, 127,  9, 21,  551, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 188; 2: 118; 3: 22; 4: 9; 5: 5; 
CD4_T_cell_signaling, 362, 10, 19,  551, 0, 5, 1526091, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 121; 3: 22; 4: 12; 5: 2; 
CD4_T_cell_signaling, 459, 14, 14,  551, 0, 5, 1583753, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 129; 3: 19; 4: 10; 5: 3; 
CD4_T_cell_signaling, 667, 16, 12,  551, 0, 5, 1539784, 110173.38, 1, 226.77, 0: 4; 1: 174; 2: 139; 3: 19; 4: 8; 5: 2; 
CD4_T_cell_signaling, 245, 12, 17,  551, 0, 5, 1626398, 110173.38, 1, 226.77, 0: 4; 1: 186; 2: 119; 3: 24; 4: 10; 5: 3; 
CD4_T_cell_signaling,  62,  8, 25,  551, 0, 5, 1606290, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 131; 3: 24; 4: 6; 5: 3; 
CD4_T_cell_signaling, 536, 15, 13,  551, 0, 5, 1568188, 110173.38, 1, 226.77, 0: 4; 1: 187; 2: 118; 3: 25; 4: 7; 5: 5; 
CD4_T_cell_signaling, 269, 12, 17,  551, 0, 5, 1626157, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 124; 3: 18; 4: 11; 5: 4; 
CD4_T_cell_signaling, 270,  8, 26,  551, 0, 5, 1664221, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 112; 3: 27; 4: 9; 5: 4; 
CD4_T_cell_signaling, 848, 14, 14,  551, 0, 5, 1583791, 110173.38, 1, 226.77, 0: 4; 1: 186; 2: 122; 3: 17; 4: 15; 5: 2; 
CD4_T_cell_signaling, 765, 10, 19,  551, 0, 5, 1526106, 110173.38, 1, 226.77, 0: 4; 1: 173; 2: 142; 3: 17; 4: 7; 5: 3; 
CD4_T_cell_signaling, 860, 15, 13,  551, 0, 5, 1568168, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 124; 3: 25; 4: 9; 5: 2; 
CD4_T_cell_signaling,  73, 11, 18,  551, 0, 5, 1595628, 110173.38, 1, 226.77, 0: 4; 1: 186; 2: 120; 3: 22; 4: 11; 5: 3; 
CD4_T_cell_signaling, 844, 15, 13,  551, 0, 5, 1568193, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 128; 3: 15; 4: 9; 5: 6; 
CD4_T_cell_signaling, 474, 12, 16,  551, 0, 5, 1539701, 110173.38, 1, 226.77, 0: 4; 1: 180; 2: 128; 3: 24; 4: 7; 5: 3; 
CD4_T_cell_signaling, 462, 13, 15,  552, 0, 5, 1568287, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 133; 3: 18; 4: 11; 5: 2; 
CD4_T_cell_signaling, 846, 10, 20,  552, 0, 5, 1606612, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 130; 3: 24; 4: 8; 5: 2; 
CD4_T_cell_signaling, 885, 11, 18,  552, 0, 5, 1595470, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 131; 3: 22; 4: 9; 5: 2; 
CD4_T_cell_signaling, 522,  8, 24,  552, 0, 5, 1539697, 110173.38, 1, 226.77, 0: 4; 1: 174; 2: 138; 3: 19; 4: 10; 5: 1; 
CD4_T_cell_signaling, 491, 14, 14,  552, 0, 5, 1583819, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 129; 3: 22; 4: 11; 5: 1; 
CD4_T_cell_signaling, 842, 12, 17,  552, 0, 5, 1626168, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 121; 3: 24; 4: 11; 5: 2; 
CD4_T_cell_signaling, 531, 13, 15,  552, 0, 5, 1568178, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 121; 3: 24; 4: 11; 5: 2; 
CD4_T_cell_signaling, 532, 12, 17,  552, 0, 5, 1626166, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 127; 3: 22; 4: 9; 5: 3; 
CD4_T_cell_signaling, 506,  8, 25,  552, 0, 5, 1606554, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 123; 3: 28; 4: 9; 5: 1; 
CD4_T_cell_signaling, 849, 16, 12,  552, 0, 5, 1539714, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 121; 3: 22; 4: 11; 5: 3; 
CD4_T_cell_signaling, 762, 15, 13,  552, 0, 5, 1568221, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 135; 3: 17; 4: 7; 5: 5; 
CD4_T_cell_signaling,  47, 12, 16,  552, 0, 5, 1539679, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 129; 3: 26; 4: 7; 5: 2; 
CD4_T_cell_signaling, 739,  8, 24,  552, 0, 5, 1539715, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 123; 3: 30; 4: 5; 5: 3; 
CD4_T_cell_signaling, 970, 11, 18,  552, 0, 5, 1595621, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 125; 3: 20; 4: 11; 5: 3; 
CD4_T_cell_signaling, 175,  8, 25,  552, 0, 5, 1606640, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 121; 3: 24; 4: 11; 5: 2; 
CD4_T_cell_signaling, 710,  8, 25,  552, 0, 5, 1606168, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 126; 3: 22; 4: 8; 5: 4; 
CD4_T_cell_signaling,  14,  8, 26,  552, 0, 5, 1664156, 110173.38, 1, 226.77, 0: 4; 1: 189; 2: 113; 3: 26; 4: 11; 5: 3; 
CD4_T_cell_signaling, 935,  8, 26,  553, 0, 5, 1664123, 110173.38, 1, 226.77, 0: 4; 1: 177; 2: 128; 3: 30; 4: 5; 5: 2; 
CD4_T_cell_signaling, 273,  9, 22,  553, 0, 5, 1595794, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 123; 3: 25; 4: 10; 5: 2; 
CD4_T_cell_signaling, 519, 14, 14,  553, 0, 5, 1583890, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 126; 3: 27; 4: 9; 5: 1; 
CD4_T_cell_signaling,  22,  8, 26,  553, 0, 5, 1664550, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 107; 3: 33; 4: 10; 5: 2; 
CD4_T_cell_signaling, 910,  8, 24,  553, 0, 5, 1539698, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 118; 3: 27; 4: 9; 5: 3; 
CD4_T_cell_signaling, 904, 16, 12,  553, 0, 5, 1539722, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 127; 3: 19; 4: 10; 5: 4; 
CD4_T_cell_signaling, 104, 15, 13,  553, 0, 5, 1568246, 110173.38, 1, 226.77, 0: 4; 1: 186; 2: 116; 3: 26; 4: 13; 5: 1; 
CD4_T_cell_signaling, 142, 12, 17,  553, 0, 5, 1625984, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 130; 3: 20; 4: 11; 5: 2; 
CD4_T_cell_signaling, 231, 15, 13,  554, 0, 5, 1568044, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 118; 3: 30; 4: 10; 5: 1; 
CD4_T_cell_signaling, 284, 12, 17,  554, 0, 5, 1626032, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 121; 3: 24; 4: 13; 5: 1; 
CD4_T_cell_signaling, 139, 14, 14,  554, 0, 5, 1583811, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 120; 3: 27; 4: 10; 5: 2; 
CD4_T_cell_signaling, 579, 15, 13,  554, 0, 5, 1568059, 110173.38, 1, 226.77, 0: 4; 1: 176; 2: 137; 3: 15; 4: 11; 5: 3; 
CD4_T_cell_signaling, 979, 12, 17,  554, 0, 5, 1626175, 110173.38, 1, 226.77, 0: 4; 1: 187; 2: 115; 3: 25; 4: 13; 5: 2; 
CD4_T_cell_signaling, 729,  9, 21,  555, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 126; 3: 27; 4: 7; 5: 3; 
CD4_T_cell_signaling,   7, 12, 17,  555, 0, 5, 1625766, 110173.38, 1, 226.77, 0: 4; 1: 176; 2: 132; 3: 23; 4: 9; 5: 2; 
CD4_T_cell_signaling, 974, 13, 15,  555, 0, 5, 1568222, 110173.38, 1, 226.77, 0: 4; 1: 180; 2: 125; 3: 25; 4: 10; 5: 2; 
CD4_T_cell_signaling, 253,  8, 25,  555, 0, 5, 1606514, 110173.38, 1, 226.77, 0: 4; 1: 174; 2: 134; 3: 24; 4: 9; 5: 1; 
CD4_T_cell_signaling, 486, 11, 18,  555, 0, 5, 1595634, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 122; 3: 20; 4: 13; 5: 3; 
CD4_T_cell_signaling, 560,  9, 21,  555, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 175; 2: 138; 3: 16; 4: 9; 5: 4; 
CD4_T_cell_signaling, 852,  9, 21,  555, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 126; 3: 20; 4: 13; 5: 2; 
CD4_T_cell_signaling, 751, 15, 13,  555, 0, 5, 1568168, 110173.38, 1, 226.77, 0: 4; 1: 191; 2: 108; 3: 27; 4: 13; 5: 3; 
CD4_T_cell_signaling, 268, 14, 14,  555, 0, 5, 1583846, 110173.38, 1, 226.77, 0: 4; 1: 175; 2: 132; 3: 26; 4: 7; 5: 2; 
CD4_T_cell_signaling, 639,  8, 24,  555, 0, 5, 1539695, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 128; 3: 25; 4: 9; 5: 2; 
CD4_T_cell_signaling, 117, 16, 12,  555, 0, 5, 1539718, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 125; 3: 24; 4: 8; 5: 4; 
CD4_T_cell_signaling, 863,  9, 22,  555, 0, 5, 1595583, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 120; 3: 24; 4: 11; 5: 3; 
CD4_T_cell_signaling, 479, 11, 18,  555, 0, 5, 1595625, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 128; 3: 23; 4: 9; 5: 3; 
CD4_T_cell_signaling, 149, 10, 20,  555, 0, 5, 1606389, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 118; 3: 24; 4: 13; 5: 2; 
CD4_T_cell_signaling, 325,  8, 24,  555, 0, 5, 1539629, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 125; 3: 21; 4: 10; 5: 4; 
CD4_T_cell_signaling, 334,  9, 23,  555, 0, 5, 1649872, 110173.38, 1, 226.77, 0: 4; 1: 188; 2: 113; 3: 27; 4: 10; 5: 4; 
CD4_T_cell_signaling,  35,  9, 22,  555, 0, 5, 1595429, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 117; 3: 26; 4: 12; 5: 2; 
CD4_T_cell_signaling, 868, 10, 20,  556, 0, 5, 1606670, 110173.38, 1, 226.77, 0: 4; 1: 168; 2: 141; 3: 27; 4: 5; 5: 1; 
CD4_T_cell_signaling, 840, 11, 18,  556, 0, 5, 1595472, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 126; 3: 21; 4: 10; 5: 4; 
CD4_T_cell_signaling, 397, 16, 12,  556, 0, 5, 1539694, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 121; 3: 25; 4: 9; 5: 4; 
CD4_T_cell_signaling, 913, 15, 13,  556, 0, 5, 1568188, 110173.38, 1, 226.77, 0: 4; 1: 175; 2: 132; 3: 25; 4: 8; 5: 2; 
CD4_T_cell_signaling, 372, 12, 16,  556, 0, 5, 1539764, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 126; 3: 27; 4: 10; 5: 1; 
CD4_T_cell_signaling, 875, 14, 14,  556, 0, 5, 1583844, 110173.38, 1, 226.77, 0: 4; 1: 173; 2: 140; 3: 17; 4: 8; 5: 4; 
CD4_T_cell_signaling, 468, 12, 17,  556, 0, 5, 1626421, 110173.38, 1, 226.77, 0: 4; 1: 186; 2: 123; 3: 13; 4: 15; 5: 5; 
CD4_T_cell_signaling, 961, 15, 13,  556, 0, 5, 1568044, 110173.38, 1, 226.77, 0: 4; 1: 175; 2: 132; 3: 26; 4: 6; 5: 3; 
CD4_T_cell_signaling, 962, 16, 12,  556, 0, 5, 1539623, 110173.38, 1, 226.77, 0: 4; 1: 188; 2: 112; 3: 28; 4: 10; 5: 4; 
CD4_T_cell_signaling, 753, 10, 19,  556, 0, 5, 1526101, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 122; 3: 21; 4: 14; 5: 2; 
CD4_T_cell_signaling, 731, 11, 18,  557, 0, 5, 1595446, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 129; 3: 21; 4: 12; 5: 2; 
CD4_T_cell_signaling, 493, 11, 18,  557, 0, 5, 1595391, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 120; 3: 26; 4: 13; 5: 1; 
CD4_T_cell_signaling, 352, 14, 14,  557, 0, 5, 1583765, 110173.38, 1, 226.77, 0: 4; 1: 175; 2: 133; 3: 22; 4: 10; 5: 2; 
CD4_T_cell_signaling, 317,  8, 25,  557, 0, 5, 1606609, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 121; 3: 22; 4: 14; 5: 2; 
CD4_T_cell_signaling, 511, 14, 14,  557, 0, 5, 1583785, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 115; 3: 33; 4: 10; 5: 1; 
CD4_T_cell_signaling, 515, 13, 15,  557, 0, 5, 1568149, 110173.38, 1, 226.77, 0: 4; 1: 190; 2: 112; 3: 22; 4: 13; 5: 5; 
CD4_T_cell_signaling, 559, 10, 19,  557, 0, 5, 1526033, 110173.38, 1, 226.77, 0: 4; 1: 177; 2: 126; 3: 29; 4: 9; 5: 1; 
CD4_T_cell_signaling,   1,  8, 26,  558, 0, 5, 1663873, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 121; 3: 25; 4: 11; 5: 3; 
CD4_T_cell_signaling, 883, 15, 13,  558, 0, 5, 1568215, 110173.38, 1, 226.77, 0: 4; 1: 176; 2: 132; 3: 21; 4: 10; 5: 3; 
CD4_T_cell_signaling, 597, 15, 13,  558, 0, 5, 1568301, 110173.38, 1, 226.77, 0: 4; 1: 175; 2: 130; 3: 27; 4: 8; 5: 2; 
CD4_T_cell_signaling, 442,  8, 25,  558, 0, 5, 1606557, 110173.38, 1, 226.77, 0: 4; 1: 185; 2: 114; 3: 29; 4: 12; 5: 2; 
CD4_T_cell_signaling, 133, 16, 12,  558, 0, 5, 1539648, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 124; 3: 15; 4: 14; 5: 5; 
CD4_T_cell_signaling, 654, 10, 20,  558, 0, 5, 1606442, 110173.38, 1, 226.77, 0: 4; 1: 177; 2: 127; 3: 28; 4: 7; 5: 3; 
CD4_T_cell_signaling, 292, 10, 19,  558, 0, 5, 1526096, 110173.38, 1, 226.77, 0: 4; 1: 174; 2: 132; 3: 26; 4: 8; 5: 2; 
CD4_T_cell_signaling, 956,  8, 26,  558, 0, 5, 1664485, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 130; 3: 19; 4: 8; 5: 6; 
CD4_T_cell_signaling, 990, 14, 14,  558, 0, 5, 1583860, 110173.38, 1, 226.77, 0: 4; 1: 173; 2: 136; 3: 22; 4: 8; 5: 3; 
CD4_T_cell_signaling, 831, 14, 14,  558, 0, 5, 1583866, 110173.38, 1, 226.77, 0: 4; 1: 176; 2: 131; 3: 21; 4: 13; 5: 1; 
CD4_T_cell_signaling, 548,  8, 26,  559, 0, 5, 1664287, 110173.38, 1, 226.77, 0: 4; 1: 170; 2: 137; 3: 27; 4: 6; 5: 2; 
CD4_T_cell_signaling, 365,  9, 22,  559, 0, 5, 1595595, 110173.38, 1, 226.77, 0: 4; 1: 177; 2: 132; 3: 16; 4: 15; 5: 2; 
CD4_T_cell_signaling, 487, 16, 12,  559, 0, 5, 1539754, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 118; 3: 29; 4: 11; 5: 2; 
CD4_T_cell_signaling, 242,  9, 23,  559, 0, 5, 1649398, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 120; 3: 23; 4: 13; 5: 3; 
CD4_T_cell_signaling, 916, 10, 19,  559, 0, 5, 1526078, 110173.38, 1, 226.77, 0: 4; 1: 170; 2: 133; 3: 34; 4: 4; 5: 1; 
CD4_T_cell_signaling, 454, 15, 13,  559, 0, 5, 1568132, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 123; 3: 26; 4: 6; 5: 6; 
CD4_T_cell_signaling, 279, 11, 18,  560, 0, 5, 1595531, 110173.38, 1, 226.77, 0: 4; 1: 184; 2: 117; 3: 24; 4: 15; 5: 2; 
CD4_T_cell_signaling, 339,  9, 21,  560, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 175; 2: 132; 3: 22; 4: 10; 5: 3; 
CD4_T_cell_signaling, 745, 12, 16,  560, 0, 5, 1539748, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 127; 3: 24; 4: 9; 5: 4; 
CD4_T_cell_signaling, 200,  8, 26,  560, 0, 5, 1664568, 110173.38, 1, 226.77, 0: 4; 1: 183; 2: 119; 3: 24; 4: 13; 5: 3; 
CD4_T_cell_signaling, 369,  9, 23,  560, 0, 5, 1649648, 110173.38, 1, 226.77, 0: 4; 1: 171; 2: 138; 3: 22; 4: 8; 5: 3; 
CD4_T_cell_signaling, 839, 12, 16,  560, 0, 5, 1539789, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 127; 3: 21; 4: 11; 5: 4; 
CD4_T_cell_signaling, 818, 16, 12,  560, 0, 5, 1539746, 110173.38, 1, 226.77, 0: 4; 1: 178; 2: 124; 3: 29; 4: 8; 5: 3; 
CD4_T_cell_signaling, 496, 13, 15,  560, 0, 5, 1568269, 110173.38, 1, 226.77, 0: 4; 1: 176; 2: 128; 3: 27; 4: 8; 5: 3; 
CD4_T_cell_signaling, 578, 15, 13,  561, 0, 5, 1568283, 110173.38, 1, 226.77, 0: 4; 1: 180; 2: 122; 3: 24; 4: 15; 5: 1; 
CD4_T_cell_signaling,  17,  8, 24,  561, 0, 5, 1539801, 110173.38, 1, 226.77, 0: 4; 1: 182; 2: 120; 3: 25; 4: 11; 5: 4; 
CD4_T_cell_signaling,  44,  8, 24,  561, 0, 5, 1539726, 110173.38, 1, 226.77, 0: 4; 1: 167; 2: 140; 3: 27; 4: 7; 5: 1; 
CD4_T_cell_signaling, 943, 15, 13,  561, 0, 5, 1568239, 110173.38, 1, 226.77, 0: 4; 1: 179; 2: 128; 3: 18; 4: 13; 5: 4; 
CD4_T_cell_signaling, 680, 10, 19,  561, 0, 5, 1526083, 110173.38, 1, 226.77, 0: 4; 1: 166; 2: 143; 3: 25; 4: 6; 5: 2; 
CD4_T_cell_signaling, 705, 15, 13,  561, 0, 5, 1568153, 110173.38, 1, 226.77, 0: 4; 1: 181; 2: 123; 3: 22; 4: 12; 5: 4; 
CD4_T_cell_signaling, 586, 10, 19,  561, 0, 5, 1526114, 110173.38, 1, 226.77, 0: 4; 1: 186; 2: 112; 3: 28; 4: 13; 5: 3; 
CD4_T_cell_signaling, 332,  9, 21,  562, 0, 5, 1527876, 110173.38, 1, 226.77, 0: 4; 1: 173; 2: 131; 3: 26; 4: 11; 5: 1; 
