Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
193(640)
Melhor resultado nxn: CD4_T_cell_signaling, 990, 14, 14,  530, 1, 3, 1583733, 112548.32, 0, 0.00, 1: 183; 2: 142; 3: 21; 
CD4_T_cell_signaling, 572, 14, 14,  683, 0, 21, 1583763, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 130; 3: 37; 4: 17; 5: 11; 6: 2; 7: 2; 21: 1; 
CD4_T_cell_signaling, 734,  8, 26,  695, 0, 21, 1664403, 112548.32, 1, 274.44, 0: 4; 1: 154; 2: 101; 3: 54; 4: 21; 5: 6; 6: 2; 7: 1; 8: 1; 15: 1; 21: 1; 
CD4_T_cell_signaling, 733, 12, 16,  702, 0, 21, 1539722, 112548.32, 1, 274.44, 0: 4; 1: 147; 2: 115; 3: 37; 4: 24; 5: 11; 6: 7; 21: 1; 
CD4_T_cell_signaling, 934,  8, 24,  708, 0, 21, 1539742, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 118; 3: 53; 4: 24; 5: 10; 6: 2; 21: 1; 
CD4_T_cell_signaling,  63, 12, 17,  711, 0, 21, 1626148, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 131; 3: 39; 4: 25; 5: 9; 6: 2; 20: 1; 21: 1; 
CD4_T_cell_signaling,  51, 10, 20,  712, 0, 21, 1606689, 112548.32, 1, 274.44, 0: 4; 1: 146; 2: 108; 3: 46; 4: 22; 5: 12; 6: 6; 7: 1; 21: 1; 
CD4_T_cell_signaling, 375, 10, 19,  713, 0, 21, 1526095, 112548.32, 1, 274.44, 0: 4; 1: 135; 2: 115; 3: 57; 4: 20; 5: 9; 6: 4; 7: 1; 21: 1; 
CD4_T_cell_signaling, 812,  9, 22,  716, 0, 21, 1595549, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 109; 3: 53; 4: 26; 5: 10; 6: 3; 7: 1; 21: 1; 
CD4_T_cell_signaling, 177, 14, 14,  720, 0, 21, 1583785, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 121; 3: 48; 4: 23; 5: 7; 6: 3; 8: 2; 16: 1; 21: 1; 
CD4_T_cell_signaling, 989, 12, 16,  723, 0, 21, 1539734, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 93; 3: 49; 4: 33; 5: 10; 6: 5; 7: 1; 21: 1; 
CD4_T_cell_signaling, 517, 14, 14,  729, 0, 21, 1583769, 112548.32, 0, 274.44, 0: 4; 1: 137; 2: 99; 3: 65; 4: 24; 5: 14; 6: 2; 21: 1; 
CD4_T_cell_signaling, 597, 15, 13,  734, 0, 21, 1568194, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 111; 3: 51; 4: 28; 5: 8; 6: 2; 7: 3; 16: 1; 21: 1; 
CD4_T_cell_signaling, 379, 12, 16,  735, 0, 21, 1539736, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 110; 3: 47; 4: 27; 5: 14; 6: 2; 8: 2; 9: 1; 21: 1; 
CD4_T_cell_signaling, 672, 13, 15,  747, 0, 21, 1568139, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 111; 3: 53; 4: 35; 5: 10; 6: 2; 7: 1; 8: 1; 21: 1; 
CD4_T_cell_signaling, 343, 14, 14,  761, 0, 21, 1583730, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 113; 3: 47; 4: 33; 5: 14; 6: 5; 7: 2; 21: 1; 
CD4_T_cell_signaling, 308, 13, 15,  764, 0, 21, 1568278, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 111; 3: 57; 4: 26; 5: 17; 6: 5; 7: 1; 21: 1; 
CD4_T_cell_signaling, 183, 13, 15,  774, 0, 21, 1568131, 112548.32, 1, 274.44, 0: 4; 1: 110; 2: 121; 3: 60; 4: 35; 5: 10; 6: 4; 7: 1; 21: 1; 
CD4_T_cell_signaling, 484, 13, 15,  781, 0, 21, 1568215, 112548.32, 1, 274.44, 0: 4; 1: 120; 2: 113; 3: 49; 4: 40; 5: 11; 6: 6; 7: 1; 9: 1; 21: 1; 
CD4_T_cell_signaling, 489, 10, 20,  678, 0, 22, 1606510, 112548.32, 1, 274.44, 0: 4; 1: 153; 2: 115; 3: 41; 4: 14; 5: 15; 6: 2; 7: 1; 22: 1; 
CD4_T_cell_signaling, 315, 14, 14,  702, 0, 22, 1583683, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 111; 3: 36; 4: 27; 5: 11; 6: 5; 7: 1; 22: 1; 
CD4_T_cell_signaling, 663, 14, 14,  705, 0, 22, 1583617, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 118; 3: 42; 4: 22; 5: 11; 6: 6; 22: 1; 
CD4_T_cell_signaling, 646, 10, 20,  705, 0, 22, 1606586, 112548.32, 1, 274.44, 0: 4; 1: 143; 2: 109; 3: 53; 4: 23; 5: 7; 6: 6; 22: 1; 
CD4_T_cell_signaling, 492,  8, 26,  707, 0, 22, 1664216, 112548.32, 1, 274.44, 0: 4; 1: 143; 2: 116; 3: 48; 4: 17; 5: 10; 6: 2; 7: 4; 8: 1; 22: 1; 
CD4_T_cell_signaling, 364, 14, 14,  712, 0, 22, 1583749, 112548.32, 1, 274.44, 0: 4; 1: 155; 2: 102; 3: 42; 4: 19; 5: 13; 6: 8; 7: 1; 9: 1; 22: 1; 
CD4_T_cell_signaling, 567,  8, 26,  719, 0, 22, 1664095, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 113; 3: 48; 4: 25; 5: 12; 6: 2; 8: 2; 22: 1; 
CD4_T_cell_signaling, 232, 12, 16,  722, 0, 22, 1539700, 112548.32, 1, 274.44, 0: 4; 1: 153; 2: 101; 3: 37; 4: 28; 5: 13; 6: 7; 7: 1; 8: 1; 22: 1; 
CD4_T_cell_signaling, 585, 10, 20,  731, 0, 22, 1606563, 112548.32, 1, 274.44, 0: 4; 1: 157; 2: 94; 3: 44; 4: 23; 5: 14; 6: 6; 7: 1; 12: 1; 15: 1; 22: 1; 
CD4_T_cell_signaling,  73, 11, 18,  733, 0, 22, 1595579, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 115; 3: 58; 4: 28; 5: 10; 6: 3; 22: 1; 
CD4_T_cell_signaling, 899, 12, 16,  735, 0, 22, 1539764, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 103; 3: 52; 4: 25; 5: 16; 6: 4; 7: 1; 22: 1; 
CD4_T_cell_signaling, 269, 12, 17,  736, 0, 22, 1626202, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 114; 3: 52; 4: 32; 5: 8; 6: 3; 7: 2; 22: 1; 
CD4_T_cell_signaling, 429, 13, 15,  748, 0, 22, 1568177, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 115; 3: 49; 4: 32; 5: 15; 6: 2; 7: 1; 22: 1; 
CD4_T_cell_signaling, 842, 12, 17,  767, 0, 22, 1626138, 112548.32, 1, 274.44, 0: 4; 1: 133; 2: 109; 3: 47; 4: 33; 5: 13; 6: 3; 7: 1; 10: 1; 21: 1; 22: 1; 
CD4_T_cell_signaling, 915, 10, 20,  773, 0, 22, 1606754, 112548.32, 1, 274.44, 0: 4; 1: 119; 2: 118; 3: 62; 4: 19; 5: 16; 6: 4; 7: 1; 8: 1; 15: 1; 22: 1; 
CD4_T_cell_signaling, 912, 12, 16,  780, 0, 22, 1539671, 112548.32, 1, 274.44, 0: 4; 1: 133; 2: 112; 3: 46; 4: 25; 5: 16; 6: 6; 8: 1; 18: 1; 21: 1; 22: 1; 
CD4_T_cell_signaling,  30,  8, 26,  671, 0, 23, 1664213, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 131; 3: 44; 4: 17; 5: 8; 6: 1; 23: 1; 
CD4_T_cell_signaling, 658, 12, 16,  671, 0, 23, 1539700, 112548.32, 0, 274.44, 0: 4; 1: 154; 2: 102; 3: 59; 4: 18; 5: 7; 6: 1; 23: 1; 
CD4_T_cell_signaling, 966, 12, 16,  692, 0, 23, 1539670, 112548.32, 1, 274.44, 0: 4; 1: 146; 2: 115; 3: 49; 4: 16; 5: 11; 6: 3; 9: 1; 23: 1; 
CD4_T_cell_signaling, 773, 14, 14,  695, 0, 23, 1583706, 112548.32, 1, 274.44, 0: 4; 1: 151; 2: 108; 3: 43; 4: 28; 5: 6; 6: 4; 10: 1; 23: 1; 
CD4_T_cell_signaling, 388, 10, 19,  702, 0, 23, 1526094, 112548.32, 0, 274.44, 0: 4; 1: 127; 2: 122; 3: 69; 4: 16; 5: 5; 6: 2; 23: 1; 
CD4_T_cell_signaling,  71, 11, 18,  714, 0, 23, 1595352, 112548.32, 1, 274.44, 0: 4; 1: 148; 2: 115; 3: 39; 4: 22; 5: 12; 6: 3; 7: 1; 23: 2; 
CD4_T_cell_signaling, 970, 11, 18,  722, 0, 23, 1595495, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 113; 3: 49; 4: 21; 5: 13; 6: 4; 7: 2; 23: 1; 
CD4_T_cell_signaling, 983, 10, 20,  727, 0, 23, 1606517, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 117; 3: 44; 4: 20; 5: 11; 6: 6; 7: 4; 23: 1; 
CD4_T_cell_signaling, 403, 10, 19,  731, 0, 23, 1526087, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 125; 3: 48; 4: 30; 5: 10; 6: 2; 7: 1; 23: 1; 
CD4_T_cell_signaling, 201, 15, 13,  753, 0, 23, 1568166, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 119; 3: 46; 4: 30; 5: 13; 6: 3; 8: 1; 15: 1; 23: 1; 
CD4_T_cell_signaling, 755, 12, 17,  756, 0, 23, 1626258, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 116; 3: 47; 4: 30; 5: 14; 6: 6; 7: 1; 23: 1; 
CD4_T_cell_signaling, 708, 10, 19,  759, 0, 23, 1526094, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 115; 3: 51; 4: 30; 5: 18; 6: 2; 7: 1; 23: 1; 
CD4_T_cell_signaling, 624, 13, 15,  768, 0, 23, 1568264, 112548.32, 1, 274.44, 0: 4; 1: 118; 2: 121; 3: 47; 4: 35; 5: 16; 6: 4; 23: 1; 
CD4_T_cell_signaling, 485, 10, 19,  773, 0, 23, 1526092, 112548.32, 1, 274.44, 0: 4; 1: 120; 2: 114; 3: 56; 4: 32; 5: 12; 6: 4; 7: 2; 8: 1; 23: 1; 
CD4_T_cell_signaling, 700, 12, 17,  813, 0, 23, 1626389, 112548.32, 1, 274.44, 0: 4; 1: 121; 2: 111; 3: 52; 4: 32; 5: 13; 6: 8; 7: 2; 15: 1; 21: 1; 23: 1; 
CD4_T_cell_signaling, 861, 11, 18,  669, 0, 24, 1595626, 112548.32, 0, 274.44, 0: 4; 1: 142; 2: 131; 3: 42; 4: 17; 5: 7; 6: 2; 24: 1; 
CD4_T_cell_signaling, 418, 12, 17,  723, 0, 24, 1626132, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 128; 3: 42; 4: 31; 5: 9; 6: 2; 8: 1; 24: 1; 
CD4_T_cell_signaling, 362, 10, 19,  725, 0, 24, 1526087, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 124; 3: 52; 4: 17; 5: 14; 6: 5; 24: 1; 
CD4_T_cell_signaling, 974, 13, 15,  731, 0, 24, 1568262, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 115; 3: 54; 4: 28; 5: 11; 6: 3; 24: 1; 
CD4_T_cell_signaling, 435, 10, 20,  743, 0, 24, 1606605, 112548.32, 1, 274.44, 0: 4; 1: 133; 2: 125; 3: 43; 4: 25; 5: 9; 6: 3; 7: 1; 14: 1; 23: 1; 24: 1; 
CD4_T_cell_signaling, 625, 12, 17,  744, 0, 24, 1626156, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 125; 3: 43; 4: 27; 5: 10; 6: 7; 7: 2; 24: 1; 
CD4_T_cell_signaling, 721, 12, 17,  750, 0, 24, 1626142, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 119; 3: 42; 4: 26; 5: 14; 6: 3; 7: 2; 22: 1; 24: 1; 
CD4_T_cell_signaling, 463, 12, 17,  761, 0, 24, 1626119, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 111; 3: 51; 4: 35; 5: 13; 6: 4; 7: 1; 24: 1; 
CD4_T_cell_signaling, 704, 13, 15,  770, 0, 24, 1568119, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 122; 3: 41; 4: 32; 5: 11; 6: 5; 8: 1; 13: 1; 18: 1; 24: 1; 
CD4_T_cell_signaling, 921, 10, 20,  638, 0, 25, 1606372, 112548.32, 0, 274.44, 0: 4; 1: 158; 2: 117; 3: 47; 4: 15; 5: 4; 25: 1; 
CD4_T_cell_signaling, 541, 11, 18,  672, 0, 25, 1595376, 112548.32, 0, 274.44, 0: 4; 1: 153; 2: 115; 3: 39; 4: 25; 5: 7; 6: 2; 25: 1; 
CD4_T_cell_signaling, 482, 11, 18,  700, 0, 25, 1595595, 112548.32, 1, 274.44, 0: 4; 1: 148; 2: 112; 3: 42; 4: 26; 5: 8; 6: 3; 7: 1; 8: 1; 25: 1; 
CD4_T_cell_signaling, 930, 11, 18,  716, 0, 25, 1595678, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 119; 3: 39; 4: 21; 5: 11; 6: 8; 7: 1; 25: 1; 
CD4_T_cell_signaling, 431,  9, 21,  722, 0, 25, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 127; 3: 50; 4: 23; 5: 11; 6: 2; 7: 1; 25: 1; 
CD4_T_cell_signaling, 794, 10, 19,  728, 0, 25, 1526099, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 117; 3: 53; 4: 27; 5: 12; 6: 2; 25: 1; 
CD4_T_cell_signaling, 788, 11, 18,  729, 0, 25, 1595540, 112548.32, 1, 274.44, 0: 4; 1: 149; 2: 95; 3: 52; 4: 28; 5: 12; 6: 4; 13: 1; 25: 1; 
CD4_T_cell_signaling, 540, 13, 15,  731, 0, 25, 1568217, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 129; 3: 47; 4: 26; 5: 9; 6: 2; 7: 3; 25: 1; 
CD4_T_cell_signaling, 188,  9, 22,  732, 0, 25, 1595608, 112548.32, 1, 274.44, 0: 4; 1: 135; 2: 119; 3: 35; 4: 35; 5: 13; 6: 4; 25: 1; 
CD4_T_cell_signaling, 897, 10, 19,  740, 0, 25, 1526098, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 117; 3: 49; 4: 30; 5: 10; 6: 3; 7: 1; 9: 1; 25: 1; 
CD4_T_cell_signaling, 486, 11, 18,  741, 0, 25, 1595578, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 108; 3: 52; 4: 28; 5: 10; 6: 4; 7: 2; 8: 1; 25: 1; 
CD4_T_cell_signaling, 965, 12, 16,  743, 0, 25, 1539651, 112548.32, 1, 274.44, 0: 4; 1: 133; 2: 116; 3: 47; 4: 27; 5: 9; 6: 5; 7: 3; 8: 1; 25: 1; 
CD4_T_cell_signaling, 384, 12, 17,  750, 0, 25, 1626242, 112548.32, 1, 274.44, 0: 4; 1: 123; 2: 117; 3: 57; 4: 29; 5: 10; 6: 4; 7: 1; 25: 1; 
CD4_T_cell_signaling, 575, 12, 16,  680, 0, 26, 1539723, 112548.32, 1, 274.44, 0: 4; 1: 156; 2: 107; 3: 46; 4: 17; 5: 12; 6: 3; 26: 1; 
CD4_T_cell_signaling, 745, 12, 16,  696, 0, 26, 1539761, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 123; 3: 41; 4: 26; 5: 9; 6: 2; 26: 1; 
CD4_T_cell_signaling, 438, 10, 20,  698, 0, 26, 1606540, 112548.32, 1, 274.44, 0: 4; 1: 159; 2: 107; 3: 33; 4: 23; 5: 13; 6: 3; 7: 1; 8: 1; 10: 1; 26: 1; 
CD4_T_cell_signaling, 304, 10, 19,  721, 0, 26, 1526085, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 109; 3: 58; 4: 20; 5: 16; 6: 1; 26: 1; 
CD4_T_cell_signaling, 310, 11, 18,  727, 0, 26, 1595496, 112548.32, 1, 274.44, 0: 4; 1: 152; 2: 95; 3: 43; 4: 38; 5: 8; 6: 3; 7: 1; 13: 1; 26: 1; 
CD4_T_cell_signaling, 744,  8, 24,  729, 0, 26, 1539704, 112548.32, 1, 274.44, 0: 4; 1: 135; 2: 109; 3: 57; 4: 27; 5: 8; 6: 4; 7: 1; 26: 1; 
CD4_T_cell_signaling, 168, 12, 16,  732, 0, 26, 1539751, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 106; 3: 46; 4: 25; 5: 12; 6: 6; 15: 1; 26: 1; 
CD4_T_cell_signaling, 969, 12, 17,  741, 0, 26, 1626222, 112548.32, 1, 274.44, 0: 4; 1: 122; 2: 124; 3: 52; 4: 29; 5: 11; 6: 3; 26: 1; 
CD4_T_cell_signaling, 581, 10, 19,  743, 0, 26, 1526102, 112548.32, 1, 274.44, 0: 4; 1: 119; 2: 125; 3: 56; 4: 27; 5: 12; 6: 2; 26: 1; 
CD4_T_cell_signaling, 505,  9, 23,  746, 0, 26, 1649842, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 109; 3: 55; 4: 23; 5: 15; 6: 2; 7: 2; 10: 1; 26: 1; 
CD4_T_cell_signaling,  67,  9, 21,  748, 0, 26, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 119; 2: 120; 3: 61; 4: 29; 5: 10; 6: 1; 8: 1; 26: 1; 
CD4_T_cell_signaling, 215,  9, 23,  756, 0, 26, 1649881, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 103; 3: 60; 4: 38; 5: 10; 6: 1; 8: 1; 26: 1; 
CD4_T_cell_signaling, 577,  9, 21,  759, 0, 26, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 108; 3: 56; 4: 34; 5: 10; 6: 2; 7: 1; 15: 1; 26: 1; 
CD4_T_cell_signaling, 142, 12, 17,  773, 0, 26, 1626305, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 110; 3: 55; 4: 24; 5: 23; 6: 2; 7: 2; 26: 1; 
CD4_T_cell_signaling, 249,  9, 21,  697, 0, 27, 1527876, 112548.32, 0, 274.44, 0: 4; 1: 138; 2: 123; 3: 50; 4: 18; 5: 8; 6: 4; 27: 1; 
CD4_T_cell_signaling,  68,  8, 24,  716, 0, 27, 1539740, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 122; 3: 46; 4: 14; 5: 12; 6: 4; 7: 4; 27: 1; 
CD4_T_cell_signaling, 779, 10, 20,  724, 0, 27, 1606604, 112548.32, 0, 274.44, 0: 4; 1: 142; 2: 119; 3: 49; 4: 18; 5: 9; 6: 2; 14: 1; 27: 2; 
CD4_T_cell_signaling, 307, 10, 20,  733, 0, 27, 1606475, 112548.32, 1, 274.44, 0: 4; 1: 161; 2: 95; 3: 48; 4: 13; 5: 16; 6: 5; 7: 1; 16: 1; 26: 1; 27: 1; 
CD4_T_cell_signaling, 902,  9, 23,  736, 0, 27, 1649607, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 119; 3: 45; 4: 36; 5: 9; 6: 3; 27: 1; 
CD4_T_cell_signaling, 114,  9, 21,  738, 0, 27, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 131; 2: 120; 3: 50; 4: 20; 5: 17; 6: 2; 13: 1; 27: 1; 
CD4_T_cell_signaling, 869, 10, 19,  738, 0, 27, 1526080, 112548.32, 1, 274.44, 0: 4; 1: 131; 2: 116; 3: 47; 4: 30; 5: 16; 7: 1; 27: 1; 
CD4_T_cell_signaling, 654, 10, 20,  739, 0, 27, 1606369, 112548.32, 1, 274.44, 0: 4; 1: 154; 2: 101; 3: 44; 4: 24; 5: 10; 6: 6; 17: 1; 25: 1; 27: 1; 
CD4_T_cell_signaling, 301, 12, 17,  741, 0, 27, 1626131, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 114; 3: 54; 4: 32; 5: 10; 6: 3; 27: 1; 
CD4_T_cell_signaling,  58,  9, 23,  741, 0, 27, 1649634, 112548.32, 1, 274.44, 0: 4; 1: 131; 2: 112; 3: 50; 4: 35; 5: 10; 6: 2; 7: 1; 27: 1; 
CD4_T_cell_signaling, 209,  9, 21,  748, 0, 27, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 113; 3: 54; 4: 27; 5: 12; 6: 6; 27: 1; 
CD4_T_cell_signaling, 783,  9, 21,  753, 0, 27, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 123; 2: 117; 3: 57; 4: 26; 5: 15; 6: 2; 7: 1; 27: 1; 
CD4_T_cell_signaling, 475, 10, 19,  753, 0, 27, 1526091, 112548.32, 1, 274.44, 0: 4; 1: 121; 2: 127; 3: 48; 4: 27; 5: 14; 6: 2; 7: 1; 10: 1; 27: 1; 
CD4_T_cell_signaling, 118, 12, 17,  774, 0, 27, 1626314, 112548.32, 0, 274.44, 0: 4; 1: 120; 2: 110; 3: 71; 4: 28; 5: 7; 6: 2; 7: 2; 21: 1; 27: 1; 
CD4_T_cell_signaling, 841,  9, 21,  776, 0, 27, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 110; 3: 55; 4: 27; 5: 18; 6: 4; 16: 1; 27: 1; 
CD4_T_cell_signaling, 292, 10, 19,  782, 0, 27, 1526098, 112548.32, 1, 274.44, 0: 4; 1: 120; 2: 113; 3: 57; 4: 24; 5: 22; 6: 3; 7: 2; 27: 1; 
CD4_T_cell_signaling, 723, 11, 18,  698, 0, 28, 1595636, 112548.32, 1, 274.44, 0: 4; 1: 159; 2: 110; 3: 33; 4: 19; 5: 14; 6: 2; 7: 1; 8: 1; 9: 1; 10: 1; 28: 1; 
CD4_T_cell_signaling, 588, 11, 18,  708, 0, 28, 1595556, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 107; 3: 42; 4: 27; 5: 9; 6: 5; 7: 1; 28: 1; 
CD4_T_cell_signaling, 141, 11, 18,  708, 0, 28, 1595203, 112548.32, 1, 274.44, 0: 4; 1: 153; 2: 96; 3: 54; 4: 24; 5: 9; 6: 4; 8: 1; 28: 1; 
CD4_T_cell_signaling, 620,  9, 22,  712, 0, 28, 1595530, 112548.32, 0, 274.44, 0: 4; 1: 142; 2: 114; 3: 52; 4: 17; 5: 10; 6: 3; 7: 2; 8: 1; 28: 1; 
CD4_T_cell_signaling, 105, 11, 18,  721, 0, 28, 1595567, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 113; 3: 46; 4: 25; 5: 10; 6: 2; 7: 2; 11: 1; 28: 1; 
CD4_T_cell_signaling, 944, 11, 18,  727, 0, 28, 1595623, 112548.32, 1, 274.44, 0: 4; 1: 147; 2: 106; 3: 41; 4: 27; 5: 12; 6: 7; 7: 1; 28: 1; 
CD4_T_cell_signaling, 146,  9, 22,  731, 0, 28, 1595588, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 116; 3: 50; 4: 18; 5: 11; 6: 7; 7: 1; 8: 1; 28: 1; 
CD4_T_cell_signaling, 600,  8, 24,  736, 0, 28, 1539714, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 112; 3: 57; 4: 22; 5: 7; 6: 7; 7: 2; 28: 1; 
CD4_T_cell_signaling, 872,  9, 21,  741, 0, 28, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 108; 3: 74; 4: 27; 5: 6; 6: 1; 7: 1; 28: 1; 
CD4_T_cell_signaling, 626,  9, 21,  747, 0, 28, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 117; 3: 49; 4: 32; 5: 13; 6: 3; 28: 1; 
CD4_T_cell_signaling, 202,  9, 21,  747, 0, 28, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 119; 3: 54; 4: 25; 5: 12; 6: 2; 7: 3; 28: 1; 
CD4_T_cell_signaling,   5,  9, 21,  751, 0, 28, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 117; 3: 46; 4: 32; 5: 14; 6: 3; 7: 1; 28: 1; 
CD4_T_cell_signaling, 870,  9, 23,  762, 0, 28, 1649645, 112548.32, 1, 274.44, 0: 4; 1: 122; 2: 121; 3: 48; 4: 31; 5: 13; 6: 5; 7: 1; 28: 1; 
CD4_T_cell_signaling, 332,  9, 21,  769, 0, 28, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 108; 3: 58; 4: 32; 5: 16; 6: 2; 7: 1; 28: 1; 
CD4_T_cell_signaling, 495, 11, 18,  772, 0, 28, 1595537, 112548.32, 0, 274.44, 0: 4; 1: 134; 2: 101; 3: 64; 4: 24; 5: 12; 6: 2; 8: 3; 24: 1; 28: 1; 
CD4_T_cell_signaling, 559, 10, 19,  780, 0, 28, 1526078, 112548.32, 0, 274.44, 0: 4; 1: 119; 2: 115; 3: 51; 4: 41; 5: 10; 6: 3; 7: 1; 11: 1; 28: 1; 
CD4_T_cell_signaling, 853,  8, 26,  676, 0, 29, 1664304, 112548.32, 1, 274.44, 0: 4; 1: 153; 2: 107; 3: 56; 4: 17; 5: 4; 6: 4; 29: 1; 
CD4_T_cell_signaling, 687,  9, 22,  707, 0, 29, 1595509, 112548.32, 1, 274.44, 0: 4; 1: 149; 2: 111; 3: 40; 4: 27; 5: 8; 6: 3; 7: 3; 29: 1; 
CD4_T_cell_signaling,  87,  9, 21,  716, 0, 29, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 125; 3: 48; 4: 19; 5: 11; 6: 3; 10: 1; 29: 1; 
CD4_T_cell_signaling, 255, 10, 19,  721, 0, 29, 1526097, 112548.32, 1, 274.44, 0: 4; 1: 133; 2: 122; 3: 49; 4: 21; 5: 12; 6: 4; 29: 1; 
CD4_T_cell_signaling, 427,  8, 26,  723, 0, 29, 1663943, 112548.32, 1, 274.44, 0: 4; 1: 143; 2: 110; 3: 50; 4: 21; 5: 10; 6: 3; 7: 3; 8: 1; 29: 1; 
CD4_T_cell_signaling, 711, 10, 19,  759, 0, 29, 1526090, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 104; 3: 60; 4: 25; 5: 13; 6: 4; 7: 3; 29: 1; 
CD4_T_cell_signaling, 895,  9, 23,  760, 0, 29, 1649821, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 126; 3: 43; 4: 28; 5: 15; 6: 3; 7: 1; 14: 1; 29: 1; 
CD4_T_cell_signaling, 759,  9, 22,  765, 0, 29, 1595554, 112548.32, 1, 274.44, 0: 4; 1: 141; 2: 103; 3: 51; 4: 27; 5: 11; 6: 4; 7: 3; 28: 1; 29: 1; 
CD4_T_cell_signaling, 370,  9, 22,  706, 0, 30, 1595417, 112548.32, 1, 274.44, 0: 4; 1: 149; 2: 106; 3: 55; 4: 21; 5: 7; 6: 2; 19: 1; 30: 1; 
CD4_T_cell_signaling, 808,  9, 22,  724, 0, 30, 1595518, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 111; 3: 52; 4: 29; 5: 9; 6: 3; 30: 1; 
CD4_T_cell_signaling, 926,  8, 24,  726, 0, 30, 1539738, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 115; 3: 51; 4: 29; 5: 9; 6: 3; 30: 1; 
CD4_T_cell_signaling, 874,  8, 26,  735, 0, 30, 1664602, 112548.32, 1, 274.44, 0: 4; 1: 147; 2: 99; 3: 53; 4: 26; 5: 12; 6: 3; 19: 1; 30: 1; 
