Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
03(279)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  186, 1, 3, 796171, 20046.63, 0, 0.00, 1: 116; 2: 32; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 403,  6, 17,  177, 0, 4, 805287, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 22; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 385, 12,  8,  177, 0, 4, 764434, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 31; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 991,  7, 13,  177, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 29; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 953,  7, 15,  177, 0, 4, 826815, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 4; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 767,  6, 16,  177, 0, 4, 764360, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 25; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 136,  6, 16,  177, 0, 4, 764402, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 26; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 597,  6, 17,  177, 0, 4, 805251, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 349, 12,  8,  177, 0, 4, 764436, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 795,  6, 18,  177, 0, 4, 845978, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 28; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 901,  6, 18,  178, 0, 4, 845953, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 434,  6, 17,  178, 0, 4, 805211, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 22; 3: 8; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 751, 12,  8,  178, 0, 4, 764369, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 33; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 221,  6, 16,  178, 0, 4, 764386, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 32; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 320,  7, 13,  178, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 908,  6, 18,  178, 0, 4, 846149, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 32; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  26,  6, 17,  178, 0, 4, 805045, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 27; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 548,  6, 16,  178, 0, 4, 764342, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 30; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 596,  6, 16,  178, 0, 4, 764431, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 23; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 451,  6, 18,  178, 0, 4, 846341, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 23; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 779,  7, 14,  178, 0, 4, 780815, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 28; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 246,  6, 17,  178, 0, 4, 805222, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 23; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 241,  6, 18,  178, 0, 4, 846061, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 32; 3: 3; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 892,  7, 14,  178, 0, 4, 780930, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 27; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  68,  7, 13,  178, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 28; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 649,  6, 16,  178, 0, 4, 764401, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 28; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 738,  6, 16,  178, 0, 4, 764323, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 24; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 948,  6, 18,  178, 0, 4, 846675, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 23; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 162,  6, 16,  178, 0, 4, 764424, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 29; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 951,  7, 14,  178, 0, 4, 780659, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 25; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  57,  7, 13,  178, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 939,  6, 17,  178, 0, 4, 805254, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 33; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 343,  6, 17,  178, 0, 4, 805047, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 805,  6, 17,  178, 0, 4, 805017, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 800,  7, 13,  178, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 24; 3: 10; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 387,  6, 18,  178, 0, 4, 846534, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 24; 3: 10; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 118, 12,  8,  178, 0, 4, 764396, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 576,  7, 15,  178, 0, 4, 826873, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 968,  6, 16,  178, 0, 4, 764385, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 27; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 147,  6, 17,  178, 0, 4, 805055, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 30; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 321,  6, 18,  178, 0, 4, 845993, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 30; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 771,  6, 18,  179, 0, 4, 846068, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 308,  7, 13,  179, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 30; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 707,  6, 18,  179, 0, 4, 846135, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 315,  6, 17,  179, 0, 4, 804914, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 29; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 316,  6, 17,  179, 0, 4, 804984, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  76,  6, 16,  179, 0, 4, 764402, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 27; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 793,  6, 18,  179, 0, 4, 846431, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 415,  6, 18,  179, 0, 4, 845896, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  37,  6, 18,  179, 0, 4, 846285, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 25; 3: 10; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 430,  6, 18,  179, 0, 4, 846334, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 4; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 832,  6, 16,  179, 0, 4, 764291, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 31; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 340,  6, 17,  179, 0, 4, 804987, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 30; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 333,  8, 12,  179, 0, 4, 764387, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 28; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  82,  6, 18,  179, 0, 4, 845939, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 28; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 977,  6, 16,  179, 0, 4, 764308, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 22; 3: 7; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 872,  6, 16,  179, 0, 4, 764339, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 23; 3: 11; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 874,  7, 13,  179, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 27; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 982,  6, 16,  179, 0, 4, 764446, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 182,  8, 12,  179, 0, 4, 764361, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   1,  6, 18,  179, 0, 4, 846261, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 24; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 529,  6, 17,  179, 0, 4, 805229, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 894,  7, 13,  179, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 23; 3: 14; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 584,  6, 16,  179, 0, 4, 764460, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 26; 3: 5; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 107,  6, 17,  179, 0, 4, 805206, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 131, 12,  8,  179, 0, 4, 764414, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 29; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 192,  6, 17,  180, 0, 4, 804937, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 31; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 919, 12,  8,  180, 0, 4, 764149, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 25; 3: 6; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 196,  6, 16,  180, 0, 4, 764330, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 31; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 578,  7, 14,  180, 0, 4, 780809, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 25; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 669, 12,  8,  180, 0, 4, 764259, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 31; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 871,  6, 18,  180, 0, 4, 846112, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 929,  7, 15,  180, 0, 4, 826799, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 28; 3: 12; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   6,  6, 18,  180, 0, 4, 846247, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 341,  6, 18,  180, 0, 4, 846312, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 29; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  12,  6, 18,  180, 0, 4, 846403, 20046.63, 1, 74.24, 0: 25; 1: 80; 2: 38; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 369,  7, 13,  180, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 3; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 443,  6, 18,  180, 0, 4, 846502, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 984, 10, 10,  180, 0, 4, 795702, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 30; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 232,  6, 18,  180, 0, 4, 846526, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   4,  6, 16,  180, 0, 4, 764460, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 23; 3: 7; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 615,  6, 16,  180, 0, 4, 764352, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  23,  6, 16,  180, 0, 4, 764420, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 697,  7, 14,  180, 0, 4, 780661, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 600,  7, 14,  180, 0, 4, 780752, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 30; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 797,  6, 16,  181, 0, 4, 764369, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 759,  6, 17,  181, 0, 4, 805146, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 30; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 573,  6, 17,  181, 0, 4, 805222, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 28; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 561,  6, 17,  181, 0, 4, 805206, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 24; 3: 10; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 944,  6, 18,  181, 0, 4, 846089, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 29; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 335, 12,  8,  181, 0, 4, 764310, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 24; 3: 7; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 441,  6, 17,  181, 0, 4, 805306, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 22; 3: 14; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 250,  6, 18,  181, 0, 4, 846558, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 29; 3: 3; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 236,  6, 18,  181, 0, 4, 846179, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 28; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 233,  6, 16,  181, 0, 4, 764333, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 698,  6, 16,  181, 0, 4, 764399, 20046.63, 1, 74.24, 0: 25; 1: 82; 2: 32; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 217,  6, 16,  181, 0, 4, 764354, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 27; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 729,  6, 16,  181, 0, 4, 764454, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 32; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 537,  6, 16,  181, 0, 4, 764451, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 29; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 544,  7, 14,  181, 0, 4, 780506, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 28; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 945,  6, 17,  181, 0, 4, 805344, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 28; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 159,  6, 16,  182, 0, 4, 764498, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 25; 3: 10; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 606,  6, 17,  182, 0, 4, 805262, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 25; 3: 7; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 120,  6, 16,  182, 0, 4, 764376, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 29; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 783,  6, 16,  182, 0, 4, 764462, 20046.63, 1, 74.24, 0: 25; 1: 82; 2: 33; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 492,  6, 16,  182, 0, 4, 764450, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 28; 3: 13; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 838,  6, 16,  182, 0, 4, 764330, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 26; 3: 2; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 639,  6, 16,  183, 0, 4, 763926, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 27; 3: 11; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 897,  6, 18,  183, 0, 4, 846166, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 27; 3: 11; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 785,  6, 17,  183, 0, 4, 805230, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 30; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 590,  6, 18,  183, 0, 4, 846089, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 25; 3: 9; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  61,  6, 16,  183, 0, 4, 764298, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 30; 3: 5; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 565,  6, 18,  184, 0, 4, 846059, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 26; 3: 12; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 870,  6, 17,  185, 0, 4, 804694, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 26; 3: 8; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 656,  6, 18,  185, 0, 4, 846405, 20046.63, 1, 74.24, 0: 25; 1: 83; 2: 30; 3: 6; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 224,  6, 18,  193, 0, 4, 846279, 20046.63, 1, 74.24, 0: 25; 1: 78; 2: 31; 3: 11; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 491, 10, 10,  164, 0, 5, 795921, 20046.63, 1, 74.24, 0: 25; 1: 97; 2: 20; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 547, 11,  9,  166, 0, 5, 785908, 20046.63, 1, 74.24, 0: 25; 1: 95; 2: 21; 3: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 766, 11,  9,  166, 0, 5, 785974, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 26; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 133, 11,  9,  167, 0, 5, 786203, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 27; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 909, 11,  9,  167, 0, 5, 785702, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 28; 3: 2; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 605, 11,  9,  167, 0, 5, 786143, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 27; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  10, 11,  9,  168, 0, 5, 786250, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 32; 3: 2; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 844, 11,  9,  168, 0, 5, 786252, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 27; 3: 3; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 807,  7, 15,  168, 0, 5, 827016, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 25; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 226, 11,  9,  168, 0, 5, 786106, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 26; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 503,  9, 11,  169, 0, 5, 786094, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 421, 10, 10,  169, 0, 5, 795471, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 26; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 712,  9, 11,  169, 0, 5, 786282, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 7; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 574, 12,  8,  169, 0, 5, 764334, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 22; 3: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 474,  8, 12,  169, 0, 5, 764476, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 26; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 684,  9, 11,  169, 0, 5, 786367, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 32; 3: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 303,  9, 11,  169, 0, 5, 786047, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 26; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 299, 10, 10,  169, 0, 5, 795756, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 30; 3: 2; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 462,  9, 11,  170, 0, 5, 786176, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 3; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 819,  7, 14,  170, 0, 5, 780761, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 25; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 915,  8, 12,  170, 0, 5, 764290, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 27; 3: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 530, 10, 10,  170, 0, 5, 795869, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 3; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 541,  9, 11,  170, 0, 5, 786264, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 29; 3: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 799, 10, 10,  170, 0, 5, 796089, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 27; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 493, 10, 10,  170, 0, 5, 795879, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 6; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 432, 12,  8,  170, 0, 5, 764257, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 22; 3: 8; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 928,  7, 15,  170, 0, 5, 826679, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 29; 3: 3; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 986, 12,  8,  170, 0, 5, 764450, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 32; 3: 3; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 963, 12,  8,  170, 0, 5, 764510, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 23; 3: 6; 4: 2; 5: 1; 
