Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
22(516)
Melhor resultado nxn: Glucose_Repression_Signaling_2009,  44,  9,  9,  127, 1, 2, 639230, 16081.55, 70, 0.00, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009,  79,  7, 12,  133, 1, 4, 658838, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 674, 11,  7,  133, 1, 4, 613063, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 648,  9,  9,  133, 1, 4, 639123, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 650,  6, 13,  133, 1, 4, 619510, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 549,  9,  9,  133, 1, 4, 639159, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 618, 11,  7,  133, 1, 4, 613169, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 561, 11,  7,  134, 1, 4, 613271, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 868,  8, 10,  134, 1, 4, 634010, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 229,  6, 13,  134, 1, 4, 619538, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 857, 11,  7,  134, 1, 4, 613192, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 849, 11,  7,  134, 1, 4, 613224, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 848,  6, 14,  134, 1, 4, 658889, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 845,  7, 12,  134, 1, 4, 658891, 16081.55, 1, 50.60, 1: 82; 2: 22; 4: 2; 
Glucose_Repression_Signaling_2009, 276, 10,  8,  134, 1, 4, 634072, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 281,  7, 12,  134, 1, 4, 658971, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 455, 10,  8,  134, 1, 4, 634009, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 338,  6, 14,  134, 1, 4, 658746, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 541, 10,  8,  134, 1, 4, 634067, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 375,  9,  9,  134, 1, 4, 639140, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 518,  8, 10,  134, 1, 4, 633868, 16081.55, 1, 50.60, 1: 82; 2: 21; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 215, 10,  8,  134, 1, 4, 633892, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 677,  7, 11,  134, 1, 4, 612980, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 672,  8, 10,  134, 1, 4, 634114, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 922,  7, 11,  134, 1, 4, 613096, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 924, 10,  8,  134, 1, 4, 633858, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 122,  7, 12,  134, 1, 4, 658574, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 118, 11,  7,  134, 1, 4, 613238, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 105,  6, 13,  134, 1, 4, 619553, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 657,  9,  9,  134, 1, 4, 639140, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 617, 11,  7,  134, 1, 4, 613249, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 619,  6, 13,  134, 1, 4, 619366, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009,   2,  6, 14,  134, 1, 4, 658912, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 998, 11,  7,  134, 1, 4, 613207, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 636,  6, 14,  134, 1, 4, 658901, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 490,  9,  9,  134, 1, 4, 639505, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 466, 11,  7,  134, 1, 4, 613331, 16081.55, 1, 50.60, 1: 81; 2: 23; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 717,  7, 12,  134, 1, 4, 658381, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 524, 10,  8,  134, 1, 4, 634077, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 728,  7, 11,  134, 1, 4, 613220, 16081.55, 1, 50.60, 1: 80; 2: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 776, 10,  8,  135, 1, 4, 634219, 16081.55, 1, 50.60, 1: 81; 2: 23; 4: 2; 
Glucose_Repression_Signaling_2009, 735,  7, 11,  135, 1, 4, 613220, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 371,  9,  9,  135, 1, 4, 639123, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 711,  6, 14,  135, 1, 4, 658667, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 376, 11,  7,  135, 1, 4, 613280, 16081.55, 1, 50.60, 1: 81; 2: 23; 4: 2; 
Glucose_Repression_Signaling_2009, 780,  8, 10,  135, 1, 4, 634240, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009,  48,  7, 12,  135, 1, 4, 658583, 16081.55, 1, 50.60, 1: 81; 2: 22; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 359,  7, 11,  135, 1, 4, 613203, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 786,  7, 11,  135, 1, 4, 613060, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 948,  7, 12,  135, 1, 4, 658434, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 691,  8, 10,  135, 1, 4, 634140, 16081.55, 1, 50.60, 1: 81; 2: 22; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 790, 10,  8,  135, 1, 4, 633933, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 353,  7, 11,  135, 1, 4, 613228, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 864, 11,  7,  135, 1, 4, 613182, 16081.55, 1, 50.60, 1: 81; 2: 22; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 346,  6, 13,  135, 1, 4, 619443, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 928,  7, 12,  135, 1, 4, 658994, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 687,  7, 12,  135, 1, 4, 658640, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 582,  7, 11,  135, 1, 4, 613252, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 557, 11,  7,  135, 1, 4, 613251, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 129,  8, 10,  135, 1, 4, 634203, 16081.55, 1, 50.60, 1: 81; 2: 23; 4: 2; 
Glucose_Repression_Signaling_2009, 156, 10,  8,  135, 1, 4, 633963, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 314, 11,  7,  135, 1, 4, 613146, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 814,  7, 12,  135, 1, 4, 658271, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 311,  9,  9,  135, 1, 4, 639238, 16081.55, 1, 50.60, 1: 82; 2: 21; 3: 1; 4: 2; 
Glucose_Repression_Signaling_2009, 309,  7, 11,  135, 1, 4, 613286, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 216,  6, 13,  135, 1, 4, 619883, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 167,  7, 11,  135, 1, 4, 613275, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 298,  6, 13,  135, 1, 4, 619496, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 207,  5, 15,  135, 1, 4, 596167, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 248, 11,  7,  135, 1, 4, 613136, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 529, 10,  8,  135, 1, 4, 634344, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 449,  8, 10,  135, 1, 4, 634246, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009,   3,  6, 13,  135, 1, 4, 619524, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 533,  8, 10,  135, 1, 4, 634087, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009,  11,  7, 12,  135, 1, 4, 658626, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 628,  8, 10,  135, 1, 4, 634181, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 430,  5, 15,  135, 1, 4, 596376, 16081.55, 1, 50.60, 1: 81; 2: 22; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009,  22,  7, 11,  135, 1, 4, 613251, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 416,  6, 14,  135, 1, 4, 658655, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009,  28,  7, 12,  135, 1, 4, 658905, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 975,  6, 13,  135, 1, 4, 619672, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009,  41,  7, 12,  135, 1, 4, 658830, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 536,  6, 13,  135, 1, 4, 619726, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 405,  6, 13,  135, 1, 4, 619377, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 968,  7, 11,  135, 1, 4, 613005, 16081.55, 1, 50.60, 1: 79; 2: 26; 4: 1; 
Glucose_Repression_Signaling_2009, 621,  8, 10,  135, 1, 4, 634278, 16081.55, 1, 50.60, 1: 81; 2: 23; 4: 2; 
Glucose_Repression_Signaling_2009, 412,  6, 13,  135, 1, 4, 619568, 16081.55, 1, 50.60, 1: 80; 2: 24; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 581,  6, 14,  136, 1, 4, 658554, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 706, 11,  7,  136, 1, 4, 613143, 16081.55, 1, 50.60, 1: 80; 2: 24; 4: 2; 
Glucose_Repression_Signaling_2009, 723,  6, 13,  136, 1, 4, 619441, 16081.55, 1, 50.60, 1: 80; 2: 23; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 834,  6, 14,  136, 1, 4, 657571, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009,   7, 11,  7,  136, 1, 4, 613093, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009,   4, 10,  8,  136, 1, 4, 633976, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 899,  7, 11,  136, 1, 4, 613286, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 392,  9,  9,  136, 1, 4, 638998, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 227, 11,  7,  136, 1, 4, 613272, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 263,  8, 10,  136, 1, 4, 634009, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 820,  7, 11,  136, 1, 4, 613249, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 895,  6, 13,  136, 1, 4, 619379, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 451,  7, 11,  136, 1, 4, 613295, 16081.55, 1, 50.60, 1: 80; 2: 23; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 823,  6, 14,  136, 1, 4, 658379, 16081.55, 1, 50.60, 1: 80; 2: 23; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 673,  8, 10,  136, 1, 4, 634079, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 188, 11,  7,  136, 1, 4, 613252, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 284, 11,  7,  136, 1, 4, 613256, 16081.55, 1, 50.60, 1: 80; 2: 23; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 736,  8, 10,  136, 1, 4, 634001, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 568,  7, 12,  136, 1, 4, 658953, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 983,  8, 10,  136, 1, 4, 633930, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 362,  6, 14,  136, 1, 4, 658678, 16081.55, 1, 50.60, 1: 80; 2: 23; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  136, 1, 4, 613328, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 571,  5, 16,  136, 1, 4, 634307, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 243,  5, 15,  136, 1, 4, 596597, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 261,  7, 11,  136, 1, 4, 613107, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 934,  6, 14,  136, 1, 4, 658785, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 421,  9,  9,  136, 1, 4, 639143, 16081.55, 1, 50.60, 1: 81; 2: 22; 3: 1; 4: 2; 
Glucose_Repression_Signaling_2009,  20,  6, 13,  136, 1, 4, 619575, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 318, 11,  7,  136, 1, 4, 613080, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 496,  8, 10,  136, 1, 4, 634048, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 234,  6, 13,  136, 1, 4, 619538, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 836,  9,  9,  136, 1, 4, 639222, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009,  18,  9,  9,  136, 1, 4, 639023, 16081.55, 1, 50.60, 1: 81; 2: 22; 3: 1; 4: 2; 
Glucose_Repression_Signaling_2009, 336,  7, 11,  136, 1, 4, 613181, 16081.55, 1, 50.60, 1: 79; 2: 25; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 331, 10,  8,  136, 1, 4, 634169, 16081.55, 1, 50.60, 1: 81; 2: 22; 3: 1; 4: 2; 
Glucose_Repression_Signaling_2009, 920,  7, 12,  136, 1, 4, 658550, 16081.55, 1, 50.60, 1: 80; 2: 23; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 727,  7, 12,  136, 1, 4, 658452, 16081.55, 1, 50.60, 1: 78; 2: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 460, 11,  7,  137, 1, 4, 613250, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 855,  7, 12,  137, 1, 4, 658622, 16081.55, 1, 50.60, 1: 79; 2: 25; 4: 2; 
Glucose_Repression_Signaling_2009, 240,  5, 16,  137, 1, 4, 633791, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 247,  8, 10,  137, 1, 4, 634046, 16081.55, 1, 50.60, 1: 79; 2: 24; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 680,  6, 14,  137, 1, 4, 658944, 16081.55, 1, 50.60, 1: 79; 2: 24; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 600,  9,  9,  137, 1, 4, 639170, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 509,  6, 13,  137, 1, 4, 619587, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009,  10,  9,  9,  137, 1, 4, 638889, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 985,  7, 12,  137, 1, 4, 659037, 16081.55, 1, 50.60, 1: 81; 2: 21; 3: 2; 4: 2; 
Glucose_Repression_Signaling_2009,  24,  9,  9,  137, 1, 4, 639093, 16081.55, 1, 50.60, 1: 79; 2: 25; 4: 2; 
Glucose_Repression_Signaling_2009,  32,  5, 16,  137, 1, 4, 634088, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 520,  6, 13,  137, 1, 4, 619664, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 652,  6, 13,  137, 1, 4, 619185, 16081.55, 1, 50.60, 1: 79; 2: 24; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009,  67,  5, 16,  137, 1, 4, 634062, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009,  96,  7, 12,  137, 1, 4, 658852, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 190,  6, 14,  137, 1, 4, 657677, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  137, 1, 4, 619676, 16081.55, 1, 50.60, 1: 80; 2: 22; 3: 3; 4: 1; 
Glucose_Repression_Signaling_2009, 111,  6, 13,  137, 1, 4, 619657, 16081.55, 1, 50.60, 1: 80; 2: 23; 3: 1; 4: 2; 
Glucose_Repression_Signaling_2009, 583,  6, 13,  137, 1, 4, 619625, 16081.55, 1, 50.60, 1: 79; 2: 25; 4: 2; 
Glucose_Repression_Signaling_2009, 495,  6, 13,  137, 1, 4, 619700, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 667,  7, 12,  137, 1, 4, 658768, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 906,  9,  9,  137, 1, 4, 639087, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 669,  6, 14,  137, 1, 4, 658406, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 161,  8, 10,  137, 1, 4, 633989, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 799,  7, 12,  137, 1, 4, 658839, 16081.55, 1, 50.60, 1: 81; 2: 20; 3: 4; 4: 1; 
Glucose_Repression_Signaling_2009, 295,  8, 10,  137, 1, 4, 634079, 16081.55, 1, 50.60, 1: 81; 2: 21; 3: 2; 4: 2; 
Glucose_Repression_Signaling_2009, 299,  5, 16,  137, 1, 4, 634150, 16081.55, 1, 50.60, 1: 79; 2: 24; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 562,  9,  9,  137, 1, 4, 639146, 16081.55, 1, 50.60, 1: 81; 2: 21; 3: 2; 4: 2; 
Glucose_Repression_Signaling_2009, 822,  6, 14,  137, 1, 4, 658330, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 477,  6, 14,  137, 1, 4, 658672, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 320,  7, 11,  137, 1, 4, 613370, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 337,  7, 11,  137, 1, 4, 613138, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 471,  6, 13,  137, 1, 4, 619617, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 726,  5, 16,  137, 1, 4, 634223, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 344, 10,  8,  137, 1, 4, 633920, 16081.55, 1, 50.60, 1: 80; 2: 22; 3: 3; 4: 1; 
Glucose_Repression_Signaling_2009, 464, 11,  7,  137, 1, 4, 613128, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 351,  5, 15,  137, 1, 4, 596446, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 357,  6, 14,  137, 1, 4, 658830, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 368,  9,  9,  137, 1, 4, 639266, 16081.55, 1, 50.60, 1: 79; 2: 25; 4: 2; 
Glucose_Repression_Signaling_2009, 689,  9,  9,  137, 1, 4, 639465, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 445,  6, 14,  137, 1, 4, 659114, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 275, 11,  7,  137, 1, 4, 613274, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 266,  7, 11,  137, 1, 4, 613183, 16081.55, 1, 50.60, 1: 79; 2: 25; 4: 2; 
Glucose_Repression_Signaling_2009, 482, 10,  8,  137, 1, 4, 634097, 16081.55, 1, 50.60, 1: 77; 2: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 425, 10,  8,  138, 1, 4, 633942, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 494,  5, 16,  138, 1, 4, 634024, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 172,  7, 11,  138, 1, 4, 613278, 16081.55, 1, 50.60, 1: 76; 2: 29; 4: 1; 
Glucose_Repression_Signaling_2009, 397,  7, 12,  138, 1, 4, 658734, 16081.55, 1, 50.60, 1: 76; 2: 29; 4: 1; 
Glucose_Repression_Signaling_2009, 305,  6, 13,  138, 1, 4, 619714, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 766,  7, 11,  138, 1, 4, 613260, 16081.55, 1, 50.60, 1: 76; 2: 29; 4: 1; 
Glucose_Repression_Signaling_2009, 986,  5, 16,  138, 1, 4, 634287, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 982,  9,  9,  138, 1, 4, 638723, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 842, 11,  7,  138, 1, 4, 613117, 16081.55, 1, 50.60, 1: 76; 2: 29; 4: 1; 
Glucose_Repression_Signaling_2009, 586,  9,  9,  138, 1, 4, 638663, 16081.55, 1, 50.60, 1: 79; 2: 24; 3: 1; 4: 2; 
Glucose_Repression_Signaling_2009, 708,  6, 14,  138, 1, 4, 658741, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 153, 10,  8,  138, 1, 4, 633918, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 151,  9,  9,  138, 1, 4, 639118, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 860,  6, 13,  138, 1, 4, 619573, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 147,  9,  9,  138, 1, 4, 639116, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 1; 4: 1; 
