Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
4(255)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 375,  6, 10,  237, 0, 4, 470467, 11992.95, 0, 0.00, 0: 6; 1: 52; 2: 50; 3: 23; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 848,  4, 14,  281, 0, 8, 442694, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 43; 3: 23; 4: 7; 5: 6; 6: 1; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 501,  7,  8,  282, 0, 8, 442639, 11992.95, 1, 77.38, 0: 6; 1: 53; 2: 36; 3: 19; 4: 14; 5: 3; 6: 1; 7: 1; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 904,  9,  6,  282, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 49; 3: 13; 4: 12; 5: 6; 6: 1; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 669,  5, 12,  282, 0, 8, 470516, 11992.95, 1, 77.38, 0: 6; 1: 43; 2: 45; 3: 23; 4: 13; 5: 4; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 449,  6,  9,  283, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 44; 3: 18; 4: 9; 5: 6; 6: 2; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 574,  7,  8,  283, 0, 8, 442683, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 42; 3: 20; 4: 10; 5: 6; 6: 1; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 373,  4, 14,  283, 0, 8, 442657, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 44; 3: 17; 4: 12; 5: 7; 6: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 494,  7,  8,  284, 0, 8, 442658, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 43; 3: 27; 4: 9; 5: 2; 6: 2; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 139,  7,  8,  284, 0, 8, 442637, 11992.95, 1, 77.38, 0: 6; 1: 42; 2: 50; 3: 18; 4: 12; 5: 4; 6: 2; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 218,  5, 11,  284, 0, 8, 434830, 11992.95, 1, 77.38, 0: 6; 1: 40; 2: 51; 3: 21; 4: 10; 5: 5; 6: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 116,  7,  8,  284, 0, 8, 442693, 11992.95, 1, 77.38, 0: 6; 1: 41; 2: 49; 3: 24; 4: 8; 5: 3; 6: 3; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 390,  9,  6,  284, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 42; 2: 54; 3: 14; 4: 9; 5: 8; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 285,  8,  7,  284, 0, 8, 442702, 11992.95, 0, 77.38, 0: 6; 1: 42; 2: 44; 3: 27; 4: 12; 5: 1; 6: 2; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 852,  6,  9,  285, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 47; 3: 18; 4: 12; 5: 5; 6: 2; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 416,  4, 14,  285, 0, 8, 442654, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 43; 3: 20; 4: 9; 5: 6; 6: 3; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 712,  5, 12,  285, 0, 8, 470342, 11992.95, 1, 77.38, 0: 6; 1: 40; 2: 51; 3: 20; 4: 11; 5: 5; 6: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 410,  5, 11,  285, 0, 8, 434821, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 42; 3: 24; 4: 8; 5: 3; 6: 2; 7: 1; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 397,  9,  6,  285, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 46; 3: 19; 4: 14; 5: 3; 6: 1; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 993,  9,  6,  286, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 48; 3: 17; 4: 6; 5: 6; 6: 4; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 788,  5, 12,  286, 0, 8, 470349, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 46; 3: 18; 4: 14; 5: 5; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 191,  9,  6,  286, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 45; 3: 19; 4: 14; 5: 5; 6: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 184,  6,  9,  287, 0, 8, 427869, 11992.95, 0, 77.38, 0: 6; 1: 40; 2: 53; 3: 18; 4: 8; 5: 7; 6: 2; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 402,  7,  8,  287, 0, 8, 442661, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 39; 3: 19; 4: 13; 5: 6; 6: 1; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  35,  8,  7,  287, 0, 8, 442678, 11992.95, 1, 77.38, 0: 6; 1: 45; 2: 46; 3: 20; 4: 8; 5: 5; 6: 3; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 265,  9,  6,  287, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 45; 3: 21; 4: 7; 5: 5; 6: 2; 7: 1; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 743,  9,  6,  289, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 50; 3: 17; 4: 10; 5: 2; 7: 4; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 896,  4, 14,  289, 0, 8, 442648, 11992.95, 1, 77.38, 0: 6; 1: 41; 2: 48; 3: 18; 4: 18; 5: 2; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 346,  7,  8,  289, 0, 8, 442691, 11992.95, 0, 77.38, 0: 6; 1: 42; 2: 44; 3: 24; 4: 12; 5: 5; 6: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  17,  9,  6,  290, 0, 8, 427869, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 43; 3: 19; 4: 11; 5: 6; 6: 2; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 777,  7,  8,  291, 0, 8, 442695, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 44; 3: 19; 4: 14; 5: 4; 6: 3; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 950,  5, 11,  292, 0, 8, 434793, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 42; 3: 19; 4: 11; 5: 7; 6: 3; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 355,  8,  7,  292, 0, 8, 442660, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 43; 3: 20; 4: 10; 5: 5; 6: 2; 7: 1; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 240,  4, 14,  293, 0, 8, 442647, 11992.95, 0, 77.38, 0: 6; 1: 46; 2: 39; 3: 19; 4: 16; 5: 8; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 610,  4, 14,  294, 0, 8, 442610, 11992.95, 0, 77.38, 0: 6; 1: 42; 2: 38; 3: 31; 4: 11; 5: 5; 6: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 684,  5, 11,  295, 0, 8, 434832, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 41; 3: 19; 4: 12; 5: 8; 6: 1; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  63,  4, 14,  296, 0, 8, 442673, 11992.95, 1, 77.38, 0: 6; 1: 43; 2: 41; 3: 25; 4: 10; 5: 7; 6: 1; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  28,  4, 14,  296, 0, 8, 442519, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 44; 3: 14; 4: 17; 5: 8; 6: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 513,  4, 14,  296, 0, 8, 442646, 11992.95, 1, 77.38, 0: 6; 1: 42; 2: 43; 3: 19; 4: 17; 5: 7; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  30,  7,  8,  297, 0, 8, 442655, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 35; 3: 19; 4: 15; 5: 5; 6: 2; 7: 1; 8: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 371,  4, 14,  299, 0, 8, 442647, 11992.95, 1, 77.38, 0: 6; 1: 41; 2: 41; 3: 26; 4: 12; 5: 6; 6: 2; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 468,  4, 14,  301, 0, 8, 442663, 11992.95, 1, 77.38, 0: 6; 1: 38; 2: 45; 3: 25; 4: 13; 5: 5; 6: 1; 7: 1; 8: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  94,  8,  7,  312, 0, 8, 442624, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 37; 3: 16; 4: 10; 5: 10; 6: 2; 7: 1; 8: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 977,  8,  7,  256, 0, 9, 442633, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 48; 3: 20; 4: 9; 5: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 363,  6,  9,  259, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 56; 2: 41; 3: 18; 4: 10; 5: 2; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 359,  6,  9,  261, 0, 9, 427869, 11992.95, 0, 77.38, 0: 6; 1: 52; 2: 44; 3: 17; 4: 14; 5: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 975,  8,  7,  261, 0, 9, 442634, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 48; 3: 14; 4: 9; 5: 4; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 870,  7,  8,  262, 0, 9, 442650, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 43; 3: 25; 4: 5; 5: 3; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 584,  9,  6,  265, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 46; 3: 20; 4: 10; 5: 3; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  52,  8,  7,  266, 0, 9, 442689, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 54; 3: 12; 4: 10; 5: 4; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 307,  5, 11,  267, 0, 9, 434818, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 42; 3: 26; 4: 8; 5: 3; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 692,  9,  6,  267, 0, 9, 427869, 11992.95, 0, 77.38, 0: 6; 1: 51; 2: 42; 3: 22; 4: 9; 5: 3; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 506,  8,  7,  268, 0, 9, 442672, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 46; 3: 20; 4: 10; 5: 1; 6: 1; 7: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 110,  8,  7,  268, 0, 9, 442624, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 47; 3: 24; 4: 5; 5: 1; 6: 2; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 741,  6, 10,  269, 0, 9, 470421, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 50; 3: 19; 4: 6; 5: 4; 6: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 498,  9,  6,  269, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 43; 3: 20; 4: 8; 5: 2; 6: 2; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 987,  9,  6,  269, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 46; 3: 25; 4: 6; 5: 1; 8: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 596,  8,  7,  269, 0, 9, 442664, 11992.95, 1, 77.38, 0: 6; 1: 56; 2: 40; 3: 15; 4: 11; 5: 4; 7: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 106,  5, 12,  269, 0, 9, 470511, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 45; 3: 25; 4: 11; 5: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 582,  5, 13,  270, 0, 9, 499510, 11992.95, 0, 77.38, 0: 6; 1: 49; 2: 44; 3: 21; 4: 12; 5: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 722,  6, 10,  271, 0, 9, 470323, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 42; 3: 21; 4: 9; 5: 4; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 153,  8,  7,  271, 0, 9, 442667, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 53; 3: 13; 4: 9; 5: 7; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 178,  9,  6,  271, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 39; 3: 24; 4: 9; 5: 5; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 445,  9,  6,  272, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 45; 3: 24; 4: 7; 5: 4; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 999,  6, 10,  272, 0, 9, 470548, 11992.95, 0, 77.38, 0: 6; 1: 47; 2: 48; 3: 16; 4: 13; 5: 4; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 286,  6,  9,  272, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 45; 2: 48; 3: 26; 4: 6; 5: 1; 7: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 298,  6,  9,  272, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 56; 2: 37; 3: 18; 4: 10; 5: 5; 6: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 793,  7,  8,  272, 0, 9, 442615, 11992.95, 0, 77.38, 0: 6; 1: 50; 2: 44; 3: 20; 4: 11; 5: 1; 8: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 995,  5, 12,  272, 0, 9, 470427, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 44; 3: 20; 4: 9; 5: 6; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 866,  8,  7,  273, 0, 9, 442677, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 45; 3: 21; 4: 7; 5: 3; 6: 2; 7: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 105,  9,  6,  273, 0, 9, 427869, 11992.95, 0, 77.38, 0: 6; 1: 46; 2: 45; 3: 23; 4: 11; 5: 3; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 411,  6,  9,  273, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 42; 2: 53; 3: 23; 4: 7; 5: 1; 6: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  62,  8,  7,  274, 0, 9, 442666, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 45; 3: 26; 4: 7; 5: 3; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 753,  8,  7,  275, 0, 9, 442655, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 49; 3: 17; 4: 10; 5: 5; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 455,  5, 11,  275, 0, 9, 434814, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 44; 3: 24; 4: 4; 5: 6; 6: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  60,  6,  9,  275, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 48; 3: 20; 4: 6; 5: 5; 6: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 308,  9,  6,  275, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 49; 3: 16; 4: 4; 5: 7; 6: 2; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 597,  8,  7,  277, 0, 9, 442701, 11992.95, 0, 77.38, 0: 6; 1: 53; 2: 33; 3: 24; 4: 13; 5: 5; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 262,  9,  6,  277, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 48; 3: 20; 4: 6; 5: 4; 6: 1; 7: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 366,  9,  6,  277, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 47; 3: 20; 4: 6; 5: 5; 6: 3; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 508,  5, 11,  277, 0, 9, 434811, 11992.95, 0, 77.38, 0: 6; 1: 47; 2: 40; 3: 29; 4: 9; 5: 2; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  21,  6, 10,  279, 0, 9, 470496, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 47; 3: 19; 4: 7; 5: 6; 6: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 690,  6, 10,  279, 0, 9, 470527, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 44; 3: 23; 4: 6; 5: 4; 6: 1; 7: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 545,  6,  9,  279, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 44; 3: 19; 4: 6; 5: 6; 6: 1; 7: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 149,  7,  8,  279, 0, 9, 442634, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 47; 3: 23; 4: 7; 5: 7; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 408,  5, 12,  279, 0, 9, 470465, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 43; 3: 16; 4: 12; 5: 6; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 847,  9,  6,  280, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 47; 3: 22; 4: 11; 5: 2; 6: 1; 7: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 320,  6,  9,  280, 0, 9, 427869, 11992.95, 0, 77.38, 0: 6; 1: 47; 2: 47; 3: 20; 4: 6; 5: 6; 8: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  79,  7,  8,  280, 0, 9, 442621, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 41; 3: 19; 4: 11; 5: 6; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 954,  6,  9,  280, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 49; 3: 16; 4: 15; 5: 3; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 600,  6,  9,  280, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 48; 2: 43; 3: 18; 4: 15; 5: 3; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 861,  9,  6,  281, 0, 9, 427869, 11992.95, 0, 77.38, 0: 6; 1: 43; 2: 43; 3: 28; 4: 13; 7: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 392,  7,  8,  282, 0, 9, 442679, 11992.95, 1, 77.38, 0: 6; 1: 43; 2: 49; 3: 23; 4: 8; 5: 1; 6: 2; 7: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 781,  4, 14,  283, 0, 9, 442648, 11992.95, 1, 77.38, 0: 6; 1: 47; 2: 42; 3: 21; 4: 11; 5: 6; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 204,  9,  6,  283, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 43; 2: 53; 3: 16; 4: 11; 5: 3; 9: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 217,  7,  8,  283, 0, 9, 442658, 11992.95, 0, 77.38, 0: 6; 1: 42; 2: 50; 3: 19; 4: 10; 5: 7; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 609,  6,  9,  284, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 48; 3: 15; 4: 11; 5: 6; 6: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  99,  8,  7,  285, 0, 9, 442664, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 43; 3: 14; 4: 10; 5: 5; 6: 4; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 120,  9,  6,  285, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 42; 3: 18; 4: 10; 5: 4; 6: 1; 7: 2; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  37,  8,  7,  286, 0, 9, 442656, 11992.95, 1, 77.38, 0: 6; 1: 45; 2: 43; 3: 24; 4: 8; 5: 6; 6: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 672,  6,  9,  286, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 48; 3: 19; 4: 10; 5: 4; 6: 2; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 818,  6,  9,  287, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 51; 3: 16; 4: 10; 5: 3; 6: 1; 7: 1; 8: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 230,  6,  9,  288, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 41; 2: 51; 3: 18; 4: 12; 5: 2; 6: 4; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 193,  5, 12,  288, 0, 9, 470513, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 35; 3: 26; 4: 11; 5: 6; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 734,  5, 11,  288, 0, 9, 434768, 11992.95, 1, 77.38, 0: 6; 1: 42; 2: 50; 3: 17; 4: 13; 5: 4; 6: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 154,  6,  9,  290, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 41; 2: 48; 3: 22; 4: 8; 5: 8; 6: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 555,  6,  9,  292, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 46; 2: 43; 3: 18; 4: 13; 5: 6; 7: 1; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 686,  6,  9,  293, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 40; 3: 17; 4: 14; 5: 5; 7: 1; 8: 2; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 691,  9,  6,  308, 0, 9, 427869, 11992.95, 1, 77.38, 0: 6; 1: 38; 2: 46; 3: 23; 4: 12; 5: 6; 7: 2; 8: 1; 9: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 112,  6,  9,  264, 0, 10, 427869, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 44; 3: 25; 4: 7; 5: 1; 8: 1; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 859,  8,  7,  265, 0, 10, 442646, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 44; 3: 22; 4: 8; 5: 2; 8: 1; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 518,  9,  6,  275, 0, 10, 427869, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 43; 3: 24; 4: 7; 5: 2; 6: 1; 7: 2; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 799,  9,  6,  281, 0, 10, 427869, 11992.95, 1, 77.38, 0: 6; 1: 51; 2: 41; 3: 22; 4: 9; 5: 2; 8: 2; 10: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 395,  8,  7,  282, 0, 10, 442600, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 49; 3: 13; 4: 7; 5: 6; 6: 2; 8: 2; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 626,  6,  9,  283, 0, 10, 427869, 11992.95, 1, 77.38, 0: 6; 1: 43; 2: 48; 3: 22; 4: 9; 5: 5; 7: 1; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 361,  7,  8,  283, 0, 10, 442665, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 40; 3: 24; 4: 7; 5: 4; 6: 1; 8: 1; 9: 1; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 550,  9,  6,  286, 0, 10, 427869, 11992.95, 1, 77.38, 0: 6; 1: 50; 2: 43; 3: 12; 4: 14; 5: 8; 8: 1; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 342,  9,  6,  287, 0, 10, 427869, 11992.95, 1, 77.38, 0: 6; 1: 49; 2: 41; 3: 21; 4: 8; 5: 6; 6: 1; 7: 1; 8: 1; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 611,  7,  8,  289, 0, 10, 442661, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 45; 3: 24; 4: 8; 5: 4; 6: 1; 7: 1; 8: 1; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  24,  9,  6,  294, 0, 10, 427869, 11992.95, 1, 77.38, 0: 6; 1: 44; 2: 47; 3: 23; 4: 8; 5: 2; 8: 1; 9: 3; 10: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 894,  7,  8,  294, 0, 10, 442674, 11992.95, 1, 77.38, 0: 6; 1: 52; 2: 38; 3: 14; 4: 17; 5: 3; 6: 1; 8: 2; 9: 1; 10: 1; 
