Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
74(1000)
Melhor resultado nxn: CD4_T_cell_signaling, 361, 14, 14,  519, 1, 4, 1583799, 45211.48, 0, 0.00, 1: 211; 2: 105; 3: 22; 4: 8; 
CD4_T_cell_signaling, 770, 12, 17,  689, 0, 9, 1626207, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 115; 3: 37; 4: 25; 5: 12; 6: 3; 7: 2; 9: 1; 
CD4_T_cell_signaling, 575, 12, 16,  691, 0, 9, 1539702, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 83; 3: 41; 4: 29; 5: 9; 6: 8; 7: 1; 8: 1; 9: 1; 
CD4_T_cell_signaling, 170, 10, 20,  692, 0, 9, 1606580, 45211.48, 1, 270.53, 0: 4; 1: 156; 2: 98; 3: 47; 4: 22; 5: 9; 6: 6; 7: 3; 9: 1; 
CD4_T_cell_signaling, 362, 10, 19,  695, 0, 9, 1526098, 45211.48, 1, 270.53, 0: 4; 1: 136; 2: 118; 3: 48; 4: 26; 5: 12; 6: 1; 9: 1; 
CD4_T_cell_signaling, 378, 16, 12,  699, 0, 9, 1539632, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 84; 3: 47; 4: 29; 5: 9; 6: 6; 7: 3; 9: 1; 
CD4_T_cell_signaling, 644,  8, 24,  701, 0, 9, 1539701, 45211.48, 1, 270.53, 0: 4; 1: 155; 2: 92; 3: 53; 4: 23; 5: 10; 6: 5; 7: 2; 8: 1; 9: 1; 
CD4_T_cell_signaling, 750, 13, 15,  704, 0, 9, 1568114, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 107; 3: 38; 4: 29; 5: 13; 6: 5; 8: 1; 9: 1; 
CD4_T_cell_signaling, 953, 15, 13,  704, 0, 9, 1568154, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 110; 3: 37; 4: 29; 5: 11; 6: 4; 7: 2; 8: 1; 9: 1; 
CD4_T_cell_signaling,  54, 16, 12,  705, 0, 9, 1539715, 45211.48, 1, 270.53, 0: 4; 1: 162; 2: 85; 3: 48; 4: 26; 5: 7; 6: 10; 7: 3; 9: 1; 
CD4_T_cell_signaling, 318, 12, 17,  707, 0, 9, 1626033, 45211.48, 1, 270.53, 0: 4; 1: 149; 2: 103; 3: 36; 4: 34; 5: 15; 6: 4; 9: 1; 
CD4_T_cell_signaling, 368,  8, 24,  707, 0, 9, 1539645, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 88; 3: 37; 4: 29; 5: 15; 6: 6; 7: 3; 9: 1; 
CD4_T_cell_signaling, 597, 15, 13,  710, 0, 9, 1568141, 45211.48, 1, 270.53, 0: 4; 1: 140; 2: 107; 3: 49; 4: 29; 5: 12; 6: 4; 9: 1; 
CD4_T_cell_signaling, 706, 16, 12,  710, 0, 9, 1539731, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 87; 3: 41; 4: 22; 5: 10; 6: 8; 7: 4; 8: 3; 9: 1; 
CD4_T_cell_signaling, 888, 15, 13,  712, 0, 9, 1568203, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 101; 3: 42; 4: 32; 5: 15; 6: 3; 7: 1; 9: 1; 
CD4_T_cell_signaling, 560,  9, 21,  717, 0, 9, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 107; 3: 39; 4: 33; 5: 14; 6: 3; 7: 2; 9: 1; 
CD4_T_cell_signaling, 244, 12, 17,  720, 0, 9, 1625908, 45211.48, 1, 270.53, 0: 4; 1: 141; 2: 103; 3: 53; 4: 21; 5: 17; 6: 6; 9: 1; 
CD4_T_cell_signaling, 775, 16, 12,  720, 0, 9, 1539615, 45211.48, 0, 270.53, 0: 4; 1: 172; 2: 81; 3: 33; 4: 22; 5: 20; 6: 6; 7: 3; 8: 3; 9: 2; 
CD4_T_cell_signaling, 353,  9, 21,  724, 0, 9, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 140; 2: 103; 3: 47; 4: 30; 5: 18; 6: 3; 9: 1; 
CD4_T_cell_signaling, 555, 13, 15,  726, 0, 9, 1568175, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 111; 3: 34; 4: 28; 5: 19; 6: 6; 8: 1; 9: 1; 
CD4_T_cell_signaling, 710,  8, 25,  736, 0, 9, 1606547, 45211.48, 1, 270.53, 0: 4; 1: 133; 2: 113; 3: 41; 4: 35; 5: 11; 6: 6; 7: 2; 9: 1; 
CD4_T_cell_signaling, 171,  8, 26,  742, 0, 9, 1664291, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 87; 3: 44; 4: 38; 5: 18; 6: 5; 7: 1; 9: 1; 
CD4_T_cell_signaling, 102,  9, 22,  743, 0, 9, 1595557, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 92; 3: 46; 4: 34; 5: 13; 6: 7; 7: 2; 9: 2; 
CD4_T_cell_signaling, 443,  8, 24,  786, 0, 9, 1539686, 45211.48, 1, 270.53, 0: 4; 1: 133; 2: 89; 3: 51; 4: 44; 5: 13; 6: 6; 7: 4; 8: 1; 9: 1; 
CD4_T_cell_signaling, 456, 12, 16,  640, 0, 10, 1539726, 45211.48, 1, 270.53, 0: 4; 1: 178; 2: 88; 3: 43; 4: 17; 5: 12; 6: 2; 7: 1; 10: 1; 
CD4_T_cell_signaling,  31,  8, 24,  654, 0, 10, 1539697, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 82; 3: 54; 4: 18; 5: 11; 6: 3; 10: 1; 
CD4_T_cell_signaling, 241,  8, 24,  658, 0, 10, 1539697, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 97; 3: 36; 4: 26; 5: 8; 6: 4; 9: 1; 10: 1; 
CD4_T_cell_signaling, 452,  8, 24,  662, 0, 10, 1539755, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 89; 3: 48; 4: 16; 5: 13; 6: 4; 7: 1; 10: 1; 
CD4_T_cell_signaling,   1,  8, 26,  666, 0, 10, 1664144, 45211.48, 1, 270.53, 0: 4; 1: 162; 2: 109; 3: 32; 4: 18; 5: 14; 6: 4; 7: 2; 10: 1; 
CD4_T_cell_signaling, 385, 12, 16,  670, 0, 10, 1539690, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 87; 3: 39; 4: 24; 5: 12; 6: 3; 7: 2; 8: 1; 10: 1; 
CD4_T_cell_signaling, 126, 12, 16,  671, 0, 10, 1539669, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 97; 3: 34; 4: 26; 5: 13; 6: 2; 8: 1; 9: 1; 10: 1; 
CD4_T_cell_signaling, 206, 10, 20,  674, 0, 10, 1606568, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 100; 3: 41; 4: 22; 5: 12; 6: 3; 7: 2; 10: 1; 
CD4_T_cell_signaling, 363, 16, 12,  687, 0, 10, 1539762, 45211.48, 0, 270.53, 0: 4; 1: 163; 2: 91; 3: 41; 4: 29; 5: 11; 6: 4; 7: 2; 10: 1; 
CD4_T_cell_signaling, 850,  9, 21,  699, 0, 10, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 101; 3: 45; 4: 28; 5: 13; 6: 3; 7: 1; 10: 1; 
CD4_T_cell_signaling, 226, 13, 15,  701, 0, 10, 1568097, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 112; 3: 46; 4: 23; 5: 14; 6: 3; 7: 1; 10: 1; 
CD4_T_cell_signaling, 943, 15, 13,  706, 0, 10, 1568209, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 102; 3: 48; 4: 27; 5: 11; 6: 4; 7: 2; 10: 1; 
CD4_T_cell_signaling, 753, 10, 19,  709, 0, 10, 1526072, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 100; 3: 50; 4: 20; 5: 11; 6: 6; 7: 4; 10: 1; 
CD4_T_cell_signaling, 817,  9, 21,  712, 0, 10, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 98; 3: 48; 4: 28; 5: 13; 6: 5; 7: 1; 10: 1; 
CD4_T_cell_signaling, 941,  8, 25,  714, 0, 10, 1606521, 45211.48, 1, 270.53, 0: 4; 1: 135; 2: 117; 3: 46; 4: 27; 5: 9; 6: 5; 7: 2; 10: 1; 
CD4_T_cell_signaling, 805, 14, 14,  720, 0, 10, 1583751, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 91; 3: 37; 4: 23; 5: 10; 6: 10; 7: 4; 8: 3; 10: 1; 
CD4_T_cell_signaling, 163, 12, 16,  728, 0, 10, 1539691, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 77; 3: 42; 4: 34; 5: 15; 6: 5; 8: 3; 9: 1; 10: 1; 
CD4_T_cell_signaling,  48, 12, 17,  732, 0, 10, 1626138, 45211.48, 1, 270.53, 0: 4; 1: 131; 2: 119; 3: 41; 4: 27; 5: 18; 6: 3; 7: 2; 10: 1; 
CD4_T_cell_signaling, 266,  8, 26,  757, 0, 10, 1664075, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 83; 3: 58; 4: 34; 5: 17; 6: 6; 8: 1; 10: 1; 
CD4_T_cell_signaling, 314, 16, 12,  645, 0, 11, 1539665, 45211.48, 1, 270.53, 0: 4; 1: 181; 2: 80; 3: 49; 4: 16; 5: 10; 6: 3; 7: 2; 11: 1; 
CD4_T_cell_signaling, 145, 11, 18,  651, 0, 11, 1595411, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 109; 3: 33; 4: 23; 5: 6; 6: 5; 7: 1; 11: 1; 
CD4_T_cell_signaling, 177, 14, 14,  661, 0, 11, 1583778, 45211.48, 1, 270.53, 0: 4; 1: 172; 2: 95; 3: 37; 4: 19; 5: 11; 6: 5; 8: 2; 11: 1; 
CD4_T_cell_signaling, 660, 10, 20,  672, 0, 11, 1606528, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 91; 3: 44; 4: 24; 5: 11; 6: 5; 11: 1; 
CD4_T_cell_signaling, 692, 16, 12,  674, 0, 11, 1539680, 45211.48, 1, 270.53, 0: 4; 1: 172; 2: 81; 3: 48; 4: 22; 5: 13; 6: 4; 8: 1; 11: 1; 
CD4_T_cell_signaling, 502, 10, 19,  683, 0, 11, 1526096, 45211.48, 1, 270.53, 0: 4; 1: 149; 2: 111; 3: 45; 4: 22; 5: 9; 6: 3; 7: 1; 8: 1; 11: 1; 
CD4_T_cell_signaling, 477, 14, 14,  685, 0, 11, 1583750, 45211.48, 1, 270.53, 0: 4; 1: 171; 2: 89; 3: 35; 4: 29; 5: 7; 6: 5; 7: 2; 8: 2; 9: 1; 11: 1; 
CD4_T_cell_signaling, 320,  9, 21,  703, 0, 11, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 96; 3: 47; 4: 34; 5: 6; 6: 7; 11: 1; 
CD4_T_cell_signaling, 468, 12, 17,  703, 0, 11, 1626053, 45211.48, 0, 270.53, 0: 4; 1: 154; 2: 90; 3: 48; 4: 36; 5: 9; 6: 3; 7: 1; 11: 1; 
CD4_T_cell_signaling, 146,  9, 22,  714, 0, 11, 1595550, 45211.48, 1, 270.53, 0: 4; 1: 155; 2: 94; 3: 39; 4: 30; 5: 16; 6: 6; 7: 1; 11: 1; 
CD4_T_cell_signaling,  49, 13, 15,  719, 0, 11, 1568183, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 100; 3: 35; 4: 28; 5: 21; 6: 1; 7: 4; 11: 1; 
CD4_T_cell_signaling, 642, 12, 16,  661, 0, 12, 1539701, 45211.48, 1, 270.53, 0: 4; 1: 176; 2: 86; 3: 43; 4: 20; 5: 8; 6: 5; 7: 2; 8: 1; 12: 1; 
CD4_T_cell_signaling, 394, 11, 18,  670, 0, 12, 1595612, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 97; 3: 38; 4: 23; 5: 11; 6: 5; 7: 1; 12: 1; 
CD4_T_cell_signaling, 283, 11, 18,  670, 0, 12, 1595640, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 102; 3: 29; 4: 23; 5: 8; 6: 6; 7: 2; 8: 2; 12: 1; 
CD4_T_cell_signaling, 984, 10, 19,  672, 0, 12, 1526070, 45211.48, 0, 270.53, 0: 4; 1: 145; 2: 103; 3: 66; 4: 24; 5: 3; 12: 1; 
CD4_T_cell_signaling, 944, 11, 18,  682, 0, 12, 1595568, 45211.48, 1, 270.53, 0: 4; 1: 162; 2: 101; 3: 37; 4: 23; 5: 10; 6: 6; 7: 1; 10: 1; 12: 1; 
CD4_T_cell_signaling,  34, 10, 20,  684, 0, 12, 1606153, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 86; 3: 48; 4: 25; 5: 9; 6: 4; 7: 3; 12: 1; 
CD4_T_cell_signaling,   9, 12, 16,  688, 0, 12, 1539702, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 86; 3: 49; 4: 26; 5: 6; 6: 6; 7: 2; 8: 1; 12: 1; 
CD4_T_cell_signaling, 657, 14, 14,  693, 0, 12, 1583594, 45211.48, 1, 270.53, 0: 4; 1: 175; 2: 77; 3: 38; 4: 29; 5: 13; 6: 6; 7: 3; 12: 1; 
CD4_T_cell_signaling, 616, 16, 12,  693, 0, 12, 1539671, 45211.48, 1, 270.53, 0: 4; 1: 171; 2: 85; 3: 33; 4: 33; 5: 8; 6: 8; 7: 3; 12: 1; 
CD4_T_cell_signaling,  86, 11, 18,  697, 0, 12, 1595514, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 92; 3: 38; 4: 22; 5: 14; 6: 2; 7: 5; 8: 2; 12: 1; 
CD4_T_cell_signaling, 842, 12, 17,  697, 0, 12, 1626002, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 97; 3: 47; 4: 31; 5: 10; 6: 4; 12: 1; 
CD4_T_cell_signaling, 403, 10, 19,  698, 0, 12, 1526088, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 109; 3: 36; 4: 35; 5: 11; 6: 3; 12: 1; 
CD4_T_cell_signaling, 716, 12, 17,  699, 0, 12, 1626101, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 103; 3: 45; 4: 25; 5: 15; 7: 3; 12: 1; 
CD4_T_cell_signaling, 991,  9, 21,  701, 0, 12, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 114; 3: 37; 4: 29; 5: 17; 6: 1; 12: 1; 
CD4_T_cell_signaling, 561, 16, 12,  704, 0, 12, 1539712, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 84; 3: 41; 4: 23; 5: 12; 6: 6; 7: 4; 8: 2; 12: 1; 
CD4_T_cell_signaling, 651,  8, 24,  706, 0, 12, 1539654, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 80; 3: 41; 4: 31; 5: 12; 6: 10; 12: 1; 
CD4_T_cell_signaling, 106, 16, 12,  710, 0, 12, 1539729, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 90; 3: 38; 4: 16; 5: 13; 6: 10; 7: 2; 8: 3; 9: 1; 12: 1; 
CD4_T_cell_signaling, 331, 11, 18,  712, 0, 12, 1595504, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 79; 3: 43; 4: 29; 5: 14; 6: 5; 7: 2; 8: 2; 12: 1; 
CD4_T_cell_signaling, 413,  8, 25,  721, 0, 12, 1606316, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 101; 3: 39; 4: 30; 5: 16; 6: 7; 12: 1; 
CD4_T_cell_signaling, 931,  9, 23,  725, 0, 12, 1649306, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 104; 3: 50; 4: 24; 5: 11; 6: 8; 7: 2; 12: 1; 
CD4_T_cell_signaling, 324,  8, 25,  728, 0, 12, 1606573, 45211.48, 1, 270.53, 0: 4; 1: 149; 2: 99; 3: 33; 4: 39; 5: 17; 6: 3; 11: 1; 12: 1; 
CD4_T_cell_signaling, 974, 13, 15,  737, 0, 12, 1568174, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 98; 3: 53; 4: 29; 5: 9; 6: 6; 7: 2; 8: 1; 9: 1; 12: 1; 
CD4_T_cell_signaling, 148,  8, 25,  739, 0, 12, 1606688, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 100; 3: 41; 4: 26; 5: 18; 6: 7; 7: 2; 8: 1; 12: 1; 
CD4_T_cell_signaling, 434, 15, 13,  744, 0, 12, 1568120, 45211.48, 1, 270.53, 0: 4; 1: 140; 2: 97; 3: 48; 4: 33; 5: 18; 6: 3; 7: 2; 12: 1; 
CD4_T_cell_signaling, 348, 14, 14,  652, 0, 13, 1583871, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 95; 3: 38; 4: 18; 5: 9; 6: 5; 7: 2; 13: 1; 
CD4_T_cell_signaling, 743,  8, 24,  658, 0, 13, 1539725, 45211.48, 1, 270.53, 0: 4; 1: 178; 2: 77; 3: 48; 4: 24; 5: 12; 6: 1; 7: 1; 13: 1; 
CD4_T_cell_signaling, 952,  9, 22,  668, 0, 13, 1595560, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 103; 3: 38; 4: 21; 5: 11; 6: 3; 7: 1; 8: 1; 13: 1; 
CD4_T_cell_signaling, 563,  8, 26,  693, 0, 13, 1664158, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 84; 3: 46; 4: 26; 5: 12; 6: 5; 7: 2; 13: 1; 
CD4_T_cell_signaling, 607,  9, 21,  696, 0, 13, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 111; 3: 39; 4: 22; 5: 11; 6: 5; 7: 3; 13: 1; 
CD4_T_cell_signaling, 636, 14, 14,  697, 0, 13, 1583817, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 80; 3: 43; 4: 21; 5: 10; 6: 6; 7: 5; 8: 2; 13: 1; 
CD4_T_cell_signaling, 667, 16, 12,  697, 0, 13, 1539724, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 88; 3: 40; 4: 27; 5: 12; 6: 8; 7: 1; 13: 1; 
CD4_T_cell_signaling, 671, 13, 15,  708, 0, 13, 1568127, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 109; 3: 39; 4: 39; 5: 10; 6: 2; 13: 1; 
CD4_T_cell_signaling, 330, 13, 15,  712, 0, 13, 1568196, 45211.48, 1, 270.53, 0: 4; 1: 144; 2: 107; 3: 44; 4: 25; 5: 17; 6: 4; 13: 1; 
CD4_T_cell_signaling, 674, 12, 17,  721, 0, 13, 1626188, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 94; 3: 44; 4: 28; 5: 17; 6: 4; 7: 1; 8: 1; 13: 1; 
CD4_T_cell_signaling, 406, 16, 12,  619, 0, 14, 1539687, 45211.48, 0, 270.53, 0: 4; 1: 173; 2: 100; 3: 46; 4: 18; 5: 2; 6: 2; 14: 1; 
CD4_T_cell_signaling, 135, 16, 12,  636, 0, 14, 1539668, 45211.48, 0, 270.53, 0: 4; 1: 164; 2: 107; 3: 42; 4: 23; 5: 4; 6: 1; 14: 1; 
CD4_T_cell_signaling, 180,  9, 22,  640, 0, 14, 1595508, 45211.48, 0, 270.53, 0: 4; 1: 165; 2: 103; 3: 45; 4: 23; 5: 3; 6: 1; 7: 1; 14: 1; 
CD4_T_cell_signaling, 542, 16, 12,  646, 0, 14, 1539661, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 107; 3: 34; 4: 27; 5: 6; 6: 1; 7: 1; 14: 1; 
CD4_T_cell_signaling, 190, 14, 14,  647, 0, 14, 1583601, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 97; 3: 36; 4: 20; 5: 9; 6: 4; 8: 1; 14: 1; 
CD4_T_cell_signaling, 960, 16, 12,  648, 0, 14, 1539665, 45211.48, 1, 270.53, 0: 4; 1: 177; 2: 95; 3: 34; 4: 20; 5: 10; 6: 2; 7: 2; 9: 1; 14: 1; 
CD4_T_cell_signaling, 634, 10, 20,  663, 0, 14, 1606477, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 94; 3: 37; 4: 29; 5: 9; 6: 1; 7: 2; 14: 1; 
CD4_T_cell_signaling,  16, 16, 12,  677, 0, 14, 1539697, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 92; 3: 44; 4: 26; 5: 11; 6: 4; 14: 1; 
CD4_T_cell_signaling, 122, 16, 12,  678, 0, 14, 1539686, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 89; 3: 41; 4: 26; 5: 8; 6: 6; 7: 2; 14: 1; 
CD4_T_cell_signaling, 997,  8, 24,  679, 0, 14, 1539723, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 88; 3: 38; 4: 20; 5: 10; 6: 8; 7: 2; 9: 1; 14: 1; 
CD4_T_cell_signaling, 116, 10, 20,  684, 0, 14, 1606441, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 83; 3: 49; 4: 22; 5: 13; 6: 6; 14: 1; 
CD4_T_cell_signaling,  89, 14, 14,  701, 0, 14, 1583802, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 89; 3: 41; 4: 24; 5: 13; 6: 9; 7: 1; 14: 1; 
CD4_T_cell_signaling,  55, 15, 13,  735, 0, 14, 1568081, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 102; 3: 41; 4: 36; 5: 13; 6: 6; 7: 1; 14: 1; 
CD4_T_cell_signaling, 841,  9, 21,  739, 0, 14, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 138; 2: 101; 3: 43; 4: 41; 5: 16; 6: 2; 14: 1; 
CD4_T_cell_signaling, 718,  8, 25,  755, 0, 14, 1606459, 45211.48, 1, 270.53, 0: 4; 1: 130; 2: 106; 3: 53; 4: 29; 5: 19; 6: 3; 11: 1; 14: 1; 
CD4_T_cell_signaling, 905, 14, 14,  644, 0, 15, 1583738, 45211.48, 1, 270.53, 0: 4; 1: 180; 2: 90; 3: 34; 4: 22; 5: 11; 6: 4; 15: 1; 
CD4_T_cell_signaling, 880, 16, 12,  663, 0, 15, 1539699, 45211.48, 1, 270.53, 0: 4; 1: 180; 2: 83; 3: 37; 4: 21; 5: 15; 6: 3; 7: 2; 15: 1; 
CD4_T_cell_signaling, 422, 16, 12,  664, 0, 15, 1539634, 45211.48, 0, 270.53, 0: 4; 1: 177; 2: 85; 3: 37; 4: 26; 5: 10; 6: 5; 7: 1; 15: 1; 
CD4_T_cell_signaling, 682, 16, 12,  667, 0, 15, 1539670, 45211.48, 1, 270.53, 0: 4; 1: 162; 2: 104; 3: 37; 4: 26; 5: 7; 6: 3; 7: 2; 15: 1; 
CD4_T_cell_signaling, 112,  8, 24,  672, 0, 15, 1539782, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 93; 3: 40; 4: 28; 5: 7; 6: 5; 7: 1; 15: 1; 
CD4_T_cell_signaling, 773, 14, 14,  673, 0, 15, 1583810, 45211.48, 1, 270.53, 0: 4; 1: 171; 2: 90; 3: 39; 4: 24; 5: 10; 6: 5; 7: 2; 15: 1; 
CD4_T_cell_signaling, 571,  8, 26,  679, 0, 15, 1664345, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 94; 3: 38; 4: 15; 5: 16; 6: 6; 7: 1; 9: 1; 15: 1; 
CD4_T_cell_signaling, 210, 11, 18,  679, 0, 15, 1595487, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 91; 3: 35; 4: 35; 5: 7; 6: 2; 7: 2; 8: 1; 15: 1; 
CD4_T_cell_signaling, 487, 16, 12,  679, 0, 15, 1539645, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 94; 3: 48; 4: 13; 5: 9; 6: 2; 7: 5; 8: 1; 12: 1; 15: 1; 
CD4_T_cell_signaling, 536, 15, 13,  693, 0, 15, 1568100, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 110; 3: 41; 4: 28; 5: 10; 6: 3; 7: 1; 15: 1; 
CD4_T_cell_signaling, 498, 13, 15,  699, 0, 15, 1568115, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 107; 3: 33; 4: 34; 5: 13; 6: 2; 7: 1; 15: 1; 
CD4_T_cell_signaling, 733, 12, 16,  705, 0, 15, 1539682, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 96; 3: 34; 4: 25; 5: 18; 6: 4; 7: 3; 15: 1; 
CD4_T_cell_signaling, 577,  9, 21,  711, 0, 15, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 134; 2: 116; 3: 53; 4: 26; 5: 7; 6: 3; 7: 2; 15: 1; 
CD4_T_cell_signaling, 609, 13, 15,  722, 0, 15, 1568062, 45211.48, 1, 270.53, 0: 4; 1: 142; 2: 110; 3: 39; 4: 27; 5: 18; 6: 5; 15: 1; 
CD4_T_cell_signaling,  80, 15, 13,  728, 0, 15, 1568114, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 101; 3: 47; 4: 23; 5: 14; 6: 8; 7: 2; 15: 1; 
CD4_T_cell_signaling, 929, 10, 19,  748, 0, 15, 1526101, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 99; 3: 42; 4: 32; 5: 14; 6: 9; 7: 2; 15: 1; 
CD4_T_cell_signaling, 799, 16, 12,  778, 0, 15, 1539703, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 84; 3: 43; 4: 30; 5: 11; 6: 13; 7: 4; 8: 3; 9: 1; 15: 1; 
CD4_T_cell_signaling, 507,  8, 25,  815, 0, 15, 1606511, 45211.48, 1, 270.53, 0: 4; 1: 130; 2: 83; 3: 56; 4: 35; 5: 28; 6: 7; 7: 2; 15: 1; 
CD4_T_cell_signaling, 676, 16, 12,  656, 0, 16, 1539684, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 94; 3: 40; 4: 26; 5: 8; 6: 3; 16: 1; 
CD4_T_cell_signaling, 848, 14, 14,  661, 0, 16, 1583715, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 107; 3: 34; 4: 25; 5: 3; 6: 7; 8: 1; 16: 1; 
CD4_T_cell_signaling, 313, 14, 14,  662, 0, 16, 1583817, 45211.48, 1, 270.53, 0: 4; 1: 179; 2: 90; 3: 31; 4: 23; 5: 11; 6: 3; 7: 3; 8: 1; 16: 1; 
CD4_T_cell_signaling, 483, 14, 14,  663, 0, 16, 1583776, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 100; 3: 34; 4: 21; 5: 13; 6: 2; 7: 1; 8: 1; 16: 1; 
CD4_T_cell_signaling, 528, 10, 20,  686, 0, 16, 1606574, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 99; 3: 31; 4: 22; 5: 12; 6: 8; 8: 2; 16: 1; 
CD4_T_cell_signaling, 751, 15, 13,  691, 0, 16, 1568189, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 110; 3: 45; 4: 22; 5: 13; 6: 2; 7: 1; 16: 1; 
CD4_T_cell_signaling, 818, 16, 12,  693, 0, 16, 1539686, 45211.48, 1, 270.53, 0: 4; 1: 171; 2: 87; 3: 40; 4: 22; 5: 10; 6: 6; 7: 3; 8: 1; 9: 1; 16: 1; 
CD4_T_cell_signaling, 843, 10, 20,  711, 0, 16, 1606381, 45211.48, 1, 270.53, 0: 4; 1: 162; 2: 82; 3: 45; 4: 35; 5: 11; 6: 4; 7: 1; 8: 1; 16: 1; 
CD4_T_cell_signaling,  99, 12, 16,  711, 0, 16, 1539750, 45211.48, 1, 270.53, 0: 4; 1: 162; 2: 89; 3: 45; 4: 21; 5: 13; 6: 7; 7: 3; 8: 1; 16: 1; 
