Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
03(220)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  185, 1, 3, 796125, 18030.87, 9, 0.00, 1: 120; 2: 25; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 274,  6, 16,  180, 0, 4, 764317, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 24; 3: 8; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 853,  6, 16,  181, 0, 4, 764245, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 24; 3: 13; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 184,  6, 16,  181, 0, 4, 764342, 18030.87, 1, 74.34, 0: 25; 1: 82; 2: 33; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  89,  6, 18,  181, 0, 4, 846768, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 24; 3: 4; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 155,  7, 13,  182, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 25; 3: 7; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 258,  6, 18,  182, 0, 4, 846165, 18030.87, 1, 74.34, 0: 25; 1: 83; 2: 31; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 516,  7, 15,  182, 0, 4, 827349, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 28; 3: 4; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 242,  6, 17,  182, 0, 4, 804862, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 29; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  45, 12,  8,  183, 0, 4, 764576, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 29; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 592,  6, 16,  185, 0, 4, 764487, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 19; 3: 10; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 440, 12,  8,  185, 0, 4, 764447, 18030.87, 1, 74.34, 0: 25; 1: 83; 2: 29; 3: 8; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 381,  6, 16,  185, 0, 4, 764390, 18030.87, 1, 74.34, 0: 25; 1: 83; 2: 28; 3: 10; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 196,  6, 16,  185, 0, 4, 764172, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 25; 3: 7; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 878,  6, 17,  186, 0, 4, 804833, 18030.87, 1, 74.34, 0: 25; 1: 82; 2: 32; 3: 4; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 811,  6, 18,  186, 0, 4, 846417, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 26; 3: 7; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 777,  7, 14,  166, 0, 5, 780372, 18030.87, 1, 74.34, 0: 25; 1: 94; 2: 25; 3: 3; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 350,  8, 12,  166, 0, 5, 764107, 18030.87, 1, 74.34, 0: 25; 1: 96; 2: 20; 3: 7; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 135,  9, 11,  167, 0, 5, 786460, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 30; 3: 1; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 652, 10, 10,  167, 0, 5, 796389, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 29; 3: 3; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 108,  8, 12,  167, 0, 5, 764607, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 28; 3: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 701, 11,  9,  167, 0, 5, 786215, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 26; 3: 4; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 616,  7, 14,  167, 0, 5, 780880, 18030.87, 1, 74.34, 0: 25; 1: 94; 2: 23; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 373,  9, 11,  167, 0, 5, 785467, 18030.87, 1, 74.34, 0: 25; 1: 95; 2: 21; 3: 7; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 198, 10, 10,  167, 0, 5, 796587, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 26; 3: 3; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 594, 10, 10,  167, 0, 5, 796374, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 32; 3: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 702, 11,  9,  168, 0, 5, 786553, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 30; 3: 3; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 305, 11,  9,  168, 0, 5, 785974, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  65,  7, 14,  168, 0, 5, 780789, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 200, 10, 10,  168, 0, 5, 795422, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 28; 3: 2; 4: 1; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 835,  9, 11,  168, 0, 5, 786037, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 749, 11,  9,  168, 0, 5, 785763, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 25; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 256, 10, 10,  168, 0, 5, 796053, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 26; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 859,  7, 14,  168, 0, 5, 780874, 18030.87, 1, 74.34, 0: 25; 1: 94; 2: 21; 3: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 223,  7, 14,  168, 0, 5, 780611, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 26; 3: 2; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 251,  7, 15,  168, 0, 5, 827035, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 28; 3: 1; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 862,  9, 11,  168, 0, 5, 786228, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 31; 3: 1; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 612, 10, 10,  168, 0, 5, 796531, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 24; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 330, 12,  8,  168, 0, 5, 764290, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 26; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 905,  8, 12,  169, 0, 5, 764558, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 26; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 532, 12,  8,  169, 0, 5, 764319, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 31; 3: 3; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  72, 10, 10,  169, 0, 5, 796453, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 24; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 887,  8, 12,  169, 0, 5, 764514, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 823,  7, 15,  169, 0, 5, 826841, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 30; 3: 2; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 203, 10, 10,  169, 0, 5, 796665, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 33; 3: 2; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  64,  7, 13,  169, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 761,  8, 12,  169, 0, 5, 764273, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 23; 3: 7; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 420, 11,  9,  169, 0, 5, 785781, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 32; 3: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 132,  9, 11,  169, 0, 5, 785848, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 713, 10, 10,  169, 0, 5, 796506, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 24; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 517,  6, 18,  169, 0, 5, 847025, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 228,  8, 12,  169, 0, 5, 764504, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 26; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 684,  9, 11,  170, 0, 5, 785790, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  75,  9, 11,  170, 0, 5, 785357, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 331,  6, 17,  170, 0, 5, 805115, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 3; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 547, 11,  9,  170, 0, 5, 786015, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 27; 3: 1; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 402,  7, 15,  170, 0, 5, 826536, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 987,  7, 14,  170, 0, 5, 780871, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 671,  8, 12,  170, 0, 5, 764519, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 210, 12,  8,  170, 0, 5, 764379, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 631, 10, 10,  170, 0, 5, 796696, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 32; 3: 3; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 587, 10, 10,  170, 0, 5, 795934, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 215,  8, 12,  170, 0, 5, 764408, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 100,  7, 15,  170, 0, 5, 827107, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 830,  7, 13,  171, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 3; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  43, 11,  9,  171, 0, 5, 786566, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 582,  7, 13,  171, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 34; 3: 1; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  13, 11,  9,  171, 0, 5, 786378, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 831,  7, 15,  171, 0, 5, 826809, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 706, 10, 10,  171, 0, 5, 795809, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  49,  8, 12,  171, 0, 5, 764390, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 341,  6, 18,  171, 0, 5, 846156, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 3; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 779,  7, 14,  171, 0, 5, 780654, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 22; 3: 7; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 149, 10, 10,  171, 0, 5, 795414, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 30; 3: 3; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 165,  7, 14,  171, 0, 5, 781183, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 510, 10, 10,  171, 0, 5, 796469, 18030.87, 1, 74.34, 0: 25; 1: 95; 2: 18; 3: 9; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 846, 10, 10,  171, 0, 5, 795130, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 881,  7, 13,  171, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 486,  7, 14,  171, 0, 5, 780791, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 6; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 554,  7, 14,  171, 0, 5, 780729, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 6; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 297,  6, 16,  171, 0, 5, 764390, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 8; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 822, 11,  9,  171, 0, 5, 786213, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 32; 3: 2; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 871,  6, 18,  171, 0, 5, 846850, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 27; 3: 3; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 471,  8, 12,  171, 0, 5, 764439, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 24; 3: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 880,  6, 18,  171, 0, 5, 845731, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 692, 11,  9,  171, 0, 5, 785959, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 32; 3: 2; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 541,  9, 11,  171, 0, 5, 786201, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 6; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  60,  7, 14,  171, 0, 5, 780907, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 31; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 248,  6, 18,  171, 0, 5, 847229, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 22; 3: 7; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 742,  8, 12,  172, 0, 5, 764444, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 32; 3: 4; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 769,  6, 17,  172, 0, 5, 805376, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 4; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 816,  9, 11,  172, 0, 5, 786170, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 723,  7, 13,  172, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 4; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 821,  7, 15,  172, 0, 5, 827584, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 3; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 741, 11,  9,  172, 0, 5, 786030, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 3; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 766, 11,  9,  172, 0, 5, 786245, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 781,  7, 14,  172, 0, 5, 779974, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 393,  6, 17,  172, 0, 5, 805464, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 787,  7, 15,  172, 0, 5, 827736, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 824,  7, 13,  172, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 7; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 450,  7, 15,  172, 0, 5, 828006, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 6; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 511, 11,  9,  172, 0, 5, 786229, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 615,  6, 16,  172, 0, 5, 764453, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 5; 4: 1; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  91,  7, 13,  172, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  88,  6, 18,  172, 0, 5, 845565, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 22; 3: 6; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 630, 12,  8,  172, 0, 5, 764432, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 3; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 101,  9, 11,  172, 0, 5, 786255, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 588,  7, 13,  172, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 27; 3: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 268,  7, 13,  172, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 929,  7, 15,  172, 0, 5, 827210, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 28; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 179,  7, 13,  172, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 27; 3: 5; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 922,  8, 12,  172, 0, 5, 764220, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 5; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 921,  9, 11,  172, 0, 5, 785928, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 32; 3: 1; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  21, 12,  8,  172, 0, 5, 764366, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 902, 11,  9,  172, 0, 5, 786098, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 25; 3: 4; 4: 2; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 312,  6, 18,  172, 0, 5, 845939, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 3; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 898, 11,  9,  172, 0, 5, 786047, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 896, 11,  9,  172, 0, 5, 786351, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 7; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 893, 12,  8,  172, 0, 5, 764570, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 28; 3: 3; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 531,  7, 14,  172, 0, 5, 780898, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 29; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 326, 12,  8,  172, 0, 5, 764211, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 22; 3: 9; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 712,  9, 11,  172, 0, 5, 786541, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 29; 3: 2; 4: 2; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 858,  7, 15,  172, 0, 5, 827436, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 21; 3: 8; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  30,  8, 12,  172, 0, 5, 764506, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 7; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 807,  7, 15,  173, 0, 5, 826122, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 8; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 814,  7, 13,  173, 0, 5, 728910, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 6; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 164,  6, 17,  173, 0, 5, 803802, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 25; 3: 5; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 990,  8, 12,  173, 0, 5, 764532, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 3; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 434,  6, 17,  173, 0, 5, 805603, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 23; 3: 7; 4: 1; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 841,  6, 16,  173, 0, 5, 764514, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 31; 3: 5; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 980,  6, 18,  173, 0, 5, 847030, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 26; 3: 4; 4: 2; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   6,  6, 18,  173, 0, 5, 846864, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 24; 3: 5; 4: 2; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 340,  6, 17,  173, 0, 5, 805716, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 785,  6, 17,  173, 0, 5, 805516, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 22; 3: 8; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 236,  6, 18,  173, 0, 5, 846799, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 959, 12,  8,  173, 0, 5, 764415, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 29; 3: 6; 4: 1; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 948,  6, 18,  173, 0, 5, 846535, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 22; 3: 8; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 943,  8, 12,  173, 0, 5, 764584, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 26; 3: 6; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 829,  6, 17,  173, 0, 5, 805373, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 30; 3: 4; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 273,  7, 14,  173, 0, 5, 780937, 18030.87, 1, 74.34, 0: 25; 1: 93; 2: 23; 3: 4; 4: 3; 5: 2; 
